file_id,uniprot_id,ID,pocket,druggability,num_drug_pockets,struct_score
AF-Q9Y6G9-F1-model_v4,Q9Y6G9,Q9Y6G9-F1,0.238,0.204,0,60.5706228026118
AF-A0A096LNP1-F1-model_v4,A0A096LNP1,A0A096LNP1-F1,0.218,0.203,0,69.8952548330404
AF-P0CG24-F1-model_v4,P0CG24,P0CG24-F1,0.368,0.203,0,89.8762414578588
AF-P0DH78-F1-model_v4,P0DH78,P0DH78-F1,0.336,0.203,0,78.1407118055556
AF-P12694-F1-model_v4,P12694,P12694-F1,0.203,0.203,0,91.6070179876335
AF-P18827-F1-model_v4,P18827,P18827-F1,0.4,0.203,0,55.993032427695
AF-P20160-F1-model_v4,P20160,P20160-F1,0.425,0.203,0,90.3759331919406
AF-P31273-F1-model_v4,P31273,P31273-F1,0.06,0.203,0,65.5661491317671
AF-P47813-F1-model_v4,P47813,P47813-F1,0.102,0.203,0,77.5385800865801
AF-Q07157-F1-model_v4,Q07157,Q07157-F1,0.099,0.203,0,54.5286808325477
AF-Q15493-F1-model_v4,Q15493,Q15493-F1,0.351,0.203,0,97.9520471092077
AF-Q16890-F1-model_v4,Q16890,Q16890-F1,0.335,0.203,0,65.608974522293
AF-Q6V0I7-F12-model_v4,Q6V0I7,Q6V0I7-F12,0.133,0.203,0,83.5615112600037
AF-Q6ZVK8-F1-model_v4,Q6ZVK8,Q6ZVK8-F1,0.35,0.203,0,95.1832677639502
AF-Q7L7L0-F1-model_v4,Q7L7L0,Q7L7L0-F1,0.432,0.203,0,91.0445628140703
AF-Q8NEG2-F1-model_v4,Q8NEG2,Q8NEG2-F1,0.122,0.203,0,64.4231031506258
AF-Q969Q4-F1-model_v4,Q969Q4,Q969Q4-F1,0.147,0.203,0,88.13514
AF-Q96GT9-F1-model_v4,Q96GT9,Q96GT9-F1,0.353,0.203,0,65.0745717592593
AF-Q96S79-F1-model_v4,Q96S79,Q96S79-F1,0.129,0.203,0,86.8966666666667
AF-Q9HCM9-F1-model_v4,Q9HCM9,Q9HCM9-F1,0.149,0.203,0,84.197847950429
AF-Q9NP62-F1-model_v4,Q9NP62,Q9NP62-F1,0.423,0.203,0,60.8533429394813
AF-Q9UBC3-F1-model_v4,Q9UBC3,Q9UBC3-F1,0.077,0.203,0,73.5754261490406
AF-Q9ULD0-F1-model_v4,Q9ULD0,Q9ULD0-F1,0.257,0.203,0,90.6538648481091
AF-Q9Y5P6-F1-model_v4,Q9Y5P6,Q9Y5P6-F1,0.359,0.203,0,96.0712826943748
AF-P17483-F1-model_v4,P17483,P17483-F1,0.094,0.202,0,68.074049331963
AF-P28290-F1-model_v4,P28290,P28290-F1,0.137,0.202,0,51.2607098574086
AF-P29279-F1-model_v4,P29279,P29279-F1,0.166,0.202,0,77.6570460601447
AF-P36575-F1-model_v4,P36575,P36575-F1,0.293,0.202,0,87.1214409317804
AF-P47985-F1-model_v4,P47985,P47985-F1,0.381,0.202,0,81.755927168184
AF-Q08043-F1-model_v4,Q08043,Q08043-F1,0.088,0.202,0,84.6202523441809
AF-Q13522-F1-model_v4,Q13522,Q13522-F1,0.118,0.202,0,67.8590970654627
AF-Q14244-F1-model_v4,Q14244,Q14244-F1,0.366,0.202,0,62.5428796343321
AF-Q14626-F1-model_v4,Q14626,Q14626-F1,0.181,0.202,0,82.038477443609
AF-Q14789-F10-model_v4,Q14789,Q14789-F10,0.43,0.202,0,76.5260226474719
AF-Q15937-F1-model_v4,Q15937,Q15937-F1,0.091,0.202,0,68.4142529032258
AF-Q30201-F1-model_v4,Q30201,Q30201-F1,0.226,0.202,0,88.6447206506365
AF-Q5VVC0-F1-model_v4,Q5VVC0,Q5VVC0-F1,0.223,0.202,0,87.3359804605722
AF-Q5VZ19-F1-model_v4,Q5VZ19,Q5VZ19-F1,0.204,0.202,0,74.0237599722511
AF-Q6FHJ7-F1-model_v4,Q6FHJ7,Q6FHJ7-F1,0.132,0.202,0,78.5409032025909
AF-Q6ZU65-F1-model_v4,Q6ZU65,Q6ZU65-F1,0.17,0.202,0,52.0301354511791
AF-Q86VV4-F1-model_v4,Q86VV4,Q86VV4-F1,0.358,0.202,0,61.4616625716626
AF-Q8N6N7-F1-model_v4,Q8N6N7,Q8N6N7-F1,0.315,0.202,0,92.4680087209302
AF-Q8NH69-F1-model_v4,Q8NH69,Q8NH69-F1,0.25,0.202,0,90.5171121911705
AF-Q8TAX9-F1-model_v4,Q8TAX9,Q8TAX9-F1,0.277,0.202,0,71.7242409491938
AF-Q92730-F1-model_v4,Q92730,Q92730-F1,0.142,0.202,0,85.4008186813187
AF-Q96K21-F1-model_v4,Q96K21,Q96K21-F1,0.292,0.202,0,69.5846733111849
AF-Q99574-F1-model_v4,Q99574,Q99574-F1,0.163,0.202,0,88.8727503828484
AF-Q9BVC4-F1-model_v4,Q9BVC4,Q9BVC4-F1,0.413,0.202,0,91.8176987281399
AF-Q9BYL1-F1-model_v4,Q9BYL1,Q9BYL1-F1,0.346,0.202,0,68.3992077354959
AF-Q9BYV1-F1-model_v4,Q9BYV1,Q9BYV1-F1,0.089,0.202,0,91.0309031936128
AF-Q9H4M3-F1-model_v4,Q9H4M3,Q9H4M3-F1,0.235,0.202,0,92.4935486935867
AF-Q9UKY4-F1-model_v4,Q9UKY4,Q9UKY4-F1,0.367,0.202,0,88.1029714765101
AF-A0A3B3IU46-F1-model_v4,A0A3B3IU46,A0A3B3IU46-F1,0.238,0.201,0,61.9185994123408
AF-A4FU49-F1-model_v4,A4FU49,A4FU49-F1,0.307,0.201,0,53.4279887028445
AF-O75360-F1-model_v4,O75360,O75360-F1,0.295,0.201,0,70.5053087818697
AF-O95183-F1-model_v4,O95183,O95183-F1,0.157,0.201,0,80.2224022346369
AF-P0CJ70-F1-model_v4,P0CJ70,P0CJ70-F1,0.297,0.201,0,72.9106701030928
AF-P18510-F1-model_v4,P18510,P18510-F1,0.197,0.201,0,87.1319288256228
AF-P58546-F1-model_v4,P58546,P58546-F1,0.41,0.201,0,88.9216685082873
AF-Q5JR12-F1-model_v4,Q5JR12,Q5JR12-F1,0.197,0.201,0,85.0455175097276
AF-Q8IVD9-F1-model_v4,Q8IVD9,Q8IVD9-F1,0.118,0.201,0,80.1666411682893
AF-Q92994-F1-model_v4,Q92994,Q92994-F1,0.164,0.201,0,70.598513644281
AF-Q96RU8-F1-model_v4,Q96RU8,Q96RU8-F1,0.268,0.201,0,77.9467487001733
AF-Q9BQL6-F1-model_v4,Q9BQL6,Q9BQL6-F1,0.162,0.201,0,81.2334153055607
AF-Q9BTT6-F1-model_v4,Q9BTT6,Q9BTT6-F1,0.179,0.201,0,85.5741664662016
AF-Q9BX97-F1-model_v4,Q9BX97,Q9BX97-F1,0.233,0.201,0,82.1056597909014
AF-Q9NQR7-F1-model_v4,Q9NQR7,Q9NQR7-F1,0.251,0.201,0,74.9900035733429
AF-Q9NX45-F1-model_v4,Q9NX45,Q9NX45-F1,0.057,0.201,0,58.3487522824102
AF-A0A5B6-F1-model_v4,A0A5B6,A0A5B6-F1,0.13,0.2,0,90.406568946797
AF-A1L020-F1-model_v4,A1L020,A1L020-F1,0.258,0.2,0,65.3357206733298
AF-O00358-F1-model_v4,O00358,O00358-F1,0.251,0.2,0,62.1011780007432
AF-O43278-F1-model_v4,O43278,O43278-F1,0.107,0.2,0,77.018365901319
AF-O43623-F1-model_v4,O43623,O43623-F1,0.236,0.2,0,62.8377497621313
AF-O95865-F1-model_v4,O95865,O95865-F1,0.241,0.2,0,93.1906192990879
AF-P01920-F1-model_v4,P01920,P01920-F1,0.257,0.2,0,87.1120975378788
AF-P13591-F1-model_v4,P13591,P13591-F1,0.211,0.2,0,79.8868921966622
AF-P51511-F1-model_v4,P51511,P51511-F1,0.182,0.2,0,75.9911034482759
AF-P54136-F1-model_v4,P54136,P54136-F1,0.111,0.2,0,92.2433673276676
AF-P62244-F1-model_v4,P62244,P62244-F1,0.378,0.2,0,93.0701055662188
AF-Q0D2H9-F1-model_v4,Q0D2H9,Q0D2H9-F1,0.073,0.2,0,66.9307262569832
AF-Q15691-F1-model_v4,Q15691,Q15691-F1,0.08,0.2,0,81.8193892045455
AF-Q86WI1-F4-model_v4,Q86WI1,Q86WI1-F4,0.084,0.2,0,86.2543996256434
AF-Q86WI1-F8-model_v4,Q86WI1,Q86WI1-F8,0.166,0.2,0,89.325462169038
AF-Q8IX12-F1-model_v4,Q8IX12,Q8IX12-F1,0.137,0.2,0,69.2837431664701
AF-Q96E09-F1-model_v4,Q96E09,Q96E09-F1,0.391,0.2,0,60.750944808232
AF-Q9BZH6-F1-model_v4,Q9BZH6,Q9BZH6-F1,0.172,0.2,0,84.1086823480433
AF-O00444-F1-model_v4,O00444,O00444-F1,0.133,0.199,0,66.9229360313316
AF-O95473-F1-model_v4,O95473,O95473-F1,0.222,0.199,0,78.4767857142857
AF-P05198-F1-model_v4,P05198,P05198-F1,0.292,0.199,0,77.0395452748122
AF-P08727-F1-model_v4,P08727,P08727-F1,0.374,0.199,0,81.4000710135571
AF-P10398-F1-model_v4,P10398,P10398-F1,0.249,0.199,0,71.0597810065277
AF-P49756-F1-model_v4,P49756,P49756-F1,0.156,0.199,0,68.5479863481229
AF-P55010-F1-model_v4,P55010,P55010-F1,0.124,0.199,0,74.0363017665798
AF-Q03403-F1-model_v4,Q03403,Q03403-F1,0.311,0.199,0,93.583064516129
AF-Q13070-F1-model_v4,Q13070,Q13070-F1,0.346,0.199,0,62.749314159292
AF-Q15814-F1-model_v4,Q15814,Q15814-F1,0.302,0.199,0,81.9721327529924
AF-Q5H9I0-F1-model_v4,Q5H9I0,Q5H9I0-F1,0.222,0.199,0,68.7787083465567
AF-Q7Z7M0-F9-model_v4,Q7Z7M0,Q7Z7M0-F9,0.368,0.199,0,76.2582097571459
AF-Q86W42-F1-model_v4,Q86W42,Q86W42-F1,0.32,0.199,0,93.6808680818802
AF-Q8IV16-F1-model_v4,Q8IV16,Q8IV16-F1,0.459,0.199,0,74.000261627907
AF-Q8N7R0-F1-model_v4,Q8N7R0,Q8N7R0-F1,0.327,0.199,0,60.6502384737679
AF-Q8TAX0-F1-model_v4,Q8TAX0,Q8TAX0-F1,0.075,0.199,0,60.8748109143131
AF-Q9H987-F1-model_v4,Q9H987,Q9H987-F1,0.2,0.199,0,52.9877350131524
AF-Q9HC21-F1-model_v4,Q9HC21,Q9HC21-F1,0.23,0.199,0,84.625249500998
AF-Q9NTU4-F1-model_v4,Q9NTU4,Q9NTU4-F1,0.264,0.199,0,62.8817988757027
AF-A1L170-F1-model_v4,A1L170,A1L170-F1,0.277,0.198,0,57.1596620959843
AF-O15151-F1-model_v4,O15151,O15151-F1,0.151,0.198,0,60.9076642335766
AF-P01602-F1-model_v4,P01602,P01602-F1,-0.001,0.198,0,90.5089632107023
AF-P15692-F1-model_v4,P15692,P15692-F1,0.345,0.198,0,78.411406581741
AF-P29323-F1-model_v4,P29323,P29323-F1,0.129,0.198,0,80.1209851797862
AF-Q01201-F1-model_v4,Q01201,Q01201-F1,0.3,0.198,0,69.7969986263736
AF-Q5SSQ6-F1-model_v4,Q5SSQ6,Q5SSQ6-F1,0.206,0.198,0,75.4323037542662
AF-Q6IQ23-F1-model_v4,Q6IQ23,Q6IQ23-F1,0.026,0.198,0,58.201017990837
AF-Q8WYQ4-F1-model_v4,Q8WYQ4,Q8WYQ4-F1,0.147,0.198,0,75.0262131715771
AF-Q96EL2-F1-model_v4,Q96EL2,Q96EL2-F1,0.281,0.198,0,86.2922073079791
AF-Q96Q07-F1-model_v4,Q96Q07,Q96Q07-F1,0.168,0.198,0,88.742096807415
AF-Q99081-F1-model_v4,Q99081,Q99081-F1,0.39,0.198,0,51.2961765280219
AF-Q9Y2W6-F1-model_v4,Q9Y2W6,Q9Y2W6-F1,0.193,0.198,0,74.6548990362552
AF-A6NDY2-F1-model_v4,A6NDY2,A6NDY2-F1,0.235,0.197,0,50.3522381635581
AF-O00451-F1-model_v4,O00451,O00451-F1,0.196,0.197,0,75.7310637705375
AF-O14653-F1-model_v4,O14653,O14653-F1,0.362,0.197,0,83.721060518732
AF-O95476-F1-model_v4,O95476,O95476-F1,0.185,0.197,0,90.1141454907823
AF-P0CJ69-F1-model_v4,P0CJ69,P0CJ69-F1,0.349,0.197,0,65.2159069767442
AF-P26927-F1-model_v4,P26927,P26927-F1,0.244,0.197,0,83.6202913483745
AF-P31644-F1-model_v4,P31644,P31644-F1,0.155,0.197,0,82.2697764449291
AF-P34810-F1-model_v4,P34810,P34810-F1,0.38,0.197,0,74.3389521640091
AF-P85299-F1-model_v4,P85299,P85299-F1,0.209,0.197,0,70.6455001661682
AF-Q7RTY8-F1-model_v4,Q7RTY8,Q7RTY8-F1,0.182,0.197,0,81.517216106168
AF-Q7Z5P9-F7-model_v4,Q7Z5P9,Q7Z5P9-F7,0.259,0.197,0,50.3744886540255
AF-Q8IVW1-F1-model_v4,Q8IVW1,Q8IVW1-F1,0.059,0.197,0,52.9374068663258
AF-Q8WY91-F1-model_v4,Q8WY91,Q8WY91-F1,0.103,0.197,0,68.6239936536718
AF-Q92620-F1-model_v4,Q92620,Q92620-F1,0.081,0.197,0,68.2070176327523
AF-Q93063-F1-model_v4,Q93063,Q93063-F1,0.274,0.197,0,87.5966068965517
AF-Q9H0H3-F1-model_v4,Q9H0H3,Q9H0H3-F1,0.072,0.197,0,87.4676854856154
AF-A6NE82-F1-model_v4,A6NE82,A6NE82-F1,0.019,0.196,0,66.6269678217822
AF-F5H4A9-F1-model_v4,F5H4A9,F5H4A9-F1,0.11,0.196,0,60.7933333333333
AF-O15247-F1-model_v4,O15247,O15247-F1,0.281,0.196,0,93.20255
AF-P09871-F1-model_v4,P09871,P09871-F1,0.161,0.196,0,87.700380263402
AF-P30281-F1-model_v4,P30281,P30281-F1,0.233,0.196,0,87.7183802816901
AF-P78396-F1-model_v4,P78396,P78396-F1,0.203,0.196,0,68.9534392828036
AF-Q09472-F1-model_v4,Q09472,Q09472-F1,0.18,0.196,0,54.6989169420816
AF-Q14141-F1-model_v4,Q14141,Q14141-F1,0.238,0.196,0,82.0719455587393
AF-Q16612-F1-model_v4,Q16612,Q16612-F1,0.351,0.196,0,65.8688908765653
AF-Q3KNW1-F1-model_v4,Q3KNW1,Q3KNW1-F1,0.138,0.196,0,59.8380826737027
AF-Q5U5X8-F1-model_v4,Q5U5X8,Q5U5X8-F1,0.264,0.196,0,50.1021294046173
AF-Q5VXH5-F1-model_v4,Q5VXH5,Q5VXH5-F1,0.104,0.196,0,86.8020154831821
AF-Q6MZP7-F1-model_v4,Q6MZP7,Q6MZP7-F1,0.164,0.196,0,53.5840226781857
AF-Q6UXD1-F1-model_v4,Q6UXD1,Q6UXD1-F1,0.397,0.196,0,62.7138847385272
AF-Q8N3Z0-F1-model_v4,Q8N3Z0,Q8N3Z0-F1,0.036,0.196,0,79.4166334541063
AF-Q8N431-F1-model_v4,Q8N431,Q8N431-F1,0.065,0.196,0,85.9501074113856
AF-Q8TD90-F1-model_v4,Q8TD90,Q8TD90-F1,0.141,0.196,0,72.188807728558
AF-Q96FZ2-F1-model_v4,Q96FZ2,Q96FZ2-F1,0.186,0.196,0,82.6312894183602
AF-Q96IR3-F1-model_v4,Q96IR3,Q96IR3-F1,0.249,0.196,0,73.244263803681
AF-Q9H7X0-F1-model_v4,Q9H7X0,Q9H7X0-F1,0.089,0.196,0,88.3758174316658
AF-A6NHR8-F1-model_v4,A6NHR8,A6NHR8-F1,0.253,0.195,0,57.0607612667479
AF-O14529-F1-model_v4,O14529,O14529-F1,0.199,0.195,0,60.9251917663617
AF-O15230-F9-model_v4,O15230,O15230-F9,0.149,0.195,0,79.6042862512922
AF-P04792-F1-model_v4,P04792,P04792-F1,0.075,0.195,0,67.9757293606456
AF-P21506-F1-model_v4,P21506,P21506-F1,0.167,0.195,0,62.1433397642015
AF-P26599-F1-model_v4,P26599,P26599-F1,0.252,0.195,0,74.8553811770549
AF-P61218-F1-model_v4,P61218,P61218-F1,0.081,0.195,0,79.1027739387957
AF-Q14789-F3-model_v4,Q14789,Q14789-F3,0.23,0.195,0,74.1621163597545
AF-Q15054-F1-model_v4,Q15054,Q15054-F1,0.359,0.195,0,63.8441742991951
AF-Q16661-F1-model_v4,Q16661,Q16661-F1,0.549,0.195,0,82.7235671819263
AF-Q2M1V0-F1-model_v4,Q2M1V0,Q2M1V0-F1,0.248,0.195,0,67.28791886196
AF-Q6A1A2-F1-model_v4,Q6A1A2,Q6A1A2-F1,0.125,0.195,0,79.6264471184294
AF-Q92618-F1-model_v4,Q92618,Q92618-F1,0.222,0.195,0,51.9646806558881
AF-Q96T75-F1-model_v4,Q96T75,Q96T75-F1,0.358,0.195,0,65.2416710182768
AF-Q9BRQ4-F1-model_v4,Q9BRQ4,Q9BRQ4-F1,0.401,0.195,0,94.2405292222734
AF-Q9Y6H5-F1-model_v4,Q9Y6H5,Q9Y6H5-F1,0.101,0.195,0,52.5712693674485
AF-P08590-F1-model_v4,P08590,P08590-F1,0.382,0.194,0,88.8578110749186
AF-P11831-F1-model_v4,P11831,P11831-F1,0.135,0.194,0,53.0503793962891
AF-P23760-F1-model_v4,P23760,P23760-F1,0.197,0.194,0,65.2150684931507
AF-P33552-F1-model_v4,P33552,P33552-F1,0.368,0.194,0,92.8712195121951
AF-Q06643-F1-model_v4,Q06643,Q06643-F1,0.279,0.194,0,78.3980803571429
AF-Q14653-F1-model_v4,Q14653,Q14653-F1,0.115,0.194,0,81.2153195319532
AF-Q15643-F1-model_v4,Q15643,Q15643-F1,0.22,0.194,0,66.7786958158208
AF-Q5VTT2-F1-model_v4,Q5VTT2,Q5VTT2-F1,0.14,0.194,0,64.7862781954887
AF-Q6R2W3-F1-model_v4,Q6R2W3,Q6R2W3-F1,0.296,0.194,0,74.251232619316
AF-Q7L3T8-F1-model_v4,Q7L3T8,Q7L3T8-F1,0.407,0.194,0,88.4674263524371
AF-Q7Z407-F12-model_v4,Q7Z407,Q7Z407-F12,0.092,0.194,0,77.4731814794112
AF-Q86U38-F1-model_v4,Q86U38,Q86U38-F1,0.136,0.194,0,86.2997850562948
AF-Q8IV04-F1-model_v4,Q8IV04,Q8IV04-F1,0.136,0.194,0,81.7015624107398
AF-Q8NES8-F1-model_v4,Q8NES8,Q8NES8-F1,0.54,0.194,0,77.8991103202847
AF-Q8NGS2-F1-model_v4,Q8NGS2,Q8NGS2-F1,0.429,0.194,0,88.5770732689211
AF-Q8WXH0-F21-model_v4,Q8WXH0,Q8WXH0-F21,0.099,0.194,0,73.4777837789977
AF-Q8WZ42-F40-model_v4,Q8WZ42,Q8WZ42-F40,0.211,0.194,0,85.1973014692208
AF-Q99795-F1-model_v4,Q99795,Q99795-F1,0.508,0.194,0,85.4853127506014
AF-Q9H074-F1-model_v4,Q9H074,Q9H074-F1,0.139,0.194,0,72.962462805526
AF-Q9H6J7-F1-model_v4,Q9H6J7,Q9H6J7-F1,0.198,0.194,0,80.7188071646341
AF-Q9NP56-F1-model_v4,Q9NP56,Q9NP56-F1,0.03,0.194,0,79.6840593243614
AF-Q9P2M4-F1-model_v4,Q9P2M4,Q9P2M4-F1,0.056,0.194,0,66.2596689705347
AF-A6NFH5-F1-model_v4,A6NFH5,A6NFH5-F1,0.115,0.193,0,92.8008080808081
AF-O14598-F1-model_v4,O14598,O14598-F1,0.342,0.193,0,64.5155739514349
AF-O14979-F1-model_v4,O14979,O14979-F1,0.213,0.193,0,62.6039981701738
AF-O94941-F1-model_v4,O94941,O94941-F1,0.078,0.193,0,71.6521267844181
AF-P00918-F1-model_v4,P00918,P00918-F1,0.327,0.193,0,97.4029908345393
AF-P05305-F1-model_v4,P05305,P05305-F1,0.093,0.193,0,65.3946487119438
AF-P17538-F1-model_v4,P17538,P17538-F1,0.373,0.193,0,91.9791152263375
AF-P59910-F1-model_v4,P59910,P59910-F1,0.114,0.193,0,86.8171210340776
AF-P60002-F1-model_v4,P60002,P60002-F1,0.453,0.193,0,86.4016133942161
AF-Q02080-F1-model_v4,Q02080,Q02080-F1,0.162,0.193,0,61.7335441176471
AF-Q16698-F1-model_v4,Q16698,Q16698-F1,0.213,0.193,0,89.4411597633136
AF-Q92611-F1-model_v4,Q92611,Q92611-F1,0.182,0.193,0,84.4973218059558
AF-Q92802-F1-model_v4,Q92802,Q92802-F1,0.06,0.193,0,54.7012478956229
AF-Q96IZ7-F1-model_v4,Q96IZ7,Q96IZ7-F1,0.3,0.193,0,58.5993119941133
AF-Q96NR7-F1-model_v4,Q96NR7,Q96NR7-F1,0.294,0.193,0,60.8010756972112
AF-Q9BT73-F1-model_v4,Q9BT73,Q9BT73-F1,0.356,0.193,0,92.9424427480916
AF-Q9BYF1-F1-model_v4,Q9BYF1,Q9BYF1-F1,0.137,0.193,0,91.0254164749195
AF-A0A0B4J265-F1-model_v4,A0A0B4J265,A0A0B4J265-F1,0.242,0.192,0,91.5407042253521
AF-O75445-F10-model_v4,O75445,O75445-F10,0.134,0.192,0,80.2031310992451
AF-P13686-F1-model_v4,P13686,P13686-F1,0.325,0.192,0,94.9448183925811
AF-P38935-F1-model_v4,P38935,P38935-F1,0.13,0.192,0,77.9096220513489
AF-Q56P03-F1-model_v4,Q56P03,Q56P03-F1,0.114,0.192,0,76.0046462882096
AF-Q6ZMW2-F1-model_v4,Q6ZMW2,Q6ZMW2-F1,0.162,0.192,0,60.5165481429326
AF-Q6ZVS7-F1-model_v4,Q6ZVS7,Q6ZVS7-F1,0.376,0.192,0,79.3722222222222
AF-Q86UX7-F1-model_v4,Q86UX7,Q86UX7-F1,0.144,0.192,0,83.5821213818861
AF-Q86XL3-F1-model_v4,Q86XL3,Q86XL3-F1,0.196,0.192,0,65.3875658343567
AF-Q8N0V5-F1-model_v4,Q8N0V5,Q8N0V5-F1,0.101,0.192,0,91.85851806113
AF-Q8NCP5-F1-model_v4,Q8NCP5,Q8NCP5-F1,0.247,0.192,0,55.4796244131455
AF-Q9NRD0-F1-model_v4,Q9NRD0,Q9NRD0-F1,0.123,0.192,0,80.8278620689655
AF-Q9NY27-F1-model_v4,Q9NY27,Q9NY27-F1,0.116,0.192,0,63.4733384239462
AF-Q9UHB6-F1-model_v4,Q9UHB6,Q9UHB6-F1,0.432,0.192,0,51.9545738636364
AF-A0A0B4J237-F1-model_v4,A0A0B4J237,A0A0B4J237-F1,0.244,0.191,0,90.5593949771689
AF-P12111-F2-model_v4,P12111,P12111-F2,0.194,0.191,0,85.3998924332344
AF-Q14643-F7-model_v4,Q14643,Q14643-F7,0.205,0.191,0,78.7484861809045
AF-Q16378-F1-model_v4,Q16378,Q16378-F1,0.334,0.191,0,64.4229747427502
AF-Q6PI97-F1-model_v4,Q6PI97,Q6PI97-F1,0.283,0.191,0,73.5437481590574
AF-Q7L8S5-F1-model_v4,Q7L8S5,Q7L8S5-F1,0.197,0.191,0,81.9841199143469
AF-Q86XZ4-F1-model_v4,Q86XZ4,Q86XZ4-F1,0.367,0.191,0,64.1247874129234
AF-Q9BZ81-F1-model_v4,Q9BZ81,Q9BZ81-F1,0.29,0.191,0,81.1925211581292
AF-Q9P2K2-F1-model_v4,Q9P2K2,Q9P2K2-F1,0.116,0.191,0,79.891166565534
AF-A0A1B0GTC6-F1-model_v4,A0A1B0GTC6,A0A1B0GTC6-F1,0.377,0.19,0,70.4659781121751
AF-O75636-F1-model_v4,O75636,O75636-F1,0.209,0.19,0,87.9066853448276
AF-O95972-F1-model_v4,O95972,O95972-F1,0.149,0.19,0,72.4972853535353
AF-P18084-F1-model_v4,P18084,P18084-F1,0.264,0.19,0,82.7092214983713
AF-P21754-F1-model_v4,P21754,P21754-F1,0.067,0.19,0,77.0970363636364
AF-Q5T4S7-F6-model_v4,Q5T4S7,Q5T4S7-F6,0.079,0.19,0,81.5951616766467
AF-Q6ZTR5-F6-model_v4,Q6ZTR5,Q6ZTR5-F6,0.112,0.19,0,77.6371589185331
AF-Q8TCE6-F1-model_v4,Q8TCE6,Q8TCE6-F1,0.266,0.19,0,90.7063518258427
AF-Q8WXG9-F16-model_v4,Q8WXG9,Q8WXG9-F16,0.102,0.19,0,83.8399889766673
AF-Q96GE4-F1-model_v4,Q96GE4,Q96GE4-F1,0.363,0.19,0,67.4880188115855
AF-Q96IU2-F1-model_v4,Q96IU2,Q96IU2-F1,0.216,0.19,0,75.1461155152888
AF-Q9BV36-F1-model_v4,Q9BV36,Q9BV36-F1,0.131,0.19,0,61.6493107173725
AF-Q9NS00-F1-model_v4,Q9NS00,Q9NS00-F1,0.221,0.19,0,88.6549916079221
AF-Q9NYS0-F1-model_v4,Q9NYS0,Q9NYS0-F1,0.337,0.19,0,88.2393289473684
AF-A0A075B6L6-F1-model_v4,A0A075B6L6,A0A075B6L6-F1,0.208,0.189,0,87.7078350515464
AF-O60224-F1-model_v4,O60224,O60224-F1,0.07,0.189,0,68.6228497072219
AF-P05013-F1-model_v4,P05013,P05013-F1,0.159,0.189,0,87.2754709677419
AF-P10092-F1-model_v4,P10092,P10092-F1,0.41,0.189,0,71.7068886576483
AF-P52952-F1-model_v4,P52952,P52952-F1,0.332,0.189,0,63.9828014616322
AF-P62241-F1-model_v4,P62241,P62241-F1,0.126,0.189,0,92.8529636150235
AF-Q15270-F1-model_v4,Q15270,Q15270-F1,0.101,0.189,0,61.511972027972
AF-Q17RY6-F1-model_v4,Q17RY6,Q17RY6-F1,-0.057,0.189,0,73.2758128834356
AF-Q2LD37-F5-model_v4,Q2LD37,Q2LD37-F5,0.073,0.189,0,60.1498871206514
AF-Q86XR7-F1-model_v4,Q86XR7,Q86XR7-F1,0.148,0.189,0,74.8546934460888
AF-Q8N456-F1-model_v4,Q8N456,Q8N456-F1,0.351,0.189,0,83.2898273381295
AF-Q8NFP4-F1-model_v4,Q8NFP4,Q8NFP4-F1,0.263,0.189,0,84.8423559435863
AF-Q8TEU8-F1-model_v4,Q8TEU8,Q8TEU8-F1,0.123,0.189,0,76.5805117845118
AF-Q96K30-F1-model_v4,Q96K30,Q96K30-F1,0.3,0.189,0,59.9132621648461
AF-Q9BT88-F1-model_v4,Q9BT88,Q9BT88-F1,0.222,0.189,0,76.462093639576
AF-Q9H5N1-F1-model_v4,Q9H5N1,Q9H5N1-F1,0.175,0.189,0,79.0450854700855
AF-Q9NQT5-F1-model_v4,Q9NQT5,Q9NQT5-F1,0.385,0.189,0,80.7199420289855
AF-Q9Y3B3-F1-model_v4,Q9Y3B3,Q9Y3B3-F1,0.185,0.189,0,85.0491262683202
AF-A8MYZ5-F1-model_v4,A8MYZ5,A8MYZ5-F1,0.391,0.188,0,93.423598691385
AF-B2RPK0-F1-model_v4,B2RPK0,B2RPK0-F1,0.509,0.188,0,76.7536919459142
AF-O14503-F1-model_v4,O14503,O14503-F1,0.406,0.188,0,60.7115899843505
AF-O14771-F1-model_v4,O14771,O14771-F1,0.036,0.188,0,65.8745399113082
AF-O15194-F1-model_v4,O15194,O15194-F1,0.166,0.188,0,78.8059580291971
AF-O60729-F1-model_v4,O60729,O60729-F1,0.097,0.188,0,80.9663454317897
AF-O94989-F1-model_v4,O94989,O94989-F1,-0.011,0.188,0,63.3330369568579
AF-P09132-F1-model_v4,P09132,P09132-F1,0.435,0.188,0,86.7116637168142
AF-P10746-F1-model_v4,P10746,P10746-F1,0.24,0.188,0,92.9061611138737
AF-P15863-F1-model_v4,P15863,P15863-F1,0.407,0.188,0,55.5158778430871
AF-P34741-F1-model_v4,P34741,P34741-F1,0.401,0.188,0,60.9414065510597
AF-P49640-F1-model_v4,P49640,P49640-F1,0.178,0.188,0,59.0271961047683
AF-P58505-F1-model_v4,P58505,P58505-F1,0.291,0.188,0,61.1710751818917
AF-P61086-F1-model_v4,P61086,P61086-F1,0.466,0.188,0,96.7343979721166
