"TARGETID","all_target_genes","uniprotswissprot","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T75243","MTOR","P42345","Non-small-cell lung cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Sarcoma","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","T-cell leukaemia","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Head and neck cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Kidney cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Lung cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Renal cell carcinoma","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Pancreatic cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75243","MTOR","P42345","Breast cancer","Small molecular drug","MTOR_HUMAN","Serine/threonine-protein kinase mTOR (mTOR)","Successful target"
"T75440","TSPO","P30536","Solid tumour/cancer","Small molecular drug","TSPO_HUMAN","Translocator protein (TSPO)","Successful target"
"T75498","NQO2","P16083","Solid tumour/cancer","Small molecular drug","NQO2_HUMAN","Quinone reductase 2 (NQO2)","Successful target"
"T75498","NQO2","P16083","Breast cancer","Small molecular drug","NQO2_HUMAN","Quinone reductase 2 (NQO2)","Successful target"
"T75499",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid major groove (hDNA maj)","Successful target"
"T75797","PTGFR","P43088","Renal cell carcinoma","Small molecular drug","PF2R_HUMAN","Prostaglandin F2-alpha receptor (PTGFR)","Successful target"
"T75797","PTGFR","P43088","Solid tumour/cancer","Small molecular drug","PF2R_HUMAN","Prostaglandin F2-alpha receptor (PTGFR)","Successful target"
"T75890","DPYD","Q12882","Tumour","Small molecular drug","DPYD_HUMAN","Dihydrothymine dehydrogenase (DPYD)","Successful target"
"T75890","DPYD","Q12882","Colorectal cancer","Small molecular drug","DPYD_HUMAN","Dihydrothymine dehydrogenase (DPYD)","Successful target"
"T75890","DPYD","Q12882","Solid tumour/cancer","Small molecular drug","DPYD_HUMAN","Dihydrothymine dehydrogenase (DPYD)","Successful target"
"T76198","TBXA2R","P21731","Solid tumour/cancer","Small molecular drug","TA2R_HUMAN","Thromboxane A2 receptor (TBXA2R)","Successful target"
"T76369","CES1","P23141","Acute lymphoblastic leukaemia","Small molecular drug","EST1_HUMAN","Liver carboxylesterase (CES1)","Successful target"
"T76414","GRIN2B","Q13224","Cancer related pain","Small molecular drug","NMDE2_HUMAN","Glutamate receptor ionotropic NMDA 2B (NMDAR2B)","Successful target"
"T76685","CNR1","P21554","Ovarian cancer","Small molecular drug","CNR1_HUMAN","Cannabinoid receptor 1 (CB1)","Successful target"
"T76685","CNR1","P21554","Prostate cancer","Small molecular drug","CNR1_HUMAN","Cannabinoid receptor 1 (CB1)","Successful target"
"T76910","GSK3A","P49840","Acute myeloid leukaemia","Small molecular drug","GSK3A_HUMAN","Glycogen synthase kinase-3 alpha (GSK-3A)","Successful target"
"T76910","GSK3A","P49840","Ovarian cancer","Small molecular drug","GSK3A_HUMAN","Glycogen synthase kinase-3 alpha (GSK-3A)","Successful target"
"T77009","PRDX5","P30044","Chronic lymphocytic leukaemia","Small molecular drug","PRDX5_HUMAN","Thioredoxin reductase (PRDX5)","Successful target"
"T77009","PRDX5","P30044","Brain cancer","Small molecular drug","PRDX5_HUMAN","Thioredoxin reductase (PRDX5)","Successful target"
"T77365","ADORA2A","P29274","Solid tumour/cancer","Small molecular drug","AA2AR_HUMAN","Adenosine A2a receptor (ADORA2A)","Successful target"
"T78937",NA,NA,"Chronic myeloid leukaemia","Small molecular drug","NOUNIPROTAC","Ribosome A (hRA)","Successful target"
"T79249","TYMS","P04818","Colorectal cancer","Small molecular drug","TYSY_HUMAN","Thymidylate synthase messenger RNA (TYMS mRNA)","Successful target"
"T79249","TYMS","P04818","Solid tumour/cancer","Small molecular drug","TYSY_HUMAN","Thymidylate synthase messenger RNA (TYMS mRNA)","Successful target"
"T79249","TYMS","P04818","Tumour","Small molecular drug","TYSY_HUMAN","Thymidylate synthase messenger RNA (TYMS mRNA)","Successful target"
"T79961","CHRM5","P08912","Solid tumour/cancer","Small molecular drug","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","Successful target"
"T80276","PIK3CA","P42336","Solid tumour/cancer","Small molecular drug","PK3CA_HUMAN","PI3-kinase alpha (PIK3CA)","Successful target"
"T80276","PIK3CA","P42336","Breast cancer","Small molecular drug","PK3CA_HUMAN","PI3-kinase alpha (PIK3CA)","Successful target"
"T80276","PIK3CA","P42336","Colorectal cancer","Small molecular drug","PK3CA_HUMAN","PI3-kinase alpha (PIK3CA)","Successful target"
"T80782","FLT1","P17948","Solid tumour/cancer","Small molecular drug","VGFR1_HUMAN","VEGFR1 messenger RNA (VEGFR1 mRNA)","Successful target"
"T80896","ESR2","Q92731","Carcinoma","Small molecular drug","ESR2_HUMAN","Estrogen receptor beta (ESR2)","Successful target"
"T80896","ESR2","Q92731","Breast cancer","Small molecular drug","ESR2_HUMAN","Estrogen receptor beta (ESR2)","Successful target"
"T80896","ESR2","Q92731","Prostate cancer","Small molecular drug","ESR2_HUMAN","Estrogen receptor beta (ESR2)","Successful target"
"T80942",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Matrix metalloproteinase (MMP)","Successful target"
"T80975","KDR","P35968","Liver cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Gastric adenocarcinoma","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Hepatocellular carcinoma","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Metastatic colorectal cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Gastrointestinal stromal tumour","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Head and neck cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Solid tumour/cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Thyroid cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Gastrointestinal cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Breast cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Advanced solid tumour","Combination drug (small molecular drug)","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Sarcoma","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Ovarian cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Peritoneal cavity cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Renal cell carcinoma","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T80975","KDR","P35968","Non-small-cell lung cancer","Small molecular drug","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","Successful target"
"T81774",NA,NA,"Prostate cancer","Small molecular drug","NOUNIPROTAC","Tubulin polymerization (TubP)","Successful target"
"T81905",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Histamine receptor (HR)","Successful target"
"T82146","RARG","P13631","Kaposi sarcoma","Small molecular drug","RARG_HUMAN","Retinoic acid receptor gamma (RARG)","Successful target"
"T82146","RARG","P13631","Acute promyelocytic leukaemia","Small molecular drug","RARG_HUMAN","Retinoic acid receptor gamma (RARG)","Successful target"
"T82383","AXL","P30530","Solid tumour/cancer","Small molecular drug","UFO_HUMAN","Tyrosine-protein kinase UFO (AXL)","Successful target"
"T82383","AXL","P30530","Aggressive cancer","Small molecule","UFO_HUMAN","Tyrosine-protein kinase UFO (AXL)","Successful target"
"T82383","AXL","P30530","Non-small-cell lung cancer","Small molecular drug","UFO_HUMAN","Tyrosine-protein kinase UFO (AXL)","Successful target"
"T82383","AXL","P30530","Triple negative breast cancer","Small molecular drug","UFO_HUMAN","Tyrosine-protein kinase UFO (AXL)","Successful target"
"T82383","AXL","P30530","Acute leukaemia","Small molecular drug","UFO_HUMAN","Tyrosine-protein kinase UFO (AXL)","Successful target"
"T82795","CTNNB1","P35222","Desmoid tumour","Small molecule","CTNB1_HUMAN","Beta-catenin (CTNNB1)","Successful target"
"T83011","MAOB","P27338","Skin cancer","Small molecular drug","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","Successful target"
"T83011","MAOB","P27338","Prostate cancer","Small molecular drug","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Solid tumour/cancer","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83193","TRPV1","Q8NER1","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83386","FOLR1","P15328","Ovarian cancer","Small molecular drug","FOLR1_HUMAN","Folate receptor alpha (FOLR1)","Successful target"
"T83386","FOLR1","P15328","Solid tumour/cancer","Small molecular drug","FOLR1_HUMAN","Folate receptor alpha (FOLR1)","Successful target"
"T83386","FOLR1","P15328","Renal cell carcinoma","Small molecular drug","FOLR1_HUMAN","Folate receptor alpha (FOLR1)","Successful target"
"T83875","MAOA","P21397","Prostate cancer","Small molecular drug","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","Successful target"
"T84160",NA,NA,"Testicular germ cell tumour","Small molecular drug","NOUNIPROTAC","5-HT 3 receptor (5HT3R)","Successful target"
"T84316","CACNA2D1","P54289","Cancer related pain","Small molecular drug","CA2D1_HUMAN","Voltage-gated calcium channel alpha-2/delta-1 (CACNA2D1)","Successful target"
"T84575",NA,NA,"Cancer related pain","Small molecular drug","NOUNIPROTAC","Samarium (SAM)","Successful target"
"T84581","TXNRD1","Q16881","Solid tumour/cancer","Small molecular drug","TRXR1_HUMAN","Cytoplasmic thioredoxin reductase (TXNRD1)","Successful target"
"T84621","CYP11B1","P15538","Breast cancer","Small molecular drug","C11B1_HUMAN","Steroid 11-beta-hydroxylase (CYP11B1)","Successful target"
"T84631","F10","P00742","Solid tumour/cancer","Small molecular drug","FA10_HUMAN","Coagulation factor Xa (F10)","Successful target"
"T84631","F10","P00742","Acute myeloid leukaemia","Small molecular drug","FA10_HUMAN","Coagulation factor Xa (F10)","Successful target"
"T84703","NTRK2","Q16620","Solid tumour/cancer","Small molecular drug","NTRK2_HUMAN","BDNF/NT-3 growth factors receptor (TrkB)","Successful target"
"T84703","NTRK2","Q16620","Colorectal cancer","Small molecular drug","NTRK2_HUMAN","BDNF/NT-3 growth factors receptor (TrkB)","Successful target"
"T84703","NTRK2","Q16620","Non-small-cell lung cancer","Small molecular drug","NTRK2_HUMAN","BDNF/NT-3 growth factors receptor (TrkB)","Successful target"
"T84703","NTRK2","Q16620","Mammary analogue secretory carcinoma","Small molecular drug","NTRK2_HUMAN","BDNF/NT-3 growth factors receptor (TrkB)","Successful target"
"T85733","TOP2B","Q02880","Breast cancer","Small molecular drug","TOP2B_HUMAN","DNA topoisomerase II beta (TOP2B)","Successful target"
"T85733","TOP2B","Q02880","Solid tumour/cancer","Small molecular drug","TOP2B_HUMAN","DNA topoisomerase II beta (TOP2B)","Successful target"
"T85799","CDK4","P11802","Hormone receptor positive and HER2-negative advanced or metastatic breast cancer","Small molecular drug","CDK4_HUMAN","Cyclin-dependent kinase 4 (CDK4)","Successful target"
"T85799","CDK4","P11802","Advanced solid tumour","Small molecular drug","CDK4_HUMAN","Cyclin-dependent kinase 4 (CDK4)","Successful target"
"T85799","CDK4","P11802","Breast cancer","Small molecule","CDK4_HUMAN","Cyclin-dependent kinase 4 (CDK4)","Successful target"
"T85799","CDK4","P11802","Breast cancer","Small molecular drug","CDK4_HUMAN","Cyclin-dependent kinase 4 (CDK4)","Successful target"
"T85799","CDK4","P11802","Solid tumour/cancer","Small molecular drug","CDK4_HUMAN","Cyclin-dependent kinase 4 (CDK4)","Successful target"
"T85799","CDK4","P11802","Small-cell lung cancer","Small molecular drug","CDK4_HUMAN","Cyclin-dependent kinase 4 (CDK4)","Successful target"
"T85943","SRC","P12931","Chronic myelogenous leukaemia","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Osteosarcoma","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Pancreatic cancer","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Hematologic tumour","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Solid tumour/cancer","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Acute myeloid leukaemia","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Ovarian cancer","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Breast cancer","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Metastatic gastric or gastroesophageal junction cancer","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Nasopharyngeal carcinoma","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Gastrointestinal cancer","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Acute myelogenous leukaemia","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T85943","SRC","P12931","Gastrointestinal stromal tumour","Small molecular drug","SRC_HUMAN","Proto-oncogene c-Src (SRC)","Successful target"
"T86528","FDPS","P14324","Acute myeloid leukaemia","Small molecular drug","FPPS_HUMAN","Geranyltranstransferase (FDPS)","Successful target"
"T86528","FDPS","P14324","Chronic myelogenous leukaemia","Small molecular drug","FPPS_HUMAN","Geranyltranstransferase (FDPS)","Successful target"
"T86528","FDPS","P14324","Colorectal cancer","Small molecular drug","FPPS_HUMAN","Geranyltranstransferase (FDPS)","Successful target"
"T86528","FDPS","P14324","Pancreatic cancer","Small molecular drug","FPPS_HUMAN","Geranyltranstransferase (FDPS)","Successful target"
"T86679","ADORA2B","P29275","Aggressive cancer","Small molecule","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","Successful target"
"T86836",NA,NA,"Acute lymphoblastic leukaemia","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Bladder cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Endometrial cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Gastrointestinal cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Acute myeloid leukaemia","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Squamous cell carcinoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Osteosarcoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Soft tissue sarcoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Kaposi sarcoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Brain cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Gastric adenocarcinoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Liver cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Non-muscle invasive bladder cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Pancreatic cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"leukaemia","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Intrahepatic cholangiocarcinoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Prostate cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Colorectal cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Refractory chronic myeloid leukaemia","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T86836",NA,NA,"Hepatocellular carcinoma","Small molecular drug","NOUNIPROTAC","Human Deoxyribonucleic acid (hDNA)","Successful target"
"T87023","PTAFR","P25105","Solid tumour/cancer","Small molecular drug","PTAFR_HUMAN","Platelet-activating factor receptor (PTAFR)","Successful target"
"T87024","APP","P05067","Solid tumour/cancer","Small molecular drug","A4_HUMAN","Amyloid beta A4 protein (APP)","Successful target"
"T89041","CYP17A1","P05093","Prostate cancer","Small molecular drug","CP17A_HUMAN","Steroid 17-alpha-monooxygenase (S17AH)","Successful target"
"T89361","CDK6","Q00534","Hormone receptor positive and HER2-negative advanced or metastatic breast cancer","Small molecular drug","CDK6_HUMAN","Cyclin-dependent kinase 6 (CDK6)","Successful target"
"T89361","CDK6","Q00534","Breast cancer","Small molecule","CDK6_HUMAN","Cyclin-dependent kinase 6 (CDK6)","Successful target"
"T89361","CDK6","Q00534","Breast cancer","Small molecular drug","CDK6_HUMAN","Cyclin-dependent kinase 6 (CDK6)","Successful target"
"T89361","CDK6","Q00534","Solid tumour/cancer","Small molecular drug","CDK6_HUMAN","Cyclin-dependent kinase 6 (CDK6)","Successful target"
"T89515","PDF","Q9HBH1","leukaemia","Small molecular drug","DEFM_HUMAN","Polypeptide deformylase (PDF)","Successful target"
"T89515","PDF","Q9HBH1","Solid tumour/cancer","Small molecular drug","DEFM_HUMAN","Polypeptide deformylase (PDF)","Successful target"
"T89515","PDF","Q9HBH1","Advanced cancer","Small molecular drug","DEFM_HUMAN","Polypeptide deformylase (PDF)","Successful target"
"T89515","PDF","Q9HBH1","Breast cancer","Small molecular drug","DEFM_HUMAN","Polypeptide deformylase (PDF)","Successful target"
"T89534","ESR1","P03372","Breast cancer","Small molecule","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89534","ESR1","P03372","Ductal carcinoma","Small molecular drug","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89534","ESR1","P03372","Solid tumour/cancer","Small molecular drug","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89534","ESR1","P03372","Adrenocortical carcinoma","Small molecular drug","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89534","ESR1","P03372","Breast cancer","Small molecular drug","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89534","ESR1","P03372","ER-positive breast cancer","Small molecular drug","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89534","ESR1","P03372","Carcinoma","Small molecular drug","ESR1_HUMAN","Estrogen receptor (ESR)","Successful target"
"T89697","IDO1","P14902","Brain cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Solid tumour/cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Urothelial carcinoma","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Merkel cell carcinoma","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Prostate cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Pancreatic cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Ovarian cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Head and neck cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Non-small-cell lung cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Lung cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Nasopharyngeal carcinoma","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Acute myeloid leukaemia","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T89697","IDO1","P14902","Colorectal cancer","Small molecular drug","I23O1_HUMAN","Indoleamine 2,3-dioxygenase 1 (IDO1)","Successful target"
"T90848",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","HGF/Met signaling pathway (HGF/Met pathway)","Successful target"
"T91331","FGFR3","P22607","Solid tumour/cancer","Small molecular drug","FGFR3_HUMAN","Fibroblast growth factor receptor 3 (FGFR3)","Successful target"
"T91331","FGFR3","P22607","Renal cell carcinoma","Small molecular drug","FGFR3_HUMAN","Fibroblast growth factor receptor 3 (FGFR3)","Successful target"
"T91331","FGFR3","P22607","Endometrial cancer","Small molecular drug","FGFR3_HUMAN","Fibroblast growth factor receptor 3 (FGFR3)","Successful target"
"T91331","FGFR3","P22607","Hepatocellular carcinoma","Small molecular drug","FGFR3_HUMAN","Fibroblast growth factor receptor 3 (FGFR3)","Successful target"
"T91331","FGFR3","P22607","Triple negative breast cancer","Small molecular drug","FGFR3_HUMAN","Fibroblast growth factor receptor 3 (FGFR3)","Successful target"
"T92057","ERBB4","Q15303","Acute myeloid leukaemia","Small molecular drug","ERBB4_HUMAN","Erbb4 tyrosine kinase receptor (Erbb-4)","Successful target"
"T92057","ERBB4","Q15303","Solid tumour/cancer","Small molecular drug","ERBB4_HUMAN","Erbb4 tyrosine kinase receptor (Erbb-4)","Successful target"
"T92057","ERBB4","Q15303","Non-small-cell lung cancer","Small molecular drug","ERBB4_HUMAN","Erbb4 tyrosine kinase receptor (Erbb-4)","Successful target"
"T92308",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","DNA [cytosine-5]-methyltransferase (DNMT)","Successful target"
"T92494","EEF2K","O00418","Breast cancer","Small molecular drug","EF2K_HUMAN","Eukaryotic elongation factor 2 kinase (eEF-2K)","Successful target"
"T92609","ADRA1A","P35348","Prostate cancer","Combination drug (small molecular drug)","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","Successful target"
"T92828","EDNRB","P24530","Solid tumour/cancer","Small molecular drug","EDNRB_HUMAN","Endothelin B receptor (EDNRB)","Successful target"
"T93788","GPR119","Q8TDV5","Gastric adenocarcinoma","Small molecular drug","GP119_HUMAN","Glucose-dependent insulinotropic receptor (GPR119)","Successful target"
"T94444","AOX1","Q06278","Solid tumour/cancer","Small molecular drug","AOXA_HUMAN","Aldehyde oxidase (AOX1)","Successful target"
"T94444","AOX1","Q06278","Prostate cancer","Small molecular drug","AOXA_HUMAN","Aldehyde oxidase (AOX1)","Successful target"
"T94692","LDLR","P01130","Non-small-cell lung cancer","Small molecular drug","LDLR_HUMAN","Low-density lipoprotein receptor (LDL-R)","Successful target"
"T95913","PIK3CG","P48736","Head and neck cancer","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Solid tumour/cancer","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Chronic lymphocytic leukaemia","Small molecule","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Breast cancer","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Colorectal cancer","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Endometrial cancer","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Hepatocellular carcinoma","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T95913","PIK3CG","P48736","Acute myelogenous leukaemia","Small molecular drug","PK3CG_HUMAN","PI3-kinase gamma (PIK3CG)","Successful target"
"T96079","CXCR4","P61073","Renal cell carcinoma","Small molecular drug","CXCR4_HUMAN","C-X-C chemokine receptor type 4 (CXCR4)","Successful target"
"T96079","CXCR4","P61073","Breast cancer","Small molecular drug","CXCR4_HUMAN","C-X-C chemokine receptor type 4 (CXCR4)","Successful target"
"T96079","CXCR4","P61073","Merkel cell carcinoma","Small molecular drug","CXCR4_HUMAN","C-X-C chemokine receptor type 4 (CXCR4)","Successful target"
