"TARGETID","all_target_genes","uniprotswissprot","DRUGNAME","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Tihotungstate derivative 1","Aberrant vascularization","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"SIM-916","Gynecological disease",NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PMID25553724-Compound-US2012810604610","Immune System disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 4","Skin disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Tihotungstate derivative 1","Neurodegenerative disorder","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PMID25553724-Compound-US2011803494010","Immune System disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Recoflavone","Inflammatory bowel disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,NA,NA,NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"CAT 1004","Type-2 diabetes",NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PRO22","Atopic dermatitis",NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"LC-1","Acute myeloid leukaemia",NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Triptolide","Autoimmune diabetes","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PMID25553724-Compound-US2011806744710","Immune System disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 2","Skin disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Sulfasalazine","Irritable bowel syndrome","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Laquinimod","Lupus","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Vadimezan","Solid tumour/cancer","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 2","Muscular wasting","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"P-1","Atopic dermatitis","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Tihotungstate derivative 1","Nervous system disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"XP-23829","Plaque psoriasis",NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Laquinimod","Huntington disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Edasalonexent","Duchenne dystrophy",NA,"NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"BAY11-7082","Multiple myeloma","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Sulfasalazine","Rheumatoid arthritis","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"Tyloxapol","Cystic fibrosis","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"L-ornithine phenylacetate","Acute liver failure","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PMID25553724-Compound-US2012820715110","Immune System disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 1","Muscular wasting","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PMID25553724-Compound-US2012819831110","Immune System disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83145","NFKB1; NFKB2; RELA; RELB; REL",NA,"PMID25553724-Compound-US2011000295210","Immune System disease","Small molecular drug","NFKB1_HUMAN; NFKB2_HUMAN; TF65_HUMAN; RELB_HUMAN; REL_HUMAN","Nuclear factor NF-kappa-B (NFKB)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-134","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-18","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-103","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-118","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-65","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-30","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-17","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","ASP-8370","Neuropathic pain",NA,"TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-107","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-36","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-50","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-61","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-1","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-156","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-132","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-79","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-115","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-86","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-33","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-85","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-145","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-30","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-160","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-51","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-24","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-161","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-57","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-100","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-82","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-78","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-114","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-126","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-140","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-125","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-143","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-87","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-101","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-10","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-79","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-1","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-77","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-17","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","BL-1872","Pain",NA,"TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-161","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-134","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-35","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-135","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-78","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1",NA,NA,"Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-157","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-20","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-42","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-97","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-138","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-110","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-13","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-4","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PHE-377","Pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-58","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-66","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-116","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-143","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-159","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-107","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-77","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-28","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-47","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-64","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-88","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-19","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-12","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","SB-705498","Migraine","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-95","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-137","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-38","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-76","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-123","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","ABT-116","Pain",NA,"TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-9","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-124","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-27","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-62","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-121","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-11","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-43","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-69","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-117","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-22","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-65","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-74","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-139","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-148","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-129","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-129","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-68","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-42","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-70","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-56","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-27","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-113","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-122","Cancer related pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-118","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-117","Osteoarthritis pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-149","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-102","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-21","Inflammatory pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
"T83193","TRPV1","Q8NER1","PMID25666693-Compound-35","Neuropathic pain","Small molecular drug","TRPV1_HUMAN","Transient receptor potential cation channel V1 (TRPV1)","Successful target"
