"","uniprotswissprot","external_gene_name","description","druggability","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"17270","Q9HD20","ATP13A1","ATPase 13A1",0.856,"AF",0.392471428571429,"AF",0.856,"AF"
"17271","Q9HD23","MRS2","magnesium transporter MRS2",0.713,"SM",0.9216,"AF",0.9216,"AF"
"17272","Q9HD26","GOPC","golgi associated PDZ and coiled-coil motif containing",0.06,"AF",0.658533333333333,"AF",0.658533333333333,"AF"
"17273","Q9HD33","MRPL47","mitochondrial ribosomal protein L47",0.83,"AF",0.706895238095238,"SM",0.83,"AF"
"17274","Q9HD34","LYRM4","LYR motif containing 4",0.997,"SM",0.598180952380952,"SM",0.997,"SM"
"17275","Q9HD36","BCL2L10","BCL2 like 10",0.744,"SM",0.447161904761905,"AF",0.744,"SM"
"17276","Q9HD40","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",0.829,"AF",0.271495238095238,"SM",0.829,"AF"
"17277","Q9HD42","CHMP1A","charged multivesicular body protein 1A",0.362,"AF",0.759380952380952,"AF",0.759380952380952,"AF"
"17278","Q9HD43","PTPRH","protein tyrosine phosphatase receptor type H",0.26,"AF",0.924295238095238,"SM",0.924295238095238,"SM"
"17279","Q9HD45","TM9SF3","transmembrane 9 superfamily member 3",0.969,"AF",0.48507619047619,"AF",0.969,"AF"
"17280","Q9HD47","RANGRF","RAN guanine nucleotide release factor",0.707,"SM",0.103085714285714,"AF",0.707,"SM"
"17281","Q9HD67","MYO10","myosin X",0.781,"AF",0.737814285714286,"AF",0.781,"AF"
"17282","Q9HD87",NA,NA,0.889,"AF",0.604247619047619,"AF",0.889,"AF"
"17283","Q9HD89","RETN","resistin",0.528,"AF",0.731176190476191,"AF",0.731176190476191,"AF"
"17284","Q9HD90","NEUROD4","neuronal differentiation 4",0.402,"AF",0.883214285714286,"AF",0.883214285714286,"AF"
"17285","Q9HDB9",NA,NA,0.897,"AF",0.369954545454545,"SM",0.897,"AF"
"17286","Q9HDC5","JPH1","junctophilin 1",0.385,"SM",0.9718,"AF",0.9718,"AF"
"17287","Q9HDC9","APMAP","adipocyte plasma membrane associated protein",0.97,"AF",0.564685714285714,"AF",0.97,"AF"
"17288","Q9HDD0","PLAAT1","phospholipase A and acyltransferase 1",0.749,"AF",0.0546647619047619,"AF",0.749,"AF"
"17289","Q9N2J8",NA,NA,0.697,"AF",0.345490909090909,"AF",0.697,"AF"
"17290","Q9N2K0",NA,NA,0.995,"AF",0.288190909090909,"AF",0.995,"AF"
"17291","Q9NNW5","WDR6","WD repeat domain 6",0.598,"AF",0.911219047619048,"AF",0.911219047619048,"AF"
"17292","Q9NNX1","TUFT1","tuftelin 1",0.045,"AF",0.695357142857143,"AF",0.695357142857143,"AF"
"17293","Q9NNX6","CD209","CD209 molecule",0.513,"AF",0.90107619047619,"AF",0.90107619047619,"AF"
"17294","Q9NNX9","VCX3A","variable charge X-linked 3A",0.097,"AF",0.917485714285714,"AF",0.917485714285714,"AF"
"17295","Q9NNZ3","DNAJC4","DnaJ heat shock protein family (Hsp40) member C4",0.586,"AF",0.226056363636364,"AF",0.586,"AF"
"17296","Q9NNZ6","PRM3","protamine 3",0.43,"AF",0.754842857142857,"AF",0.754842857142857,"AF"
"17297","Q9NP08","HMX1","H6 family homeobox 1",0.332,"AF",0.545371428571429,"AF",0.545371428571429,"AF"
"17298","Q9NP31","SH2D2A","SH2 domain containing 2A",0.337,"AF",0.523295238095238,"AF",0.523295238095238,"AF"
"17299","Q9NP50","SINHCAF","SIN3-HDAC complex associated factor",0.733,"AF",0.5539,"AF",0.733,"AF"
"17300","Q9NP55","BPIFA1","BPI fold containing family A member 1",0.777,"AF",0.54337619047619,"SM",0.777,"AF"
"17301","Q9NP56","PDE7B","phosphodiesterase 7B",0.882,"SM",0.530085714285714,"SM",0.882,"SM"
"17302","Q9NP58","ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group)",0.846,"SM",0.516576190476191,"AF",0.846,"SM"
"17303","Q9NP59","SLC40A1","solute carrier family 40 member 1",0.981,"SM",0.885580952380952,"AF",0.981,"SM"
"17304","Q9NP60","IL1RAPL2","interleukin 1 receptor accessory protein like 2",0.389,"AF",0.894157142857143,"AF",0.894157142857143,"AF"
"17305","Q9NP61","ARFGAP3","ADP ribosylation factor GTPase activating protein 3",0.365,"AF",0.739066666666667,"SM",0.739066666666667,"SM"
"17306","Q9NP62","GCM1","glial cells missing transcription factor 1",0.667,"SM",0.841521428571429,"AF",0.841521428571429,"AF"
"17307","Q9NP64","ZCCHC17","zinc finger CCHC-type containing 17",0.119,"SM",0.683009090909091,"SM",0.683009090909091,"SM"
"17308","Q9NP66","HMG20A","high mobility group 20A",0.82,"AF",0.583128571428571,"AF",0.82,"AF"
"17309","Q9NP71","MLXIPL","MLX interacting protein like",0.581,"AF",0.447181818181818,"AF",0.581,"AF"
"17310","Q9NP72","RAB18","RAB18, member RAS oncogene family",0.72,"AF",0.818371428571429,"AF",0.818371428571429,"AF"
"17311","Q9NP73","ALG13","ALG13 UDP-N-acetylglucosaminyltransferase subunit",0.87,"AF",0.463257142857143,"AF",0.87,"AF"
"17312","Q9NP74","PALMD","palmdelphin",0.467,"AF",0.306761904761905,"AF",0.467,"AF"
"17313","Q9NP77","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase",0.366,"SM",0.905427272727273,"SM",0.905427272727273,"SM"
"17314","Q9NP78","ABCB9","ATP binding cassette subfamily B member 9",0.474,"AF",0.947561904761905,"AF",0.947561904761905,"AF"
"17315","Q9NP79","VTA1","vesicle trafficking 1",0.38,"AF",0.616761904761905,"SM",0.616761904761905,"SM"
"17316","Q9NP80","PNPLA8","patatin like phospholipase domain containing 8",0.895,"AF",0.525257142857143,"AF",0.895,"AF"
"17317","Q9NP81","SARS2","seryl-tRNA synthetase 2, mitochondrial",0.774,"AF",0.915952380952381,"SM",0.915952380952381,"SM"
"17318","Q9NP84","TNFRSF12A","TNF receptor superfamily member 12A",0.942,"AF",0.838219047619048,"AF",0.942,"AF"
"17319","Q9NP85","NPHS2","NPHS2 stomatin family member, podocin",0.174,"AF",0.886857142857143,"AF",0.886857142857143,"AF"
"17320","Q9NP86","CABP5","calcium binding protein 5",0.363,"AF",0.9037,"SM",0.9037,"SM"
"17321","Q9NP87","POLM","DNA polymerase mu",0.572,"AF",0.909452380952381,"SM",0.909452380952381,"SM"
"17322","Q9NP90","RAB9B","RAB9B, member RAS oncogene family",0.325,"SM",0.489961904761905,"AF",0.489961904761905,"AF"
"17323","Q9NP91","SLC6A20","solute carrier family 6 member 20",0.677,"AF",0.925095238095238,"SM",0.925095238095238,"SM"
"17324","Q9NP92","MRPS30","mitochondrial ribosomal protein S30",0.908,"AF",0.979171428571429,"SM",0.979171428571429,"SM"
"17325","Q9NP94","SLC39A2","solute carrier family 39 member 2",0.586,"AF",0.87807619047619,"AF",0.87807619047619,"AF"
"17326","Q9NP95","FGF20","fibroblast growth factor 20",0.751,"AF",0.736807692307692,"AF",0.751,"AF"
"17327","Q9NP97","DYNLRB1","dynein light chain roadblock-type 1",0.296,"AF",0.740952380952381,"SM",0.740952380952381,"SM"
"17328","Q9NP98","MYOZ1","myozenin 1",0.837,"AF",0.69857619047619,"AF",0.837,"AF"
"17329","Q9NP99","TREM1","triggering receptor expressed on myeloid cells 1",0.277,"SM",0.847066666666667,"AF",0.847066666666667,"AF"
"17330","Q9NPA0","EMC7","ER membrane protein complex subunit 7",0.704,"AF",0.0634563636363636,"SM",0.704,"AF"
"17331","Q9NPA1","KCNMB3","potassium calcium-activated channel subfamily M regulatory beta subunit 3",0.971,"AF",0.368347368421053,"AF",0.971,"AF"
"17332","Q9NPA2","MMP25","matrix metallopeptidase 25",0.652,"AF",0.207409523809524,"AF",0.652,"AF"
"17333","Q9NPA3","MID1IP1","MID1 interacting protein 1",0.487,"AF",0.530947619047619,"AF",0.530947619047619,"AF"
"17334","Q9NPA8","ENY2","ENY2 transcription and export complex 2 subunit",0.694,"SM",0.851204761904762,"SM",0.851204761904762,"SM"
"17335","Q9NPB0","SAYSD1","SAYSVFN motif domain containing 1",0.91,"AF",0.827542857142857,"AF",0.91,"AF"
"17336","Q9NPB1","NT5M","5',3'-nucleotidase, mitochondrial",0.916,"AF",0.875866666666667,"AF",0.916,"AF"
"17337","Q9NPB3","CABP2","calcium binding protein 2",0.197,"SM",0.3999625,"SM",0.3999625,"SM"
"17338","Q9NPB6","PARD6A","par-6 family cell polarity regulator alpha",0.339,"AF",0.82995,"SM",0.82995,"SM"
"17339","Q9NPB8","GPCPD1","glycerophosphocholine phosphodiesterase 1",0.519,"SM",0.376847619047619,"AF",0.519,"SM"
"17340","Q9NPB9","ACKR4","atypical chemokine receptor 4",0.62,"AF",0.562225,"AF",0.62,"AF"
"17341","Q9NPC1","LTB4R2","leukotriene B4 receptor 2",0.998,"AF",0.526194444444444,"AF",0.998,"AF"
"17342","Q9NPC2","KCNK9","potassium two pore domain channel subfamily K member 9",0.923,"AF",0.65602380952381,"AF",0.923,"AF"
"17343","Q9NPC3","CCNB1IP1","cyclin B1 interacting protein 1",0.906,"AF",0.785552380952381,"AF",0.906,"AF"
"17344","Q9NPC4","A4GALT","alpha 1,4-galactosyltransferase (P blood group)",0.056,"AF",0.498252380952381,"AF",0.498252380952381,"AF"
"17345","Q9NPC6","MYOZ2","myozenin 2",0.663,"AF",0.0375309523809524,"AF",0.663,"AF"
"17346","Q9NPC7","MYNN","myoneurin",0.345,"AF",0.725536363636364,"SM",0.725536363636364,"SM"
"17347","Q9NPC8","SIX2","SIX homeobox 2",0.866,"SM",0.582638095238095,"SM",0.866,"SM"
"17348","Q9NPD3","EXOSC4","exosome component 4",0.653,"SM",0.204180952380952,"AF",0.653,"SM"
"17349","Q9NPD5","SLCO1B3","solute carrier organic anion transporter family member 1B3",0.975,"SM",0.702890909090909,"AF",0.975,"SM"
"17350","Q9NPD7","NRN1","neuritin 1",0.235,"AF",0.330238095238095,"AF",0.330238095238095,"AF"
"17351","Q9NPD8","UBE2T","ubiquitin conjugating enzyme E2 T",0.383,"AF",0.850928571428571,"SM",0.850928571428571,"SM"
"17352","Q9NPE2","NGRN","neugrin, neurite outgrowth associated",0.411,"AF",0.642152380952381,"AF",0.642152380952381,"AF"
"17353","Q9NPE3","NOP10","NOP10 ribonucleoprotein",0.373,"AF",0,NA,0.373,"AF"
"17354","Q9NPE6","SPAG4","sperm associated antigen 4",0.975,"AF",0.7109,"AF",0.975,"AF"
"17355","Q9NPF0","CD320","CD320 molecule",0.295,"AF",0.406181818181818,"AF",0.406181818181818,"AF"
"17356","Q9NPF2","CHST11","carbohydrate sulfotransferase 11",0.033,"AF",0.685566666666667,"AF",0.685566666666667,"AF"
"17357","Q9NPF4","OSGEP","O-sialoglycoprotein endopeptidase",0.928,"SM",0.659471428571429,"SM",0.928,"SM"
"17358","Q9NPF5","DMAP1","DNA methyltransferase 1 associated protein 1",0.575,"AF",0.801347619047619,"SM",0.801347619047619,"SM"
"17359","Q9NPF7","IL23A","interleukin 23 subunit alpha",0.868,"AF",0.417447619047619,"SM",0.868,"AF"
"17360","Q9NPF8","ADAP2","ArfGAP with dual PH domains 2",0.82,"AF",0.8592,"AF",0.8592,"AF"
"17361","Q9NPG1","FZD3","frizzled class receptor 3",0.993,"AF",0.751118181818182,"AF",0.993,"AF"
"17362","Q9NPG2","NGB","neuroglobin",0.866,"AF",0.701233333333333,"AF",0.866,"AF"
"17363","Q9NPG3","UBN1","ubinuclein 1",0.318,"AF",0.264490476190476,"AF",0.318,"AF"
"17364","Q9NPG4","PCDH12","protocadherin 12",0.879,"AF",0.792528571428571,"AF",0.879,"AF"
"17365","Q9NPG8","ZDHHC4","zinc finger DHHC-type palmitoyltransferase 4",0.973,"AF",0.561095238095238,"AF",0.973,"AF"
"17366","Q9NPH0","ACP6","acid phosphatase 6, lysophosphatidic",0.916,"SM",0.0992728571428571,"AF",0.916,"SM"
"17367","Q9NPH2","ISYNA1","inositol-3-phosphate synthase 1",0.831,"AF",0.32777619047619,"AF",0.831,"AF"
"17368","Q9NPH3","IL1RAP","interleukin 1 receptor accessory protein",0.692,"AF",0.655347619047619,"AF",0.692,"AF"
"17369","Q9NPH5","NOX4","NADPH oxidase 4",0.993,"AF",0.929923809523809,"AF",0.993,"AF"
"17370","Q9NPH6","OBP2B","odorant binding protein 2B",0.918,"AF",0.128757142857143,"AF",0.918,"AF"
"17371","Q9NPH9","IL26","interleukin 26",0.157,"AF",0.552509090909091,"AF",0.552509090909091,"AF"
"17372","Q9NPI0","TMEM138","transmembrane protein 138",0.341,"AF",0.0510885714285714,"AF",0.341,"AF"
"17373","Q9NPI1","BRD7","bromodomain containing 7",0.659,"SM",0.0705638095238095,"AF",0.659,"SM"
"17374","Q9NPI5","NMRK2","nicotinamide riboside kinase 2",0.965,"AF",0.103298571428571,"AF",0.965,"AF"
"17375","Q9NPI6","DCP1A","decapping mRNA 1A",0.56,"SM",0.598952380952381,"AF",0.598952380952381,"AF"
"17376","Q9NPI7","KRCC1","lysine rich coiled-coil 1",0.861,"AF",0.173309523809524,"AF",0.861,"AF"
"17377","Q9NPI8","FANCF","FA complementation group F",0.267,"AF",0.750709523809524,"SM",0.750709523809524,"SM"
"17378","Q9NPI9","KCNJ16","potassium inwardly rectifying channel subfamily J member 16",0.526,"AF",0.286004761904762,"AF",0.526,"AF"
"17379","Q9NPJ1","MKKS","MKKS centrosomal shuttling protein",0.853,"AF",0.972857142857143,"AF",0.972857142857143,"AF"
"17380","Q9NPJ3","ACOT13","acyl-CoA thioesterase 13",0.16,"SM",0.580128571428571,"AF",0.580128571428571,"AF"
"17381","Q9NPJ4","PNRC2","proline rich nuclear receptor coactivator 2",0.489,"AF",0.791636363636364,"AF",0.791636363636364,"AF"
"17382","Q9NPJ6","MED4","mediator complex subunit 4",0.817,"AF",0.892038095238095,"SM",0.892038095238095,"SM"
"17383","Q9NPJ8","NXT2","nuclear transport factor 2 like export factor 2",0.271,"AF",0.413257142857143,"SM",0.413257142857143,"SM"
"17384","Q9NPL8","TIMMDC1","translocase of inner mitochondrial membrane domain containing 1",0.862,"AF",0.427954545454545,"AF",0.862,"AF"
"17385","Q9NPP4","NLRC4","NLR family CARD domain containing 4",0.998,"AF",0.603195238095238,"SM",0.998,"AF"
"17386","Q9NPQ8","RIC8A","RIC8 guanine nucleotide exchange factor A",0.467,"SM",0.687566666666667,"AF",0.687566666666667,"AF"
"17387","Q9NPR2","SEMA4B","semaphorin 4B",0.858,"AF",0.531971428571429,"AF",0.858,"AF"
"17388","Q9NPR9","GPR108","G protein-coupled receptor 108",0.401,"AF",0.735192307692308,"AF",0.735192307692308,"AF"
"17389","Q9NPU4","C14orf132","chromosome 14 open reading frame 132",0.724,"AF",0.706114285714286,"AF",0.724,"AF"
"17390","Q9NPY3","CD93","CD93 molecule",0.612,"AF",0.270458333333333,"AF",0.612,"AF"
"17391","Q9NPZ5","B3GAT2","beta-1,3-glucuronyltransferase 2",0.886,"AF",0.356535294117647,"SM",0.886,"AF"
"17392","Q9NQ03","SCRT2","scratch family transcriptional repressor 2",0.702,"AF",0.357338095238095,"AF",0.702,"AF"
"17393","Q9NQ11","ATP13A2","ATPase cation transporting 13A2",0.978,"SM",0.814090909090909,"SM",0.978,"SM"
"17394","Q9NQ25","SLAMF7","SLAM family member 7",0.771,"AF",0.342429411764706,"AF",0.771,"AF"
"17395","Q9NQ29","LUC7L","LUC7 like",0.469,"AF",0.962604761904762,"AF",0.962604761904762,"AF"
"17396","Q9NQ30","ESM1","endothelial cell specific molecule 1",0.124,"AF",0.557628571428571,"AF",0.557628571428571,"AF"
"17397","Q9NQ31","AKIP1","A-kinase interacting protein 1",0.026,"AF",0.894216666666667,"AF",0.894216666666667,"AF"
"17398","Q9NQ32","C11orf16","chromosome 11 open reading frame 16",0.96,"AF",0.922914285714286,"AF",0.96,"AF"
"17399","Q9NQ33","ASCL3","achaete-scute family bHLH transcription factor 3",0.064,"AF",0.306380952380952,"AF",0.306380952380952,"AF"
"17400","Q9NQ34","TMEM9B","TMEM9 domain family member B",0.847,"AF",0.707861904761905,"AF",0.847,"AF"
"17401","Q9NQ35","NRIP3","nuclear receptor interacting protein 3",0.809,"AF",0.711133333333333,"AF",0.809,"AF"
"17402","Q9NQ36","SCUBE2","signal peptide, CUB domain and EGF like domain containing 2",0.536,"AF",0.285952380952381,"AF",0.536,"AF"
"17403","Q9NQ38","SPINK5","serine peptidase inhibitor Kazal type 5",0.022,"SM",0.535414285714286,"AF",0.535414285714286,"AF"
"17404","Q9NQ39",NA,NA,0.72,"SM",0.9406,"AF",0.9406,"AF"
"17405","Q9NQ40","SLC52A3","solute carrier family 52 member 3",0.996,"AF",0.873447619047619,"AF",0.996,"AF"
"17406","Q9NQ48","LZTFL1","leucine zipper transcription factor like 1",0.64,"AF",0.29332380952381,"AF",0.64,"AF"
"17407","Q9NQ50","MRPL40","mitochondrial ribosomal protein L40",0.227,"AF",0.859404761904762,"AF",0.859404761904762,"AF"
"17408","Q9NQ55","PPAN","peter pan homolog",0.256,"SM",0.845609090909091,"AF",0.845609090909091,"AF"
"17409","Q9NQ60","EQTN","equatorin",0.612,"AF",0.594942857142857,"AF",0.612,"AF"
"17410","Q9NQ66","PLCB1","phospholipase C beta 1",0.891,"SM",0.839282352941176,"SM",0.891,"SM"
"17411","Q9NQ69","LHX9","LIM homeobox 9",0.75,"AF",0.658571428571429,"AF",0.75,"AF"
"17412","Q9NQ75","CASS4","Cas scaffold protein family member 4",0.19,"AF",0.855119047619048,"AF",0.855119047619048,"AF"
"17413","Q9NQ79","CRTAC1","cartilage acidic protein 1",0.157,"AF",0.784447619047619,"AF",0.784447619047619,"AF"
"17414","Q9NQ84","GPRC5C","G protein-coupled receptor class C group 5 member C",0.947,"AF",0.875471428571429,"AF",0.947,"AF"
"17415","Q9NQ86","TRIM36","tripartite motif containing 36",0.822,"AF",0.244583333333333,"AF",0.822,"AF"
"17416","Q9NQ87","HEYL","hes related family bHLH transcription factor with YRPW motif like",0.892,"AF",0.833304761904762,"AF",0.892,"AF"
"17417","Q9NQ88","TIGAR","TP53 induced glycolysis regulatory phosphatase",0.649,"SM",0.791561538461538,"AF",0.791561538461538,"AF"
"17418","Q9NQ89","C12orf4","chromosome 12 open reading frame 4",0.653,"AF",0.511804761904762,"AF",0.653,"AF"
"17419","Q9NQ90","ANO2","anoctamin 2",0.874,"SM",0.71662380952381,"AF",0.874,"SM"
"17420","Q9NQ92","COPRS","coordinator of PRMT5 and differentiation stimulator",0.261,"AF",0.848985714285714,"AF",0.848985714285714,"AF"
"17421","Q9NQ94","A1CF","APOBEC1 complementation factor",0.026,"AF",0.489295238095238,"AF",0.489295238095238,"AF"
"17422","Q9NQA3",NA,NA,0.305,"AF",0.986614285714286,"AF",0.986614285714286,"AF"
"17423","Q9NQA5","TRPV5","transient receptor potential cation channel subfamily V member 5",0.889,"AF",0.446528571428571,"SM",0.889,"AF"
"17424","Q9NQB0","TCF7L2","transcription factor 7 like 2",0.116,"AF",0.923890909090909,"SM",0.923890909090909,"SM"
"17425","Q9NQC1","JADE2","jade family PHD finger 2",0.674,"AF",0.751066666666667,"AF",0.751066666666667,"AF"
"17426","Q9NQC3","RTN4","reticulon 4",0.424,"SM",0,NA,0.424,"SM"
"17427","Q9NQC7","CYLD","CYLD lysine 63 deubiquitinase",0.334,"AF",0.927380952380952,"SM",0.927380952380952,"SM"
"17428","Q9NQC8","IFT46","intraflagellar transport 46",0.394,"AF",0.571176190476191,"AF",0.571176190476191,"AF"
"17429","Q9NQE7","PRSS16","serine protease 16",0.548,"AF",0.0914395238095238,"AF",0.548,"AF"
"17430","Q9NQE9","HINT3","histidine triad nucleotide binding protein 3",0.617,"AF",0.531295238095238,"AF",0.617,"AF"
"17431","Q9NQF3",NA,NA,0.877,"AF",0.57122,"AF",0.877,"AF"
"17432","Q9NQG1","MANBAL","mannosidase beta like",0.381,"AF",0.708076190476191,"AF",0.708076190476191,"AF"
"17433","Q9NQG5","RPRD1B","regulation of nuclear pre-mRNA domain containing 1B",0.416,"SM",0.8686,"AF",0.8686,"AF"
"17434","Q9NQG6","MIEF1","mitochondrial elongation factor 1",0.628,"SM",0.90192380952381,"AF",0.90192380952381,"AF"
"17435","Q9NQG7","HPS4","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2",0.678,"AF",0.848409523809524,"AF",0.848409523809524,"AF"
"17436","Q9NQH7","XPNPEP3","X-prolyl aminopeptidase 3",0.505,"SM",0.9148,"SM",0.9148,"SM"
"17437","Q9NQI0","DDX4","DEAD-box helicase 4",0.339,"AF",0.665571428571429,"AF",0.665571428571429,"AF"
"17438","Q9NQL2","RRAGD","Ras related GTP binding D",0.675,"AF",0.934652380952381,"AF",0.934652380952381,"AF"
"17439","Q9NQL9","DMRT3","doublesex and mab-3 related transcription factor 3",0.612,"SM",0.262616190476191,"AF",0.612,"SM"
"17440","Q9NQM4","DNAAF6","dynein axonemal assembly factor 6",0.169,"AF",0.644285714285714,"AF",0.644285714285714,"AF"
"17441","Q9NQN1","OR2S2","olfactory receptor family 2 subfamily S member 2",0.732,"AF",0.0484090909090909,"AF",0.732,"AF"
"17442","Q9NQP4","PFDN4","prefoldin subunit 4",0.304,"AF",0.722747619047619,"AF",0.722747619047619,"AF"
"17443","Q9NQQ7","SLC35C2","solute carrier family 35 member C2",0.563,"AF",0.692352380952381,"AF",0.692352380952381,"AF"
"17444","Q9NQR1","KMT5A","lysine methyltransferase 5A",0.47,"AF",0.78932380952381,"SM",0.78932380952381,"SM"
"17445","Q9NQR4","NIT2","nitrilase family member 2",0.74,"SM",0.919533333333333,"SM",0.919533333333333,"SM"
"17446","Q9NQR7","CCDC177","coiled-coil domain containing 177",0.201,"AF",0.877204761904762,"AF",0.877204761904762,"AF"
"17447","Q9NQR9","G6PC2","glucose-6-phosphatase catalytic subunit 2",0.869,"AF",0.354052380952381,"AF",0.869,"AF"
"17448","Q9NQS1","AVEN","apoptosis and caspase activation inhibitor",0.451,"AF",0.541819047619048,"AF",0.541819047619048,"AF"
"17449","Q9NQS3","NECTIN3","nectin cell adhesion molecule 3",0.816,"AF",0.788285714285714,"SM",0.816,"AF"
"17450","Q9NQS5","GPR84","G protein-coupled receptor 84",0.973,"AF",0.753828571428571,"AF",0.973,"AF"
"17451","Q9NQS7","INCENP","inner centromere protein",0.367,"AF",0.8211,"AF",0.8211,"AF"
"17452","Q9NQT4","EXOSC5","exosome component 5",0.34,"SM",0.658338095238095,"SM",0.658338095238095,"SM"
"17453","Q9NQT5","EXOSC3","exosome component 3",0.234,"SM",0.856445454545455,"AF",0.856445454545455,"AF"
"17454","Q9NQT6","FSCN3","fascin actin-bundling protein 3",0.511,"AF",0.480157142857143,"AF",0.511,"AF"
"17455","Q9NQT8","KIF13B","kinesin family member 13B",0.287,"AF",0.87392380952381,"AF",0.87392380952381,"AF"
"17456","Q9NQU5","PAK6","p21 (RAC1) activated kinase 6",0.788,"AF",0.0799847619047619,"AF",0.788,"AF"
"17457","Q9NQV5","PRDM11","PR/SET domain 11",0.717,"SM",0.540728571428571,"AF",0.717,"SM"
"17458","Q9NQV6","PRDM10","PR/SET domain 10",0.651,"SM",0.728238095238095,"AF",0.728238095238095,"AF"
"17459","Q9NQV7","PRDM9","PR/SET domain 9",0.347,"SM",0.914680952380952,"SM",0.914680952380952,"SM"
"17460","Q9NQV8","PRDM8","PR/SET domain 8",0.593,"AF",0.820761904761905,"AF",0.820761904761905,"AF"
"17461","Q9NQW1","SEC31B","SEC31 homolog B, COPII coat complex component",0.518,"AF",0.216957894736842,"SM",0.518,"AF"
"17462","Q9NQW5","PRDM7","PR/SET domain 7",0.196,"SM",0.548753846153846,"SM",0.548753846153846,"SM"
"17463","Q9NQW6","ANLN","anillin, actin binding protein",0.179,"SM",0.868828571428571,"SM",0.868828571428571,"SM"
"17464","Q9NQW7","XPNPEP1","X-prolyl aminopeptidase 1",0.638,"SM",0.678333333333333,"SM",0.678333333333333,"SM"
"17465","Q9NQW8","CNGB3","cyclic nucleotide gated channel subunit beta 3",0.99,"SM",0.332580952380952,"SM",0.99,"SM"
"17466","Q9NQX0","PRDM6","PR/SET domain 6",0.747,"AF",0.604195238095238,"AF",0.747,"AF"
"17467","Q9NQX1","PRDM5","PR/SET domain 5",0.006,"SM",0.734476190476191,"AF",0.734476190476191,"AF"
"17468","Q9NQX3","GPHN","gephyrin",0.304,"SM",0.925752380952381,"AF",0.925752380952381,"AF"
"17469","Q9NQX4","MYO5C","myosin VC",0.446,"SM",0.573338095238095,"SM",0.573338095238095,"SM"
"17470","Q9NQX5","NPDC1","neural proliferation, differentiation and control 1",0.72,"AF",0.860966666666667,"AF",0.860966666666667,"AF"
"17471","Q9NQX6","ZNF331","zinc finger protein 331",0.051,"AF",0.348104761904762,"AF",0.348104761904762,"AF"
"17472","Q9NQX7","ITM2C","integral membrane protein 2C",0.402,"AF",0.145395238095238,"AF",0.402,"AF"
"17473","Q9NQY0","BIN3","bridging integrator 3",0.331,"AF",0.407018181818182,"AF",0.407018181818182,"AF"
"17474","Q9NQZ2","UTP3","UTP3 small subunit processome component",0.8,"AF",0.548028571428571,"AF",0.8,"AF"
"17475","Q9NQZ3","DAZ1","deleted in azoospermia 1",0.66,"AF",0.661638095238095,"AF",0.661638095238095,"AF"
"17476","Q9NQZ5","STARD7","StAR related lipid transfer domain containing 7",0.816,"AF",0.749795238095238,"AF",0.816,"AF"
"17477","Q9NQZ6","ZC4H2","zinc finger C4H2-type containing",0.113,"AF",0.430728571428571,"AF",0.430728571428571,"AF"
"17478","Q9NQZ7","ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7",0.642,"AF",0.601352380952381,"SM",0.642,"AF"
"17479","Q9NQZ8","ZNF71","zinc finger protein 71",0.711,"AF",0.646242857142857,"AF",0.711,"AF"
"17480","Q9NR00","TCIM","transcriptional and immune response regulator",0.437,"AF",0.895457142857143,"AF",0.895457142857143,"AF"
"17481","Q9NR09","BIRC6","baculoviral IAP repeat containing 6",0.992,"SM",0.8792,"SM",0.992,"SM"
"17482","Q9NR11","ZNF302","zinc finger protein 302",0.987,"AF",0.897890476190476,"AF",0.987,"AF"
"17483","Q9NR12","PDLIM7","PDZ and LIM domain 7",0.259,"SM",0.689219047619048,"AF",0.689219047619048,"AF"
"17484","Q9NR16","CD163L1","CD163 molecule like 1",0.843,"AF",0.431933333333333,"AF",0.843,"AF"
"17485","Q9NR19","ACSS2","acyl-CoA synthetase short chain family member 2",0.046,"AF",0.462952380952381,"AF",0.462952380952381,"AF"
"17486","Q9NR20","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4",0.042,"AF",0.875466666666667,"AF",0.875466666666667,"AF"
"17487","Q9NR21","PARP11","poly(ADP-ribose) polymerase family member 11",0.866,"AF",0.705754545454545,"AF",0.866,"AF"
"17488","Q9NR22","PRMT8","protein arginine methyltransferase 8",0.967,"AF",0.717166666666667,"SM",0.967,"AF"
"17489","Q9NR23","GDF3","growth differentiation factor 3",0.06,"AF",0.43867619047619,"AF",0.43867619047619,"AF"
"17490","Q9NR28","DIABLO","diablo IAP-binding mitochondrial protein",0.249,"AF",0.929304761904762,"AF",0.929304761904762,"AF"
"17491","Q9NR30","DDX21","DExD-box helicase 21",0.869,"SM",0.849285714285714,"AF",0.869,"SM"
"17492","Q9NR31","SAR1A","secretion associated Ras related GTPase 1A",0.644,"AF",0.421081818181818,"SM",0.644,"AF"
"17493","Q9NR33","POLE4","DNA polymerase epsilon 4, accessory subunit",0.119,"AF",0.684828571428571,"AF",0.684828571428571,"AF"
