"","uniprotswissprot","hgnc_symbol","Prediction_Score","Prediction_Score_after_100","Prediction_Score_after_1000","Label","validation"
"16990","Q6Q0C1","SLC25A47",0.0414993,0.04276,0.041155,"0","0"
"16991","Q9Y4R7","TTLL3",0.041489,0.04274,0.041681,"0","0"
"16992","Q9NVM9","INTS13",0.0414796,0.04169,0.041224,"0","0"
"16993","P78413","IRX4",0.0414793,0.04421,0.041274,"0","0"
"16994","Q9NWQ9","C14orf119",0.0414753,0.04207,0.041608,"0","0"
"16995","Q9C0C6","CIPC",0.0414736,0.0403,0.040576,"0","0"
"16996","Q4W4Y0","C14orf28",0.0414652,0.04035,0.041855,"0","0"
"16997","Q8N5C1","CALHM5",0.0414651,0.04123,0.041725,"0","0"
"16998","Q5TD94","RSPH4A",0.0414649,0.04339,0.040848,"0","0"
"16999","Q9Y543","HES2",0.0414625,0.04229,0.041249,"0","0"
"17000","Q8WW01","TSEN15",0.0414434,0.04349,0.040903,"0","0"
"17001","P0DMR3",NA,0.0414408,0.0415,0.041375,"0","0"
"17002","O75817","POP7",0.041439,0.04001,0.041319,"0","0"
"17003","Q5VUY0","AADACL3",0.0414296,0.04585,0.041724,"0","0"
"17004","Q9HCH3","CPNE5",0.0414214,0.04265,0.042048,"0","0"
"17005","A0A0K0K1C0","TRBV11-1",0.041418,0.04167,0.041679,"0","0"
"17006","Q96BN8","OTULIN",0.0414151,0.04472,0.041736,"0","0"
"17007","Q8NFP0","PXT1",0.0414006,0.04178,0.041778,"0","0"
"17008","A0A075B6N3","TRBV24-1",0.0413908,0.04133,0.041754,"0","0"
"17009","A1L4K1","FSD2",0.0413901,0.04388,0.04149,"0","0"
"17010","Q7Z304","MAMDC2",0.0413851,0.0416,0.041533,"0","0"
"17011","Q9H0N5","PCBD2",0.0413701,0.04402,0.041682,"0","0"
"17012","Q9HCH0","NCKAP5L",0.0413678,0.04471,0.040258,"0","0"
"17013","Q9H4M7","PLEKHA4",0.0413592,0.04323,0.040469,"0","0"
"17014","Q9Y388","RBMX2",0.041356,0.04146,0.041117,"0","0"
"17015","Q5VUE5","C1orf53",0.0413559,0.04262,0.042178,"0","0"
"17016","Q96EG1","ARSG",0.0413336,0.04432,0.041313,"0","0"
"17017","P0CJ78","ZNF865",0.0413267,0.04312,0.040554,"0","0"
"17018","Q8WVP5","TNFAIP8L1",0.0413128,0.04312,0.041956,"0","0"
"17019","Q9H8G2","CAAP1",0.0413116,0.04271,0.040841,"0","0"
"17020","O95460","MATN4",0.0413057,0.04292,0.041779,"0","0"
"17021","Q9BU02","THTPA",0.0413014,0.04691,0.041468,"0","0"
"17022","Q9NYR9","NKIRAS2",0.0412995,0.03999,0.040846,"0","0"
"17023","A8MPS7","YDJC",0.041297,0.04346,0.041137,"0","0"
"17024","O14978","ZNF263",0.0412968,0.04196,0.040695,"0","0"
"17025","Q9ULV3","CIZ1",0.0412905,0.04359,0.040662,"0","0"
"17026","Q9BWH2","FUNDC2",0.0412892,0.04193,0.041471,"0","0"
"17027","Q9P1A2",NA,0.0412772,0.04301,0.04146,"0","0"
"17028","A8MW92","PHF20L1",0.0412648,0.04212,0.040362,"0","0"
"17029","Q5M9Q1","NKAPL",0.0412604,0.04011,0.040592,"0","0"
"17030","Q8IZ69","TRMT2A",0.0412591,0.0423,0.040748,"0","0"
"17031","Q9NZ52","GGA3",0.0412414,0.04217,0.04122,"0","0"
"17032","Q96DR7","ARHGEF26",0.0412398,0.04097,0.040968,"0","0"
"17033","Q15155","NOMO1",0.0412387,0.04507,0.041338,"0","0"
"17034","A0A0U1RQE8","GLYATL1B",0.0412124,0.03904,0.041474,"0","0"
"17035","Q4VXF1",NA,0.0411992,0.04096,0.040983,"0","0"
"17036","Q9H8W3","FAM204A",0.0411984,0.03909,0.040908,"0","0"
"17037","Q8TBF8","FAM81A",0.0411866,0.04153,0.040979,"0","0"
"17038","Q9Y2L6","FRMD4B",0.0411816,0.04014,0.040049,"0","0"
"17039","Q14165","MLEC",0.0411781,0.0435,0.041678,"0","0"
"17040","Q96A83","COL26A1",0.0411629,0.04258,0.040396,"0","0"
"17041","Q8NHW5",NA,0.0411624,0.04211,0.041411,"0","0"
"17042","Q8TB24","RIN3",0.0411619,0.04274,0.041266,"0","0"
"17043","P10074","ZBTB48",0.0411488,0.04327,0.041341,"0","0"
"17044","Q8N8Z8","ZNF441",0.0411363,0.04166,0.041276,"0","0"
"17045","Q2M243","CCDC27",0.0411331,0.04208,0.04078,"0","0"
"17046","Q3SYG4","BBS9",0.0411327,0.04413,0.041035,"0","0"
"17047","Q6NYC8","PPP1R18",0.0411273,0.04334,0.04041,"0","0"
"17048","Q8NEP3","DNAAF1",0.041114,0.0444,0.04097,"0","0"
"17049","Q9BXX3","ANKRD30A",0.041106,0.04047,0.04079,"0","0"
"17050","Q7Z4V5","HDGFL2",0.0410985,0.04367,0.040747,"0","0"
"17051","P0CW00","TSPY8",0.0410947,0.04397,0.041295,"0","0"
"17052","P0CV99","TSPY4",0.0410859,0.04408,0.041165,"0","0"
"17053","A6NCK2","TRIM43B",0.0410802,0.04053,0.041174,"0","0"
"17054","Q2VPA4","CR1L",0.0410702,0.04088,0.041155,"0","0"
"17055","Q5K4L6","SLC27A3",0.0410683,0.04475,0.040941,"0","0"
"17056","Q9H6V9","LDAH",0.0410552,0.04219,0.04127,"0","0"
"17057","Q9H9S4","CAB39L",0.0410502,0.04119,0.041459,"0","0"
"17058","O75343",NA,0.0410333,0.04388,0.041462,"0","0"
"17059","Q4V328","GRIPAP1",0.0410318,0.0407,0.04113,"0","0"
"17060","Q9BVG4","PBDC1",0.041027,0.04043,0.040888,"0","0"
"17061","Q9Y236","OSGIN2",0.0410261,0.04221,0.041543,"0","0"
"17062","A6NKL6","TMEM200C",0.0410128,0.04126,0.04023,"0","0"
"17063","Q9H4B0","OSGEPL1",0.0410118,0.04218,0.041052,"0","0"
"17064","Q86TL2","STIMATE",0.0410048,0.04138,0.041637,"0","0"
"17065","P57081","WDR4",0.0409912,0.04429,0.041031,"0","0"
"17066","P0DH78","RNF224",0.0409744,0.04181,0.040859,"0","0"
"17067","Q8NEY8","PPHLN1",0.0409562,0.04203,0.040207,"0","0"
"17068","P0CAT3",NA,0.0409465,0.04287,0.041413,"0","0"
"17069","H3BS89","TMEM178B",0.0409453,0.03941,0.041264,"0","0"
"17070","P55082","MFAP3",0.0409426,0.04215,0.041349,"0","0"
"17071","Q86VW0","SESTD1",0.0409167,0.04248,0.041157,"0","0"
"17072","Q9HB31","SEBOX",0.0409045,0.04032,0.04051,"0","0"
"17073","Q9Y6Q3","ZFP37",0.0409011,0.04221,0.040919,"0","0"
"17074","I3L1E1","C19orf84",0.0409008,0.04024,0.040311,"0","0"
"17075","Q9H0W5","CCDC8",0.0408863,0.04189,0.040866,"0","0"
"17076","Q2WGN9","GAB4",0.0408797,0.04255,0.039984,"0","0"
"17077","Q9UPQ0","LIMCH1",0.0408755,0.04393,0.040247,"0","0"
"17078","Q12974","PTP4A2",0.0408676,0.04099,0.040892,"0","0"
"17079","Q5T3Y7",NA,0.04086,0.03924,0.040744,"0","0"
"17080","Q86VI1","EXOC3L1",0.0408459,0.04377,0.040834,"0","0"
"17081","Q8WVV4","POF1B",0.0408344,0.04268,0.040806,"0","0"
"17082","Q9NQE9","HINT3",0.0408183,0.04295,0.041017,"0","0"
"17083","Q7Z7F7","MRPL55",0.0408005,0.03904,0.040543,"0","0"
"17084","Q68DX3","FRMPD2",0.0407939,0.04173,0.040597,"0","0"
"17085","P50548","ERF",0.0407933,0.0423,0.039954,"0","0"
"17086","Q8WU66","TSPEAR",0.0407841,0.04082,0.041016,"0","0"
"17087","Q92874","DNASE1L2",0.0407701,0.04551,0.041051,"0","0"
"17088","Q96N28","PRELID3A",0.0407619,0.03996,0.040954,"0","0"
"17089","P0CW24","PNMA6A",0.0407579,0.04432,0.040288,"0","0"
"17090","Q9HBR0","SLC38A10",0.0407376,0.04349,0.040913,"0","0"
"17091","Q8IWY8","ZSCAN29",0.040733,0.04137,0.04023,"0","0"
"17092","Q05D60","DEUP1",0.0407283,0.04083,0.040591,"0","0"
"17093","Q9NXU5","ARL15",0.0407251,0.04055,0.041038,"0","0"
"17094","Q68DI1","ZNF776",0.0407244,0.04202,0.040725,"0","0"
"17095","Q16635","TAFAZZIN",0.0407048,0.04002,0.041017,"0","0"
"17096","Q6PI78","TMEM65",0.040689,0.04068,0.040658,"0","0"
"17097","C9JTQ0","ANKRD63",0.0406867,0.04194,0.039722,"0","0"
"17098","Q8N3L3","TXLNB",0.0406847,0.0414,0.040084,"0","0"
"17099","Q16206","ENOX2",0.0406832,0.04167,0.040602,"0","0"
"17100","P0C025","NUDT17",0.0406808,0.04429,0.040734,"0","0"
"17101","A6NFF2",NA,0.0406787,0.04073,0.040456,"0","0"
"17102","A6NEM1","GOLGA6L9",0.0406743,0.04352,0.040949,"0","0"
"17103","Q3ZCT8","KBTBD12",0.0406725,0.04056,0.040788,"0","0"
"17104","Q9Y3B6","EMC9",0.0406687,0.03952,0.041157,"0","0"
"17105","Q6NX49","ZNF544",0.0406618,0.04227,0.040583,"0","0"
"17106","Q7L4E1","MIGA2",0.0406513,0.04283,0.041017,"0","0"
"17107","Q6ZTW0","TPGS1",0.040645,0.04264,0.040966,"0","0"
"17108","A4D1S0","KLRG2",0.040638,0.04164,0.040397,"0","0"
"17109","Q8TCY9","URGCP",0.0406321,0.04061,0.040318,"0","0"
"17110","Q9H0R1","AP5M1",0.040629,0.04293,0.04093,"0","0"
"17111","P01733","TRBV12-3",0.0406203,0.04046,0.040903,"0","0"
"17112","Q8N239","KLHL34",0.0406186,0.04376,0.04073,"0","0"
"17113","Q719I0",NA,0.0406131,0.04057,0.040959,"0","0"
"17114","Q6UXQ8",NA,0.0406115,0.04169,0.039595,"0","0"
"17115","Q9NQX6","ZNF331",0.0406083,0.04094,0.04113,"0","0"
"17116","Q96GL9","FAM163A",0.0406064,0.04076,0.03977,"0","0"
"17117","Q8TEE9","SAP25",0.0405698,0.04021,0.039873,"0","0"
"17118","Q6ZMV8","ZNF730",0.0405637,0.04012,0.041053,"0","0"
"17119","Q9H6L2","TMEM231",0.0405633,0.04083,0.041033,"0","0"
"17120","Q96M53","TBATA",0.0405602,0.04245,0.040317,"0","0"
"17121","Q9P206","NHSL3",0.0405454,0.04242,0.039965,"0","0"
"17122","Q6PJE2","POMZP3",0.0405318,0.04013,0.039948,"0","0"
"17123","P0C5Z0","H2AB3",0.0405048,0.03972,0.040351,"0","0"
"17124","P0C5Z0","H2AB2",0.0405048,0.03972,0.040351,"0","0"
"17125","Q86YL5","TDRP",0.0405034,0.04012,0.040169,"0","0"
"17126","P0DJD4",NA,0.040493,0.04129,0.03997,"0","0"
"17127","A0A087WXM9","MEIKIN",0.0404812,0.03906,0.039477,"0","0"
"17128","Q9NU02","ANKEF1",0.0404774,0.04142,0.040495,"0","0"
"17129","Q6U949",NA,0.04047,0.04204,0.039864,"0","0"
"17130","P0C6S8","LINGO3",0.0404679,0.03977,0.040234,"0","0"
"17131","Q96PE5","OPALIN",0.0404665,0.03982,0.040136,"0","0"
"17132","Q7Z422","SZRD1",0.0404659,0.04047,0.040392,"0","0"
"17133","Q9BRQ5","ORAI3",0.0404638,0.04285,0.041087,"0","0"
"17134","Q9BQC3","DPH2",0.0404612,0.0411,0.039915,"0","0"
"17135","Q96FV0","LRRC46",0.040457,0.04311,0.040521,"0","0"
"17136","O75596","CLEC3A",0.0404535,0.0379,0.040836,"0","0"
"17137","Q8NBL3","TMEM178A",0.0404413,0.04016,0.0409,"0","0"
"17138","Q6UXV1","IZUMO2",0.0404366,0.04085,0.040896,"0","0"
"17139","Q86U37",NA,0.0404162,0.03813,0.039971,"0","0"
"17140","Q86VY9","TMEM200A",0.0404069,0.04025,0.040383,"0","0"
"17141","Q8WYP3","RIN2",0.0404021,0.04151,0.040208,"0","0"
"17142","P07199","CENPB",0.0404001,0.04396,0.040187,"0","0"
"17143","Q6UXF7","CLEC18B",0.040394,0.03857,0.040615,"0","0"
"17144","Q8TD47","RPS4Y2",0.0403787,0.04161,0.040592,"0","0"
"17145","Q63HK3","ZKSCAN2",0.0403774,0.04142,0.039788,"0","0"
"17146","Q9NRH2","SNRK",0.0403734,0.04051,0.040729,"0","0"
"17147","Q8N9I5",NA,0.0403657,0.04104,0.04092,"0","0"
"17148","Q6IEE7","TMEM132E",0.0403558,0.04535,0.040338,"0","0"
"17149","Q96A61","TRIM52",0.0403438,0.04285,0.039968,"0","0"
"17150","P61567",NA,0.0403374,0.03859,0.040494,"0","0"
"17151","Q96HI0","SENP5",0.0403326,0.04367,0.040038,"0","0"
"17152","Q9HBU1","BARX1",0.0403293,0.04163,0.04006,"0","0"
"17153","Q96FL9","GALNT14",0.0403134,0.03992,0.040549,"0","0"
"17154","Q5GAN3","RNASE13",0.0403086,0.03896,0.040488,"0","0"
"17155","Q8N3H0","TAFA2",0.0403082,0.04245,0.041514,"0","0"
"17156","Q5U3C3","TMEM164",0.0403072,0.04129,0.041582,"0","0"
"17157","Q6R2W3","SCAND3",0.0403022,0.04177,0.039416,"0","0"
"17158","Q9NSA2","KCND1",0.0402878,0.04046,0.040529,"0","0"
"17159","Q9Y473","ZNF175",0.0402841,0.04138,0.040448,"0","0"
"17160","Q5VSP4",NA,0.0402817,0.04106,0.040744,"0","0"
"17161","Q9H857","NT5DC2",0.0402717,0.04376,0.040879,"0","0"
"17162","Q14D04","VEPH1",0.0402656,0.04126,0.040378,"0","0"
"17163","O75323","NIPSNAP2",0.0402622,0.03921,0.04019,"0","0"
"17164","Q7RTT3",NA,0.0402551,0.04103,0.040001,"0","0"
"17165","O75145","PPFIA3",0.0402482,0.04274,0.039739,"0","0"
"17166","Q9UH62","ARMCX3",0.0402477,0.0397,0.040456,"0","0"
"17167","Q3B7T3","BEAN1",0.0402445,0.04031,0.03958,"0","0"
"17168","Q9Y336","SIGLEC9",0.0402391,0.04055,0.040351,"0","0"
"17169","Q96LM5","SPMIP2",0.0402128,0.03995,0.040672,"0","0"
"17170","Q5JV73","FRMPD3",0.0401986,0.04155,0.039625,"0","0"
"17171","Q8N6M8","IQCF1",0.0401973,0.03873,0.040409,"0","0"
"17172","Q9P2S5","WRAP73",0.0401944,0.04035,0.03996,"0","0"
"17173","P0DN76",NA,0.0401915,0.04177,0.040103,"0","0"
"17174","Q8N1N4","KRT78",0.0401742,0.04064,0.040177,"0","0"
"17175","Q9BYD5","CNFN",0.040168,0.04157,0.040282,"0","0"
"17176","A6NCN2",NA,0.0401624,0.04207,0.03999,"0","0"
"17177","O15090","ZNF536",0.0401603,0.04116,0.039572,"0","0"
"17178","O43299","AP5Z1",0.0401417,0.04325,0.040055,"0","0"
"17179","Q6T4P5","PLPPR3",0.040141,0.04277,0.040103,"0","0"
"17180","Q9BQD1",NA,0.0401374,0.0398,0.039963,"0","0"
"17181","Q96AB3","ISOC2",0.0401351,0.03978,0.040065,"0","0"
"17182","Q6PII3","CCDC174",0.0401348,0.04118,0.039516,"0","0"
"17183","Q9UK99","FBXO3",0.0401282,0.04231,0.040494,"0","0"
"17184","Q6IC83","C22orf42",0.0401209,0.04118,0.040102,"0","0"
"17185","A0A096LP49","CCDC187",0.0401021,0.04065,0.038982,"0","0"
"17186","Q6KB66","KRT80",0.0400878,0.04147,0.039909,"0","0"
"17187","P58512",NA,0.0400764,0.04099,0.038867,"0","0"
"17188","B9A014","C21orf140",0.0400736,0.03828,0.040119,"0","0"
"17189","P0DPQ4",NA,0.0400736,0.03828,0.040119,"0","0"
"17190","Q3KRA6","C2orf76",0.0400728,0.04052,0.040311,"0","0"
"17191","P11801","PSKH1",0.0400715,0.04053,0.040294,"0","0"
"17192","Q96EV2","RBM33",0.0400696,0.04252,0.039186,"0","0"
"17193","Q9P1Y5","CAMSAP3",0.0400543,0.04364,0.039476,"0","0"
"17194","Q9NYA3","GOLGA6A",0.0400482,0.03998,0.039838,"0","0"
"17195","Q8TCZ2","CD99L2",0.0400465,0.04088,0.039788,"0","0"
"17196","Q5H913","ARL13A",0.0400452,0.0382,0.040398,"0","0"
"17197","Q8N831","TSPYL6",0.0400401,0.04274,0.040571,"0","0"
"17198","Q9NS73","MBIP",0.0400397,0.03887,0.040275,"0","0"
"17199","Q8WZ59","TMEM190",0.0400272,0.04021,0.040595,"0","0"
"17200","Q9UHQ4","BCAP29",0.0400183,0.04125,0.040611,"0","0"
"17201","Q13434",NA,0.0400103,0.04196,0.0399,"0","0"
"17202","Q9Y5X2","SNX8",0.0400036,0.03847,0.040168,"0","0"
"17203","Q8IVY1","C1orf210",0.0400005,0.04119,0.039863,"0","0"
"17204","Q9BR09","NEURL2",0.0400003,0.04191,0.04025,"0","0"
"17205","Q6ZVS7","CFAP144P1",0.0399968,0.04028,0.040504,"0","0"
"17206","Q8IW36","ZNF695",0.0399952,0.0399,0.040505,"0","0"
"17207","Q9BZH6","WDR11",0.039988,0.04165,0.03897,"0","0"
"17208","O96006","ZBED1",0.039986,0.04171,0.040128,"0","0"
"17209","Q7Z7A3","CTU1",0.0399808,0.0409,0.039865,"0","0"
"17210","P51957","NEK4",0.039967,0.03974,0.040034,"0","0"
"17211","Q5H9K5","ZMAT1",0.0399322,0.04036,0.039736,"0","0"
"17212","Q8IZJ4","RGL4",0.0399322,0.04072,0.040391,"0","0"
"17213","A6NHJ4","ZNF860",0.0399226,0.04006,0.040246,"0","0"
"17214","P0CG33","GOLGA6D",0.0399223,0.03939,0.039546,"0","0"
"17215","Q86VP6","CAND1",0.0399192,0.04208,0.039881,"0","0"
"17216","Q9C086","INO80B",0.0399182,0.04189,0.039837,"0","0"
"17217","Q86U17","SERPINA11",0.0398908,0.04044,0.040593,"0","0"
"17218","Q96M60","FAM227B",0.0398705,0.03915,0.040375,"0","0"
"17219","Q9Y4F1","FARP1",0.0398681,0.04001,0.039555,"0","0"
"17220","Q6ZMT1","STAC2",0.0398665,0.04135,0.039548,"0","0"
"17221","Q96CW6","SLC7A6OS",0.039865,0.04149,0.039544,"0","0"
"17222","P59894",NA,0.0398615,0.04025,0.040157,"0","0"
"17223","Q9UQ10","DHDH",0.0398509,0.04324,0.03987,"0","0"
"17224","Q5MIZ7","PPP4R3B",0.0398419,0.04089,0.039651,"0","0"
"17225","P53004","BLVRA",0.0398373,0.04335,0.040273,"0","0"
"17226","A5D8V7","ODAD3",0.0398327,0.03902,0.039541,"0","0"
"17227","Q96IW2","SHD",0.0398268,0.04174,0.039807,"0","0"
"17228","P59091",NA,0.0398228,0.04138,0.039018,"0","0"
"17229","O95833","CLIC3",0.0398069,0.04081,0.040223,"0","0"
"17230","Q9NVT9","ARMC1",0.0398029,0.04262,0.039973,"0","0"
"17231","O15370","SOX12",0.0397933,0.04134,0.039265,"0","0"
"17232","Q5VYS4","MEDAG",0.0397878,0.04009,0.039861,"0","0"
"17233","Q6UX72","B3GNT9",0.0397836,0.04133,0.040024,"0","0"
"17234","Q9H6W3","RIOX1",0.0397738,0.04227,0.040232,"0","0"
"17235","Q9UHP6","RSPH14",0.039768,0.0419,0.04003,"0","0"
"17236","Q8NET6","CHST13",0.039746,0.042,0.040702,"0","0"
"17237","Q49AM3","TTC31",0.0397363,0.04037,0.03942,"0","0"
"17238","A6NCF5","KLHL33",0.0397095,0.04075,0.039276,"0","0"
"17239","Q9BZF3","OSBPL6",0.0397008,0.03845,0.038511,"0","0"
"17240","O95297","MPZL1",0.039692,0.04026,0.039363,"0","0"
"17241","Q9Y247","FAM50B",0.0396908,0.03993,0.040138,"0","0"
"17242","Q6ZQW0","IDO2",0.0396694,0.04251,0.040265,"0","0"
"17243","Q5JR98","DYNLT4",0.0396679,0.04007,0.039046,"0","0"
"17244","O60759","CYTIP",0.0396639,0.0418,0.038827,"0","0"
"17245","A6NNP5","CCDC169",0.0396484,0.03806,0.039482,"0","0"
"17246","Q9BRU2","TCEAL7",0.0396427,0.03892,0.039321,"0","0"
"17247","Q7LGC8","CHST3",0.0396217,0.04052,0.040222,"0","0"
"17248","O15466","ST8SIA5",0.0396082,0.03857,0.039987,"0","0"
"17249","Q8N3Z3","GTPBP8",0.0395989,0.03962,0.039703,"0","0"
"17250","Q9BUH8","BEGAIN",0.0395866,0.04277,0.039583,"0","0"
"17251","Q8N9B8","RASGEF1A",0.0395819,0.04062,0.039902,"0","0"
"17252","Q96MN9","ZNF488",0.0395748,0.04039,0.038754,"0","0"
"17253","Q8NFX7","STXBP6",0.039574,0.03822,0.039224,"0","0"
"17254","Q63HQ0","AP1AR",0.0395609,0.041,0.039256,"0","0"
"17255","Q9UID6","ZNF639",0.03956,0.04036,0.039617,"0","0"
"17256","O71037",NA,0.0395509,0.03849,0.039204,"0","0"
"17257","P0DMM9","SULT1A3",0.0395453,0.04022,0.039931,"0","0"
"17258","Q86Y46","KRT73",0.0395419,0.04016,0.039569,"0","0"
"17259","Q9ULZ0","TP53TG3D",0.0395108,0.0383,0.038738,"0","0"
"17260","Q9ULZ0","TP53TG3",0.0395108,0.0383,0.038738,"0","0"
"17261","Q9ULZ0","TP53TG3F",0.0395108,0.0383,0.038738,"0","0"
"17262","Q9ULZ0","TP53TG3C",0.0395108,0.0383,0.038738,"0","0"
"17263","Q9ULZ0","TP53TG3E",0.0395108,0.0383,0.038738,"0","0"
"17264","Q9ULZ0","TP53TG3B",0.0395108,0.0383,0.038738,"0","0"
"17265","Q8IYW4","ENTHD1",0.0395064,0.0411,0.039266,"0","0"
"17266","Q7Z6I6","ARHGAP30",0.0395051,0.04239,0.038944,"0","0"
"17267","P0DP72","VSIG10L2",0.0395031,0.03999,0.038968,"0","0"
"17268","P86791","CCZ1",0.0394971,0.03989,0.040035,"0","0"
"17269","A6NJ88",NA,0.0394956,0.03889,0.039734,"0","0"
"17270","Q6RUI8",NA,0.0394899,0.03874,0.0394,"0","0"
"17271","Q96SI9","STRBP",0.0394843,0.04049,0.039468,"0","0"
"17272","Q9BQT8","SLC25A21",0.0394727,0.04093,0.040442,"0","0"
"17273","Q9NY35","CLDND1",0.0394713,0.0378,0.039556,"0","0"
"17274","Q6PB30","CSAG1",0.0394598,0.03943,0.038842,"0","0"
"17275","A8MVS5","C19orf38",0.0394572,0.03939,0.038665,"0","0"
"17276","Q9P298","HIGD1B",0.0394508,0.03934,0.039784,"0","0"
"17277","Q8IV42","PSTK",0.0394445,0.03924,0.040039,"0","0"
"17278","P52744","ZNF138",0.0394361,0.04114,0.040496,"0","0"
"17279","Q53TS8","C2CD6",0.0394295,0.03932,0.039401,"0","0"
"17280","Q9NUC0","SERTAD4",0.0394295,0.03992,0.039199,"0","0"
"17281","Q96HH4","TMEM169",0.0394234,0.04041,0.040059,"0","0"
"17282","Q96BR5","COA7",0.0394223,0.04171,0.04022,"0","0"
"17283","Q3SY17","SLC25A52",0.0394197,0.03996,0.039944,"0","0"
"17284","Q8NEP7","KLHDC9",0.0394075,0.03947,0.039395,"0","0"
"17285","Q7L8L6","FASTKD5",0.0394032,0.03923,0.039764,"0","0"
"17286","A4D2P6","GRID2IP",0.0394017,0.04218,0.038589,"0","0"
"17287","P59103","DAOA",0.0393945,0.03881,0.039325,"0","0"
"17288","Q7Z6M3","MILR1",0.0393909,0.03739,0.039646,"0","0"
"17289","Q9H3M0","KCNF1",0.0393831,0.04227,0.040142,"0","0"
"17290","Q15813","TBCE",0.0393771,0.04083,0.039336,"0","0"
"17291","Q9NW68","BSDC1",0.0393748,0.04193,0.039471,"0","0"
"17292","P78414","IRX1",0.0393541,0.03937,0.039017,"0","0"
"17293","Q8IYT3","CCDC170",0.0393532,0.03962,0.039034,"0","0"
"17294","Q96JN0","LCOR",0.0393438,0.03854,0.038144,"0","0"
"17295","A4D1E1","ZNF804B",0.0393422,0.03957,0.038712,"0","0"
"17296","Q14585","ZNF345",0.0393371,0.04102,0.0398,"0","0"
"17297","Q6PH81","C16orf87",0.0392967,0.03699,0.038649,"0","0"
"17298","Q9HC36","MRM3",0.039295,0.04045,0.039623,"0","0"
"17299","Q8IYS4","DNAAF8",0.0392928,0.04202,0.038896,"0","0"
"17300","Q9Y328","NSG2",0.039287,0.0398,0.039584,"0","0"
"17301","P51523","ZNF84",0.039275,0.04077,0.039412,"0","0"
"17302","Q5VZF2","MBNL2",0.0392727,0.04036,0.039108,"0","0"
"17303","Q8NBF6","AVL9",0.0392722,0.042,0.039544,"0","0"
"17304","Q9H1U9","SLC25A51",0.0392708,0.03923,0.039372,"0","0"
"17305","Q6AZW8","ZNF660",0.0392617,0.04022,0.039462,"0","0"
"17306","Q8N1B3","CCNQ",0.0392436,0.03892,0.03973,"0","0"
"17307","Q8NG57",NA,0.0392435,0.03869,0.039062,"0","0"
"17308","Q5JPF3","ANKRD36C",0.0392399,0.04047,0.03883,"0","0"
"17309","Q49AJ0","FAM135B",0.0392197,0.04262,0.038724,"0","0"
"17310","O75410","TACC1",0.0392178,0.04122,0.038714,"0","0"
"17311","Q8N614","TMEM156",0.0392108,0.03854,0.039758,"0","0"
"17312","Q6TFL3","CCDC171",0.0392103,0.03947,0.038823,"0","0"
"17313","P43630","KIR3DL2",0.0392013,0.04003,0.039108,"0","0"
"17314","Q68DL7","C18orf63",0.039188,0.03812,0.039401,"0","0"
"17315","Q03936","ZNF92",0.0391874,0.0402,0.039836,"0","0"
"17316","Q96L94","SNX22",0.0391862,0.04058,0.039131,"0","0"
"17317","Q96M83","CCDC7",0.0391836,0.03953,0.038635,"0","0"
"17318","O95411",NA,0.0391832,0.03909,0.038734,"0","0"
"17319","Q8WUA4","GTF3C2",0.0391771,0.03982,0.038405,"0","0"
"17320","Q9NP79","VTA1",0.0391268,0.04057,0.039178,"0","0"
"17321","Q96N76","UROC1",0.0391229,0.04294,0.03912,"0","0"
"17322","Q9ULX6","AKAP8L",0.0391151,0.04193,0.039044,"0","0"
"17323","A0A0B4J263","TRAV39",0.0391134,0.03876,0.040251,"0","0"
"17324","Q9BQI9","NRIP2",0.0390893,0.04085,0.039408,"0","0"
"17325","Q6IPX3","TCEAL6",0.0390873,0.0409,0.038509,"0","0"
"17326","Q6L9W6","B4GALNT3",0.0390782,0.03839,0.037986,"0","0"
"17327","Q9H6X5","C19orf44",0.0390579,0.03897,0.038412,"0","0"
"17328","Q9ULM2","ZNF490",0.0390569,0.04014,0.039124,"0","0"
"17329","O75031","HSF2BP",0.0390535,0.03993,0.039089,"0","0"
"17330","Q9P1G2",NA,0.0390511,0.03866,0.038476,"0","0"
"17331","A6NHR8",NA,0.0390446,0.0392,0.039211,"0","0"
"17332","Q9BSF4","TIMM29",0.0390367,0.03968,0.039713,"0","0"
"17333","Q9Y5W7","SNX14",0.0390334,0.04031,0.039251,"0","0"
"17334","Q8NE01","CNNM3",0.0390311,0.0416,0.039188,"0","0"
"17335","Q86V71","ZNF429",0.0390308,0.03927,0.039344,"0","0"
"17336","A6NIU2",NA,0.0390275,0.0403,0.038614,"0","0"
"17337","Q8TBZ5","ZNF502",0.0390152,0.04007,0.039529,"0","0"
"17338","O14772","FPGT",0.0389882,0.03848,0.038864,"0","0"
"17339","Q86X59",NA,0.0389782,0.03872,0.038242,"0","0"
"17340","O75155","CAND2",0.0389589,0.04232,0.039193,"0","0"
"17341","Q92522","H1-10",0.0389574,0.03896,0.038868,"0","0"
"17342","Q8WUX2","CHAC2",0.0389568,0.0399,0.039366,"0","0"
"17343","P26998","CRYBB3",0.0389535,0.0391,0.038948,"0","0"
"17344","Q86SG2","ANKRD23",0.0389475,0.03897,0.039738,"0","0"
"17345","Q9ULM0","PLEKHH1",0.0389442,0.04121,0.037438,"0","0"
"17346","Q5SQS7","SH2D4B",0.0389289,0.03873,0.03935,"0","0"
"17347","Q8WUB8","PHF10",0.0389204,0.0422,0.038542,"0","0"
