"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000353770 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000353770 (pp) 9606.ENSP00000355922","0.53",,,,,,,"0.822","0.638"
"pp","9606.ENSP00000353770 (pp) 9606.ENSP00000361298","false","pp","9606.ENSP00000353770 (pp) 9606.ENSP00000361298","0.561",,,,,,,"0.758","0.473"
"pp","9606.ENSP00000353770 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000353770 (pp) 9606.ENSP00000411532","0.807",,,,"0.035",,,"0.956","0.785"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000359073","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000359073",,,"0.5",,,,,"0.552","0.143"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000375821","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000375821",,,"0.5","0.067",,,,"0.549","0.112"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000428056","0.044",,"0.4",,,,,"0.436","0.096"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000497290","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000497290",,,"0.5","0.054",,,,"0.508","0.044"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000481994","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000481994","0.042",,"0.5","0.071",,,,"0.524","0.057"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000354451","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000354451",,,"0.4",,,,,"0.515","0.225"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000417335","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000417335","0.116",,"0.9","0.073",,,,"0.914","0.077"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000355652","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000355652","0.056",,"0.5","0.392",,,,"0.713","0.121"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000381097","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000381097","0.072",,"0.5","0.071",,,,"0.544","0.069"
"pp","9606.ENSP00000353864 (pp) 9606.ENSP00000379616","false","pp","9606.ENSP00000353864 (pp) 9606.ENSP00000379616","0.046",,"0.5",,,,,"0.54","0.114"
"pp","9606.ENSP00000353910 (pp) 9606.ENSP00000398803","false","pp","9606.ENSP00000353910 (pp) 9606.ENSP00000398803","0.056",,,,,,,"0.619","0.613"
"pp","9606.ENSP00000353910 (pp) 9606.ENSP00000480884","false","pp","9606.ENSP00000353910 (pp) 9606.ENSP00000480884",,,,,,,,"0.451","0.451"
"pp","9606.ENSP00000354080 (pp) 9606.ENSP00000368104","false","pp","9606.ENSP00000354080 (pp) 9606.ENSP00000368104",,,,"0.053",,,,"0.452","0.446"
"pp","9606.ENSP00000353959 (pp) 9606.ENSP00000387100","false","pp","9606.ENSP00000353959 (pp) 9606.ENSP00000387100",,,,,,,,"0.849","0.849"
"pp","9606.ENSP00000354109 (pp) 9606.ENSP00000427951","false","pp","9606.ENSP00000354109 (pp) 9606.ENSP00000427951","0.189",,,"0.293",,,,"0.476","0.16"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000364995","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000364995","0.102",,"0.9","0.073",,,,"0.922","0.174"
"pp","9606.ENSP00000354109 (pp) 9606.ENSP00000497260","false","pp","9606.ENSP00000354109 (pp) 9606.ENSP00000497260",,,"0.4",,,,,"0.402","0.045"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000427985","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000427985","0.08",,,"0.046",,,,"0.619","0.601"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000482457","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000482457",,,"0.9","0.123",,,,"0.912","0.078"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000359219","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000359219",,,,,,,,"0.4","0.4"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000405327","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000405327","0.092",,,"0.052",,,,"0.44","0.402"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000370340","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000370340","0.067",,,"0.045",,,,"0.496","0.48"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000380093","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000380093","0.123",,,"0.054",,,,"0.53","0.48"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000365272","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000365272","0.107",,,"0.09",,,,"0.529","0.467"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000379140","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000379140","0.055",,,,,,,"0.479","0.472"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000387435","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000387435",,,,,,,,"0.626","0.626"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000401907","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000401907","0.074",,,,,,,"0.492","0.474"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000368314","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000368314","0.096",,,,,,,"0.49","0.459"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000368265","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000368265","0.104",,,,,,,"0.578","0.549"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000370719","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000370719",,,,"0.497",,,,"0.535","0.115"
"pp","9606.ENSP00000354207 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000354207 (pp) 9606.ENSP00000428056","0.044",,"0.5","0.173",,,,"0.661","0.245"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000377779","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000377779","0.042",,"0.65",,,,,"0.713","0.215"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000386896","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000386896",,,"0.65","0.071",,,,"0.755","0.308"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000354923","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000354923","0.054",,"0.5",,,,,"0.522","0.072"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000374309","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000374309","0.06",,"0.4","0.135",,,,"0.554","0.194"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000392423","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000392423","0.049",,,,,,,"0.542","0.539"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000452120","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000452120","0.049",,"0.65","0.071",,,,"0.755","0.303"
"pp","9606.ENSP00000354360 (pp) 9606.ENSP00000375778","false","pp","9606.ENSP00000354360 (pp) 9606.ENSP00000375778",,,"0.4","0.439",,,,"0.737","0.282"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000357691","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000357691","0.436",,,,,,,"0.592","0.307"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000494162","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000494162","0.402",,,"0.045",,,,"0.409","0.048"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000465685","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000465685","0.384",,,"0.128",,,,"0.643","0.39"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000479708","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000479708","0.337",,,,,,,"0.495","0.27"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000391490","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000391490","0.271",,,"0.166",,,,"0.409","0.106"
"pp","9606.ENSP00000354376 (pp) 9606.ENSP00000355124","false","pp","9606.ENSP00000354376 (pp) 9606.ENSP00000355124","0.268",,,"0.096",,,,"0.454","0.242"
"pp","9606.ENSP00000354416 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000354416 (pp) 9606.ENSP00000355627","0.047",,"0.5",,,,,"0.554","0.14"
"pp","9606.ENSP00000354416 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000354416 (pp) 9606.ENSP00000427279",,,"0.5","0.994",,,,"0.997","0.181"
"pp","9606.ENSP00000354416 (pp) 9606.ENSP00000379140","false","pp","9606.ENSP00000354416 (pp) 9606.ENSP00000379140",,,"0.5","0.994",,,,"0.997","0.222"
"pp","9606.ENSP00000354416 (pp) 9606.ENSP00000416996","false","pp","9606.ENSP00000354416 (pp) 9606.ENSP00000416996","0.06",,,,,,,"0.865","0.863"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000393963","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000393963","0.325",,,,,,,"0.45","0.22"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000414109","0.663",,,,,,,"0.709","0.174"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000376457","0.239",,,,,,,"0.442","0.298"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000378356","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000378356","0.704",,,,,,,"0.773","0.267"
"pp","9606.ENSP00000354432 (pp) 9606.ENSP00000499676","false","pp","9606.ENSP00000354432 (pp) 9606.ENSP00000499676","0.215","0.058",,"0.36",,,,"0.492","0.054"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000481380","0.442",,,,,,,"0.464","0.081"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000378699","0.349",,,"0.072",,,,"0.455","0.171"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000356379","0.577",,,,,,,"0.615","0.128"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000404190","0.266",,,,,,,"0.414","0.235"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000376306","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000376306","0.185",,"0.4",,,,,"0.502","0.065"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000362146","0.562",,,,,,,"0.633","0.199"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000465992","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000465992","0.424",,,,,,,"0.522","0.205"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000428489","0.402",,,,,,,"0.475","0.158"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000368516","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000368516",,,,,,,,"0.463","0.464"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000356319","0.324",,,,,,,"0.509","0.304"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000355922","0.572",,,,,,,"0.648","0.213"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000363524","0.515",,,,,,,"0.639","0.288"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000360540","0.334",,,,,,,"0.422","0.167"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000355090","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000355090","0.43",,,,,,,"0.432","0.045"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000358813","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000358813","0.468",,,,,,,"0.515","0.127"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000361298","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000361298","0.658",,,,,,,"0.695","0.145"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000411532","0.581",,,,,,,"0.66","0.223"
"pp","9606.ENSP00000354488 (pp) 9606.ENSP00000464317","false","pp","9606.ENSP00000354488 (pp) 9606.ENSP00000464317","0.26",,"0.5","0.784",,,,"0.953","0.49"
"pp","9606.ENSP00000354488 (pp) 9606.ENSP00000484342","false","pp","9606.ENSP00000354488 (pp) 9606.ENSP00000484342","0.254",,"0.5","0.087",,,,"0.736","0.317"
"pp","9606.ENSP00000354488 (pp) 9606.ENSP00000467141","false","pp","9606.ENSP00000354488 (pp) 9606.ENSP00000467141","0.272",,,,,,,"0.653","0.544"
"pp","9606.ENSP00000354451 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000354451 (pp) 9606.ENSP00000357643","0.565",,,,,,,"0.628","0.181"
"pp","9606.ENSP00000354488 (pp) 9606.ENSP00000467176","false","pp","9606.ENSP00000354488 (pp) 9606.ENSP00000467176","0.562","0.213","0.5","0.455","0.046",,,"0.996","0.967"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000370483","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000370483","0.146",,,,,,,"0.557","0.503"
"pp","9606.ENSP00000354488 (pp) 9606.ENSP00000354923","false","pp","9606.ENSP00000354488 (pp) 9606.ENSP00000354923","0.067",,"0.5",,,,,"0.643","0.297"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000371936","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000371936","0.072",,,,,,,"0.461","0.443"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000359719","0.059",,"0.65","0.046",,,,"0.691","0.134"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000456226","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000456226","0.152",,,"0.051",,,,"0.71","0.669"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000490107","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000490107","0.129",,,"0.094",,,,"0.483","0.398"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000496166","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000496166","0.051",,,,,,,"0.482","0.478"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000494321","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000494321","0.151",,"0.54","0.078",,,,"0.695","0.254"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000361112","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000361112","0.141",,,"0.071",,,,"0.504","0.429"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000369442","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000369442","0.058",,,"0.091",,,,"0.62","0.592"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000489262","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000489262","0.157",,,"0.091",,,,"0.404","0.285"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000357060","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000357060","0.044","0.05","0.9",,,,,"0.936","0.384"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000365714","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000365714","0.2",,,,,,,"0.434","0.322"
"pp","9606.ENSP00000354536 (pp) 9606.ENSP00000392423","false","pp","9606.ENSP00000354536 (pp) 9606.ENSP00000392423","0.111",,,,,,,"0.497","0.458"
"pp","9606.ENSP00000354536 (pp) 9606.ENSP00000356607","false","pp","9606.ENSP00000354536 (pp) 9606.ENSP00000356607","0.086",,,"0.061",,,,"0.449","0.41"
"pp","9606.ENSP00000354536 (pp) 9606.ENSP00000377047","false","pp","9606.ENSP00000354536 (pp) 9606.ENSP00000377047","0.202",,,"0.043",,,,"0.416","0.297"
"pp","9606.ENSP00000354490 (pp) 9606.ENSP00000442756","false","pp","9606.ENSP00000354490 (pp) 9606.ENSP00000442756","0.105",,"0.5","0.31",,,,"0.709","0.169"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000365272","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000365272","0.099",,,"0.066",,,,"0.756","0.734"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000434034","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000434034","0.049",,"0.5",,,,,"0.553","0.137"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000360120","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000360120","0.049",,"0.65","0.113",,,,"0.766","0.303"
"pp","9606.ENSP00000354643 (pp) 9606.ENSP00000373477","false","pp","9606.ENSP00000354643 (pp) 9606.ENSP00000373477",,,,,,,,"0.738","0.738"
"pp","9606.ENSP00000354643 (pp) 9606.ENSP00000374265","false","pp","9606.ENSP00000354643 (pp) 9606.ENSP00000374265",,,,,,,,"0.738","0.738"
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000497260","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000497260","0.054",,"0.9","0.909",,,,"0.992","0.271"
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000355627","0.06",,"0.5",,,,,"0.579","0.177"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000368314","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000368314","0.102",,,"0.127",,,,"0.612","0.545"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000359864","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000359864","0.058",,"0.9","0.052",,,,"0.915","0.166"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000368516","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000368516","0.085",,,,,,,"0.47","0.445"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000495811","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000495811",,,,,,,,"0.486","0.487"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000433112","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000433112",,,,,,,,"0.489","0.489"
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000371594","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000371594",,,"0.5",,,,,"0.499",
"pp","9606.ENSP00000354607 (pp) 9606.ENSP00000398629","false","pp","9606.ENSP00000354607 (pp) 9606.ENSP00000398629","0.06",,"0.5",,,,,"0.509",
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000357669","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000357669","0.063",,,,,,,"0.468","0.456"
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000398832","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000398832","0.127",,"0.5",,,,,"0.575","0.106"
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000494175","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000494175","0.045",,,,,,,"0.403","0.401"
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000368683","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000368683",,,"0.65","0.128",,,,"0.699","0.094"
"pp","9606.ENSP00000354652 (pp) 9606.ENSP00000425840","false","pp","9606.ENSP00000354652 (pp) 9606.ENSP00000425840","0.062",,,,,,,"0.41","0.398"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000369453","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000369453","0.109",,,,,,,"0.422","0.378"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000467141","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000467141",,,,,,,,"0.513","0.513"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000480132","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000480132","0.099",,,"0.069",,,,"0.552","0.509"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000386200","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000386200","0.049",,,,,,,"0.977","0.978"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000370483","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000370483","0.122",,,"0.059",,,,"0.867","0.852"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000392423","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000392423","0.073",,,,,,,"0.529","0.513"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000419952","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000419952",,,,"0.076",,,,"0.463","0.443"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000417335","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000417335","0.08",,,,,,,"0.516","0.496"
"pp","9606.ENSP00000354871 (pp) 9606.ENSP00000377936","false","pp","9606.ENSP00000354871 (pp) 9606.ENSP00000377936","0.103",,,"0.398",,,,"0.523","0.188"
"pp","9606.ENSP00000354778 (pp) 9606.ENSP00000490107","false","pp","9606.ENSP00000354778 (pp) 9606.ENSP00000490107","0.133",,,,,,,"0.548","0.501"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000401145","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000401145","0.082",,,"0.062",,,,"0.526","0.494"
"pp","9606.ENSP00000354884 (pp) 9606.ENSP00000380713","false","pp","9606.ENSP00000354884 (pp) 9606.ENSP00000380713",,,,"0.184",,,,"0.736","0.69"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000478887","0.058",,,,,,,"0.51","0.502"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000428205","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000428205","0.044",,,,,,,"0.475","0.474"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000370719","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000370719","0.126",,,,,,,"0.475","0.425"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000453508","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000453508","0.082",,,"0.089",,,,"0.841","0.825"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000376678","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000376678","0.06",,,,,,,"0.421","0.409"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000484342","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000484342","0.056",,"0.8",,,,,"0.964","0.829"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000374309","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000374309",,,"0.5",,,,,"0.569","0.175"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000433560","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000433560","0.084",,,"0.095",,,,"0.459","0.4"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000401437","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000401437","0.12",,,,,,,"0.649","0.618"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000467141","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000467141","0.099",,,,,,,"0.857","0.849"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000375778","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000375778",,,"0.5",,,,,"0.525","0.089"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000452120","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000452120","0.056",,,,,,,"0.707","0.703"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000379678","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000379678","0.083",,"0.72","0.095",,,,"0.836","0.378"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000380349","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000380349","0.049",,,,,,,"0.795","0.794"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000396320","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000396320","0.064",,,,,,,"0.475","0.463"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000464317","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000464317","0.042",,"0.5",,,,,"0.718","0.46"
"pp","9606.ENSP00000355026 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000355026 (pp) 9606.ENSP00000360540",,,,"0.47",,,,"0.47",
"pp","9606.ENSP00000355022 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000355022 (pp) 9606.ENSP00000355922","0.164","0.351",,,,,,"0.434",
"pp","9606.ENSP00000355082 (pp) 9606.ENSP00000370253","false","pp","9606.ENSP00000355082 (pp) 9606.ENSP00000370253",,,,,,,,"0.4","0.401"
"pp","9606.ENSP00000355082 (pp) 9606.ENSP00000494686","false","pp","9606.ENSP00000355082 (pp) 9606.ENSP00000494686","0.047",,,,,,,"0.415","0.412"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000467176","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000467176",,,"0.5",,,,,"0.594","0.222"
"pp","9606.ENSP00000354923 (pp) 9606.ENSP00000355124","false","pp","9606.ENSP00000354923 (pp) 9606.ENSP00000355124",,,,"0.415",,,,"0.633","0.399"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000481380","0.683",,,,,,,"0.715","0.14"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000465992","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000465992","0.445",,,"0.069",,,,"0.619","0.323"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000378699","0.697",,,"0.069",,,,"0.745","0.17"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000393963","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000393963","0.44",,,,,,,"0.496","0.138"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000418268","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000418268","0.358",,,,,,,"0.484","0.231"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000376457","0.531",,,,,,,"0.613","0.208"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000404190","0.52",,,,,,,"0.617","0.235"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000378356","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000378356","0.687",,,,,,,"0.692","0.06"
