"","external_gene_name","ensembl_gene_id","description","gene_biotype","cluster","betweenness","degree_centrality","eigen_centrality","closeness","prize","type","counts","druggability","CP_score","highest_score"
"4395","PTBP3","ENSG00000119314","polypyrimidine tract binding protein 3 ","protein_coding","1",6208,3,2.26604059160733e-06,1.80613979160759e-06,50,"Terminal",492,0.276,0.782333333333333,0.782333333333333
"4396","PTCD1","ENSG00000106246","pentatricopeptide repeat domain 1 ","protein_coding","1",0,2,3.71493806620834e-08,1.60663217762925e-06,50,"Terminal",148,0.269,0.324361904761905,0.324361904761905
"4397","PTCH1","ENSG00000185920","patched 1 ","protein_coding","1",6317,3,8.90741522311917e-08,1.53293119438334e-06,50,"Terminal",8441,0.998,0.879152380952381,0.998
"4398","PTCH2","ENSG00000117425","patched 2 ","protein_coding","1",12434,3,2.7154220776137e-08,1.67770597196218e-06,50,"Terminal",1112,0.978,0.486928571428571,0.978
"4399","PTCHD1","ENSG00000165186","patched domain containing 1 ","protein_coding","1",0,1,5.03983267658826e-08,1.30309289097673e-06,50,"Terminal",252,0.591,0.360957142857143,0.591
"4400","PTCRA","ENSG00000171611","pre T cell antigen receptor alpha ","protein_coding","1",0,1,2.33243251622677e-06,1.438486711979e-06,50,"Terminal",694,0.867,0.588766666666667,0.867
"4401","PTER","ENSG00000165983","phosphotriesterase related ","protein_coding","1",0,1,4.82246883797572e-08,1.32403682940845e-06,34,"Terminal",226,0.148,0.377323076923077,0.377323076923077
"4402","PTGDR","ENSG00000168229","prostaglandin D2 receptor ","protein_coding","1",6317,2,1.62498365681682e-07,9.98177328198709e-07,50,"Terminal",4987,0.907,0.135114285714286,0.907
"4403","PTGDR2","ENSG00000183134","prostaglandin D2 receptor 2 ","protein_coding","1",0,1,1.79820753787269e-10,9.40035157314884e-07,50,"Terminal",2183,0.941,0.849633333333333,0.941
"4404","PTGDS","ENSG00000107317","prostaglandin D2 synthase ","protein_coding","1",0,1,2.50432437447624e-08,7.58911902470714e-07,50,"Terminal",4265,0.867,0.219781428571429,0.867
"4405","PTGER1","ENSG00000160951","prostaglandin E receptor 1 ","protein_coding","1",0,1,3.42725218142287e-09,7.48714830992601e-07,50,"Terminal",2343,0.848,0.705195238095238,0.848
"4406","PTGER3","ENSG00000050628","prostaglandin E receptor 3 ","protein_coding","1",6317,2,2.22384479790202e-08,9.80611352341504e-07,50,"Terminal",2428,0.969,0.500342857142857,0.969
"4407","PTGER4","ENSG00000171522","prostaglandin E receptor 4 ","protein_coding","1",12632,2,1.40871604825995e-07,1.42041015763712e-06,50,"Terminal",3946,0.996,0.643342857142857,0.996
"4408","PTGES2","ENSG00000148334","prostaglandin E synthase 2 ","protein_coding","1",12641,3,2.40428917881972e-08,1.49455607948049e-06,50,"Steiner",717,0.366,0.86807619047619,0.86807619047619
"4409","PTGFR","ENSG00000122420","prostaglandin F receptor ","protein_coding","1",0,1,6.13033136803365e-09,1.36391968695315e-06,50,"Terminal",1308,0.441,0.777390476190476,0.777390476190476
"4410","PTGFRN","ENSG00000134247","prostaglandin F2 receptor inhibitor ","protein_coding","1",6260,2,4.54722882394474e-07,1.44285778183702e-06,50,"Terminal",401,0.456,0.5295,0.5295
"4411","PTGIR","ENSG00000160013","prostaglandin I2 receptor ","protein_coding","1",0,8,3.44790004954816e-08,2.58101149840623e-06,50,"Terminal",1175,0.985,0.853471428571429,0.985
"4412","PTGIS","ENSG00000124212","prostaglandin I2 synthase ","protein_coding","1",0,1,7.28489775670063e-08,1.36479085262579e-06,50,"Terminal",1549,0.982,0.282972727272727,0.982
"4413","PTGR2","ENSG00000140043","prostaglandin reductase 2 ","protein_coding","1",0,1,1.39153976919935e-07,1.3579760724616e-06,50,"Terminal",182,0.882,0.867409523809524,0.882
"4414","PTGS1","ENSG00000095303","prostaglandin-endoperoxide synthase 1 ","protein_coding","1",24740,3,4.52809177459972e-07,1.29264767853403e-06,50,"Terminal",10898,0.943,0.240566666666667,0.943
"4415","PTGS2","ENSG00000073756","prostaglandin-endoperoxide synthase 2 ","protein_coding","1",9332,3,4.72695946376954e-07,2.39886965261969e-06,50,"Steiner",58317,0.987,0.193585714285714,0.987
"4416","PTH1R","ENSG00000160801","parathyroid hormone 1 receptor ","protein_coding","1",0,2,2.83958947234944e-07,1.25865482524207e-06,50,"Terminal",2648,0.209,0.832480952380952,0.832480952380952
"4417","PTK2","ENSG00000169398","protein tyrosine kinase 2 ","protein_coding","1",345785,12,2.65754162631041e-07,2.65403346736202e-06,50,"Steiner",26783,0.89,0.770609523809524,0.89
"4418","PTK2B","ENSG00000120899","protein tyrosine kinase 2 beta ","protein_coding","1",7360,4,1.71902391010302e-08,2.20398303814654e-06,26,"Steiner",34439,0.382,0.58092380952381,0.58092380952381
"4419","PTK6","ENSG00000101213","protein tyrosine kinase 6 ","protein_coding","1",111597,6,8.61671221013222e-06,2.52689883813191e-06,50,"Terminal",1081,0.427,0.242890476190476,0.427
"4420","PTK7","ENSG00000112655","protein tyrosine kinase 7 (inactive) ","protein_coding","1",10,3,1.89908338512591e-07,2.20625871472192e-06,50,"Terminal",1506,0.451,0.575790476190476,0.575790476190476
"4421","PTOV1","ENSG00000104960","PTOV1 extended AT-hook containing adaptor protein ","protein_coding","1",6317,2,5.74788453641449e-10,1.07013447309789e-06,50,"Steiner",191,0.214,0.880052380952381,0.880052380952381
"4422","PTP4A1","ENSG00000112245","protein tyrosine phosphatase 4A1 ","protein_coding","1",25262,4,9.08863536913321e-08,1.11088029487207e-06,50,"Terminal",646,0.653,0.832225,0.832225
"4423","PTPA","ENSG00000119383","protein phosphatase 2 phosphatase activator ","protein_coding","1",12632,6,8.62871631649749e-07,2.38989171400644e-06,50,"Terminal",11725,0.73,0.9112,0.9112
"4424","PTPN1","ENSG00000196396","protein tyrosine phosphatase non-receptor type 1 ","protein_coding","1",31316,4,6.82230196658734e-08,2.1013965881725e-06,47,"Steiner",6345,0.839,0.519690476190476,0.839
"4425","PTPN21","ENSG00000070778","protein tyrosine phosphatase non-receptor type 21 ","protein_coding","1",0,2,8.94072168296798e-08,1.46610583231561e-06,50,"Terminal",235,0.875,0.364209090909091,0.875
"4426","PTPN5","ENSG00000110786","protein tyrosine phosphatase non-receptor type 5 ","protein_coding","1",0,1,2.49364083104741e-08,1.3524662221561e-06,50,"Terminal",378,0.816,0.703395238095238,0.816
"4427","PTPN6","ENSG00000111679","protein tyrosine phosphatase non-receptor type 6 ","protein_coding","1",22834,6,7.31420018964876e-06,2.3786360425205e-06,50,"Terminal",4494,0.507,0.262719047619048,0.507
"4428","PTPN7","ENSG00000143851","protein tyrosine phosphatase non-receptor type 7 ","protein_coding","1",0,1,3.53704125688025e-08,8.64313199445457e-07,50,"Terminal",352,0.226,0.409195238095238,0.409195238095238
"4429","PTPRA","ENSG00000132670","protein tyrosine phosphatase receptor type A ","protein_coding","1",28980,4,3.70856135920066e-07,1.82997685079284e-06,50,"Steiner",1204,0.807,0.316442857142857,0.807
"4430","PTPRB","ENSG00000127329","protein tyrosine phosphatase receptor type B ","protein_coding","1",218,3,1.63829142654013e-07,2.28438281687245e-06,50,"Terminal",912,0.821,0.881461904761905,0.881461904761905
"4431","PTPRC","ENSG00000081237","protein tyrosine phosphatase receptor type C ","protein_coding","1",9545,5,2.72671969001809e-07,2.25888645933101e-06,50,"Terminal",82778,0.965,0.601971428571429,0.965
"4432","PTPRD","ENSG00000153707","protein tyrosine phosphatase receptor type D ","protein_coding","1",12633,3,9.07789595457722e-10,1.28015075055239e-06,50,"Steiner",1678,0.915,0.45204,0.915
"4433","PTPRF","ENSG00000142949","protein tyrosine phosphatase receptor type F ","protein_coding","1",5764,2,3.55404536741963e-08,1.61826699787198e-06,50,"Terminal",2194,0.991,0.257827272727273,0.991
"4434","PTPRG","ENSG00000144724","protein tyrosine phosphatase receptor type G ","protein_coding","1",0,1,4.31353547921933e-06,1.42623240742325e-06,50,"Terminal",622,0.806,0.732552380952381,0.806
"4435","PTPRJ","ENSG00000149177","protein tyrosine phosphatase receptor type J ","protein_coding","1",24438,6,4.72974930763656e-06,2.22117580162235e-06,50,"Terminal",1231,0.538,0.713042857142857,0.713042857142857
"4436","PTPRM","ENSG00000173482","protein tyrosine phosphatase receptor type M ","protein_coding","1",0,2,4.31060661519923e-08,1.33671968988103e-06,50,"Terminal",558,0.962,0.776938095238095,0.962
"4437","PTPRN","ENSG00000054356","protein tyrosine phosphatase receptor type N ","protein_coding","1",19007,3,8.34982191675778e-08,1.34432453069631e-06,50,"Terminal",3121,0.477,0.796809523809524,0.796809523809524
"4438","PTPRN2","ENSG00000155093","protein tyrosine phosphatase receptor type N2 ","protein_coding","1",0,1,2.03142041295179e-09,7.27025274306636e-07,50,"Terminal",987,0.745,0.574054545454545,0.745
"4439","PTPRO","ENSG00000151490","protein tyrosine phosphatase receptor type O ","protein_coding","1",0,1,8.41318832596009e-10,7.17000585789479e-07,50,"Terminal",719,0.727,0.670895238095238,0.727
"4440","PTPRR","ENSG00000153233","protein tyrosine phosphatase receptor type R ","protein_coding","1",0,2,1.46928040281452e-05,2.07747312788509e-06,50,"Terminal",395,0.833,0.7446,0.833
"4441","PTPRS","ENSG00000105426","protein tyrosine phosphatase receptor type S ","protein_coding","1",12632,2,3.4581036171961e-08,1.31044595786392e-06,50,"Terminal",709,0.877,0.208404761904762,0.877
"4442","PTPRT","ENSG00000196090","protein tyrosine phosphatase receptor type T ","protein_coding","1",0,1,1.44405799112818e-05,1.40701792400133e-06,50,"Terminal",816,0.885,0.969930769230769,0.969930769230769
"4443","PTRH1","ENSG00000187024","peptidyl-tRNA hydrolase 1 homolog ","protein_coding","1",0,1,1.3303683400558e-08,9.89156862473565e-07,50,"Terminal",96,0.848,0.392093333333333,0.848
"4444","PTRH2","ENSG00000141378","peptidyl-tRNA hydrolase 2 ","protein_coding","1",6317,2,3.0480183460465e-08,1.30806500559852e-06,50,"Terminal",266,0.147,0.970385714285714,0.970385714285714
"4445","PTTG1","ENSG00000164611","PTTG1 regulator of sister chromatid separation, securin ","protein_coding","1",0,3,6.1536136672375e-07,2.45513848208608e-06,50,"Terminal",3199,0.504,0.606518181818182,0.606518181818182
"4446","PTX3","ENSG00000163661","pentraxin 3 ","protein_coding","1",18945,4,1.41780254915743e-06,1.50881221775781e-06,50,"Terminal",5266,0.809,0.921254545454545,0.921254545454545
"4447","PUDP","ENSG00000130021","pseudouridine 5'-phosphatase ","protein_coding","1",0,1,3.12630911632862e-10,6.08560869170976e-07,50,"Terminal",413,0.138,0.771671428571429,0.771671428571429
"4448","PUM1","ENSG00000134644","pumilio RNA binding family member 1 ","protein_coding","1",6317,3,2.35423784595025e-07,1.77431116804678e-06,50,"Steiner",1070,0.679,0.943172727272727,0.943172727272727
"4449","PUM2","ENSG00000055917","pumilio RNA binding family member 2 ","protein_coding","1",6317,2,1.53054425857507e-07,1.33726489211615e-06,50,"Steiner",765,0.552,0.445471428571429,0.552
"4450","PUS1","ENSG00000177192","pseudouridine synthase 1 ","protein_coding","1",6317,3,2.15036318914716e-08,1.37001690600862e-06,50,"Steiner",534,0.275,0.554923809523809,0.554923809523809
"4451","PUS7","ENSG00000091127","pseudouridine synthase 7 ","protein_coding","1",32670,2,2.974789523107e-09,2.45758213239486e-06,1,"Steiner",438,0.81,0.9134,0.9134
"4452","PUS7L","ENSG00000129317","pseudouridine synthase 7 like ","protein_coding","1",595,2,1.00271353580905e-08,2.39244179787216e-06,1,"Steiner",98,0.907,0.210034285714286,0.907
"4453","PVALB","ENSG00000100362","parvalbumin ","protein_coding","1",0,1,4.24257965027164e-07,1.29763117429133e-06,50,"Terminal",7101,0.601,0.399336363636364,0.601
"4454","PVRIG","ENSG00000213413","PVR related immunoglobulin domain containing ","protein_coding","1",0,1,2.55371996178429e-09,8.95193437874023e-07,50,"Terminal",267,0.813,0.7425,0.813
"4455","PWWP3B","ENSG00000157502","PWWP domain containing 3B ","protein_coding","1",0,1,7.59205720237324e-08,9.39190248951159e-07,50,"Terminal",67,0.414,0.905676190476191,0.905676190476191
"4456","PXDC1","ENSG00000168994","PX domain containing 1 ","protein_coding","1",2,2,4.03732292284095e-10,1.33547365244031e-06,50,"Terminal",84,0.736,0.562566666666667,0.736
"4457","PXDNL","ENSG00000147485","peroxidasin like ","protein_coding","1",0,1,4.71358675963523e-08,8.30756603268861e-07,50,"Terminal",148,0.709,0.8555,0.8555
"4458","PXMP2","ENSG00000176894","peroxisomal membrane protein 2 ","protein_coding","1",0,1,3.41569443870306e-10,1.32252215555241e-06,50,"Terminal",167,0.838,0.339714285714286,0.838
"4459","PXMP4","ENSG00000101417","peroxisomal membrane protein 4 ","protein_coding","1",0,1,3.41569442531461e-10,1.32252215555241e-06,50,"Terminal",109,0.645,0.616814285714286,0.645
"4460","PXN","ENSG00000089159","paxillin ","protein_coding","1",79987,14,0.000363676149388585,2.30891958725753e-06,50,"Terminal",8514,0.619,0.3494,0.619
"4461","PXYLP1","ENSG00000155893","2-phosphoxylose phosphatase 1 ","protein_coding","1",0,1,9.8565624630514e-09,9.83664287182756e-07,50,"Terminal",105,0.59,0.779038095238095,0.779038095238095
"4462","PYCARD","ENSG00000103490","PYD and CARD domain containing ","protein_coding","1",0,2,4.56517005137691e-08,2.22225679066119e-06,50,"Terminal",9213,0.524,0.8472,0.8472
"4463","PYCR1","ENSG00000183010","pyrroline-5-carboxylate reductase 1 ","protein_coding","1",0,2,3.56671965958868e-07,1.44922285424441e-06,50,"Terminal",1032,0.869,0.853780952380952,0.869
"4464","PYCR3","ENSG00000104524","pyrroline-5-carboxylate reductase 3 ","protein_coding","1",0,1,1.36398714126208e-07,1.22619195054032e-06,50,"Terminal",206,0.6,0.878709523809524,0.878709523809524
"4465","PYDC1","ENSG00000169900","pyrin domain containing 1 ","protein_coding","1",16,3,9.03178176400638e-07,1.32081203523927e-06,50,"Terminal",244,0.395,0.719533333333333,0.719533333333333
"4466","PYGB","ENSG00000100994","glycogen phosphorylase B ","protein_coding","1",43856,4,4.1414068324464e-06,1.84910558762726e-06,50,"Steiner",853,0.932,0.846814285714286,0.932
"4467","PYGM","ENSG00000068976","glycogen phosphorylase, muscle associated ","protein_coding","1",0,1,6.42736161712499e-08,9.81508382081583e-07,50,"Terminal",990,0.826,0.574490476190476,0.826
"4468","PYGO2","ENSG00000163348","pygopus family PHD finger 2 ","protein_coding","1",0,1,1.30582277582177e-07,1.39894771153139e-06,50,"Terminal",337,0.169,0.602833333333333,0.602833333333333
"4469","PYROXD2","ENSG00000119943","pyridine nucleotide-disulphide oxidoreductase domain 2 ","protein_coding","1",0,1,1.11820850108869e-08,1.20477573099767e-06,50,"Terminal",133,0.981,0.675966666666667,0.981
"4470","PYY","ENSG00000131096","peptide YY ","protein_coding","1",0,2,3.74470181737802e-07,2.06065326829912e-06,50,"Terminal",5573,0.109,0.141325,0.141325
"4471","QDPR","ENSG00000151552","quinoid dihydropteridine reductase ","protein_coding","1",5,2,1.72130116021374e-07,1.42700987205429e-06,50,"Terminal",1209,0.743,0.324457142857143,0.743
"4472","QKI","ENSG00000112531","QKI, KH domain containing RNA binding ","protein_coding","1",0,5,2.70558297271858e-07,1.96032690411453e-06,50,"Terminal",1620,0.979,0.11694,0.979
"4473","QPCT","ENSG00000115828","glutaminyl-peptide cyclotransferase ","protein_coding","1",0,1,2.23944365675635e-08,6.85141272704725e-07,50,"Terminal",706,0.313,0.646180952380952,0.646180952380952
"4474","QPRT","ENSG00000103485","quinolinate phosphoribosyltransferase ","protein_coding","1",0,1,2.24139641993729e-06,9.76642615214529e-07,50,"Terminal",625,0.446,0.755618181818182,0.755618181818182
"4475","QSOX1","ENSG00000116260","quiescin sulfhydryl oxidase 1 ","protein_coding","1",12273,2,3.09512658282018e-08,1.45379899484337e-06,50,"Terminal",582,0.991,0.618728571428571,0.991
"4476","R3HDM2","ENSG00000179912","R3H domain containing 2 ","protein_coding","1",0,1,2.22773893924889e-09,7.5332971735069e-07,50,"Terminal",104,0.275,0.142286363636364,0.275
"4477","RAB10","ENSG00000084733","RAB10, member RAS oncogene family ","protein_coding","1",0,2,4.00282483001256e-06,1.36988928554794e-06,50,"Terminal",1550,0.977,0.571076190476191,0.977
"4478","RAB11FIP4","ENSG00000131242","RAB11 family interacting protein 4 ","protein_coding","1",0,1,7.09069680770416e-06,1.44184671727549e-06,50,"Terminal",180,0.361,0.0986057142857143,0.361
"4479","RAB13","ENSG00000143545","RAB13, member RAS oncogene family ","protein_coding","1",126,2,1.03330032466855e-07,1.57860173772479e-06,50,"Terminal",631,0.936,0.682147619047619,0.936
"4480","RAB15","ENSG00000139998","RAB15, member RAS oncogene family ","protein_coding","1",0,1,3.50165562046854e-09,1.10465013520918e-06,50,"Terminal",250,0.246,0.917618181818182,0.917618181818182
"4481","RAB17","ENSG00000124839","RAB17, member RAS oncogene family ","protein_coding","1",6317,2,3.586847128497e-09,1.1047721738823e-06,50,"Terminal",280,0.4,0.372685714285714,0.4
"4482","RAB19","ENSG00000146955","RAB19, member RAS oncogene family ","protein_coding","1",0,1,3.50165562010644e-09,1.10465013520918e-06,50,"Terminal",121,0.372,0.826166666666667,0.826166666666667
"4483","RAB24","ENSG00000169228","RAB24, member RAS oncogene family ","protein_coding","1",0,1,1.25026611522855e-07,1.26678971417424e-06,50,"Terminal",299,0.707,0.452181818181818,0.707
"4484","RAB25","ENSG00000132698","RAB25, member RAS oncogene family ","protein_coding","1",0,1,1.02839800680273e-07,1.20229301323484e-06,50,"Terminal",881,0.228,0.828753846153846,0.828753846153846
"4485","RAB26","ENSG00000167964","RAB26, member RAS oncogene family ","protein_coding","1",0,1,3.50165562086904e-09,1.10465013520918e-06,50,"Terminal",222,0.711,0.808,0.808
"4486","RAB27B","ENSG00000041353","RAB27B, member RAS oncogene family ","protein_coding","1",20517,4,2.99302681843595e-07,2.51783254902849e-06,50,"Terminal",1271,0.772,0.801247619047619,0.801247619047619
"4487","RAB30","ENSG00000137502","RAB30, member RAS oncogene family ","protein_coding","1",0,4,6.58102851179585e-09,1.89426586779161e-06,50,"Terminal",235,0.215,0.714027272727273,0.714027272727273
"4488","RAB31","ENSG00000168461","RAB31, member RAS oncogene family ","protein_coding","1",6317,3,3.73187789185895e-06,2.1381501580093e-06,50,"Terminal",666,0.74,0.478927272727273,0.74
"4489","RAB35","ENSG00000111737","RAB35, member RAS oncogene family ","protein_coding","1",6317,3,3.93017704930022e-09,1.43862329505157e-06,50,"Steiner",1238,0.281,0.966038095238095,0.966038095238095
"4490","RAB36","ENSG00000100228","RAB36, member RAS oncogene family ","protein_coding","1",0,5,8.80996832596925e-09,1.85139585990858e-06,50,"Terminal",154,0.486,0.413419047619048,0.486
"4491","RAB38","ENSG00000123892","RAB38, member RAS oncogene family ","protein_coding","1",0,3,1.05744822937753e-07,1.51685222825592e-06,50,"Terminal",456,0.75,0.3439,0.75
"4492","RAB39A","ENSG00000179331","RAB39A, member RAS oncogene family ","protein_coding","1",137595,6,7.19535303103145e-09,1.99119493599304e-06,50,"Terminal",177,0.921,0.88754375,0.921
"4493","RAB39B","ENSG00000155961","RAB39B, member RAS oncogene family ","protein_coding","1",0,1,3.50165562158208e-09,1.10465013520918e-06,50,"Terminal",422,0.834,0.526361904761905,0.834
"4494","RAB3A","ENSG00000105649","RAB3A, member RAS oncogene family ","protein_coding","1",44327,8,1.86389332415139e-07,2.13400255653506e-06,50,"Terminal",1125,0.861,0.0974545454545454,0.861
"4495","RAB3B","ENSG00000169213","RAB3B, member RAS oncogene family ","protein_coding","1",0,1,4.34235313359285e-10,7.60689976236045e-07,50,"Terminal",489,0.894,0.144039523809524,0.894
"4496","RAB3C","ENSG00000152932","RAB3C, member RAS oncogene family ","protein_coding","1",0,2,1.62479822423591e-09,1.43538952883339e-06,50,"Terminal",237,0.811,0.437709090909091,0.811
"4497","RAB3D","ENSG00000105514","RAB3D, member RAS oncogene family ","protein_coding","1",25625,3,1.53552653386583e-08,1.46364024893593e-06,50,"Terminal",535,0.845,0.915685714285714,0.915685714285714
"4498","RAB3IL1","ENSG00000167994","RAB3A interacting protein like 1 ","protein_coding","1",6313,3,1.93395832493052e-06,1.98469010056425e-06,50,"Terminal",303,0.553,0.803163636363636,0.803163636363636
"4499","RAB3IP","ENSG00000127328","RAB3A interacting protein ","protein_coding","1",55085,8,1.95656259673712e-07,1.48383583433863e-06,50,"Terminal",458,0.646,0.868290909090909,0.868290909090909
"4500","RAB40A","ENSG00000172476","RAB40A, member RAS oncogene family ","protein_coding","1",0,1,3.50165562190324e-09,1.10465013520918e-06,50,"Terminal",77,0.753,0.6524,0.753
"4501","RAB41","ENSG00000147127","RAB41, member RAS oncogene family ","protein_coding","1",0,5,9.07606147119251e-09,1.83038884780683e-06,50,"Terminal",52,0.32,0.77552380952381,0.77552380952381
"4502","RAB43","ENSG00000172780","RAB43, member RAS oncogene family ","protein_coding","1",12891,3,4.30571488587298e-07,1.57875376335428e-06,50,"Terminal",235,0.785,0.123770952380952,0.785
"4503","RAB44","ENSG00000255587","RAB44, member RAS oncogene family ","protein_coding","1",0,2,1.98663315858075e-08,1.56262207984999e-06,50,"Terminal",89,0.363,0.895704761904762,0.895704761904762
"4504","RAB4B","ENSG00000167578","RAB4B, member RAS oncogene family ","protein_coding","1",0,1,3.50165562082667e-09,1.10465013520918e-06,50,"Terminal",241,0.884,0.682086666666667,0.884
"4505","RAB5A","ENSG00000144566","RAB5A, member RAS oncogene family ","protein_coding","1",76330,4,1.59120499731732e-07,2.1879061300754e-06,50,"Steiner",6489,0.527,0.348807142857143,0.527
"4506","RAB5C","ENSG00000108774","RAB5C, member RAS oncogene family ","protein_coding","1",113178,6,6.98225979641506e-07,2.58593715655522e-06,50,"Terminal",869,0.496,0.951514285714286,0.951514285714286
"4507","RAB5IF","ENSG00000101084","RAB5 interacting factor ","protein_coding","1",0,1,9.42944840816004e-08,1.24637771476646e-06,50,"Terminal",105,0.755,0.944123809523809,0.944123809523809
"4508","RAB6A","ENSG00000175582","RAB6A, member RAS oncogene family ","protein_coding","1",18767,4,5.61170343628367e-08,2.24073567833791e-06,38,"Steiner",2122,0.544,0.746852380952381,0.746852380952381
"4509","RAB8A","ENSG00000167461","RAB8A, member RAS oncogene family ","protein_coding","1",45592,6,1.0706786252225e-05,2.59982685153169e-06,50,"Steiner",1995,0.872,0.654127272727273,0.872
"4510","RABAC1","ENSG00000105404","Rab acceptor 1 ","protein_coding","1",6317,2,2.94240238990709e-08,1.27493615757191e-06,50,"Terminal",367,0.992,0.07495,0.992
"4511","RABIF","ENSG00000183155","RAB interacting factor ","protein_coding","1",12632,4,1.31858281594288e-07,1.90532805938526e-06,50,"Terminal",162,0.936,0.2651,0.936
"4512","RABL2A","ENSG00000144134","RAB, member of RAS oncogene family like 2A ","protein_coding","1",6317,2,5.21689002513857e-07,1.36852448427155e-06,50,"Steiner",77,0.505,0.487228571428571,0.505
"4513","RAC1","ENSG00000136238","Rac family small GTPase 1 ","protein_coding","1",58574,8,1.02429321119993e-07,2.60654921555901e-06,50,"Steiner",22234,0.706,0.277495238095238,0.706
"4514","RAC2","ENSG00000128340","Rac family small GTPase 2 ","protein_coding","1",19560,11,3.3831438652239e-06,2.42719624852548e-06,50,"Terminal",3111,0.939,0.5431,0.939
"4515","RAC3","ENSG00000169750","Rac family small GTPase 3 ","protein_coding","1",839761,20,3.43305194046518e-06,2.66692980374064e-06,50,"Terminal",1102,0.937,0.197628571428571,0.937
"4516","RACGAP1","ENSG00000161800","Rac GTPase activating protein 1 ","protein_coding","1",40549,6,4.41637294000746e-06,2.62816924358661e-06,50,"Terminal",1246,0.584,0.734904761904762,0.734904761904762
"4517","RACK1","ENSG00000204628","receptor for activated C kinase 1 ","protein_coding","1",29313,6,2.89778953726401e-07,2.25890176713885e-06,38,"Steiner",3057,0.378,0.640942857142857,0.640942857142857
"4518","RAD1","ENSG00000113456","RAD1 checkpoint DNA exonuclease ","protein_coding","1",93772,13,1.51033607263672e-05,2.64477498254449e-06,50,"Terminal",2095,0.742,0.325657142857143,0.742
"4519","RAD21","ENSG00000164754","RAD21 cohesin complex component ","protein_coding","1",1368778,18,0.000313820830847064,2.75260671856248e-06,50,"Terminal",3695,0.301,0.737514285714286,0.737514285714286
"4520","RAD23B","ENSG00000119318","RAD23 homolog B, nucleotide excision repair protein ","protein_coding","1",23157,5,3.33026030258751e-05,2.4733129532346e-06,50,"Steiner",1585,0.151,0.80026,0.80026
"4521","RAD50","ENSG00000113522","RAD50 double strand break repair protein ","protein_coding","1",1326491,23,3.44977739065769e-06,2.72189574594914e-06,50,"Terminal",8508,0.399,0.571614285714286,0.571614285714286
"4522","RAD51","ENSG00000051180","RAD51 recombinase ","protein_coding","1",190870,9,2.89146377062763e-06,2.66913650764841e-06,50,"Terminal",21165,0.888,0.348047619047619,0.888
"4523","RAD51AP1","ENSG00000111247","RAD51 associated protein 1 ","protein_coding","1",66517,8,3.66971545520893e-06,2.68785412478094e-06,50,"Terminal",601,0.242,0.982661904761905,0.982661904761905
"4524","RAD51C","ENSG00000108384","RAD51 paralog C ","protein_coding","1",2025,8,1.03698542301382e-05,2.62389370081839e-06,50,"Terminal",3482,0.104,0.672647619047619,0.672647619047619
"4525","RAD54B","ENSG00000197275","RAD54 homolog B ","protein_coding","1",0,2,1.17855612276408e-07,1.4402186828048e-06,50,"Terminal",558,0.573,0.978909523809524,0.978909523809524
"4526","RAD54L","ENSG00000085999","RAD54 like ","protein_coding","1",0,1,1.63305100660739e-06,1.44251227938578e-06,50,"Terminal",1775,0.669,0.857338095238095,0.857338095238095
"4527","RAE1","ENSG00000101146","ribonucleic acid export 1 ","protein_coding","1",58261,5,1.17906290395689e-06,2.38518893081521e-06,50,"Terminal",1164,0.734,0.527061904761905,0.734
"4528","RAET1L","ENSG00000155918","retinoic acid early transcript 1L ","protein_coding","1",0,1,3.85759312226239e-07,1.40636888211957e-06,50,"Terminal",196,0.887,0.480083333333333,0.887
"4529","RAF1","ENSG00000132155","Raf-1 proto-oncogene, serine/threonine kinase ","protein_coding","1",209838,11,2.67890622837954e-05,2.55990169977473e-06,50,"Terminal",20064,0.854,0.147750476190476,0.854
"4530","RALBP1","ENSG00000017797","ralA binding protein 1 ","protein_coding","1",4906,2,2.17286338259058e-10,2.06939509511975e-06,2,"Steiner",744,0.619,0.306071428571429,0.619
"4531","RALGDS","ENSG00000160271","ral guanine nucleotide dissociation stimulator ","protein_coding","1",0,3,5.06938500116836e-08,1.62629127527257e-06,50,"Terminal",1886,0.7,0.966314285714286,0.966314285714286
"4532","RALGPS2","ENSG00000116191","Ral GEF with PH domain and SH3 binding motif 2 ","protein_coding","1",0,1,1.04353650906803e-06,1.42677572940342e-06,50,"Terminal",187,0.939,0.234442857142857,0.939
"4533","RALYL","ENSG00000184672","RALY RNA binding protein like ","protein_coding","1",4543,2,1.77370396215437e-05,1.16382731595817e-06,3,"Steiner",158,0.353,0.200390476190476,0.353
"4534","RAMACL","ENSG00000235272","RNA guanine-7 methyltransferase activating subunit like ","protein_coding","1",0,1,1.46259023437446e-06,9.65961450410437e-07,50,"Terminal",2,0.216,0.124671904761905,0.216
"4535","RAMP1","ENSG00000132329","receptor activity modifying protein 1 ","protein_coding","1",31573,4,1.51294697731108e-09,8.37119204937664e-07,50,"Terminal",1096,0.624,0.328385714285714,0.624
"4536","RAMP2","ENSG00000131477","receptor activity modifying protein 2 ","protein_coding","1",63171,5,5.61713608481938e-08,1.77282018462149e-06,50,"Terminal",796,0.278,0.922771428571429,0.922771428571429
"4537","RANGRF","ENSG00000108961","RAN guanine nucleotide release factor ","protein_coding","1",0,1,1.88225136380261e-07,1.19510294616778e-06,50,"Terminal",244,0.707,0.103085714285714,0.707
