"ensembl_gene_id","external_gene_name","description","gene_biotype","cluster","betweenness","degree_centrality","prize","type"
"ENSG00000118596","SLC16A7","solute carrier family 16 member 7 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000118707","TGIF2","TGFB induced factor homeobox 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000118946","PCDH17","protocadherin 17 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119121","TRPM6","transient receptor potential cation channel subfamily M member 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119138","KLF9","KLF transcription factor 9 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119185","ITGB1BP1","integrin subunit beta 1 binding protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119333","DYNC2I2","dynein 2 intermediate chain 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119392","GLE1","GLE1 RNA export mediator ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119411","BSPRY","B-box and SPRY domain containing ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119547","ONECUT2","one cut homeobox 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119771","KLHL29","kelch like family member 29 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119929","CUTC","cutC copper transporter ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119943","PYROXD2","pyridine nucleotide-disulphide oxidoreductase domain 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000119986","AVPI1","arginine vasopressin induced 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120162","MOB3B","MOB kinase activator 3B ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120210","INSL6","insulin like 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120262","CCDC170","coiled-coil domain containing 170 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120278","PLEKHG1","pleckstrin homology and RhoGEF domain containing G1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120279","MYCT1","MYC target 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120280","TASL","TLR adaptor interacting with endolysosomal SLC15A4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120318","ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120337","TNFSF18","TNF superfamily member 18 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120436","GPR31","G protein-coupled receptor 31 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120500","ARR3","arrestin 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120645","IQSEC3","IQ motif and Sec7 domain ArfGEF 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120784","ZFP30","ZFP30 zinc finger protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000120798","NR2C1","nuclear receptor subfamily 2 group C member 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121152","NCAPH","non-SMC condensin I complex subunit H ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121207","LRAT","lecithin retinol acyltransferase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121310","ECHDC2","enoyl-CoA hydratase domain containing 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121380","BCL2L14","BCL2 like 14 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121486","TRMT1L","tRNA methyltransferase 1 like ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121753","ADGRB2","adhesion G protein-coupled receptor B2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000121764","HCRTR1","hypocretin receptor 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122035","RASL11A","RAS like family 11 member A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122121","XPNPEP2","X-prolyl aminopeptidase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122133","PAEP","progestagen associated endometrial protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122136","OBP2A","odorant binding protein 2A ","protein_coding","8",0,1,50,"Terminal"
"ENSG00000122375","OPN4","opsin 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122420","PTGFR","prostaglandin F receptor ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122477","LRRC39","leucine rich repeat containing 39 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122481","RWDD3","RWD domain containing 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122490","SLC66A2","solute carrier family 66 member 2 ","protein_coding","1",0,1,43,"Terminal"
"ENSG00000122584","NXPH1","neurexophilin 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122644","ARL4A","ADP ribosylation factor like GTPase 4A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122863","CHST3","carbohydrate sulfotransferase 3 ","protein_coding","9",0,1,50,"Terminal"
"ENSG00000122870","BICC1","BicC family RNA binding protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000122971","ACADS","acyl-CoA dehydrogenase short chain ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123119","NECAB1","N-terminal EF-hand calcium binding protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123191","ATP7B","ATPase copper transporting beta ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123213","NLN","neurolysin ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123243","ITIH5","inter-alpha-trypsin inhibitor heavy chain 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123342","MMP19","matrix metallopeptidase 19 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123388","HOXC11","homeobox C11 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123405","NFE2","nuclear factor, erythroid 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123453","SARDH","sarcosine dehydrogenase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123473","STIL","STIL centriolar assembly protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123689","G0S2","G0/G1 switch 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000123836","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124019","FAM124B","family with sequence similarity 124 member B ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124067","SLC12A4","solute carrier family 12 member 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124103","FAM209A","family with sequence similarity 209 member A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124126","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124191","TOX2","TOX high mobility group box family member 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124205","EDN3","endothelin 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124212","PTGIS","prostaglandin I2 synthase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124253","PCK1","phosphoenolpyruvate carboxykinase 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124256","ZBP1","Z-DNA binding protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124493","GRM4","glutamate metabotropic receptor 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124496","TRERF1","transcriptional regulating factor 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124615","MOCS1","molybdenum cofactor synthesis 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124701","APOBEC2","apolipoprotein B mRNA editing enzyme catalytic subunit 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000124935","SCGB1D2","secretoglobin family 1D member 2 ","protein_coding","6",0,1,50,"Terminal"
"ENSG00000124939","SCGB2A1","secretoglobin family 2A member 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125144","MT1G","metallothionein 1G ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125148","MT2A","metallothionein 2A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125611","CHCHD5","coiled-coil-helix-coiled-coil-helix domain containing 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125775","SDCBP2","syndecan binding protein 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125810","CD93","CD93 molecule ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125850","OVOL2","ovo like zinc finger 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125864","BFSP1","beaded filament structural protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125878","TCF15","transcription factor 15 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000125968","ID1","inhibitor of DNA binding 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126010","GRPR","gastrin releasing peptide receptor ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126091","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126217","MCF2L","MCF.2 cell line derived transforming sequence like ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126259","KIRREL2","kirre like nephrin family adhesion molecule 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126460","PRRG2","proline rich and Gla domain 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126522","ASL","argininosuccinate lyase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126545","CSN1S1","casein alpha s1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126790","L3HYPDH","trans-L-3-hydroxyproline dehydratase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000126861","OMG","oligodendrocyte myelin glycoprotein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127129","EDN2","endothelin 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127311","HELB","DNA helicase B ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127423","AUNIP","aurora kinase A and ninein interacting protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127526","SLC35E1","solute carrier family 35 member E1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127564","PKMYT1","protein kinase, membrane associated tyrosine/threonine 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127863","TNFRSF19","TNF receptor superfamily member 19 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127952","STYXL1","serine/threonine/tyrosine interacting like 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000127954","STEAP4","STEAP4 metalloreductase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128059","PPAT","phosphoribosyl pyrophosphate amidotransferase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128165","ADM2","adrenomedullin 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128203","ASPHD2","aspartate beta-hydroxylase domain containing 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128218","VPREB3","V-set pre-B cell surrogate light chain 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128242","GAL3ST1","galactose-3-O-sulfotransferase 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128274","A4GALT","alpha 1,4-galactosyltransferase (P1PK blood group) ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128510","CPA4","carboxypeptidase A4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128594","LRRC4","leucine rich repeat containing 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128645","HOXD1","homeobox D1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128710","HOXD10","homeobox D10 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128714","HOXD13","homeobox D13 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000128881","TTBK2","tau tubulin kinase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129084","PSMA1","proteasome 20S subunit alpha 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129195","PIMREG","PICALM interacting mitotic regulator ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129204","USP6","ubiquitin specific peptidase 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129467","ADCY4","adenylate cyclase 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129596","CDO1","cysteine dioxygenase type 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129911","KLF16","KLF transcription factor 16 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129946","SHC2","SHC adaptor protein 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129951","PLPPR3","phospholipid phosphatase related 3 ","protein_coding","1",0,1,4,"Terminal"
"ENSG00000129988","LBP","lipopolysaccharide binding protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129990","SYT5","synaptotagmin 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000129991","TNNI3","troponin I3, cardiac type ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130005","GAMT","guanidinoacetate N-methyltransferase ","protein_coding","1",0,1,19,"Terminal"
"ENSG00000130021","PUDP","pseudouridine 5'-phosphatase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130032","PRRG3","proline rich and Gla domain 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130038","CRACR2A","calcium release activated channel regulator 2A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130045","NXNL2","nucleoredoxin like 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130119","GNL3L","G protein nucleolar 3 like ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130158","DOCK6","dedicator of cytokinesis 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130193","THEM6","thioesterase superfamily member 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130224","LRCH2","leucine rich repeats and calponin homology domain containing 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130347","RTN4IP1","reticulon 4 interacting protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130363","RSPH3","radial spoke head 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130544","ZNF557","zinc finger protein 557 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130598","TNNI2","troponin I2, fast skeletal type ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130635","COL5A1","collagen type V alpha 1 chain ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130711","PRDM12","PR/SET domain 12 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130720","FIBCD1","fibrinogen C domain containing 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130741","EIF2S3","eukaryotic translation initiation factor 2 subunit gamma ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130810","PPAN","peter pan homolog ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000130844","ZNF331","zinc finger protein 331 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131037","EPS8L1","EPS8 signaling adaptor L1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131069","ACSS2","acyl-CoA synthetase short chain family member 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131171","SH3BGRL","SH3 domain binding glutamate rich protein like ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131242","RAB11FIP4","RAB11 family interacting protein 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131400","NAPSA","napsin A aspartic peptidase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131409","LRRC4B","leucine rich repeat containing 4B ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131459","GFPT2","glutamine-fructose-6-phosphate transaminase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131471","AOC3","amine oxidase copper containing 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131480","AOC2","amine oxidase copper containing 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131503","ANKHD1","ankyrin repeat and KH domain containing 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131634","TMEM204","transmembrane protein 204 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131779","PEX11B","peroxisomal biogenesis factor 11 beta ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131831","RAI2","retinoic acid induced 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000131969","ABHD12B","abhydrolase domain containing 12B ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132010","ZNF20","zinc finger protein 20 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132016","BRME1","break repair meiotic recombinase recruitment factor 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132031","MATN3","matrilin 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132182","NUP210","nucleoporin 210 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132205","EMILIN2","elastin microfibril interfacer 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132294","EFR3A","EFR3 homolog A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132330","SCLY","selenocysteine lyase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132357","CARD6","caspase recruitment domain family member 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132386","SERPINF1","serpin family F member 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132424","PNISR","PNN interacting serine and arginine rich protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132434","LANCL2","LanC like glutathione S-transferase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132436","FIGNL1","fidgetin like 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132437","DDC","dopa decarboxylase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132612","VPS4A","vacuolar protein sorting 4 homolog A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132698","RAB25","RAB25, member RAS oncogene family ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132702","HAPLN2","hyaluronan and proteoglycan link protein 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132746","ALDH3B2","aldehyde dehydrogenase 3 family member B2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132763","MMACHC","metabolism of cobalamin associated C ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132781","MUTYH","mutY DNA glycosylase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132821","VSTM2L","V-set and transmembrane domain containing 2 like ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132840","BHMT2","betaine--homocysteine S-methyltransferase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132846","ZBED3","zinc finger BED-type containing 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000132854","KANK4","KN motif and ankyrin repeat domains 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133055","MYBPH","myosin binding protein H ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133169","BEX1","brain expressed X-linked 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133313","CNDP2","carnosine dipeptidase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133317","LGALS12","galectin 12 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133401","PDZD2","PDZ domain containing 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133466","C1QTNF6","C1q and TNF related 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133561","GIMAP6","GTPase, IMAP family member 6 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133640","LRRIQ1","leucine rich repeats and IQ motif containing 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133687","TMTC1","transmembrane O-mannosyltransferase targeting cadherins 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133816","MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133958","UNC79","unc-79 homolog, NALCN channel complex subunit ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000133983","COX16","cytochrome c oxidase assembly factor COX16 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134061","CD180","CD180 molecule ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134245","WNT2B","Wnt family member 2B ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134318","ROCK2","Rho associated coiled-coil containing protein kinase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134504","KCTD1","potassium channel tetramerization domain containing 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134548","SPX","spexin hormone ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134824","FADS2","fatty acid desaturase 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134827","TCN1","transcobalamin 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134830","C5AR2","complement C5a receptor 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134853","PDGFRA","platelet derived growth factor receptor alpha ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134917","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000134986","NREP","neuronal regeneration related protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135052","GOLM1","golgi membrane protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135094","SDS","serine dehydratase ","protein_coding","11",0,1,50,"Terminal"
"ENSG00000135097","MSI1","musashi RNA binding protein 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135116","HRK","harakiri, BCL2 interacting protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135164","DMTF1","cyclin D binding myb like transcription factor 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135373","EHF","ETS homologous factor ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135378","PRRG4","proline rich and Gla domain 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135437","RDH5","retinol dehydrogenase 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135447","PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135451","TROAP","trophinin associated protein ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135472","FAIM2","Fas apoptotic inhibitory molecule 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135521","LTV1","LTV1 ribosome biogenesis factor ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135525","MAP7","microtubule associated protein 7 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135535","CD164","CD164 molecule ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135638","EMX1","empty spiracles homeobox 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135678","CPM","carboxypeptidase M ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135686","KLHL36","kelch like family member 36 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135702","CHST5","carbohydrate sulfotransferase 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135722","FBXL8","F-box and leucine rich repeat protein 8 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135763","URB2","URB2 ribosome biogenesis homolog ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135821","GLUL","glutamate-ammonia ligase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000135845","PIGC","phosphatidylinositol glycan anchor biosynthesis class C ","protein_coding","1",0,1,34,"Terminal"
"ENSG00000135903","PAX3","paired box 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136002","ARHGEF4","Rho guanine nucleotide exchange factor 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136014","USP44","ubiquitin specific peptidase 44 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136098","NEK3","NIMA related kinase 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136099","PCDH8","protocadherin 8 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136114","THSD1","thrombospondin type 1 domain containing 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136122","BORA","BORA aurora kinase A activator ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136155","SCEL","sciellin ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136161","RCBTB2","RCC1 and BTB domain containing protein 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136197","C7orf25","chromosome 7 open reading frame 25 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136274","NACAD","NAC alpha domain containing ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136371","MTHFS","methenyltetrahydrofolate synthetase ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136383","ALPK3","alpha kinase 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136463","TACO1","translational activator of cytochrome c oxidase I ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136514","RTP4","receptor transporter protein 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136542","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136630","HLX","H2.0 like homeobox ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136689","IL1RN","interleukin 1 receptor antagonist ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136731","UGGT1","UDP-glucose glycoprotein glucosyltransferase 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136824","SMC2","structural maintenance of chromosomes 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136859","ANGPTL2","angiopoietin like 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136867","SLC31A2","solute carrier family 31 member 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136943","CTSV","cathepsin V ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000136982","DSCC1","DNA replication and sister chromatid cohesion 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137133","HINT2","histidine triad nucleotide binding protein 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137270","GCM1","glial cells missing transcription factor 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137310","TCF19","transcription factor 19 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137460","FHDC1","FH2 domain containing 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137501","SYTL2","synaptotagmin like 2 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137507","LRRC32","leucine rich repeat containing 32 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137648","TMPRSS4","transmembrane serine protease 4 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137674","MMP20","matrix metallopeptidase 20 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137709","POU2F3","POU class 2 homeobox 3 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137727","ARHGAP20","Rho GTPase activating protein 20 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137766","UNC13C","unc-13 homolog C ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137819","PAQR5","progestin and adipoQ receptor family member 5 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137831","UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137869","CYP19A1","cytochrome P450 family 19 subfamily A member 1 ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137880","GCHFR","GTP cyclohydrolase I feedback regulator ","protein_coding","1",0,1,50,"Terminal"
"ENSG00000137948","BRDT","bromodomain testis associated ","protein_coding","1",0,1,47,"Terminal"
