"","GAMuT_20095","GAMuT_20104","GAMuT_20800","GAMuT_OV0711","GAMuT_1000"
"ENSG00000187601",21,139,22,81,278
"ENSG00000187605",401,2792,673,1236,3153
"ENSG00000187607",53,245,83,141,100
"ENSG00000187608",28,6852,22,125,425
"ENSG00000187609",109,306,107,254,172
"ENSG00000187624",11,81,40,37,19
"ENSG00000187626",71,330,88,279,349
"ENSG00000187630",32,299,72,115,106
"ENSG00000187650",27,227,37,78,128
"ENSG00000187653",42,21,19,22,21
"ENSG00000187676",387,444,216,530,243
"ENSG00000187678",301,2073,652,1066,606
"ENSG00000187688",20,144,49,88,233
"ENSG00000187699",153,434,40,2128,304
"ENSG00000187713",224,862,215,400,418
"ENSG00000187715",257,1114,299,21,6
"ENSG00000187720",40,687,265,1025,692
"ENSG00000187735",817,1229,908,892,1145
"ENSG00000187741",157,1003,290,438,494
"ENSG00000187742",2020,2577,1533,3255,1568
"ENSG00000187762",12,40,13,41,34
"ENSG00000187764",492,1866,951,770,570
"ENSG00000187778",332,2014,296,964,936
"ENSG00000187790",374,1152,323,726,748
"ENSG00000187792",45,254,106,228,408
"ENSG00000187800",33,47,47,167,467
"ENSG00000187801",75,251,63,80,74
"ENSG00000187815",80,219,50,185,118
"ENSG00000187824",6,413,37,665,236
"ENSG00000187837",6132,16720,3849,8626,10674
"ENSG00000187840",214,491,399,432,749
"ENSG00000187860",3,135,9,29,70
"ENSG00000187866",628,628,507,1034,638
"ENSG00000187908",527,150686,2307,4587,8184
"ENSG00000187951",166,876,132,215,244
"ENSG00000187953",40,164,54,125,217
"ENSG00000187954",130,3228,223,538,1438
"ENSG00000187955",43,249,167,730,822
"ENSG00000187961",5,136,10,58,130
"ENSG00000187987",15,187,5,200,158
"ENSG00000187994",24,156,58,479,1032
"ENSG00000188001",29,63,82,64,141
"ENSG00000188002",40,200,31,133,273
"ENSG00000188004",25,23,27,34,18
"ENSG00000188010",108,320,125,139,157
"ENSG00000188021",680,1941,421,1364,1004
"ENSG00000188026",22,111,14,74,57
"ENSG00000188033",81,150,85,210,120
"ENSG00000188039",1,35,25,243,0
"ENSG00000188042",79,596,326,288,128
"ENSG00000188050",39,26,36,89,36
"ENSG00000188070",129,842,205,425,613
"ENSG00000188092",68,75,44,126,100
"ENSG00000188112",253,1255,272,910,2638
"ENSG00000188130",6,38,17,25,34
"ENSG00000188153",64,25,29,129,342
"ENSG00000188157",225,9315,571,2230,6798
"ENSG00000188158",265,1066,256,1426,870
"ENSG00000188167",133,752,174,537,577
"ENSG00000188171",38,2677,12,124,165
"ENSG00000188175",3276,39,333,1510,2
"ENSG00000188177",813,1030,823,1498,812
"ENSG00000188185",38,88,41,162,181
"ENSG00000188186",355,1440,363,1236,850
"ENSG00000188191",86,815,130,463,588
"ENSG00000188206",1093,2669,702,2063,1124
"ENSG00000188211",922,2329,869,876,1277
"ENSG00000188215",134,417,275,563,458
"ENSG00000188227",20,440,8,70,691
"ENSG00000188229",2069,19224,3343,5784,5431
"ENSG00000188234",7,37,6,42,59
"ENSG00000188242",213,1226,138,431,319
"ENSG00000188243",1481,1569,689,1126,1498
"ENSG00000188266",70,244,72,214,154
"ENSG00000188283",258,505,219,554,642
"ENSG00000188295",92,346,145,245,169
"ENSG00000188312",173,362,183,113,164
"ENSG00000188313",1175,8191,3579,2620,1845
"ENSG00000188315",56,309,77,135,126
"ENSG00000188321",161,476,27,709,197
"ENSG00000188342",1162,1271,555,1038,763
"ENSG00000188343",122,365,22,261,111
"ENSG00000188352",1882,4172,1761,3451,2052
"ENSG00000188404",5,64,33,30,140
"ENSG00000188419",999,1082,756,1373,683
"ENSG00000188428",271,457,310,595,537
"ENSG00000188452",155,639,2,107,20
"ENSG00000188483",18,722,98,106,207
"ENSG00000188486",86,2330,160,238,1126
"ENSG00000188488",11,18,2,115,457
"ENSG00000188493",36,176,50,117,345
"ENSG00000188522",186,2418,305,965,1051
"ENSG00000188529",2946,5930,3152,6265,4611
"ENSG00000188542",31,148,71,91,110
"ENSG00000188549",10,527,214,225,122
"ENSG00000188554",3489,3356,4490,9658,12687
"ENSG00000188559",2879,9229,4147,8464,8449
"ENSG00000188566",23,441,28,90,155
"ENSG00000188596",5,40,11,38,15
"ENSG00000188603",34,168,21,122,139
"ENSG00000188612",759,1106,744,1221,1657
"ENSG00000188636",276,1480,566,1209,1365
"ENSG00000188641",150,588,1316,498,1171
"ENSG00000188643",947,3869,1629,2841,3140
"ENSG00000188647",9736,4331,7319,5266,2727
"ENSG00000188659",26,7,18,8,50
"ENSG00000188677",67,320,97,102,51
"ENSG00000188687",1,56,7,22,61
"ENSG00000188690",261,568,230,587,566
"ENSG00000188706",1298,2617,750,2227,1213
"ENSG00000188707",104,638,92,283,312
"ENSG00000188725",1808,3751,1474,2837,2228
"ENSG00000188732",512,878,433,815,1400
"ENSG00000188735",90,504,108,232,243
"ENSG00000188738",208,38,170,3370,1268
"ENSG00000188739",30,63,16,44,37
"ENSG00000188747",94,742,89,504,295
"ENSG00000188760",7,19,47,65,37
"ENSG00000188761",994,1958,1095,2914,955
"ENSG00000188783",8,53,5,82,121
"ENSG00000188785",206,658,319,534,822
"ENSG00000188786",245,1628,335,773,763
"ENSG00000188807",39,682,44,121,184
"ENSG00000188811",1024,1118,969,2119,2246
"ENSG00000188818",19,191,47,70,11
"ENSG00000188820",6,1126,7,16,152
"ENSG00000188825",40,19,17,56,169
"ENSG00000188827",31,295,63,184,365
"ENSG00000188833",77,401,56,208,224
"ENSG00000188846",4244,9903,4300,6786,5883
"ENSG00000188868",69,86,75,160,127
"ENSG00000188878",12,45,13,38,129
"ENSG00000188895",772,39385,788,2309,3907
"ENSG00000188906",55,709,56,587,149
"ENSG00000188910",153,869,168,764,151
"ENSG00000188917",467,915,352,772,531
"ENSG00000188921",117,92,47,221,415
"ENSG00000188938",772,1815,739,1049,1061
"ENSG00000188959",1794,961,1112,1255,451
"ENSG00000188976",299,2849,340,1064,2026
"ENSG00000188986",272,2555,312,785,1052
"ENSG00000188993",570,1579,273,2980,663
"ENSG00000188994",3637,8282,5654,8238,5679
"ENSG00000188997",98,410,178,382,394
"ENSG00000189007",219,913,363,820,659
"ENSG00000189042",148,542,175,479,494
"ENSG00000189043",2238,2387,2030,3277,3685
"ENSG00000189045",24,103,26,171,71
"ENSG00000189046",105,379,136,231,181
"ENSG00000189050",127,199,167,329,375
"ENSG00000189057",520,1422,1487,942,683
"ENSG00000189058",184,214,262,75,114
"ENSG00000189060",892,1745,3540,2291,8240
"ENSG00000189067",934,1056,2214,2415,12947
"ENSG00000189077",222,723,100,776,374
"ENSG00000189079",2138,4268,1744,4837,2202
"ENSG00000189091",2389,8916,3622,6117,5610
"ENSG00000189108",11,15,58,12,42
"ENSG00000189114",15,311,46,103,517
"ENSG00000189120",57,418,39,188,31
"ENSG00000189136",25,87,59,232,148
"ENSG00000189143",1624,13112,4266,8402,2720
"ENSG00000189144",178,347,163,445,620
"ENSG00000189149",32,20,33,91,54
"ENSG00000189157",149,618,75,258,57
"ENSG00000189159",679,2429,531,2096,4182
"ENSG00000189164",87,256,103,253,345
"ENSG00000189171",256,198,231,318,343
"ENSG00000189180",3292,4286,1830,4913,1945
"ENSG00000189184",509,55,180,922,804
"ENSG00000189186",30,1,0,62,24
"ENSG00000189190",371,1767,357,847,831
"ENSG00000189195",81,169,114,284,153
"ENSG00000189221",12680,9227,1308,9982,1700
"ENSG00000189223",18,1419,62,119,587
"ENSG00000189227",63,195,66,114,84
"ENSG00000189241",794,5526,1305,3801,4832
"ENSG00000189266",1073,2765,1105,2726,1900
"ENSG00000189283",61,393,84,302,258
"ENSG00000189298",57,528,62,267,569
"ENSG00000189306",183,1088,278,692,1353
"ENSG00000189308",466,987,641,782,989
"ENSG00000189319",580,1274,320,808,736
"ENSG00000189325",311,1882,322,1054,483
"ENSG00000189334",1723,1666,2832,6076,3897
"ENSG00000189337",63,317,57,294,446
"ENSG00000189339",142,1120,222,792,1284
"ENSG00000189362",190,264,498,308,665
"ENSG00000189366",22,33,56,48,107
"ENSG00000189369",139,419,156,379,252
"ENSG00000189376",95,231,98,81,153
"ENSG00000189377",0,128,0,0,1093
"ENSG00000189403",2683,3829,1333,2866,1547
"ENSG00000189420",32,16,5,130,138
"ENSG00000189431",0,973,20,128,628
"ENSG00000189433",36,136,25,274,10
"ENSG00000196072",557,406,686,987,691
"ENSG00000196074",110,96,102,38,154
"ENSG00000196081",139,791,224,220,138
"ENSG00000196083",222,457,740,664,1208
"ENSG00000196091",2112,6,3,26,5511
"ENSG00000196110",82,144,142,311,135
"ENSG00000196116",1916,3380,791,3488,659
"ENSG00000196118",19,59,12,40,88
"ENSG00000196123",48,341,92,300,348
"ENSG00000196126",297,1317,325,601,700
"ENSG00000196139",852,2966,249,1016,696
"ENSG00000196141",1406,7317,3788,4603,9151
"ENSG00000196150",237,1182,270,551,519
"ENSG00000196151",185,629,276,456,189
"ENSG00000196152",108,281,141,222,186
"ENSG00000196154",87,180,832,144,267
"ENSG00000196155",41,176,66,424,846
"ENSG00000196159",702,122,144,1509,1145
"ENSG00000196167",1098,876,3240,882,264
"ENSG00000196172",411,1157,386,569,335
"ENSG00000196177",717,461,331,1381,404
"ENSG00000196182",229,1444,199,534,1043
"ENSG00000196187",1092,5367,1548,4037,5683
"ENSG00000196188",1788,146,222,35786,138201
"ENSG00000196189",24,155,71,106,937
"ENSG00000196199",1478,1577,892,1668,1676
"ENSG00000196204",101,377,141,442,682
"ENSG00000196205",174,315,168,570,344
"ENSG00000196208",108,21,8,232,101
"ENSG00000196214",527,1345,695,1166,1229
"ENSG00000196218",3,32,4,49,216
"ENSG00000196220",66,166,162,176,241
"ENSG00000196227",179,620,305,365,485
"ENSG00000196230",2399,23185,4141,6985,12708
"ENSG00000196233",4804,4591,4764,9047,4837
"ENSG00000196235",324,2757,560,1377,4538
"ENSG00000196236",483,471,378,755,1171
"ENSG00000196247",463,1226,780,1192,617
"ENSG00000196260",11,21,17,43,499
"ENSG00000196262",1768,2246,1746,2232,2384
"ENSG00000196263",24,15,24,120,293
"ENSG00000196267",187,497,246,439,325
"ENSG00000196268",526,1858,528,1544,795
"ENSG00000196275",18,17,16,41,28
"ENSG00000196277",25,40,1,121,57
"ENSG00000196284",110,239,138,387,533
"ENSG00000196290",338,994,490,698,490
"ENSG00000196295",728,1418,872,2529,2979
"ENSG00000196305",4961,11543,5663,6100,3674
"ENSG00000196312",49,137,57,107,49
"ENSG00000196313",145,712,197,447,376
"ENSG00000196323",1228,5220,1361,3507,3046
"ENSG00000196335",72,433,186,80,1081
"ENSG00000196338",13,19,4,98,123
"ENSG00000196345",14,218,8,154,258
"ENSG00000196352",2242,2240,3426,7437,3472
"ENSG00000196357",81,160,79,222,321
"ENSG00000196363",468,2071,526,685,586
"ENSG00000196365",190,2552,283,1082,1266
"ENSG00000196367",1476,8031,2283,4430,3264
"ENSG00000196369",10,50,29,29,43
"ENSG00000196371",808,2500,1090,2211,3106
"ENSG00000196372",207,1578,204,1196,323
"ENSG00000196378",35,187,63,162,386
"ENSG00000196381",4,8,12,40,181
"ENSG00000196387",516,857,333,1004,390
"ENSG00000196391",75,258,65,263,276
"ENSG00000196396",293,1197,434,845,1199
"ENSG00000196405",41,447,152,233,375
"ENSG00000196411",612,5552,1079,2205,2453
"ENSG00000196417",680,1699,496,1179,1508
"ENSG00000196418",756,1615,603,735,1146
"ENSG00000196419",2741,5999,3714,5419,5212
"ENSG00000196422",234,1747,257,727,625
"ENSG00000196428",388,1663,378,1906,2046
"ENSG00000196437",25,330,7,138,195
"ENSG00000196440",166,152,148,779,511
"ENSG00000196449",122,772,199,434,254
"ENSG00000196453",24,506,46,177,264
"ENSG00000196455",590,2157,693,2256,1706
"ENSG00000196456",18,94,13,60,60
"ENSG00000196458",294,1625,39,1381,498
"ENSG00000196459",457,521,249,502,329
"ENSG00000196465",55,465,144,166,216
"ENSG00000196466",143,421,196,334,119
"ENSG00000196470",287,667,346,1095,870
"ENSG00000196476",58,228,48,150,135
"ENSG00000196482",0,155,11,70,177
"ENSG00000196497",13,107,26,43,93
"ENSG00000196498",344,3278,289,1449,2012
"ENSG00000196502",63,302,224,306,189
"ENSG00000196504",3956,9523,5287,7214,3880
"ENSG00000196505",981,2737,989,2775,2368
"ENSG00000196507",16,21,20,63,124
"ENSG00000196510",551,1782,551,1039,700
"ENSG00000196511",332,278,279,553,226
"ENSG00000196517",16,228,9,32,32
"ENSG00000196526",563,2917,547,2068,1186
"ENSG00000196531",10118,12243,6136,11320,5444
"ENSG00000196535",620,4679,1028,2466,3772
"ENSG00000196542",78,241,50,303,57
"ENSG00000196544",29,316,38,126,188
"ENSG00000196547",257,2204,456,1034,1170
"ENSG00000196549",8,2823,0,563,14
"ENSG00000196557",30,103,25,168,307
"ENSG00000196562",734,867,1460,2900,827
"ENSG00000196569",268,60,20,2052,2036
"ENSG00000196576",934,5629,1528,6120,20963
"ENSG00000196584",175,905,308,232,126
"ENSG00000196586",4510,16721,3270,13012,9825
"ENSG00000196588",88,673,179,490,833
"ENSG00000196591",1295,6546,1548,3343,2926
"ENSG00000196597",615,907,503,879,327
"ENSG00000196605",101,230,150,341,257
"ENSG00000196611",28,923,23,6753,567
"ENSG00000196616",2,5,0,151,157
"ENSG00000196620",78,1718,5,207,3045
"ENSG00000196628",562,678,770,1933,1459
"ENSG00000196632",118,11,17,225,138
"ENSG00000196636",206,701,153,561,162
"ENSG00000196639",187,384,390,521,306
"ENSG00000196642",99,1125,95,350,324
"ENSG00000196646",256,674,389,832,370
"ENSG00000196652",226,860,405,711,440
"ENSG00000196653",15,535,195,385,304
"ENSG00000196655",293,1437,401,987,874
"ENSG00000196659",133,408,247,354,270
"ENSG00000196660",0,218,0,201,124
"ENSG00000196663",127,1061,208,652,1024
"ENSG00000196664",35,149,92,128,42
"ENSG00000196670",1115,3279,1354,2299,1315
"ENSG00000196678",772,428,670,1404,721
"ENSG00000196683",1258,2408,1363,3131,2674
"ENSG00000196684",116,1068,145,249,221
"ENSG00000196689",23,275,31,165,90
"ENSG00000196693",2956,1514,1637,4504,1490
"ENSG00000196696",102,85,138,412,344
"ENSG00000196700",14,42,14,177,1044
"ENSG00000196704",318,360,480,714,953
"ENSG00000196705",472,1520,489,928,667
"ENSG00000196712",3650,10717,4347,8836,14092
"ENSG00000196715",1267,2611,1288,3093,1508
"ENSG00000196724",16,416,9,100,293
"ENSG00000196730",1474,5838,2135,2697,3421
"ENSG00000196735",88,355,122,179,94
"ENSG00000196739",414,760,242,905,1253
"ENSG00000196741",36,58,29,72,33
"ENSG00000196743",512,1923,571,1164,1275
"ENSG00000196747",934,1703,706,713,865
"ENSG00000196754",11,24,81,65,108
"ENSG00000196756",109,604,145,281,428
"ENSG00000196757",369,795,434,965,453
"ENSG00000196776",2545,3579,4185,4495,4659
"ENSG00000196781",341,1771,297,1372,1079
"ENSG00000196782",240,989,275,1267,1001
"ENSG00000196787",1295,7559,1191,1330,2651
"ENSG00000196792",666,2011,1198,1892,2110
"ENSG00000196793",157,423,213,201,335
"ENSG00000196810",72,407,123,276,464
"ENSG00000196812",83,531,116,262,245
"ENSG00000196814",184,703,88,169,75
"ENSG00000196821",874,6801,1033,2496,4388
"ENSG00000196839",8,221,29,55,50
"ENSG00000196843",19,265,59,65,191
"ENSG00000196850",721,1370,555,1326,532
"ENSG00000196865",2175,2456,2013,4860,2683
"ENSG00000196867",15,12,25,70,391
"ENSG00000196872",165,600,277,482,525
"ENSG00000196873",36,44,28,65,16
"ENSG00000196876",12,558,19,32,184
"ENSG00000196878",705,2607,1129,4764,10791
"ENSG00000196890",19,1208,31,64,91
"ENSG00000196911",197,937,212,669,1391
"ENSG00000196912",293,439,1003,1011,469
"ENSG00000196914",6118,17068,8455,17715,12137
"ENSG00000196917",4,55,14,154,249
"ENSG00000196922",1138,4795,1143,2063,2598
"ENSG00000196923",32,428,68,274,237
"ENSG00000196924",1091,6152,2063,6040,9792
"ENSG00000196932",16,41,34,23,19
"ENSG00000196935",712,1717,609,1672,1000
"ENSG00000196937",221,939,433,1519,228
"ENSG00000196943",370,2357,586,1156,1822
"ENSG00000196950",1247,2505,1863,1461,1643
"ENSG00000196954",1527,2153,2316,3175,2892
"ENSG00000196961",253,2103,372,1194,3963
"ENSG00000196967",80,326,169,221,407
"ENSG00000196968",223,421,326,682,612
"ENSG00000196975",6898,17633,8047,20168,30361
"ENSG00000196976",65,551,50,124,192
"ENSG00000196981",179,255,266,501,409
"ENSG00000196998",242,1084,207,722,454
"ENSG00000197006",1467,1368,1568,2215,1331
"ENSG00000197008",439,857,455,768,421
"ENSG00000197013",241,692,217,516,307
"ENSG00000197016",25,812,23,263,579
"ENSG00000197019",38,454,128,294,602
"ENSG00000197020",222,1507,263,777,249
"ENSG00000197021",96,252,51,193,142
"ENSG00000197024",426,1256,493,1188,646
"ENSG00000197037",262,879,278,697,451
"ENSG00000197043",574,522,509,1447,1495
"ENSG00000197044",430,383,250,902,294
"ENSG00000197045",2013,7316,1605,5010,2088
"ENSG00000197046",1,33,9,78,201
"ENSG00000197050",210,502,253,535,603
"ENSG00000197054",48,43,14,92,47
"ENSG00000197056",755,1657,625,1360,813
"ENSG00000197061",1831,5805,2470,3315,2687
"ENSG00000197062",101,485,144,450,400
"ENSG00000197063",128,916,223,373,1359
"ENSG00000197070",267,1568,312,827,908
"ENSG00000197077",896,4216,1310,3667,3738
"ENSG00000197081",2693,12304,3290,8143,11257
"ENSG00000197083",26,216,5,28,105
"ENSG00000197093",29,155,59,149,40
"ENSG00000197102",7221,48516,12861,23488,34152
"ENSG00000197111",2397,6096,1491,4251,2804
"ENSG00000197114",7,150,6,32,121
"ENSG00000197119",94,1381,161,694,644
"ENSG00000197121",1721,5104,1430,8648,651
"ENSG00000197122",363,4936,602,2099,2988
"ENSG00000197124",15,520,45,44,175
"ENSG00000197128",32,1131,29,228,1642
"ENSG00000197134",19,514,11,58,342
"ENSG00000197136",141,4023,206,909,2430
"ENSG00000197140",138,34,95,110,729
"ENSG00000197142",4854,3691,5317,13204,2180
"ENSG00000197147",617,2812,1006,2113,1505
"ENSG00000197150",81,1484,125,591,551
"ENSG00000197153",581,3531,435,674,31
"ENSG00000197157",3302,9623,3349,6119,5750
"ENSG00000197162",65,246,123,281,493
"ENSG00000197168",138,69,132,83,44
"ENSG00000197170",1076,1512,1051,2297,1899
"ENSG00000197181",123,37,12,454,42
"ENSG00000197182",23,403,64,155,473
"ENSG00000197183",459,2041,464,1483,1543
"ENSG00000197217",1452,1733,2042,2704,3482
"ENSG00000197223",60,144,86,167,145
"ENSG00000197226",686,7617,783,2436,2860
"ENSG00000197238",131,713,177,536,22
"ENSG00000197249",1397,11393,88521,3011,1006
"ENSG00000197256",172,1027,267,1202,1682
"ENSG00000197261",48,173,61,462,910
"ENSG00000197265",801,767,808,1121,1592
"ENSG00000197275",110,428,156,234,200
"ENSG00000197279",100,615,164,282,492
"ENSG00000197283",25,196,56,169,354
"ENSG00000197296",103,601,145,357,311
"ENSG00000197299",410,892,573,392,409
"ENSG00000197301",29,3,1,108,19
"ENSG00000197302",368,475,310,886,591
"ENSG00000197312",1467,3532,1739,3555,2510
"ENSG00000197321",936,7279,1650,2958,2087
"ENSG00000197323",1606,4911,1690,4291,2733
"ENSG00000197324",1048,8282,1967,3996,12091
"ENSG00000197329",814,2514,1416,2589,1913
"ENSG00000197343",1893,1212,2740,5451,2114
"ENSG00000197345",386,1195,298,542,803
"ENSG00000197355",59,259,85,59,108
"ENSG00000197361",6,9,7,58,76
"ENSG00000197362",59,613,93,227,168
"ENSG00000197363",17,374,35,106,236
"ENSG00000197372",358,1225,401,771,553
"ENSG00000197375",256,2105,241,885,976
"ENSG00000197381",84,877,181,309,206
"ENSG00000197385",46,80,133,141,159
"ENSG00000197386",1261,8746,1491,3815,5015
"ENSG00000197405",16,124,76,54,32
"ENSG00000197410",2,7,0,60,1
"ENSG00000197417",41,152,34,86,40
"ENSG00000197429",305,531,365,1028,488
"ENSG00000197442",1182,2912,2245,5322,1562
"ENSG00000197444",1,212,0,105,17
"ENSG00000197448",2003,5616,1886,6618,1763
"ENSG00000197451",1523,6149,1201,3142,1653
"ENSG00000197457",10,28,458,89,49
"ENSG00000197461",126,1845,165,637,1290
"ENSG00000197471",25,105,21,44,24
"ENSG00000197479",9,19,55,31,535
"ENSG00000197496",496,250,392,1394,862
"ENSG00000197497",35,191,63,40,172
"ENSG00000197498",654,1619,752,929,909
"ENSG00000197506",401,642,1103,170,5
"ENSG00000197520",210,11,601,126,185
"ENSG00000197530",78,732,87,316,612
"ENSG00000197535",212,553,420,553,340
"ENSG00000197536",179,1056,108,475,273
"ENSG00000197548",427,1289,603,1188,1063
"ENSG00000197555",954,4136,906,3816,2970
"ENSG00000197557",136,754,46,693,476
"ENSG00000197562",79,452,109,413,895
"ENSG00000197563",1129,2861,654,3176,1334
"ENSG00000197566",156,246,143,482,208
"ENSG00000197579",1352,1643,1300,1552,694
"ENSG00000197580",37,56,16,49,85
"ENSG00000197586",541,4464,774,2758,2196
"ENSG00000197594",276,379,83,1463,148
"ENSG00000197601",2044,9928,2176,5609,8521
"ENSG00000197603",698,4663,187,3058,2168
"ENSG00000197608",513,1152,612,1329,1639
"ENSG00000197619",203,785,168,477,628
"ENSG00000197620",97,195,41,168,95
"ENSG00000197622",900,3221,1279,1992,2386
"ENSG00000197629",123,543,233,502,247
"ENSG00000197635",5863,6580,2156,12067,246
"ENSG00000197647",81,204,83,134,84
"ENSG00000197694",6262,25175,7683,16062,18660
"ENSG00000197696",20,328,34,53,229
"ENSG00000197702",799,3250,758,1896,1586
"ENSG00000197712",899,1950,1514,3023,2181
"ENSG00000197713",832,2802,1325,2275,1831
"ENSG00000197714",1289,4124,1755,3079,4412
"ENSG00000197724",308,1632,439,844,805
"ENSG00000197728",69,140,89,68,61
"ENSG00000197746",6773,20436,8804,21472,30270
"ENSG00000197747",1550,9265,1801,5243,4400
"ENSG00000197748",67,74,124,62,85
"ENSG00000197756",10208,29350,14594,11740,13885
"ENSG00000197757",13,217,59,64,86
"ENSG00000197763",188,328,242,457,128
"ENSG00000197766",20,176,33,74,444
"ENSG00000197771",1829,2033,1725,3281,1704
"ENSG00000197774",31,337,74,191,415
"ENSG00000197776",49,63,62,202,99
"ENSG00000197779",567,848,373,996,521
"ENSG00000197780",227,829,210,547,454
"ENSG00000197782",572,1998,625,1702,2960
"ENSG00000197785",45,924,74,237,485
"ENSG00000197798",349,1246,275,1080,1108
"ENSG00000197808",20,336,30,190,419
"ENSG00000197816",5,38,24,33,29
"ENSG00000197818",209,1024,382,739,1120
"ENSG00000197822",1842,3976,1362,2263,4340
"ENSG00000197837",325,3961,334,902,1282
"ENSG00000197841",309,397,267,662,666
"ENSG00000197852",34,89,173,143,95
"ENSG00000197857",425,701,389,950,521
"ENSG00000197858",149,4531,293,837,2600
"ENSG00000197859",7,71,20,54,338
"ENSG00000197860",102,270,240,178,166
"ENSG00000197863",20,778,74,541,386
"ENSG00000197872",37,90,65,330,67
"ENSG00000197879",1119,7240,1340,4623,5640
"ENSG00000197885",49,246,131,139,155
"ENSG00000197892",2779,4152,3812,8331,19369
"ENSG00000197894",1157,2184,904,3313,2180
"ENSG00000197903",518,3535,536,697,1345
"ENSG00000197905",63,449,84,99,177
"ENSG00000197912",317,1344,442,1611,1796
"ENSG00000197927",81,117,51,222,66
"ENSG00000197928",26,312,22,118,705
"ENSG00000197930",2351,11498,3903,9873,7202
"ENSG00000197933",363,905,307,701,252
"ENSG00000197935",27,170,75,251,219
"ENSG00000197937",47,1123,342,678,1121
"ENSG00000197943",60,589,282,3035,183
"ENSG00000197948",67,366,98,306,461
"ENSG00000197951",21,472,46,108,293
"ENSG00000197956",9844,13041,29273,40136,34337
"ENSG00000197958",9436,10789,11001,12310,4963
"ENSG00000197959",38,69,41,105,1114
"ENSG00000197961",2085,5384,3045,4455,2189
"ENSG00000197965",1422,7268,1913,4114,4907
"ENSG00000197969",12963,15833,5589,14417,4163
"ENSG00000197971",1171,2654,907,2607,1756
"ENSG00000197976",199,1162,183,600,568
"ENSG00000197978",32,43,13,106,62
"ENSG00000197980",50,104,41,49,71
"ENSG00000197982",63,747,122,408,523
"ENSG00000197989",201,607,209,492,568
"ENSG00000198000",2055,2440,1916,2061,892
"ENSG00000198001",655,870,623,1189,430
"ENSG00000198015",1883,3130,1166,3433,1128
"ENSG00000198018",529,1001,322,885,1097
"ENSG00000198026",70,1202,99,373,689
"ENSG00000198034",30801,32231,21749,28272,9437
"ENSG00000198039",140,485,148,303,239
"ENSG00000198040",1465,2555,1145,2849,963
"ENSG00000198042",854,816,898,1116,1599
"ENSG00000198046",25,14,7,64,481
"ENSG00000198053",62,399,119,530,114
"ENSG00000198055",227,1582,219,437,638
"ENSG00000198056",395,406,348,292,177
"ENSG00000198060",619,1015,470,1214,821
"ENSG00000198074",814,2766,1,5666,5036
"ENSG00000198075",24,4,7,76,27
"ENSG00000198081",315,1606,249,775,413
"ENSG00000198087",4474,11989,6563,9068,13904
"ENSG00000198088",458,150,309,400,95
"ENSG00000198089",252,965,244,892,551
"ENSG00000198093",84,957,96,519,582
"ENSG00000198105",797,992,626,1256,722
"ENSG00000198108",16,66,37,43,52
"ENSG00000198113",208,1698,286,774,1170
"ENSG00000198121",321,375,10,622,589
"ENSG00000198130",792,1542,1042,2511,1312
"ENSG00000198131",462,2715,709,1246,1895
"ENSG00000198133",30,312,100,364,444
"ENSG00000198142",750,1752,910,1443,1065
"ENSG00000198146",1718,3562,1777,4732,1671
"ENSG00000198155",46,78,28,59,168
"ENSG00000198157",51,39,18,75,145
"ENSG00000198160",1394,3304,1657,3600,3173
"ENSG00000198162",2947,5925,2521,5304,5991
"ENSG00000198168",838,3083,953,2499,1054
"ENSG00000198169",201,1585,235,566,424
"ENSG00000198171",202,2109,372,690,1531
"ENSG00000198176",771,2859,720,1306,2370
"ENSG00000198182",206,865,222,376,640
"ENSG00000198185",27,48,2,435,843
"ENSG00000198189",3136,4627,2158,8705,3493
"ENSG00000198198",259,2499,380,1326,2067
"ENSG00000198203",373,1358,83,3704,2699
"ENSG00000198205",129,181,157,243,125
"ENSG00000198208",21,397,54,171,80
"ENSG00000198218",515,3414,794,1752,2506
"ENSG00000198223",19,65,35,63,24
"ENSG00000198231",1513,2811,2007,4543,6159
"ENSG00000198242",2565,4614,2443,3635,5133
"ENSG00000198246",65,162,76,294,302
"ENSG00000198252",311,1954,569,1222,1246
"ENSG00000198258",662,2229,710,1352,998
"ENSG00000198265",2492,2475,2643,5903,7887
"ENSG00000198270",172,537,137,306,141
"ENSG00000198276",99,1217,160,622,606
"ENSG00000198286",15,104,14,1208,3400
"ENSG00000198298",200,179,165,372,199
"ENSG00000198300",1616,23,15,5491,1608
"ENSG00000198301",923,2295,989,1801,1431
"ENSG00000198315",596,2625,793,1955,2185
"ENSG00000198324",161,1656,46,573,761
"ENSG00000198331",75,443,137,238,234
"ENSG00000198342",67,79,64,148,135
"ENSG00000198346",26,1142,15,135,972
"ENSG00000198353",3,37,13,66,120
"ENSG00000198355",121,785,206,567,1368
"ENSG00000198356",190,1247,321,661,495
"ENSG00000198363",13659,9976,31454,16290,10392
"ENSG00000198369",439,1335,1458,1476,1610
"ENSG00000198373",370,1951,495,1421,1922
"ENSG00000198380",7316,11838,7663,14126,9792
"ENSG00000198382",396,1338,461,1167,1303
"ENSG00000198393",585,929,465,1135,582
"ENSG00000198399",1056,3068,2195,2959,3126
"ENSG00000198408",5965,5970,3121,9602,4538
"ENSG00000198417",26,50,13,150,30
"ENSG00000198420",260,1302,374,988,440
"ENSG00000198429",213,701,299,735,672
"ENSG00000198431",2855,5416,2505,4870,6357
