"","GAMuT_23091","GAMuT_32035","GAMuT_32810","GAMuT_41361","GAMuT_41828","GAMuT_49009","GAMuT_51027","GAMuT_51052","GAMuT_51056","GAMuT_70066","GAMuT_IC294"
"ENSG00000212126",27,38,66,82,50,46,36,46,87,78,93
"ENSG00000212127",63,143,205,268,188,158,103,173,226,256,331
"ENSG00000212128",51,76,128,169,110,97,102,104,161,162,251
"ENSG00000212195",94,104,79,39,186,68,177,141,113,59,103
"ENSG00000212232",13543,16994,26310,15238,14772,19178,19600,21979,18679,13298,31606
"ENSG00000212283",101,146,262,150,79,116,83,220,86,126,229
"ENSG00000212402",1239,909,907,669,1022,955,1105,1100,717,734,2091
"ENSG00000212443",4409,5213,4059,3308,4376,5448,5139,6043,4473,2968,10241
"ENSG00000212464",526,711,690,585,441,626,538,780,391,631,1230
"ENSG00000212588",290,176,138,65,113,240,245,108,46,72,166
"ENSG00000212694",124,218,260,226,108,120,201,327,228,282,206
"ENSG00000212719",165,125,143,81,123,40,140,130,125,258,99
"ENSG00000212743",4,19,34,66,11,31,50,56,37,65,34
"ENSG00000212747",62,28,34,21,44,12,72,24,27,96,33
"ENSG00000212916",74,143,306,72,118,182,133,208,175,140,347
"ENSG00000212978",253,74,83,55,264,82,101,146,70,274,163
"ENSG00000213015",48,97,132,105,47,66,68,108,80,119,89
"ENSG00000213020",421,517,748,738,650,407,500,744,463,816,609
"ENSG00000213024",507,484,727,564,524,523,725,522,443,622,631
"ENSG00000213047",1290,1604,3926,1573,2699,1014,1130,2361,2413,1770,3217
"ENSG00000213057",20,93,154,119,22,57,36,117,98,80,124
"ENSG00000213058",881,657,772,523,3,6,554,448,9,1349,632
"ENSG00000213062",30,24,70,15,17,10,17,17,84,43,45
"ENSG00000213064",4082,4373,10851,5286,6340,3231,3724,4921,5146,5934,5888
"ENSG00000213066",303,617,837,723,497,452,279,822,667,801,853
"ENSG00000213073",66,188,217,290,168,109,95,203,177,260,212
"ENSG00000213079",1723,2197,3437,2696,2976,1919,1832,2608,2340,3221,2649
"ENSG00000213090",34,93,81,152,67,51,53,148,127,105,117
"ENSG00000213096",807,880,1078,1803,1619,790,660,1611,756,2321,1074
"ENSG00000213139",90,139,95,145,106,119,80,261,144,134,119
"ENSG00000213160",432,293,965,217,311,297,463,140,471,941,443
"ENSG00000213186",145,196,301,207,273,124,130,205,160,263,270
"ENSG00000213197",14,23,27,89,38,41,31,50,61,36,40
"ENSG00000213204",50,64,41,86,66,49,70,88,107,74,86
"ENSG00000213214",67,48,119,95,150,104,62,50,34,49,78
"ENSG00000213235",96,36,25,44,62,12,51,29,22,47,37
"ENSG00000213246",895,719,1105,692,1233,537,670,705,547,853,667
"ENSG00000213281",1899,1784,2151,1863,3338,1500,1511,1655,1092,2071,1886
"ENSG00000213337",56,72,91,78,82,59,61,69,78,90,89
"ENSG00000213339",212,188,156,170,176,162,292,212,165,190,226
"ENSG00000213341",1311,1037,1614,1102,1942,828,814,1215,690,1210,1059
"ENSG00000213347",51,44,39,43,10,77,77,53,35,64,60
"ENSG00000213366",41,154,155,184,85,49,120,120,232,507,153
"ENSG00000213380",499,436,513,426,403,292,374,481,295,512,444
"ENSG00000213390",332,344,534,380,366,287,299,389,309,476,352
"ENSG00000213397",50,36,46,52,44,41,39,27,17,71,54
"ENSG00000213398",25,43,46,45,31,35,57,57,40,103,34
"ENSG00000213445",232,171,132,121,139,134,271,113,94,169,127
"ENSG00000213462",370,433,1721,971,701,732,1078,1932,6142,942,2592
"ENSG00000213463",2313,2540,3330,2497,3656,1922,1678,2818,2546,3347,3733
"ENSG00000213465",263,89,96,86,169,113,187,63,87,112,79
"ENSG00000213513",20,34,26,22,16,53,43,45,26,36,28
"ENSG00000213516",925,1056,1338,1053,1255,857,853,958,1002,1234,1000
"ENSG00000213523",957,455,579,384,727,324,666,424,294,485,389
"ENSG00000213551",272,315,354,297,354,280,386,275,249,441,315
"ENSG00000213553",69,16,33,14,53,23,42,24,12,32,26
"ENSG00000213563",159,106,134,128,133,111,154,144,101,122,85
"ENSG00000213585",4362,2695,3816,2946,6948,2637,2961,2979,2535,2577,2600
"ENSG00000213593",1139,667,1039,642,1311,556,786,675,481,823,479
"ENSG00000213606",636,270,207,513,2044,203,173,354,67,201,340
"ENSG00000213613",33,88,107,113,68,81,71,127,82,120,153
"ENSG00000213614",1506,1337,1883,1359,1926,1290,1632,1339,1099,1773,1212
"ENSG00000213619",1013,531,648,462,923,512,606,462,310,629,502
"ENSG00000213625",3042,2740,3659,3157,5841,1619,2225,2973,1823,3518,2609
"ENSG00000213626",951,564,1101,1773,1135,378,799,158,447,1574,363
"ENSG00000213639",5158,7819,11481,10375,13562,4543,4858,9202,4875,11442,6979
"ENSG00000213654",138,120,133,48,205,150,193,67,72,133,78
"ENSG00000213659",33,41,103,95,35,24,58,82,49,124,42
"ENSG00000213672",371,318,342,391,418,314,320,334,229,312,242
"ENSG00000213676",846,992,1512,921,1250,777,1048,1324,962,1021,1050
"ENSG00000213693",31,102,94,115,60,90,80,106,132,130,128
"ENSG00000213694",116,110,123,80,130,83,374,2,189,239,149
"ENSG00000213699",1339,855,1454,1034,1626,548,1001,1143,631,752,688
"ENSG00000213719",11068,7204,8676,8031,12615,7537,7958,7378,3643,4974,5788
"ENSG00000213722",265,287,357,358,246,322,533,234,197,442,218
"ENSG00000213741",6068,3242,3522,2852,4415,2658,4524,2298,1205,3702,3256
"ENSG00000213742",77,167,244,157,57,73,90,186,226,258,270
"ENSG00000213753",359,224,307,238,300,211,325,221,180,324,204
"ENSG00000213762",594,405,946,1129,811,857,627,749,772,1287,848
"ENSG00000213782",58,113,132,170,124,150,107,201,120,143,150
"ENSG00000213793",47,63,55,49,37,52,36,51,61,38,67
"ENSG00000213799",882,694,983,800,1079,598,546,717,555,785,800
"ENSG00000213801",116,164,176,149,130,152,106,152,252,133,214
"ENSG00000213846",71,99,29,70,27,28,47,58,32,123,62
"ENSG00000213853",5417,3480,4691,4454,6443,2360,2646,4239,2770,4661,4468
"ENSG00000213859",298,237,213,216,413,243,392,195,114,189,106
"ENSG00000213865",80,205,247,254,131,132,125,310,222,246,294
"ENSG00000213889",42,31,21,35,52,30,19,29,21,3,22
"ENSG00000213901",20,58,47,86,31,72,45,83,58,40,44
"ENSG00000213903",20,75,28,90,34,93,52,62,68,53,78
"ENSG00000213904",31,41,23,35,28,38,38,42,19,84,29
"ENSG00000213906",7,34,25,33,25,38,47,53,59,46,40
"ENSG00000213918",292,541,1358,1025,480,694,576,711,694,1030,722
"ENSG00000213923",741,1045,1657,1522,900,1197,1142,1445,1061,1120,1379
"ENSG00000213928",84,193,298,191,208,200,193,267,435,334,230
"ENSG00000213930",168,332,295,380,259,290,232,286,317,417,169
"ENSG00000213949",1948,2715,4161,2568,1598,1740,3753,257,2147,5515,1913
"ENSG00000213963",54,155,126,183,105,92,121,201,183,156,214
"ENSG00000213965",211,128,177,200,167,88,220,171,90,352,302
"ENSG00000213967",128,68,68,205,101,74,53,510,38,245,35
"ENSG00000213971",86,273,235,411,188,186,160,465,238,394,237
"ENSG00000213976",15,27,54,51,36,36,30,90,27,122,64
"ENSG00000213977",400,706,933,460,792,377,553,476,150,511,237
"ENSG00000213983",1449,1862,2146,2137,2321,1916,1564,2754,1955,1680,1684
"ENSG00000213988",14,123,68,57,19,87,78,142,42,359,64
"ENSG00000213995",1494,925,999,901,1383,826,908,904,619,1145,823
"ENSG00000214013",776,1341,1763,1598,1087,1322,916,1169,1091,1711,1632
"ENSG00000214021",143,559,500,543,272,571,358,613,448,588,383
"ENSG00000214022",827,674,824,563,654,518,812,712,557,778,611
"ENSG00000214026",84,39,27,44,26,2,24,16,18,37,20
"ENSG00000214029",413,772,838,1103,624,432,445,959,758,1113,1070
"ENSG00000214046",1266,1104,1121,1199,1212,909,926,1116,634,1186,946
"ENSG00000214050",163,97,98,100,148,58,87,149,145,91,62
"ENSG00000214063",80,147,133,67,72,53,241,18,63,226,62
"ENSG00000214078",848,926,1221,899,968,647,871,937,775,1203,752
"ENSG00000214087",144,250,208,267,170,224,308,228,211,300,209
"ENSG00000214106",253,269,282,299,309,205,217,144,258,367,363
"ENSG00000214108",86,44,57,55,108,32,69,30,31,65,45
"ENSG00000214113",402,335,298,224,368,200,369,243,267,434,358
"ENSG00000214114",703,444,611,331,864,379,461,537,258,376,440
"ENSG00000214135",236,606,633,903,491,452,424,732,523,724,736
"ENSG00000214160",377,265,384,190,448,176,255,297,259,235,229
"ENSG00000214174",191,220,201,152,95,117,156,123,118,309,211
"ENSG00000214176",246,767,807,660,458,840,613,911,787,579,876
"ENSG00000214188",42,76,96,113,77,49,38,134,71,84,106
"ENSG00000214189",77,91,109,122,85,91,92,40,101,393,128
"ENSG00000214193",37,66,135,69,61,139,112,39,60,103,65
"ENSG00000214194",537,362,456,277,503,250,250,347,207,419,367
"ENSG00000214198",37,21,40,26,37,25,29,36,17,44,37
"ENSG00000214199",291,115,118,94,218,80,155,62,108,119,87
"ENSG00000214215",41,68,112,62,43,108,78,54,55,63,96
"ENSG00000214226",15,17,40,32,19,31,16,21,11,34,63
"ENSG00000214253",1918,852,1304,747,1691,803,1119,789,537,744,648
"ENSG00000214274",1879,853,2115,858,2379,918,530,950,410,608,878
"ENSG00000214279",22,143,82,146,53,55,125,90,76,96,71
"ENSG00000214290",434,333,153,334,457,271,286,539,406,208,237
"ENSG00000214293",405,286,293,480,353,349,248,329,226,396,295
"ENSG00000214331",85,175,183,170,142,187,160,210,169,260,270
"ENSG00000214357",432,589,594,371,287,435,844,110,334,896,522
"ENSG00000214367",383,568,738,598,740,461,413,751,497,868,746
"ENSG00000214376",110,158,144,111,19,225,267,161,188,176,90
"ENSG00000214389",74,33,58,74,53,67,49,37,14,65,72
"ENSG00000214401",37,31,67,19,99,11,9,17,23,29,3
"ENSG00000214413",287,386,571,470,455,275,285,387,315,580,393
"ENSG00000214425",55,67,41,98,35,94,104,46,106,215,221
"ENSG00000214517",731,780,946,845,1070,693,786,833,716,937,543
"ENSG00000214530",7106,1898,2023,2224,4330,2054,1648,2387,1114,1431,869
"ENSG00000214548",1428,2955,2513,4407,3633,1492,2342,852,4311,11546,4844
"ENSG00000214595",35,19,710,45,46,25,13,23,60,169,38
"ENSG00000214652",158,76,116,62,63,27,81,417,68,382,268
"ENSG00000214654",130,126,160,109,144,86,92,144,70,96,170
"ENSG00000214655",1164,1155,1829,1360,1427,1414,1305,1246,992,1463,1175
"ENSG00000214694",24,52,32,53,52,27,29,41,36,88,63
"ENSG00000214706",1291,822,611,558,1086,713,939,870,604,616,731
"ENSG00000214717",1405,847,1252,1057,953,941,1152,767,636,1010,722
"ENSG00000214753",554,874,1288,994,854,586,711,1124,556,1017,541
"ENSG00000214756",84,80,90,58,61,53,65,59,61,93,36
"ENSG00000214765",159,229,267,257,189,186,182,247,265,343,319
"ENSG00000214773",17,40,47,40,20,47,33,53,61,43,53
"ENSG00000214783",9,37,21,54,20,37,31,68,58,74,57
"ENSG00000214796",5,26,31,29,7,41,25,15,24,39,20
"ENSG00000214814",29964,29799,67341,27395,47603,29039,15073,38080,20682,24413,18730
"ENSG00000214826",15,40,14,36,9,23,21,36,20,58,63
"ENSG00000214900",107,135,83,117,89,79,85,207,130,79,123
"ENSG00000214922",25,84,86,102,55,78,82,46,72,105,108
"ENSG00000214941",369,230,293,300,320,189,235,282,223,348,204
"ENSG00000214944",8968,7826,6806,8163,10645,7723,4695,13551,7412,5451,8461
"ENSG00000214954",46,55,149,53,74,74,42,131,105,68,129
"ENSG00000214960",397,934,554,578,1992,483,423,1254,530,551,515
"ENSG00000215012",451,558,639,575,503,500,580,591,505,708,637
"ENSG00000215018",171,247,252,342,185,224,122,260,470,217,261
"ENSG00000215021",2061,1114,1444,1240,1538,687,1445,930,838,1846,1215
"ENSG00000215039",184,283,334,423,240,166,235,335,215,423,326
"ENSG00000215041",218,233,330,280,217,324,304,292,223,293,195
"ENSG00000215067",48,96,85,105,51,80,46,125,56,150,89
"ENSG00000215068",52,145,164,198,88,122,91,89,108,204,189
"ENSG00000215105",125,321,311,232,221,150,237,229,269,450,430
"ENSG00000215114",862,965,1060,1056,1598,782,660,1261,860,933,963
"ENSG00000215126",32,75,141,32,56,68,64,81,90,115,148
"ENSG00000215146",83,112,123,55,23,30,181,211,84,250,578
"ENSG00000215154",20,54,42,50,28,60,44,63,61,34,57
"ENSG00000215158",238,482,420,633,393,367,266,675,359,538,487
"ENSG00000215182",1875383,94837,235460,164842,1204457,121671,241029,362357,143222,50626,104082
"ENSG00000215184",11,46,38,66,41,43,30,58,52,55,52
"ENSG00000215190",70,120,154,119,87,122,100,128,115,217,144
"ENSG00000215193",1520,1688,2259,1801,2232,1284,1438,2056,1523,1933,1940
"ENSG00000215244",5,33,67,79,34,51,79,79,42,86,43
"ENSG00000215251",712,512,1147,490,958,491,532,524,446,544,506
"ENSG00000215252",193,667,654,669,301,613,308,593,474,814,1135
"ENSG00000215256",781,606,416,542,595,375,408,560,379,580,624
"ENSG00000215271",423,482,542,345,449,273,478,640,559,523,513
"ENSG00000215301",12063,10765,19002,11222,17837,9020,9699,11717,8964,11929,9424
"ENSG00000215305",691,474,908,426,665,429,548,423,301,558,374
"ENSG00000215375",126,93,91,81,92,85,86,84,93,104,61
"ENSG00000215386",194,426,666,668,367,141,322,78,411,1495,578
"ENSG00000215388",26,61,93,67,46,55,54,82,57,94,93
"ENSG00000215417",144,237,239,245,181,117,97,313,255,254,444
"ENSG00000215421",1421,1721,2389,2064,2280,1777,1560,2040,1579,2284,1891
"ENSG00000215424",68,90,110,91,115,75,46,149,356,215,249
"ENSG00000215440",60,91,92,78,45,90,76,109,75,82,101
"ENSG00000215447",64,149,258,140,103,56,137,81,145,371,193
"ENSG00000215548",60,62,236,54,51,26,42,41,51,73,97
"ENSG00000215712",471,468,456,460,693,375,373,486,277,495,373
"ENSG00000215717",2194,1486,2053,1396,2751,1261,1223,1662,861,1751,1433
"ENSG00000215769",19,92,78,72,43,92,59,92,77,70,106
"ENSG00000215788",35,62,101,181,33,143,96,37,113,68,53
"ENSG00000215790",49,92,141,119,46,36,53,87,42,113,76
"ENSG00000215845",866,363,517,327,623,245,372,327,201,218,284
"ENSG00000215883",121,180,92,160,122,118,140,204,151,187,197
"ENSG00000215908",119,274,258,174,81,224,292,180,130,285,296
"ENSG00000215912",9,64,42,48,15,33,31,98,62,58,54
"ENSG00000216775",159,200,215,274,197,283,125,363,158,416,240
"ENSG00000216809",64,43,77,83,122,94,52,300,172,136,81
"ENSG00000216813",24,71,88,99,69,75,42,127,88,102,89
"ENSG00000216895",84,76,104,55,66,38,47,68,65,102,91
"ENSG00000216937",304,465,570,455,529,325,268,604,461,440,568
"ENSG00000217128",1641,1942,3575,2526,3164,1743,1619,2096,1729,3141,2048
"ENSG00000217555",180,219,286,169,232,115,301,107,77,121,147
"ENSG00000217930",20,105,69,99,48,48,71,111,114,77,79
"ENSG00000218510",146,153,172,130,104,80,111,126,102,216,153
"ENSG00000218596",54,81,105,125,77,94,68,111,99,106,80
"ENSG00000218739",655,799,1261,790,960,608,591,920,722,952,826
"ENSG00000218891",115,59,47,40,49,53,81,82,31,52,45
"ENSG00000219085",42,49,92,116,70,47,46,75,60,113,66
"ENSG00000219438",39,52,83,21,52,39,167,4,37,86,37
"ENSG00000219481",357,777,958,651,360,396,347,786,405,1158,669
"ENSG00000219545",569,759,808,990,1219,566,460,1020,518,687,624
"ENSG00000219626",71,95,142,137,110,56,60,86,132,228,115
"ENSG00000219665",68,135,154,158,130,158,142,234,171,201,217
"ENSG00000219891",53,77,75,26,132,70,24,40,57,66,40
"ENSG00000220205",137,280,454,359,257,323,266,335,301,490,229
"ENSG00000220785",143,174,220,194,118,237,147,283,89,190,85
"ENSG00000220842",128,56,50,51,53,43,98,30,14,61,39
"ENSG00000220848",52,48,44,40,52,46,46,51,28,69,52
"ENSG00000221676",17,14,7,11,15,9,16,12,30,22,30
"ENSG00000221817",115,124,167,161,119,72,84,145,101,187,185
"ENSG00000221823",883,1141,1880,1308,1851,997,1016,1350,821,1504,1325
"ENSG00000221829",142,180,220,164,134,149,177,181,155,269,147
"ENSG00000221838",381,260,291,354,357,285,316,317,141,253,222
"ENSG00000221866",42,97,199,74,93,57,173,20,26,93,59
"ENSG00000221869",158,106,166,155,172,103,129,81,76,126,152
"ENSG00000221886",306,355,333,310,343,186,180,235,136,456,316
"ENSG00000221890",9,14,48,58,12,12,66,9,37,85,28
"ENSG00000221909",209,222,334,229,296,176,149,175,156,328,234
"ENSG00000221914",1262,1547,2668,2008,2693,1340,1376,2296,1468,2012,1283
"ENSG00000221923",776,254,655,616,327,499,579,383,489,623,519
"ENSG00000221926",321,393,570,454,368,441,510,359,251,355,316
"ENSG00000221944",110,199,207,210,121,125,146,186,241,255,305
"ENSG00000221947",241,835,2162,942,556,382,284,2251,612,750,1453
"ENSG00000221955",904,595,1014,249,887,212,327,493,627,620,572
"ENSG00000221963",3757,4759,9346,4221,5966,3982,4517,3358,3614,4655,5144
"ENSG00000221968",127,53,51,44,112,20,68,70,74,89,37
"ENSG00000221978",1742,2676,3403,3161,2633,2652,2573,3363,2378,3504,2809
"ENSG00000221983",7407,3524,5484,3726,7419,2777,4900,3534,3147,5799,4038
"ENSG00000221988",125,143,122,149,203,63,125,151,131,238,115
"ENSG00000221994",219,300,357,362,296,229,171,339,159,398,330
"ENSG00000221995",42,140,135,204,82,118,80,192,143,176,140
"ENSG00000222009",30,62,73,117,114,65,91,43,72,90,105
"ENSG00000222011",154,127,165,172,166,114,111,246,138,188,198
"ENSG00000222041",87,93,54,88,67,72,132,5,27,74,128
"ENSG00000222076",233,121,93,56,90,209,195,221,29,65,156
"ENSG00000222112",18,45,44,45,28,20,30,45,27,32,22
"ENSG00000222365",18,22,103,42,43,40,27,58,134,36,58
"ENSG00000222489",1215,1005,645,697,474,2047,1270,835,189,524,1134
"ENSG00000222650",223,98,110,56,107,238,177,354,15,58,91
"ENSG00000222898",24,25,52,49,45,40,30,49,80,63,117
"ENSG00000222969",63,23,34,30,43,38,43,29,19,28,33
"ENSG00000223247",123,46,46,27,27,57,135,19,7,28,56
"ENSG00000223396",36,53,77,59,38,57,48,79,107,74,107
"ENSG00000223473",33,63,57,62,45,41,34,95,45,61,47
"ENSG00000223482",198,176,240,298,270,176,67,256,188,218,279
"ENSG00000223496",501,593,479,713,727,456,391,774,487,820,437
"ENSG00000223501",1094,1014,1436,1099,1287,959,976,1245,972,1130,976
"ENSG00000223508",60,66,69,64,73,56,55,87,60,75,32
"ENSG00000223509",56,58,51,68,58,37,52,38,44,76,59
"ENSG00000223546",141,280,272,294,225,254,221,353,301,383,397
"ENSG00000223547",411,429,978,907,953,642,457,682,493,1304,792
"ENSG00000223551",383,447,878,707,918,249,315,530,167,648,386
"ENSG00000223572",186,125,233,91,247,160,194,167,140,123,137
"ENSG00000223599",33,138,277,158,74,104,102,138,255,154,250
"ENSG00000223685",51,73,48,52,68,32,62,78,78,86,81
"ENSG00000223704",20,87,56,76,52,112,45,92,38,73,60
"ENSG00000223705",52,62,72,92,56,65,85,135,104,79,139
"ENSG00000223745",764,1059,901,1546,998,751,679,2048,813,1358,1497
"ENSG00000223749",26,31,33,23,53,25,73,3,57,162,76
"ENSG00000223768",41,95,157,77,47,40,87,45,81,255,100
"ENSG00000223773",76,231,357,236,150,173,154,312,350,264,395
"ENSG00000223787",21,38,43,74,45,39,30,101,62,59,49
"ENSG00000223797",84,105,180,95,175,81,65,119,73,120,103
"ENSG00000223813",121,211,190,230,224,203,125,235,131,175,194
"ENSG00000223822",181,49,85,68,121,30,52,35,91,66,66
"ENSG00000223861",13,70,195,156,59,116,73,69,95,53,105
"ENSG00000223865",391,2119,1613,1018,995,648,3808,159,2424,1143,1059
"ENSG00000223891",91,95,227,102,188,57,85,100,73,215,91
"ENSG00000223959",188,356,433,477,301,364,339,485,351,494,456
"ENSG00000223960",35,154,161,108,124,56,101,24,99,401,236
"ENSG00000224019",25,35,64,45,31,28,30,49,83,76,62
"ENSG00000224032",437,353,437,404,354,310,396,443,317,561,420
"ENSG00000224051",382,100,230,134,192,149,224,146,64,94,77
"ENSG00000224066",6,43,33,24,26,33,40,49,35,38,44
"ENSG00000224078",838,2329,1269,3216,1560,388,1384,3018,2838,4654,3174
"ENSG00000224081",391,590,1070,600,349,785,534,555,1470,591,724
"ENSG00000224083",13,66,70,91,29,43,30,82,121,75,65
"ENSG00000224093",260,254,178,197,232,175,103,386,186,188,342
"ENSG00000224152",60,37,68,40,54,23,27,33,33,81,39
"ENSG00000224186",12,58,46,134,27,35,45,187,56,13,84
"ENSG00000224189",16,21,14,19,513,3,17,1,14,37,330
"ENSG00000224259",1277,1624,3711,3294,2968,1956,1466,2558,2629,1546,2625
"ENSG00000224356",16,69,86,76,40,70,43,106,108,69,134
"ENSG00000224358",28,49,77,28,52,8,31,49,55,38,111
"ENSG00000224388",59,115,176,215,140,148,135,168,192,56,163
"ENSG00000224389",19,36,30,52,11,3,5,0,14,37,13
"ENSG00000224415",57,100,68,88,58,36,45,115,58,79,111
"ENSG00000224430",36,77,135,108,70,54,90,203,171,132,177
"ENSG00000224470",1270,1427,1886,1442,1534,1411,1400,1625,1180,1658,1544
"ENSG00000224505",19,84,104,96,54,55,35,139,180,138,159
"ENSG00000224511",727,452,479,907,1624,499,171,1016,104,291,282
"ENSG00000224531",347,446,593,541,667,304,341,482,284,644,524
"ENSG00000224536",48,47,56,77,27,68,36,86,68,59,120
"ENSG00000224597",745,665,824,771,1201,533,615,824,594,1056,479
"ENSG00000224660",145,441,447,755,374,636,351,713,734,665,431
"ENSG00000224699",115,206,279,264,155,222,172,349,152,376,344
"ENSG00000224745",11,90,68,81,89,30,26,161,45,107,133
"ENSG00000224769",20,61,30,14,11,58,62,54,172,118,29
"ENSG00000224822",50,172,224,274,127,167,82,313,202,493,223
"ENSG00000224870",334,240,253,203,232,163,276,239,145,260,199
"ENSG00000224877",242,160,172,117,226,93,219,152,92,161,124
"ENSG00000224897",86,224,227,75,197,98,246,153,557,144,105
"ENSG00000224934",26,95,87,133,55,31,34,76,77,160,114
"ENSG00000224950",12,29,56,40,46,25,32,49,49,26,41
"ENSG00000224975",26,109,127,144,73,63,50,115,98,107,99
"ENSG00000224986",53,116,128,173,73,72,94,104,203,147,175
"ENSG00000225026",16,114,79,136,32,154,65,150,128,125,116
"ENSG00000225032",25,108,46,75,16,47,68,77,84,49,270
"ENSG00000225091",1167,476,910,388,229,761,767,500,106,280,703
"ENSG00000225092",46,130,102,180,109,112,112,196,157,144,163
"ENSG00000225138",132,242,229,217,125,72,103,245,235,98,368
"ENSG00000225190",532,650,874,680,823,604,589,766,600,472,682
"ENSG00000225192",34,73,113,66,33,77,45,114,95,69,87
"ENSG00000225193",28,51,77,121,36,114,50,73,62,60,63
"ENSG00000225200",76,24,44,52,58,24,33,19,27,54,38
"ENSG00000225215",19,42,63,64,40,37,35,39,40,59,26
"ENSG00000225224",31,82,102,123,65,85,70,93,63,129,143
"ENSG00000225265",94,93,191,75,161,29,13,73,38,49,69
"ENSG00000225302",218,363,332,421,233,192,236,552,421,308,467
"ENSG00000225329",24,14,14,66,11,4,4,11,147,4,19
"ENSG00000225335",57,42,27,42,58,24,29,20,15,24,14
"ENSG00000225345",39,55,46,135,55,79,43,123,79,123,92
"ENSG00000225354",120,309,155,352,238,159,161,501,290,241,335
"ENSG00000225361",36,56,48,70,34,41,47,58,44,97,92
"ENSG00000225377",32,31,12,21,35,20,24,18,59,87,43
"ENSG00000225423",13,47,54,69,62,53,46,72,70,75,46
"ENSG00000225434",89,152,173,12,132,136,111,426,168,226,275
"ENSG00000225447",20,76,100,117,41,72,48,63,82,92,88
"ENSG00000225470",412,737,823,869,622,508,500,887,996,980,1106
"ENSG00000225484",182,629,846,656,773,273,405,1061,601,799,929
"ENSG00000225526",199,117,119,151,227,70,73,113,45,74,46
"ENSG00000225614",93,137,176,182,84,208,589,18,55,212,105
"ENSG00000225648",225,154,250,214,275,189,189,177,216,211,191
"ENSG00000225649",29,56,102,52,71,36,88,9,62,386,82
"ENSG00000225663",422,177,160,153,321,173,324,191,108,163,93
"ENSG00000225697",670,316,850,411,534,522,411,412,459,675,515
"ENSG00000225733",3922,4377,4913,4233,6046,2736,2944,4185,2295,5263,3744
"ENSG00000225746",257,425,316,389,449,133,304,47,491,1282,642
"ENSG00000225783",35,162,205,311,102,146,232,201,179,165,196
"ENSG00000225791",212,108,138,132,275,95,103,154,100,168,123
"ENSG00000225808",14,47,32,71,39,28,20,104,60,87,81
"ENSG00000225828",40,134,109,156,73,112,78,210,159,169,185
"ENSG00000225830",991,1212,1722,1332,1658,1148,812,1635,1381,1693,1412
"ENSG00000225855",32,68,150,77,71,50,56,86,116,69,77
"ENSG00000225921",891,593,812,541,951,485,569,606,402,660,520
"ENSG00000225969",19,54,82,90,12,65,64,45,24,10,12
"ENSG00000225973",165,113,150,113,139,99,86,125,52,99,116
"ENSG00000225975",28,35,56,67,35,21,26,59,75,86,36
"ENSG00000225991",15,34,70,81,31,37,19,58,69,70,80
"ENSG00000226015",140,246,612,416,339,246,142,399,256,217,677
"ENSG00000226029",26,45,40,91,43,64,42,74,35,62,83
"ENSG00000226124",52,60,49,22,51,2,46,95,59,81,116
"ENSG00000226137",277,263,369,255,173,147,307,291,256,290,278
"ENSG00000226149",34,44,75,32,48,31,30,29,94,54,37
"ENSG00000226200",355,518,429,440,386,302,263,544,362,525,467
"ENSG00000226210",33,5,31,20,43,65,54,36,22,90,52
"ENSG00000226235",41,55,92,83,54,8,76,10,53,352,82
"ENSG00000226266",43,61,124,71,68,41,56,116,78,97,93
"ENSG00000226314",24,191,33,53,60,71,34,119,127,82,116
"ENSG00000226318",45,107,147,189,91,94,76,133,71,141,148
"ENSG00000226328",230,175,104,196,502,208,189,344,246,147,255
"ENSG00000226380",537,825,675,909,1075,497,723,1785,828,525,1369
"ENSG00000226383",1,429,50,5,327,520,231,21,613,290,581
"ENSG00000226396",24,28,43,55,24,40,20,41,22,50,53
"ENSG00000226419",20,117,188,237,41,113,122,59,128,272,426
"ENSG00000226471",89,71,131,92,79,46,59,96,91,56,85
"ENSG00000226479",287,250,294,232,343,226,251,294,261,330,220
"ENSG00000226598",34,23,48,89,63,22,52,71,133,39,77
"ENSG00000226652",128,314,615,153,302,238,192,342,119,88,340
"ENSG00000226674",4,28,45,61,10,24,31,5,74,79,61
"ENSG00000226688",137,143,219,215,162,92,156,230,262,337,258
"ENSG00000226696",41,131,162,154,56,107,79,162,134,151,182
"ENSG00000226711",13,70,68,45,27,20,56,18,65,119,107
"ENSG00000226742",352,404,476,461,409,272,300,522,377,284,356
"ENSG00000226752",763,382,979,953,1273,350,536,568,1223,1688,2016
"ENSG00000226761",21,34,46,68,55,53,29,47,29,72,61
"ENSG00000226887",109,38,54,26,143,27,80,52,40,32,30
"ENSG00000226891",77,257,383,359,192,89,135,327,263,345,496
"ENSG00000226950",1543,471,527,417,1166,330,504,515,509,533,464
"ENSG00000227036",393,432,464,610,535,453,904,671,363,101,565
"ENSG00000227038",169,97,24,145,262,37,45,176,75,19,60
"ENSG00000227051",367,67,221,167,270,62,296,11,125,381,169
"ENSG00000227053",80,58,35,54,118,46,43,64,41,101,42
"ENSG00000227057",973,672,890,460,827,514,726,690,483,637,633
"ENSG00000227110",19,32,68,67,22,33,26,19,44,99,33
"ENSG00000227124",507,588,882,765,740,438,474,859,432,1030,1533
"ENSG00000227252",29,72,33,51,34,28,39,49,37,61,49
"ENSG00000227258",41,27,30,53,130,30,32,26,10,59,55
"ENSG00000227268",39,47,23,17,33,23,42,38,34,34,41
"ENSG00000227331",63,86,151,94,91,106,104,144,166,159,196
