"","GAMuT_23836","GAMuT_51163"
"ENSG00000197062",383,337
"ENSG00000197063",588,1172
"ENSG00000197070",1098,849
"ENSG00000197077",5857,8991
"ENSG00000197081",23344,7772
"ENSG00000197083",74,46
"ENSG00000197093",41,337
"ENSG00000197102",49479,31765
"ENSG00000197111",6943,6738
"ENSG00000197114",57,129
"ENSG00000197119",1766,1359
"ENSG00000197121",463,416
"ENSG00000197122",1670,3536
"ENSG00000197124",470,409
"ENSG00000197128",1173,549
"ENSG00000197134",338,35
"ENSG00000197136",1278,2437
"ENSG00000197140",716,121
"ENSG00000197142",577,4745
"ENSG00000197147",2423,3561
"ENSG00000197150",613,1325
"ENSG00000197153",707,524
"ENSG00000197157",7378,7040
"ENSG00000197162",473,304
"ENSG00000197168",160,470
"ENSG00000197170",2889,2088
"ENSG00000197181",2,300
"ENSG00000197182",253,548
"ENSG00000197183",747,5500
"ENSG00000197217",4172,940
"ENSG00000197223",195,106
"ENSG00000197226",3846,3749
"ENSG00000197238",217,161
"ENSG00000197249",9338,548
"ENSG00000197256",2054,1178
"ENSG00000197261",784,6
"ENSG00000197265",1568,344
"ENSG00000197275",656,217
"ENSG00000197279",253,369
"ENSG00000197283",177,262
"ENSG00000197296",384,1484
"ENSG00000197299",785,1293
"ENSG00000197301",35,22
"ENSG00000197302",1848,350
"ENSG00000197312",3959,3530
"ENSG00000197321",3591,2872
"ENSG00000197323",7262,5305
"ENSG00000197324",5896,3990
"ENSG00000197329",3627,1973
"ENSG00000197343",5746,5487
"ENSG00000197345",622,987
"ENSG00000197355",399,120
"ENSG00000197361",18,119
"ENSG00000197362",380,501
"ENSG00000197363",113,195
"ENSG00000197372",899,1091
"ENSG00000197375",1566,1925
"ENSG00000197381",519,182
"ENSG00000197385",535,357
"ENSG00000197386",7774,4727
"ENSG00000197405",102,109
"ENSG00000197410",277,0
"ENSG00000197417",126,159
"ENSG00000197429",1051,1908
"ENSG00000197442",2088,3217
"ENSG00000197444",1239,27
"ENSG00000197448",2851,6146
"ENSG00000197451",3616,3210
"ENSG00000197457",54,49
"ENSG00000197461",299,3266
"ENSG00000197471",35,90
"ENSG00000197479",243,13
"ENSG00000197496",851,144
"ENSG00000197497",347,157
"ENSG00000197498",1896,732
"ENSG00000197506",1,37
"ENSG00000197520",2,6
"ENSG00000197530",439,502
"ENSG00000197535",753,465
"ENSG00000197536",242,716
"ENSG00000197548",1521,1386
"ENSG00000197555",4284,8519
"ENSG00000197557",722,325
"ENSG00000197562",374,869
"ENSG00000197563",2307,1961
"ENSG00000197566",407,409
"ENSG00000197579",1999,2813
"ENSG00000197580",68,45
"ENSG00000197586",1714,3547
"ENSG00000197594",1106,1929
"ENSG00000197601",6124,2409
"ENSG00000197603",7638,11467
"ENSG00000197608",1481,1184
"ENSG00000197619",926,925
"ENSG00000197620",108,65
"ENSG00000197622",6051,2248
"ENSG00000197629",399,471
"ENSG00000197635",2828,18387
"ENSG00000197647",350,110
"ENSG00000197694",14857,23872
"ENSG00000197696",116,67
"ENSG00000197702",1946,1619
"ENSG00000197712",1209,1393
"ENSG00000197713",2691,1961
"ENSG00000197714",4987,4299
"ENSG00000197724",1322,1562
"ENSG00000197728",139,92
"ENSG00000197746",30829,17368
"ENSG00000197747",5416,9565
"ENSG00000197748",1128,79
"ENSG00000197756",14456,8692
"ENSG00000197757",71,34
"ENSG00000197763",561,116
"ENSG00000197766",43,39
"ENSG00000197771",3485,3262
"ENSG00000197774",310,328
"ENSG00000197776",173,226
"ENSG00000197779",1583,686
"ENSG00000197780",878,509
"ENSG00000197782",1812,2222
"ENSG00000197785",242,613
"ENSG00000197798",938,744
"ENSG00000197808",412,398
"ENSG00000197816",60,55
"ENSG00000197818",546,1871
"ENSG00000197822",2518,4161
"ENSG00000197837",418,553
"ENSG00000197841",451,696
"ENSG00000197852",146,132
"ENSG00000197857",1706,446
"ENSG00000197858",883,1614
"ENSG00000197859",69,131
"ENSG00000197860",506,158
"ENSG00000197863",488,379
"ENSG00000197872",147,177
"ENSG00000197879",3733,3211
"ENSG00000197885",309,262
"ENSG00000197892",21511,3021
"ENSG00000197894",4609,2426
"ENSG00000197903",821,1136
"ENSG00000197905",190,741
"ENSG00000197912",2064,2478
"ENSG00000197927",134,157
"ENSG00000197928",267,823
"ENSG00000197930",6955,5350
"ENSG00000197933",824,422
"ENSG00000197935",48,194
"ENSG00000197937",1656,3097
"ENSG00000197943",409,1748
"ENSG00000197948",413,413
"ENSG00000197951",447,251
"ENSG00000197956",28231,15213
"ENSG00000197958",12079,4331
"ENSG00000197959",839,455
"ENSG00000197961",7710,11071
"ENSG00000197965",5794,6255
"ENSG00000197969",11975,18835
"ENSG00000197971",3862,2090
"ENSG00000197976",704,851
"ENSG00000197978",114,50
"ENSG00000197980",54,61
"ENSG00000197982",357,378
"ENSG00000197989",395,654
"ENSG00000198000",2768,2187
"ENSG00000198001",1379,1087
"ENSG00000198015",3819,2201
"ENSG00000198018",1153,714
"ENSG00000198026",545,1127
"ENSG00000198034",30134,12965
"ENSG00000198039",362,342
"ENSG00000198040",5715,3163
"ENSG00000198042",1473,497
"ENSG00000198046",825,84
"ENSG00000198053",174,3033
"ENSG00000198055",505,569
"ENSG00000198056",367,1024
"ENSG00000198060",2398,596
"ENSG00000198074",0,9582
"ENSG00000198075",80,42
"ENSG00000198081",673,1165
"ENSG00000198087",10593,8532
"ENSG00000198088",290,0
"ENSG00000198089",898,1328
"ENSG00000198093",1129,619
"ENSG00000198105",2600,977
"ENSG00000198108",44,20
"ENSG00000198113",27,2039
"ENSG00000198121",413,601
"ENSG00000198130",2809,1844
"ENSG00000198131",2699,2395
"ENSG00000198133",69,1585
"ENSG00000198142",1396,1413
"ENSG00000198146",3993,4885
"ENSG00000198155",187,23
"ENSG00000198157",58,14
"ENSG00000198160",3109,3836
"ENSG00000198162",6477,11940
"ENSG00000198168",1967,1202
"ENSG00000198169",1112,558
"ENSG00000198171",1059,1456
"ENSG00000198176",2213,4929
"ENSG00000198182",739,541
"ENSG00000198185",70,927
"ENSG00000198189",2056,6200
"ENSG00000198198",1587,4202
"ENSG00000198203",281,4592
"ENSG00000198205",208,112
"ENSG00000198208",133,186
"ENSG00000198218",2420,3348
"ENSG00000198223",190,77
"ENSG00000198231",7108,8395
"ENSG00000198242",3773,2815
"ENSG00000198246",104,306
"ENSG00000198252",1815,1207
"ENSG00000198258",1581,2282
"ENSG00000198265",8969,8029
"ENSG00000198270",186,455
"ENSG00000198276",547,1322
"ENSG00000198286",41,31
"ENSG00000198298",297,188
"ENSG00000198300",2187,7450
"ENSG00000198301",3026,1269
"ENSG00000198315",2610,1870
"ENSG00000198324",186,575
"ENSG00000198331",225,549
"ENSG00000198342",181,76
"ENSG00000198346",679,1517
"ENSG00000198353",101,9
"ENSG00000198355",795,799
"ENSG00000198356",829,404
"ENSG00000198363",7273,1385
"ENSG00000198369",1972,1082
"ENSG00000198373",1729,1250
"ENSG00000198380",4315,16285
"ENSG00000198382",2253,1497
"ENSG00000198393",2112,1996
"ENSG00000198399",5873,3864
"ENSG00000198408",9690,7086
"ENSG00000198417",26,959
"ENSG00000198420",669,2041
"ENSG00000198429",1771,167
"ENSG00000198431",1632,8205
"ENSG00000198435",117,606
"ENSG00000198440",409,351
"ENSG00000198453",471,483
"ENSG00000198455",594,489
"ENSG00000198464",2370,1376
"ENSG00000198466",2114,2144
"ENSG00000198467",439,974
"ENSG00000198478",1096,4828
"ENSG00000198482",1896,2913
"ENSG00000198488",0,11
"ENSG00000198492",3022,3017
"ENSG00000198496",269,277
"ENSG00000198498",876,435
"ENSG00000198502",174,963
"ENSG00000198513",52,74
"ENSG00000198515",4,426
"ENSG00000198517",426,583
"ENSG00000198521",2374,4132
"ENSG00000198522",1027,1176
"ENSG00000198535",827,278
"ENSG00000198538",2071,1625
"ENSG00000198542",43,9
"ENSG00000198546",130,196
"ENSG00000198551",1179,541
"ENSG00000198554",1361,1581
"ENSG00000198556",721,1391
"ENSG00000198561",21217,18753
"ENSG00000198563",2043,2293
"ENSG00000198585",921,1936
"ENSG00000198586",5075,3851
"ENSG00000198589",24653,12405
"ENSG00000198590",130,231
"ENSG00000198604",5686,2143
"ENSG00000198610",2,50
"ENSG00000198612",1757,1097
"ENSG00000198624",275,242
"ENSG00000198625",4920,8444
"ENSG00000198626",70,85
"ENSG00000198642",3678,1423
"ENSG00000198643",1,1766
"ENSG00000198646",2797,5561
"ENSG00000198648",1594,5561
"ENSG00000198663",3622,2477
"ENSG00000198668",13151,24298
"ENSG00000198673",107,122
"ENSG00000198677",6528,5999
"ENSG00000198680",172,60
"ENSG00000198682",458,3318
"ENSG00000198689",1266,533
"ENSG00000198690",1665,3421
"ENSG00000198700",4111,6494
"ENSG00000198707",3560,4045
"ENSG00000198715",961,556
"ENSG00000198718",2666,2022
"ENSG00000198719",239,100
"ENSG00000198720",40,163
"ENSG00000198721",2170,2201
"ENSG00000198722",2923,5243
"ENSG00000198728",2052,741
"ENSG00000198729",265,661
"ENSG00000198730",2823,2848
"ENSG00000198734",60,2854
"ENSG00000198736",221,250
"ENSG00000198740",5302,4482
"ENSG00000198742",2959,1521
"ENSG00000198743",20678,9179
"ENSG00000198744",88,126
"ENSG00000198746",217,528
"ENSG00000198752",6749,6950
"ENSG00000198755",8009,2389
"ENSG00000198756",67,2
"ENSG00000198758",6,3823
"ENSG00000198771",101,136
"ENSG00000198774",152,191
"ENSG00000198780",1110,1090
"ENSG00000198783",338,629
"ENSG00000198788",2,164
"ENSG00000198791",3519,1459
"ENSG00000198792",2133,2336
"ENSG00000198793",7114,7364
"ENSG00000198794",94,1106
"ENSG00000198795",178,159
"ENSG00000198799",2765,4136
"ENSG00000198805",2640,1236
"ENSG00000198814",120,152
"ENSG00000198815",2784,4363
"ENSG00000198816",340,126
"ENSG00000198818",1198,706
"ENSG00000198821",1,59
"ENSG00000198824",731,1452
"ENSG00000198825",2591,677
"ENSG00000198826",1422,3195
"ENSG00000198829",34,19
"ENSG00000198830",690,1576
"ENSG00000198832",54,247
"ENSG00000198833",2595,1317
"ENSG00000198836",5532,6016
"ENSG00000198837",743,1769
"ENSG00000198839",1286,681
"ENSG00000198841",291,374
"ENSG00000198843",2308,1367
"ENSG00000198844",32,92
"ENSG00000198846",29,192
"ENSG00000198853",202,1240
"ENSG00000198855",191,239
"ENSG00000198856",1579,1002
"ENSG00000198858",1247,412
"ENSG00000198860",920,721
"ENSG00000198862",5036,4911
"ENSG00000198863",1197,1329
"ENSG00000198865",60,31
"ENSG00000198873",77,221
"ENSG00000198874",597,637
"ENSG00000198876",2374,2909
"ENSG00000198879",174,380
"ENSG00000198887",5550,6187
"ENSG00000198890",599,714
"ENSG00000198892",48,12
"ENSG00000198894",2886,1462
"ENSG00000198898",5720,4378
"ENSG00000198900",7214,5299
"ENSG00000198901",1666,4154
"ENSG00000198908",402,225
"ENSG00000198909",699,1060
"ENSG00000198911",2784,11394
"ENSG00000198912",770,1598
"ENSG00000198917",691,782
"ENSG00000198918",2991,2048
"ENSG00000198919",1358,536
"ENSG00000198920",2526,966
"ENSG00000198924",727,1410
"ENSG00000198925",1590,2330
"ENSG00000198929",229,667
"ENSG00000198931",1003,921
"ENSG00000198932",461,389
"ENSG00000198933",63,48
"ENSG00000198937",255,176
"ENSG00000198939",204,16
"ENSG00000198944",1,863
"ENSG00000198945",993,92
"ENSG00000198947",898,1745
"ENSG00000198948",3803,948
"ENSG00000198951",1190,1827
"ENSG00000198952",2825,6634
"ENSG00000198954",1276,899
"ENSG00000198959",2205,8719
"ENSG00000198960",173,69
"ENSG00000198961",7210,5120
"ENSG00000198964",2272,3092
"ENSG00000199347",1372,334
"ENSG00000199568",3347,783
"ENSG00000199683",310,1052
"ENSG00000199691",27,45
"ENSG00000199753",65,32
"ENSG00000200087",24830,4526
"ENSG00000200156",2435,480
"ENSG00000200243",108,125
"ENSG00000200312",1347,1578
"ENSG00000200354",366,385
"ENSG00000200394",142,94
"ENSG00000200488",1273,1374
"ENSG00000200534",221,38
"ENSG00000200783",90,61
"ENSG00000200792",364,110
"ENSG00000200795",6637,1970
"ENSG00000200816",185,44
"ENSG00000200959",129,24
"ENSG00000201098",1302,422
"ENSG00000201201",311,858
"ENSG00000201229",22,13
"ENSG00000201302",173,2
"ENSG00000201315",182,288
"ENSG00000201428",20,78
"ENSG00000201457",78,28
"ENSG00000201512",82,93
"ENSG00000201643",97,46
"ENSG00000201758",99,201
"ENSG00000201772",84,107
"ENSG00000201793",224,379
"ENSG00000201882",51,35
"ENSG00000201901",85,225
"ENSG00000201912",32,66
"ENSG00000201998",804,364
"ENSG00000202058",1619,3653
"ENSG00000202198",320319,335243
"ENSG00000202241",50,35
"ENSG00000202392",140,457
"ENSG00000202538",12098,4539
"ENSG00000202566",162,11
"ENSG00000203326",1906,2374
"ENSG00000203485",875,2591
"ENSG00000203499",468,1029
"ENSG00000203644",483,129
"ENSG00000203647",107,110
"ENSG00000203666",360,147
"ENSG00000203667",973,1968
"ENSG00000203668",2525,2878
"ENSG00000203697",1133,254
"ENSG00000203705",397,562
"ENSG00000203709",605,1000
"ENSG00000203710",52,371
"ENSG00000203727",58,6010
"ENSG00000203737",97,136
"ENSG00000203739",31,38
"ENSG00000203747",296,233
"ENSG00000203760",158,102
"ENSG00000203778",99,47
"ENSG00000203780",431,51
"ENSG00000203791",627,437
"ENSG00000203797",12,184
"ENSG00000203799",15,3
"ENSG00000203804",47,23
"ENSG00000203814",585,1507
"ENSG00000203865",79,192
"ENSG00000203867",89,33
"ENSG00000203872",335,142
"ENSG00000203875",1358,899
"ENSG00000203876",31,169
"ENSG00000203879",1357,857
"ENSG00000203880",3301,2024
"ENSG00000203943",81,162
"ENSG00000203950",152,49
"ENSG00000203965",654,393
"ENSG00000203985",82,1
"ENSG00000203993",113,215
"ENSG00000204054",798,1305
"ENSG00000204070",712,1021
"ENSG00000204084",725,1233
"ENSG00000204086",47,41
"ENSG00000204103",146,690
"ENSG00000204104",1137,576
"ENSG00000204116",1045,125
"ENSG00000204120",7213,5669
"ENSG00000204128",55,2389
"ENSG00000204130",2125,837
"ENSG00000204131",66,124
"ENSG00000204136",172,45
"ENSG00000204138",2372,5316
"ENSG00000204147",110,71
"ENSG00000204149",91,114
"ENSG00000204152",270,119
"ENSG00000204160",516,1463
"ENSG00000204161",82,110
"ENSG00000204172",26,20
"ENSG00000204175",0,444
"ENSG00000204177",283,191
"ENSG00000204178",1750,1490
"ENSG00000204179",3,1
"ENSG00000204186",275,319
"ENSG00000204209",914,1044
"ENSG00000204217",10499,3264
"ENSG00000204219",296,6487
"ENSG00000204220",588,237
"ENSG00000204227",443,357
"ENSG00000204228",162,152
"ENSG00000204231",801,750
"ENSG00000204237",269,185
"ENSG00000204252",97,188
"ENSG00000204256",7380,5905
"ENSG00000204257",249,814
"ENSG00000204261",23,162
"ENSG00000204262",1845,1330
"ENSG00000204264",272,1270
"ENSG00000204267",257,691
"ENSG00000204271",481,139
"ENSG00000204272",372,501
"ENSG00000204282",328,560
"ENSG00000204287",2106,5596
"ENSG00000204291",1666,3198
"ENSG00000204301",106,144
"ENSG00000204304",620,367
"ENSG00000204305",45,48
"ENSG00000204308",311,418
"ENSG00000204310",1096,744
"ENSG00000204311",64,100
"ENSG00000204314",56,61
"ENSG00000204315",143,122
"ENSG00000204316",45,127
"ENSG00000204323",27,60
"ENSG00000204344",162,139
"ENSG00000204348",188,169
"ENSG00000204351",1131,841
"ENSG00000204356",1203,1029
"ENSG00000204366",54,141
"ENSG00000204370",824,1993
"ENSG00000204371",1290,1104
"ENSG00000204381",60,122
"ENSG00000204385",3524,3365
"ENSG00000204386",3006,402
"ENSG00000204387",2121,702
"ENSG00000204388",1673,2812
"ENSG00000204389",1570,2592
"ENSG00000204390",277,609
"ENSG00000204392",500,433
"ENSG00000204394",1474,894
"ENSG00000204396",20,281
"ENSG00000204397",29,359
"ENSG00000204406",1703,1502
"ENSG00000204410",128,220
"ENSG00000204427",97,48
"ENSG00000204435",524,513
"ENSG00000204438",306,510
"ENSG00000204439",710,611
"ENSG00000204442",36,1028
"ENSG00000204463",3489,3596
"ENSG00000204469",4360,4893
"ENSG00000204472",100,175
"ENSG00000204482",18,33
"ENSG00000204498",237,200
"ENSG00000204514",773,1401
"ENSG00000204516",109,550
"ENSG00000204519",859,1675
"ENSG00000204520",226,330
"ENSG00000204524",735,836
"ENSG00000204525",2859,5996
"ENSG00000204528",740,119
"ENSG00000204531",916,210
"ENSG00000204536",392,979
"ENSG00000204540",45,126
"ENSG00000204560",1056,1021
"ENSG00000204564",134,413
"ENSG00000204568",894,1846
"ENSG00000204569",2195,4119
"ENSG00000204574",2102,1994
"ENSG00000204576",312,212
"ENSG00000204580",7419,3993
"ENSG00000204590",1182,657
"ENSG00000204592",6617,3310
"ENSG00000204599",238,241
"ENSG00000204604",2025,1795
"ENSG00000204610",2,230
"ENSG00000204611",883,670
"ENSG00000204613",2,64
"ENSG00000204616",3,175
"ENSG00000204618",58,0
"ENSG00000204619",1255,1299
"ENSG00000204622",8,22
"ENSG00000204623",1118,763
"ENSG00000204628",29672,10300
"ENSG00000204632",280,205
"ENSG00000204634",4888,599
"ENSG00000204642",296,542
"ENSG00000204650",322,448
"ENSG00000204673",403,476
"ENSG00000204681",139,211
"ENSG00000204685",109,160
"ENSG00000204706",37,41
"ENSG00000204713",3750,1535
"ENSG00000204764",4792,978
"ENSG00000204789",784,218
"ENSG00000204822",29,130
"ENSG00000204839",30,332
"ENSG00000204842",3196,3418
"ENSG00000204843",3114,3339
"ENSG00000204852",1623,140
"ENSG00000204856",72,41
"ENSG00000204859",470,561
"ENSG00000204860",38,19
"ENSG00000204876",63,109
"ENSG00000204899",596,318
"ENSG00000204920",458,436
"ENSG00000204922",240,258
"ENSG00000204923",105,119
"ENSG00000204946",344,448
"ENSG00000204947",141,88
"ENSG00000204954",300,189
"ENSG00000204959",66,191
"ENSG00000204967",787,18
"ENSG00000204977",2309,1816
"ENSG00000204991",482,1667
"ENSG00000205045",7,51
"ENSG00000205060",967,1291
"ENSG00000205084",313,41
"ENSG00000205085",75,10
"ENSG00000205089",0,664
"ENSG00000205133",1298,1292
"ENSG00000205138",196,266
"ENSG00000205155",463,300
"ENSG00000205181",37,611
"ENSG00000205189",7539,2049
"ENSG00000205208",658,283
"ENSG00000205209",20,50
"ENSG00000205213",5335,10693
"ENSG00000205220",75,240
"ENSG00000205221",10,35
"ENSG00000205250",794,1135
"ENSG00000205268",3727,2309
"ENSG00000205269",695,396
"ENSG00000205302",3035,1815
"ENSG00000205323",239,285
"ENSG00000205336",5163,2253
"ENSG00000205339",17675,8749
"ENSG00000205352",345,476
"ENSG00000205356",527,621
"ENSG00000205403",495,358
"ENSG00000205413",424,3403
"ENSG00000205423",524,263
"ENSG00000205436",1,318
"ENSG00000205464",207,107
"ENSG00000205476",396,1274
"ENSG00000205485",72,136
"ENSG00000205502",50,312
"ENSG00000205517",772,13
"ENSG00000205531",4491,5290
"ENSG00000205534",159,68
"ENSG00000205542",8834,2111
"ENSG00000205544",296,115
"ENSG00000205581",4662,5374
"ENSG00000205593",212,341
"ENSG00000205609",23,31
"ENSG00000205629",820,479
"ENSG00000205643",109,307
"ENSG00000205659",513,552
"ENSG00000205664",1059,75
"ENSG00000205683",26,54
"ENSG00000205707",1078,204
"ENSG00000205710",26,68
"ENSG00000205726",2676,724
"ENSG00000205730",2112,836
"ENSG00000205740",80,103
"ENSG00000205758",805,1050
"ENSG00000205763",106,167
"ENSG00000205765",2143,2458
"ENSG00000205771",56,74
"ENSG00000205808",741,167
"ENSG00000205885",301,466
"ENSG00000205903",485,848
"ENSG00000205922",305,1
"ENSG00000205930",24,65
"ENSG00000205937",1684,1473
"ENSG00000205940",201,137
"ENSG00000205978",260,3040
"ENSG00000205981",694,577
"ENSG00000206052",86,122
"ENSG00000206053",7707,3286
"ENSG00000206075",162,868
"ENSG00000206077",11,29
"ENSG00000206149",234,253
"ENSG00000206190",28,74
"ENSG00000206262",87,272
"ENSG00000206337",133,876
"ENSG00000206341",913,655
"ENSG00000206344",35,105
"ENSG00000206418",770,622
"ENSG00000206503",7602,4886
"ENSG00000206527",8426,2314
"ENSG00000206530",2557,960
"ENSG00000206535",33,68
"ENSG00000206538",189,453
"ENSG00000206559",61,23
"ENSG00000206560",4360,3139
"ENSG00000206561",115,22
"ENSG00000206562",509,527
"ENSG00000206573",1403,1753
"ENSG00000206585",83,75
"ENSG00000206633",162,48
"ENSG00000206634",119,23
"ENSG00000206652",162,43
"ENSG00000206702",168,35
"ENSG00000206838",74,144
"ENSG00000207008",3131,852
"ENSG00000207067",62,23
"ENSG00000207175",483,276
"ENSG00000207181",109,33
"ENSG00000207217",42,33
"ENSG00000207233",185,54
"ENSG00000207344",28,4
"ENSG00000207389",7,30
"ENSG00000207392",77,16
"ENSG00000207445",506,340
"ENSG00000207475",108,39
"ENSG00000207493",94,46
"ENSG00000207523",282,24
"ENSG00000207650",28,145
"ENSG00000207864",37,34
"ENSG00000208772",515,463
"ENSG00000208892",1042,214
"ENSG00000211445",12249,137
"ENSG00000211450",485,331
"ENSG00000211454",8,779
"ENSG00000211455",2831,2604
"ENSG00000211456",2748,2576
"ENSG00000211460",3957,3276
"ENSG00000211584",666,628
"ENSG00000211592",0,44
"ENSG00000211772",25,29
"ENSG00000211895",0,20
"ENSG00000212027",92,14
"ENSG00000212124",315,244
"ENSG00000212125",281,163
"ENSG00000212126",174,89
"ENSG00000212127",403,218
"ENSG00000212128",279,150
"ENSG00000212195",17,30
"ENSG00000212232",10330,23037
"ENSG00000212283",326,74
"ENSG00000212402",360,107
"ENSG00000212443",1108,1952
"ENSG00000212464",817,107
"ENSG00000212588",327,21
"ENSG00000212694",205,204
"ENSG00000212719",50,51
"ENSG00000212743",36,16
"ENSG00000212747",23,10
"ENSG00000212916",125,191
"ENSG00000212978",369,25
"ENSG00000213015",97,49
"ENSG00000213020",2294,1185
"ENSG00000213024",1159,2257
"ENSG00000213047",1250,5577
"ENSG00000213057",15,152
"ENSG00000213058",465,94
"ENSG00000213062",39,95
"ENSG00000213064",6867,8229
"ENSG00000213066",1273,934
"ENSG00000213073",448,243
"ENSG00000213079",3904,3685
"ENSG00000213090",150,196
"ENSG00000213096",3178,1378
"ENSG00000213139",193,62
"ENSG00000213160",873,1987
"ENSG00000213186",536,714
"ENSG00000213197",150,40
"ENSG00000213204",95,24
"ENSG00000213214",54,39
"ENSG00000213235",79,30
"ENSG00000213246",1212,1222
"ENSG00000213281",4161,3623
"ENSG00000213337",141,101
"ENSG00000213339",450,190
"ENSG00000213341",2357,1433
"ENSG00000213347",91,153
"ENSG00000213366",31,595
"ENSG00000213380",630,938
"ENSG00000213390",529,709
"ENSG00000213397",19,36
"ENSG00000213398",68,85
"ENSG00000213445",300,504
"ENSG00000213462",1475,423
"ENSG00000213463",3135,4084
"ENSG00000213465",322,381
"ENSG00000213513",80,50
"ENSG00000213516",1083,2101
"ENSG00000213523",688,468
"ENSG00000213551",893,793
"ENSG00000213553",58,81
"ENSG00000213563",191,404
"ENSG00000213585",4108,7340
"ENSG00000213593",1281,2768
"ENSG00000213606",0,645
"ENSG00000213613",107,39
"ENSG00000213614",3412,3856
"ENSG00000213619",795,2132
"ENSG00000213625",3444,3048
"ENSG00000213626",2573,1175
"ENSG00000213639",17935,10145
"ENSG00000213654",45,58
"ENSG00000213659",8,15
"ENSG00000213672",662,1245
"ENSG00000213676",1448,615
"ENSG00000213693",71,111
"ENSG00000213694",411,492
"ENSG00000213699",2844,931
"ENSG00000213719",5385,5692
"ENSG00000213722",1481,749
"ENSG00000213741",3697,4198
"ENSG00000213742",230,638
"ENSG00000213753",364,344
"ENSG00000213762",1587,924
"ENSG00000213782",246,143
"ENSG00000213793",62,60
"ENSG00000213799",1139,1475
"ENSG00000213801",130,163
"ENSG00000213846",34,257
"ENSG00000213853",8003,4489
"ENSG00000213859",295,150
"ENSG00000213865",296,336
"ENSG00000213889",14,8
"ENSG00000213901",72,515
"ENSG00000213903",45,223
"ENSG00000213904",45,69
"ENSG00000213906",31,116
"ENSG00000213918",1110,1076
"ENSG00000213923",2546,1677
"ENSG00000213928",96,108
"ENSG00000213930",307,512
"ENSG00000213949",4703,11325
"ENSG00000213963",269,96
"ENSG00000213965",381,1069
"ENSG00000213967",346,670
"ENSG00000213971",614,658
"ENSG00000213976",165,111
"ENSG00000213977",352,244
"ENSG00000213983",1590,2604
"ENSG00000213988",470,291
"ENSG00000213995",1013,882
"ENSG00000214013",947,1214
"ENSG00000214021",255,796
"ENSG00000214022",1397,5086
"ENSG00000214026",56,82
"ENSG00000214029",1601,1094
"ENSG00000214046",1035,2336
"ENSG00000214050",292,5
"ENSG00000214063",113,104
"ENSG00000214078",1279,2214
"ENSG00000214087",465,454
"ENSG00000214106",219,382
"ENSG00000214108",64,27
"ENSG00000214113",570,406
"ENSG00000214114",709,731
"ENSG00000214135",688,1237
"ENSG00000214160",411,626
"ENSG00000214174",168,263
"ENSG00000214176",721,616
"ENSG00000214188",111,86
"ENSG00000214189",325,445
"ENSG00000214193",259,366
"ENSG00000214194",257,409
"ENSG00000214198",48,115
"ENSG00000214199",161,70
"ENSG00000214215",15,44
"ENSG00000214226",30,54
"ENSG00000214253",1018,1548
"ENSG00000214274",16,255
"ENSG00000214279",185,41
"ENSG00000214290",38,465
"ENSG00000214293",177,502
"ENSG00000214331",232,203
"ENSG00000214357",341,3949
"ENSG00000214367",1167,842
"ENSG00000214376",0,188
"ENSG00000214389",45,96
"ENSG00000214401",59,133
"ENSG00000214413",499,497
"ENSG00000214425",498,35
"ENSG00000214517",2139,1383
"ENSG00000214530",1579,1329
"ENSG00000214548",3202,3812
"ENSG00000214595",30,515
"ENSG00000214652",21,41
"ENSG00000214654",164,245
"ENSG00000214655",2122,1125
"ENSG00000214694",60,15
"ENSG00000214706",773,1012
"ENSG00000214717",2027,2805
"ENSG00000214753",1244,1306
"ENSG00000214756",159,52
"ENSG00000214765",314,361
"ENSG00000214773",84,59
"ENSG00000214783",40,48
"ENSG00000214796",31,312
"ENSG00000214814",6,317
"ENSG00000214826",104,237
"ENSG00000214900",32,200
"ENSG00000214922",14,103
"ENSG00000214941",491,270
"ENSG00000214944",9181,2296
"ENSG00000214954",120,70
"ENSG00000214960",400,426
"ENSG00000215012",1668,3614
"ENSG00000215018",184,29
"ENSG00000215021",3848,3223
"ENSG00000215039",257,426
"ENSG00000215041",419,534
"ENSG00000215067",197,115
"ENSG00000215068",305,417
"ENSG00000215105",470,133
"ENSG00000215114",1977,531
"ENSG00000215126",82,81
"ENSG00000215146",368,63
"ENSG00000215154",68,49
"ENSG00000215158",468,862
"ENSG00000215182",43,30
"ENSG00000215184",92,61
"ENSG00000215190",241,142
"ENSG00000215193",2500,4224
"ENSG00000215244",43,9
"ENSG00000215251",737,1506
"ENSG00000215252",182,771
"ENSG00000215256",421,1263
"ENSG00000215271",875,818
"ENSG00000215301",20941,16277
"ENSG00000215305",763,1010
"ENSG00000215375",104,176
"ENSG00000215386",160,188
"ENSG00000215388",64,98
"ENSG00000215417",354,454
"ENSG00000215421",2820,3281
"ENSG00000215424",286,453
"ENSG00000215440",83,116
"ENSG00000215447",498,539
"ENSG00000215548",38,13
"ENSG00000215712",491,225
"ENSG00000215717",1337,1592
"ENSG00000215769",103,57
"ENSG00000215788",166,603
"ENSG00000215790",114,165
"ENSG00000215845",685,431
"ENSG00000215883",217,782
"ENSG00000215908",271,681
"ENSG00000215912",23,229
"ENSG00000216775",278,1575
"ENSG00000216809",13,17
"ENSG00000216813",99,66
"ENSG00000216895",109,246
"ENSG00000216937",603,289
"ENSG00000217128",6037,3609
"ENSG00000217555",189,300
