file_id,uniprot_id,ID,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets,struct_score
AF-Q6UWY2-F1-model_v4,Q6UWY2,Q6UWY2-F1,24.267,3.933,14.451,0.256,0.174,0,89.7305810684161
AF-Q8IUE6-F1-model_v4,Q8IUE6,Q8IUE6-F1,87.833,5.167,4.29,0.379,0.174,0,91.071369168357
AF-Q8N690-F1-model_v4,Q8N690,Q8N690-F1,51.667,5.667,3.415,0.294,0.174,0,73.3778916544656
AF-Q8N884-F1-model_v4,Q8N884,Q8N884-F1,-1.5,4.917,14.78,0.162,0.174,0,78.5523156876964
AF-Q8NDA2-F12-model_v4,Q8NDA2,Q8NDA2-F12,4.929,3.214,8.626,0.097,0.174,0,77.9094974921927
AF-Q92765-F1-model_v4,Q92765,Q92765-F1,45.875,4.25,6.242,0.057,0.174,0,80.7737628458498
AF-Q96QR8-F1-model_v4,Q96QR8,Q96QR8-F1,95.833,5.5,6.199,0.186,0.174,0,76.5555825864277
AF-Q9C0G6-F1-model_v4,Q9C0G6,Q9C0G6-F1,13.316,4.789,21.378,0.166,0.174,0,76.8478860859629
AF-Q9HB31-F1-model_v4,Q9HB31,Q9HB31-F1,38.714,5.071,14.729,0.187,0.174,0,67.2053412256267
AF-Q9NP85-F1-model_v4,Q9NP85,Q9NP85-F1,23.083,4,13.381,0.248,0.174,0,74.8666149173135
AF-A0A0C4DH33-F1-model_v4,A0A0C4DH33,A0A0C4DH33-F1,20.556,3.722,15.448,0.23,0.173,0,90.493121516165
AF-A6PVC2-F1-model_v4,A6PVC2,A6PVC2-F1,17,4.688,16.442,0.199,0.173,0,70.8305292437228
AF-C9JSJ3-F1-model_v4,C9JSJ3,C9JSJ3-F1,43.368,4.474,18.849,0.078,0.173,0,52.5143871753247
AF-O00161-F1-model_v4,O00161,O00161-F1,30.167,4.167,4.058,0.084,0.173,0,82.8318377381684
AF-O60494-F12-model_v4,O60494,O60494-F12,10.1,3.65,12.958,0.088,0.173,0,81.9918650977485
AF-O75326-F1-model_v4,O75326,O75326-F1,9.441,3.765,22.203,0.145,0.173,0,89.7088749762853
AF-O75602-F1-model_v4,O75602,O75602-F1,51,5.286,6.752,0.351,0.173,0,95.2598049281314
AF-P42677-F1-model_v4,P42677,P42677-F1,14.364,4.636,15.122,0.204,0.173,0,92.7779969650986
AF-Q03828-F1-model_v4,Q03828,Q03828-F1,19.571,4.571,8.567,0.322,0.173,0,56.025080405003
AF-Q13451-F1-model_v4,Q13451,Q13451-F1,12,4.6,12.728,0.363,0.173,0,92.878440545809
AF-Q14644-F1-model_v4,Q14644,Q14644-F1,38.882,4.059,16.416,0.025,0.173,0,84.5194775897893
AF-Q5THJ4-F2-model_v4,Q5THJ4,Q5THJ4-F2,62.667,4.5,11.249,0.156,0.173,0,65.5169153605016
AF-Q6P3W7-F1-model_v4,Q6P3W7,Q6P3W7-F1,25.857,4.643,15.771,0.105,0.173,0,71.9139901071723
AF-Q6UB28-F1-model_v4,Q6UB28,Q6UB28-F1,32.433,4.333,19.944,0.178,0.173,0,88.5072313575526
AF-Q8IW19-F1-model_v4,Q8IW19,Q8IW19-F1,17.5,4.25,8.02,0.369,0.173,0,61.7313913261469
AF-Q8IWR0-F1-model_v4,Q8IWR0,Q8IWR0-F1,28.353,4.235,17.157,0.201,0.173,0,70.8218744359933
AF-Q8IXS0-F1-model_v4,Q8IXS0,Q8IXS0-F1,17.105,4.053,18.964,0.122,0.173,0,50.2523822508676
AF-Q8NA69-F1-model_v4,Q8NA69,Q8NA69-F1,30.143,3.714,7.146,0.18,0.173,0,55.2892749319475
AF-Q99715-F9-model_v4,Q99715,Q99715-F9,8,4.333,10.682,0.058,0.173,0,79.4908817446888
AF-Q9BYE3-F1-model_v4,Q9BYE3,Q9BYE3-F1,-3,5.5,4.538,0.297,0.173,0,60.1639291217257
AF-Q9H5J0-F1-model_v4,Q9H5J0,Q9H5J0-F1,38.556,4.667,11.785,0.059,0.173,0,55.3182143676842
AF-Q9Y3B4-F1-model_v4,Q9Y3B4,Q9Y3B4-F1,-1.643,4.429,12.304,0.189,0.173,0,89.6829434697856
AF-Q9Y4K1-F1-model_v4,Q9Y4K1,Q9Y4K1-F1,29.857,4.381,16.227,0.049,0.173,0,54.9995811636858
AF-A0A096LPH7-F1-model_v4,A0A096LPH7,A0A096LPH7-F1,26,4.529,8.92,0.368,0.172,0,81.136381748072
AF-A0A1B0GTS1-F1-model_v4,A0A1B0GTS1,A0A1B0GTS1-F1,33.5,5.1,9.637,0.241,0.172,0,66.0769325153374
AF-A1A4G5-F1-model_v4,A1A4G5,A1A4G5-F1,-2,4.8,10.031,0.283,0.172,0,64.0917234468938
AF-O60443-F1-model_v4,O60443,O60443-F1,30.917,3.958,17.451,0.03,0.172,0,76.6251266649256
AF-P15313-F1-model_v4,P15313,P15313-F1,-0.462,4.462,13.771,0.271,0.172,0,87.1985893259835
AF-P61009-F1-model_v4,P61009,P61009-F1,29.875,5.125,5.645,0.201,0.172,0,91.1342578397213
AF-Q6KC79-F2-model_v4,Q6KC79,Q6KC79-F2,22.909,4.636,11.789,0.241,0.172,0,51.6246167073943
AF-Q6P6B7-F1-model_v4,Q6P6B7,Q6P6B7-F1,25.75,4.5,5.115,0.461,0.172,0,94.349148781375
AF-Q86U44-F1-model_v4,Q86U44,Q86U44-F1,43.588,4.118,11.771,0.146,0.172,0,76.2798143646409
AF-Q9HBL6-F1-model_v4,Q9HBL6,Q9HBL6-F1,12.455,3.818,14.629,0.123,0.172,0,80.7030559701493
AF-Q9NRL2-F1-model_v4,Q9NRL2,Q9NRL2-F1,31.78,4.195,22.099,0.144,0.172,0,69.0407771319373
AF-Q9UBC9-F1-model_v4,Q9UBC9,Q9UBC9-F1,13,4,7.213,0.346,0.172,0,52.8624273369992
AF-A6NDN3-F1-model_v4,A6NDN3,A6NDN3-F1,2.25,4.75,7.867,0.237,0.171,0,74.3596469329529
AF-H7BZ55-F1-model_v4,H7BZ55,H7BZ55-F1,15.556,4.333,18.467,0.092,0.171,0,73.0919713978164
AF-P42773-F1-model_v4,P42773,P42773-F1,5,4.5,4.715,0.379,0.171,0,92.4800392156863
AF-P49841-F1-model_v4,P49841,P49841-F1,21.92,4.4,16.185,0.123,0.171,0,89.0456591737546
AF-Q14114-F1-model_v4,Q14114,Q14114-F1,27.4,4.2,14.163,0.423,0.171,0,73.6217830508475
AF-Q16342-F1-model_v4,Q16342,Q16342-F1,35,4.8,9.95,0.064,0.171,0,85.5165422977466
AF-Q68DU8-F1-model_v4,Q68DU8,Q68DU8-F1,12,4.062,14.394,0.147,0.171,0,69.3923174971031
AF-Q6ZV73-F1-model_v4,Q6ZV73,Q6ZV73-F1,9,4.053,18.861,0.117,0.171,0,54.8669062832801
AF-Q86VG3-F1-model_v4,Q86VG3,Q86VG3-F1,56,4.167,9.346,0.243,0.171,0,65.6585022522522
AF-Q86WC6-F1-model_v4,Q86WC6,Q86WC6-F1,19,5.5,2.729,0.391,0.171,0,88.558728606357
AF-Q8N149-F1-model_v4,Q8N149,Q8N149-F1,13.75,3.417,10.202,0.269,0.171,0,85.9276999197646
AF-Q8N8Z6-F1-model_v4,Q8N8Z6,Q8N8Z6-F1,11.364,3.864,19.241,0.177,0.171,0,68.2313446451378
AF-Q8NHS2-F1-model_v4,Q8NHS2,Q8NHS2-F1,28.3,4.2,11.348,0.252,0.171,0,91.8413834586466
AF-Q8TB03-F1-model_v4,Q8TB03,Q8TB03-F1,24.846,3.962,21.05,0.129,0.171,0,87.2581488698363
AF-Q9H9B1-F1-model_v4,Q9H9B1,Q9H9B1-F1,32.118,4.471,19.975,0.156,0.171,0,65.0937563195147
AF-A8MWA6-F1-model_v4,A8MWA6,A8MWA6-F1,-14.333,3,4.196,0.202,0.17,0,50.7666133180909
AF-O76087-F1-model_v4,O76087,O76087-F1,44.4,6.4,6.032,0.406,0.17,0,62.9826211453745
AF-P0CG35-F1-model_v4,P0CG35,P0CG35-F1,22.2,4.6,6.973,0.411,0.17,0,73.1699450549451
AF-P13645-F1-model_v4,P13645,P13645-F1,49.6,5,8.374,0.266,0.17,0,68.3167585206672
AF-P51114-F1-model_v4,P51114,P51114-F1,54.778,4.667,8.445,0.24,0.17,0,71.0018181818182
AF-P51608-F1-model_v4,P51608,P51608-F1,28.5,6,6.27,0.32,0.17,0,57.5216779799077
AF-Q16520-F1-model_v4,Q16520,Q16520-F1,-17.5,6,6.712,0.361,0.17,0,81.9852515090543
AF-Q5T8I3-F1-model_v4,Q5T8I3,Q5T8I3-F1,-1,3.833,12.102,0.12,0.17,0,70.7974781659389
AF-Q8IYK8-F1-model_v4,Q8IYK8,Q8IYK8-F1,30.333,4.5,10.32,0.093,0.17,0,68.7626666666667
AF-Q8TCC3-F1-model_v4,Q8TCC3,Q8TCC3-F1,32.857,5,7.571,0.403,0.17,0,82.7659066564652
AF-Q96PQ5-F1-model_v4,Q96PQ5,Q96PQ5-F1,6.111,4.222,12.21,0.215,0.17,0,69.2158871473354
AF-Q9BW61-F1-model_v4,Q9BW61,Q9BW61-F1,36.75,5,5.814,0.319,0.17,0,67.3608763505402
AF-Q9H6K1-F1-model_v4,Q9H6K1,Q9H6K1-F1,23.143,5.143,8.031,0.059,0.17,0,72.6031934227607
AF-Q9NR09-F4-model_v4,Q9NR09,Q9NR09-F4,22.929,4.357,8.267,0.098,0.17,0,63.2081780923994
AF-Q9NWU2-F1-model_v4,Q9NWU2,Q9NWU2-F1,9.556,4.222,9.072,0.425,0.17,0,91.9896803409696
AF-O94811-F1-model_v4,O94811,O94811-F1,-18.75,4,7.759,0.397,0.169,0,79.4342642642643
AF-P07332-F1-model_v4,P07332,P07332-F1,32.364,4.636,14.155,0.283,0.169,0,89.6939158182647
AF-Q8TDW7-F17-model_v4,Q8TDW7,Q8TDW7-F17,13.767,4.023,27.582,0.081,0.169,0,69.1012046806062
AF-Q8WVV4-F1-model_v4,Q8WVV4,Q8WVV4-F1,-1.833,5,7.09,0.256,0.169,0,63.7622752985544
AF-Q96K58-F1-model_v4,Q96K58,Q96K58-F1,29.278,4.833,17.732,0.112,0.169,0,72.7082975589226
AF-Q9BRQ0-F1-model_v4,Q9BRQ0,Q9BRQ0-F1,24.111,4,13.168,0.201,0.169,0,56.6498379869011
AF-Q9BVG4-F1-model_v4,Q9BVG4,Q9BVG4-F1,31.333,3.867,12.37,0.205,0.169,0,76.7616056799563
AF-Q9NQM4-F1-model_v4,Q9NQM4,Q9NQM4-F1,29.75,5,3.275,0.31,0.169,0,72.803501783591
AF-Q9P225-F5-model_v4,Q9P225,Q9P225-F5,23.625,4.25,9.632,0.066,0.169,0,85.6719083767323
AF-Q9UIV1-F1-model_v4,Q9UIV1,Q9UIV1-F1,25.75,5.25,6.705,0.161,0.169,0,91.4011767260096
AF-Q9Y3A3-F1-model_v4,Q9Y3A3,Q9Y3A3-F1,27.769,4.769,10.367,0.269,0.169,0,91.2871467688938
AF-Q9Y6V7-F1-model_v4,Q9Y6V7,Q9Y6V7-F1,51.333,4.889,8.94,0.175,0.169,0,87.3087716535433
AF-A0PJY2-F1-model_v4,A0PJY2,A0PJY2-F1,31.1,5.4,11.95,0.133,0.168,0,56.7639775526964
AF-A6NDU8-F1-model_v4,A6NDU8,A6NDU8-F1,38.5,4.833,5.765,0.093,0.168,0,86.2745053078556
AF-A6NNZ2-F1-model_v4,A6NNZ2,A6NNZ2-F1,20.462,4.115,20.989,0.247,0.168,0,91.3548848589522
AF-O95260-F1-model_v4,O95260,O95260-F1,32.778,4.667,26.304,0.144,0.168,0,81.0104432666827
AF-P20933-F1-model_v4,P20933,P20933-F1,13.828,4.586,22.704,0.086,0.168,0,91.6626055257099
AF-P32971-F1-model_v4,P32971,P32971-F1,65.4,4,7.346,0.136,0.168,0,79.7760142154183
AF-P45877-F1-model_v4,P45877,P45877-F1,3,4.571,9.955,0.146,0.168,0,91.5877411325451
AF-P50613-F1-model_v4,P50613,P50613-F1,18.037,3.778,16.307,0.11,0.168,0,82.7057215557979
AF-Q03135-F1-model_v4,Q03135,Q03135-F1,27.333,5,8.869,0.352,0.168,0,78.5168301104972
AF-Q14789-F9-model_v4,Q14789,Q14789-F9,51,5,5.578,0.372,0.168,0,77.4355566252407
AF-Q7Z7M9-F1-model_v4,Q7Z7M9,Q7Z7M9-F1,13.8,5.3,17.633,0.216,0.168,0,69.1837631965789
AF-Q96RR1-F1-model_v4,Q96RR1,Q96RR1-F1,16.625,4.75,10.092,0.044,0.168,0,78.0450937155458
AF-Q9H8G2-F1-model_v4,Q9H8G2,Q9H8G2-F1,74.857,4.571,9.169,0.189,0.168,0,63.1742103293413
AF-Q9HA38-F1-model_v4,Q9HA38,Q9HA38-F1,23.167,4.667,6.443,0.24,0.168,0,68.9075546630968
AF-Q9NRH3-F1-model_v4,Q9NRH3,Q9NRH3-F1,46,4.364,14.396,0.255,0.168,0,91.4787371349096
AF-Q9UHG0-F1-model_v4,Q9UHG0,Q9UHG0-F1,27.167,4.5,4.846,0.304,0.168,0,63.2421516944594
AF-Q9UIL8-F1-model_v4,Q9UIL8,Q9UIL8-F1,5.167,4.75,13.906,0.439,0.168,0,74.3558906190657
AF-O00230-F1-model_v4,O00230,O00230-F1,-2,4.6,9.242,0.416,0.167,0,64.1335511713933
AF-O15091-F1-model_v4,O15091,O15091-F1,42.765,4.647,12.81,0.056,0.167,0,79.1322632356043
AF-Q15004-F1-model_v4,Q15004,Q15004-F1,30.143,4.429,5.705,0.264,0.167,0,66.1263971462545
AF-Q3KPI0-F1-model_v4,Q3KPI0,Q3KPI0-F1,17.857,4.429,5.73,0.422,0.167,0,85.2863644327639
AF-Q5BLP8-F1-model_v4,Q5BLP8,Q5BLP8-F1,33,4.5,5.478,0.365,0.167,0,78.2373870056497
AF-Q7RTX7-F1-model_v4,Q7RTX7,Q7RTX7-F1,63.071,4.143,16.968,0.129,0.167,0,68.4035074822788
AF-Q8NBU5-F1-model_v4,Q8NBU5,Q8NBU5-F1,16.16,3.52,16.348,0.127,0.167,0,84.6720798319328
AF-Q96CG8-F1-model_v4,Q96CG8,Q96CG8-F1,15.75,5,5.32,0.354,0.167,0,78.744801306478
AF-Q96FA7-F1-model_v4,Q96FA7,Q96FA7-F1,11.667,5.667,9.053,0.105,0.167,0,69.9457404415724
AF-Q9P2A4-F1-model_v4,Q9P2A4,Q9P2A4-F1,62.5,4.167,8.226,0.374,0.167,0,75.8737509104152
AF-Q9UHA7-F1-model_v4,Q9UHA7,Q9UHA7-F1,-17.25,3.5,5.712,0.392,0.167,0,92.8873790322581
AF-Q9UN81-F1-model_v4,Q9UN81,Q9UN81-F1,0.333,4,6.624,0.297,0.167,0,83.2817064481653
AF-Q9Y4X3-F1-model_v4,Q9Y4X3,Q9Y4X3-F1,11.25,5.125,9.809,0.272,0.167,0,77.9034728506787
AF-A0A1B0GTE1-F1-model_v4,A0A1B0GTE1,A0A1B0GTE1-F1,-0.5,3.929,9.118,0.028,0.166,0,85.7074954721863
AF-A6NCE7-F1-model_v4,A6NCE7,A6NCE7-F1,53,5.167,6.163,0.048,0.166,0,92.2621129503408
AF-O43298-F1-model_v4,O43298,O43298-F1,33.444,3.556,9.827,0.045,0.166,0,57.1955365853659
AF-P06127-F1-model_v4,P06127,P06127-F1,64.4,5.8,6.318,0.072,0.166,0,73.2704369440084
AF-P30305-F1-model_v4,P30305,P30305-F1,11.7,5.8,15.842,0.17,0.166,0,63.4444164107065
AF-P30740-F1-model_v4,P30740,P30740-F1,16.211,3.789,11.89,0.233,0.166,0,92.9301528239203
AF-P48506-F1-model_v4,P48506,P48506-F1,-4.857,4.071,10.781,0.265,0.166,0,93.6456827073552
AF-P51116-F1-model_v4,P51116,P51116-F1,27.556,4.111,9.097,0.26,0.166,0,69.5873792177914
AF-P54368-F1-model_v4,P54368,P54368-F1,17.471,4.294,19.619,0.21,0.166,0,74.1065901455767
AF-P61201-F1-model_v4,P61201,P61201-F1,6.188,4.812,16.198,0.188,0.166,0,85.0859023178808
AF-P98160-F6-model_v4,P98160,P98160-F6,34.5,4.5,10.32,0.071,0.166,0,81.6348838771593
AF-P98164-F15-model_v4,P98164,P98164-F15,23.667,6,10.618,0.183,0.166,0,76.028838808942
AF-Q86WV5-F1-model_v4,Q86WV5,Q86WV5-F1,27.125,4.25,9.294,0.333,0.166,0,93.717824742268
AF-Q8N4Q1-F1-model_v4,Q8N4Q1,Q8N4Q1-F1,4.833,3,4.358,0.347,0.166,0,76.2160663082437
AF-Q8N9N2-F1-model_v4,Q8N9N2,Q8N9N2-F1,43.636,4.273,7.548,0.038,0.166,0,66.261688067648
AF-Q8TEA1-F1-model_v4,Q8TEA1,Q8TEA1-F1,24.95,3.95,15.65,0.228,0.166,0,94.2527552986513
AF-Q8TF47-F1-model_v4,Q8TF47,Q8TF47-F1,7.632,4.105,19.296,0.194,0.166,0,64.6432176963555
AF-Q9P031-F1-model_v4,Q9P031,Q9P031-F1,9,5.4,9.944,0.222,0.166,0,73.9344747274529
AF-Q9Y2E4-F1-model_v4,Q9Y2E4,Q9Y2E4-F1,20,3.611,11.398,0.218,0.166,0,79.4199064483795
AF-A6NFK2-F1-model_v4,A6NFK2,A6NFK2-F1,4.333,4.667,9.913,0.1,0.165,0,59.1032777777778
AF-A8MTL9-F1-model_v4,A8MTL9,A8MTL9-F1,56.556,4.111,7.202,0.393,0.165,0,80.5775139146568
AF-O96007-F1-model_v4,O96007,O96007-F1,43.95,4.6,14.107,0.303,0.165,0,84.5990149456522
AF-P16402-F1-model_v4,P16402,P16402-F1,0.583,4.083,11.867,0.251,0.165,0,63.9561107574793
AF-P23769-F1-model_v4,P23769,P23769-F1,1.6,3.8,15.416,0.072,0.165,0,57.5465256627186
AF-Q02218-F1-model_v4,Q02218,Q02218-F1,23.833,4.333,8.966,0.203,0.165,0,90.6567401690555
AF-Q14781-F1-model_v4,Q14781,Q14781-F1,75.5,6.5,4.145,0.299,0.165,0,57.1826386768448
AF-Q16206-F1-model_v4,Q16206,Q16206-F1,2.4,3.8,18.985,0.171,0.165,0,77.5727506112469
AF-Q5C9Z4-F1-model_v4,Q5C9Z4,Q5C9Z4-F1,-8,4.455,13.441,0.217,0.165,0,70.0722561065877
AF-Q6NUR6-F1-model_v4,Q6NUR6,Q6NUR6-F1,40.545,4.727,11.257,0.219,0.165,0,67.2004419889503
AF-Q8N653-F1-model_v4,Q8N653,Q8N653-F1,11.917,3.917,10.085,0.126,0.165,0,80.5594059405941
AF-Q8WXH0-F6-model_v4,Q8WXH0,Q8WXH0-F6,16.571,3.524,21.116,0.158,0.165,0,79.4734353562005
AF-Q96EM0-F1-model_v4,Q96EM0,Q96EM0-F1,14.222,3.889,15.351,0.269,0.165,0,95.8404067164179
AF-Q99439-F1-model_v4,Q99439,Q99439-F1,18.9,3.9,11.807,0.12,0.165,0,70.6805987261147
AF-Q9BR39-F1-model_v4,Q9BR39,Q9BR39-F1,7.4,4.6,21.478,0.253,0.165,0,65.4509856733524
AF-Q9BT40-F1-model_v4,Q9BT40,Q9BT40-F1,-3,3.818,10.959,0.3,0.165,0,88.2898779811425
AF-Q9C098-F1-model_v4,Q9C098,Q9C098-F1,26.045,4.023,28.864,0.097,0.165,0,63.0342895752896
AF-Q9NX05-F1-model_v4,Q9NX05,Q9NX05-F1,45.909,4.909,10.738,0.076,0.165,0,69.0705675930287
AF-Q9NY25-F1-model_v4,Q9NY25,Q9NY25-F1,37.714,5.143,5.32,0.252,0.165,0,85.4513777191826
AF-Q9Y5K2-F1-model_v4,Q9Y5K2,Q9Y5K2-F1,47,4.75,5.974,0.319,0.165,0,90.3951851851852
AF-A8MTB9-F1-model_v4,A8MTB9,A8MTB9-F1,24.222,5,8.276,0.36,0.164,0,79.7710138248848
AF-O00418-F1-model_v4,O00418,O00418-F1,67.5,4.375,11.944,0.082,0.164,0,72.8489733379501
AF-O75386-F1-model_v4,O75386,O75386-F1,18.682,3.909,17.209,0.103,0.164,0,73.5643496985358
AF-O75925-F1-model_v4,O75925,O75925-F1,13.429,4.286,7.473,0.157,0.164,0,69.1736914217633
AF-P24863-F1-model_v4,P24863,P24863-F1,32,4.25,16.439,0.146,0.164,0,92.0677606837607
AF-P48507-F1-model_v4,P48507,P48507-F1,19.556,4.278,9.69,0.125,0.164,0,91.4440454124189
AF-P57077-F1-model_v4,P57077,P57077-F1,5.133,4,14.693,0.144,0.164,0,84.9882404181185
AF-P62847-F1-model_v4,P62847,P62847-F1,45.875,4.25,6.307,0.367,0.164,0,89.1364635272391
AF-Q32MZ4-F1-model_v4,Q32MZ4,Q32MZ4-F1,5,4.5,8.64,0.272,0.164,0,55.8109522282783
AF-Q5XKK7-F1-model_v4,Q5XKK7,Q5XKK7-F1,28.875,4.125,8.969,0.151,0.164,0,65.5771370420624
AF-Q70EK9-F1-model_v4,Q70EK9,Q70EK9-F1,9.5,5.167,12.815,0.117,0.164,0,69.0927163805436
AF-Q8IYX1-F1-model_v4,Q8IYX1,Q8IYX1-F1,44.571,4.643,14.172,0.316,0.164,0,93.2715331641899
AF-Q9BRU9-F1-model_v4,Q9BRU9,Q9BRU9-F1,-23,6,10.164,0.289,0.164,0,82.0286432160804
AF-Q9BV94-F1-model_v4,Q9BV94,Q9BV94-F1,38.95,4,29.917,0.121,0.164,0,85.736703873933
AF-Q9BVI0-F1-model_v4,Q9BVI0,Q9BVI0-F1,20.25,4.875,11.214,0.093,0.164,0,54.3184842131228
AF-Q9NZN8-F1-model_v4,Q9NZN8,Q9NZN8-F1,22.316,4.053,17.741,0.172,0.164,0,60.4153110846246
AF-A7E2U8-F1-model_v4,A7E2U8,A7E2U8-F1,2.857,3.857,9.39,0.097,0.163,0,73.2685496497734
AF-O60229-F5-model_v4,O60229,O60229-F5,39.929,4.286,11.837,0.064,0.163,0,75.0101570262598
AF-O60516-F1-model_v4,O60516,O60516-F1,50.167,4.833,4.791,0.223,0.163,0,76.1211741424802
AF-O75096-F1-model_v4,O75096,O75096-F1,19,4.333,12.059,0.154,0.163,0,77.4553995956873
AF-P49459-F1-model_v4,P49459,P49459-F1,38.143,5,5.894,0.43,0.163,0,94.6474569319114
AF-P59923-F1-model_v4,P59923,P59923-F1,24.636,5.091,12.477,0.231,0.163,0,58.0249090909091
AF-P78317-F1-model_v4,P78317,P78317-F1,50.2,4,4.3,0.358,0.163,0,72.7308742434432
AF-Q15717-F1-model_v4,Q15717,Q15717-F1,16.857,2.857,6.708,0.011,0.163,0,79.9227609294998
AF-Q5VX71-F1-model_v4,Q5VX71,Q5VX71-F1,0.167,3.611,16.01,0.178,0.163,0,71.8565280720339
AF-Q8IV61-F1-model_v4,Q8IV61,Q8IV61-F1,34.125,5,9.679,0.125,0.163,0,70.6185267938238
AF-Q8IXS8-F1-model_v4,Q8IXS8,Q8IXS8-F1,40.417,4.583,15.127,0.211,0.163,0,69.5902791939791
AF-Q8N6W0-F1-model_v4,Q8N6W0,Q8N6W0-F1,-9.308,4.077,12.946,0.105,0.163,0,68.2295491580663
AF-Q96QV1-F1-model_v4,Q96QV1,Q96QV1-F1,63.133,4.667,10.639,0.15,0.163,0,80.4199239819005
AF-Q96RM1-F1-model_v4,Q96RM1,Q96RM1-F1,-13.25,4.5,7.903,0.355,0.163,0,75.086261682243
AF-Q9BY12-F1-model_v4,Q9BY12,Q9BY12-F1,35.875,5.125,10.292,0.198,0.163,0,68.5099279084437
AF-Q9NPB8-F1-model_v4,Q9NPB8,Q9NPB8-F1,34.167,5.556,12.548,0.106,0.163,0,87.5094217814371
AF-Q9NXW2-F1-model_v4,Q9NXW2,Q9NXW2-F1,8,3.857,6.395,0.235,0.163,0,77.7307629704985
AF-Q9UBL9-F1-model_v4,Q9UBL9,Q9UBL9-F1,47.231,4.846,10.693,0.199,0.163,0,80.7895584201865
AF-Q9Y485-F1-model_v4,Q9Y485,Q9Y485-F1,35.727,3.727,12.471,0.081,0.163,0,67.8532370153621
AF-D3W0D1-F1-model_v4,D3W0D1,D3W0D1-F1,47.25,4.125,7.342,0.139,0.162,0,82.3544792899408
AF-O95409-F1-model_v4,O95409,O95409-F1,29,4.333,7.27,0.406,0.162,0,51.4323249806252
AF-P61769-F1-model_v4,P61769,P61769-F1,50.714,5,6.916,0.357,0.162,0,94.2988728024819
AF-Q3SYF9-F1-model_v4,Q3SYF9,Q3SYF9-F1,54.333,4.667,3.855,0.377,0.162,0,50.8307296137339
AF-Q8NEM7-F1-model_v4,Q8NEM7,Q8NEM7-F1,43.333,4.4,11.321,0.231,0.162,0,59.8476572379368
AF-Q9ULD5-F1-model_v4,Q9ULD5,Q9ULD5-F1,2.263,4.579,20.104,0.178,0.162,0,58.3262287104623
AF-O60829-F1-model_v4,O60829,O60829-F1,-20.2,3.2,5.82,0.43,0.161,0,63.2004230769231
AF-P28325-F1-model_v4,P28325,P28325-F1,81.667,6,4.622,0.37,0.161,0,88.9588287488909
AF-P48645-F1-model_v4,P48645,P48645-F1,13.1,4.7,12.691,0.141,0.161,0,63.7295382395382
AF-P48735-F1-model_v4,P48735,P48735-F1,0.882,3.706,21.547,0.011,0.161,0,91.8678258442646
AF-Q0P5P2-F1-model_v4,Q0P5P2,Q0P5P2-F1,27,4.667,7.832,0.359,0.161,0,76.61216
AF-Q14168-F1-model_v4,Q14168,Q14168-F1,-4.385,3.846,13.974,0.22,0.161,0,79.0547886393659
AF-Q15697-F1-model_v4,Q15697,Q15697-F1,46.125,4.75,5.891,0.017,0.161,0,60.0970525023027
AF-Q68D10-F1-model_v4,Q68D10,Q68D10-F1,0.429,5.714,10.992,0.294,0.161,0,58.0591440422323
AF-Q6UXN7-F1-model_v4,Q6UXN7,Q6UXN7-F1,37.778,4.556,8.463,0.386,0.161,0,80.5129250604351
AF-Q6ZU15-F1-model_v4,Q6ZU15,Q6ZU15-F1,36.667,6,13.799,0.286,0.161,0,82.1804870407291
AF-Q7Z407-F3-model_v4,Q7Z407,Q7Z407-F3,29,3.917,15.281,0.235,0.161,0,78.714021939528
AF-Q8NHU6-F1-model_v4,Q8NHU6,Q8NHU6-F1,13,4.583,12.647,0.109,0.161,0,73.5474218840078
AF-Q8TE73-F4-model_v4,Q8TE73,Q8TE73-F4,24.765,4.235,21.266,0.245,0.161,0,81.8147265486726
AF-Q8WZ42-F100-model_v4,Q8WZ42,Q8WZ42-F100,24.571,4.571,6.741,0.235,0.161,0,87.512689122032
AF-Q96QV6-F1-model_v4,Q96QV6,Q96QV6-F1,91.667,5.333,4.043,0.369,0.161,0,90.5474476570289
AF-Q9NRE2-F1-model_v4,Q9NRE2,Q9NRE2-F1,21.773,4.182,18.175,0.156,0.161,0,54.963798757764
AF-Q9UHA2-F1-model_v4,Q9UHA2,Q9UHA2-F1,40.167,5.333,4.363,0.39,0.161,0,76.3892084006462
AF-O43439-F1-model_v4,O43439,O43439-F1,47.421,4.263,17.043,0.128,0.16,0,64.7183428813919
AF-P0C875-F1-model_v4,P0C875,P0C875-F1,9.833,4.75,10.195,0.032,0.16,0,68.8908985831469
AF-Q01484-F5-model_v4,Q01484,Q01484-F5,25.125,3.625,13.181,0.161,0.16,0,57.0050578193833
AF-Q02297-F1-model_v4,Q02297,Q02297-F1,-5.625,5.375,16.064,0.276,0.16,0,57.2553896103896
AF-Q5TA50-F1-model_v4,Q5TA50,Q5TA50-F1,42.452,4.806,18.188,0.143,0.16,0,93.5692244897959
AF-Q6ZMT1-F1-model_v4,Q6ZMT1,Q6ZMT1-F1,24.059,4.706,11.747,0.131,0.16,0,67.2609977827051
AF-Q6ZQR2-F1-model_v4,Q6ZQR2,Q6ZQR2-F1,10.812,4,11.775,0.115,0.16,0,71.1029832749903
