"","gene_id","gene_name","unstranded_1"
"57945","ENSG00000285416.1","AC137630.5",30
"57946","ENSG00000285417.1","BX571818.1",17730
"57947","ENSG00000285420.1","PDGFRL2P",0
"57948","ENSG00000285424.1","AL162718.1",1
"57949","ENSG00000285427.1","SOD2-OT1",17
"57950","ENSG00000285437.1","POLR2J3",319
"57951","ENSG00000285444.1","AL162377.3",0
"57952","ENSG00000285445.1","TUSC2P2",0
"57953","ENSG00000285446.1","Z84488.1",0
"57954","ENSG00000285447.1","ZNF883",0
"57955","ENSG00000285448.1","AL136961.1",0
"57956","ENSG00000285454.1","AC111006.1",1
"57957","ENSG00000285458.1","AC093827.5",16
"57958","ENSG00000285462.1","LINC02792",0
"57959","ENSG00000285467.1","AL136419.1",2
"57960","ENSG00000285470.1","TUSC2P1",0
"57961","ENSG00000285471.1","AC007846.2",0
"57962","ENSG00000285472.1","AC134980.2",0
"57963","ENSG00000285473.1","AL691520.1",3
"57964","ENSG00000285476.1","AC139491.7",4
"57965","ENSG00000285480.1","H2BE1",2
"57966","ENSG00000285483.1","AL590381.1",1
"57967","ENSG00000285486.1","AC003043.2",2
"57968","ENSG00000285491.1","AC135068.12",0
"57969","ENSG00000285492.1","AL356417.3",1
"57970","ENSG00000285498.1","AC104389.7",0
"57971","ENSG00000285505.1","AC010616.1",0
"57972","ENSG00000285508.1","AL034430.1",0
"57973","ENSG00000285509.1","TBCEL-TECTA",10
"57974","ENSG00000285513.1","AP006216.3",0
"57975","ENSG00000285517.1","AC010198.2",22
"57976","ENSG00000285518.1","AC004900.1",7
"57977","ENSG00000285519.1","AC104781.1",17
"57978","ENSG00000285520.1","AL353586.1",22
"57979","ENSG00000285521.1","AC119673.1",1
"57980","ENSG00000285522.1","AC026740.2",0
"57981","ENSG00000285523.1","AC005906.3",3
"57982","ENSG00000285524.1","AC073236.1",0
"57983","ENSG00000285525.1","AC099670.3",0
"57984","ENSG00000285526.1","AC020907.6",0
"57985","ENSG00000285527.1","AC136285.3",4
"57986","ENSG00000285528.1","AC097104.1",0
"57987","ENSG00000285529.1","AC016816.1",23
"57988","ENSG00000285530.1","AL445928.2",181
"57989","ENSG00000285531.1","Z83840.1",50
"57990","ENSG00000285532.2","LINC02788",3
"57991","ENSG00000285533.2","RELA-DT",306
"57992","ENSG00000285534.1","AL163541.1",3
"57993","ENSG00000285535.2","AC021683.5",0
"57994","ENSG00000285536.1","LINC02838",1
"57995","ENSG00000285537.1","AP003385.5",0
"57996","ENSG00000285538.1","AC092134.3",1
"57997","ENSG00000285539.1","AC006059.3",0
"57998","ENSG00000285540.1","AC022023.2",2
"57999","ENSG00000285541.1","AC005548.1",0
"58000","ENSG00000285542.1","AC013717.1",0
"58001","ENSG00000285543.1","AC022168.1",1
"58002","ENSG00000285544.1","AC115220.1",0
"58003","ENSG00000285545.1","AC124798.2",1
"58004","ENSG00000285547.1","AL133500.1",1
"58005","ENSG00000285548.1","AC068725.1",1
"58006","ENSG00000285549.1","AC091973.1",0
"58007","ENSG00000285550.1","AC110014.1",0
"58008","ENSG00000285551.2","AC067752.1",1
"58009","ENSG00000285552.1","AC114977.1",0
"58010","ENSG00000285553.1","AL137182.1",6
"58011","ENSG00000285554.1","AC242988.2",5
"58012","ENSG00000285555.1","AC005293.1",0
"58013","ENSG00000285556.1","AL354897.1",0
"58014","ENSG00000285557.1","AC069410.1",0
"58015","ENSG00000285558.1","AC112504.2",0
"58016","ENSG00000285559.1","AC022903.2",1
"58017","ENSG00000285560.1","AC103739.3",6
"58018","ENSG00000285561.1","AP001804.1",0
"58019","ENSG00000285562.1","AC090099.2",0
"58020","ENSG00000285563.1","AC106872.12",0
"58021","ENSG00000285564.2","AL031121.2",7
"58022","ENSG00000285565.1","AL671762.1",0
"58023","ENSG00000285566.1","AL445238.1",0
"58024","ENSG00000285567.2","AC074051.3",3
"58025","ENSG00000285568.1","AP003398.2",0
"58026","ENSG00000285569.2","AC099344.3",14
"58027","ENSG00000285570.1","AL590666.4",12
"58028","ENSG00000285571.1","AL513548.4",4
"58029","ENSG00000285572.2","AL136441.1",6
"58030","ENSG00000285573.1","AC083864.4",3
"58031","ENSG00000285575.1","AP001496.4",0
"58032","ENSG00000285576.1","AL138686.2",0
"58033","ENSG00000285577.1","AC019127.1",0
"58034","ENSG00000285578.1","AL035696.4",0
"58035","ENSG00000285579.1","AC015687.1",1
"58036","ENSG00000285580.1","CR769776.3",0
"58037","ENSG00000285581.1","AC091196.1",2
"58038","ENSG00000285582.1","AC016042.1",0
"58039","ENSG00000285583.1","AC010422.7",0
"58040","ENSG00000285584.2","AL158800.1",0
"58041","ENSG00000285585.1","AC069444.2",0
"58042","ENSG00000285586.1","AL132875.3",0
"58043","ENSG00000285587.1","AC012470.1",1
"58044","ENSG00000285588.1","AL160254.1",4
"58045","ENSG00000285589.1","AC010422.8",37
"58046","ENSG00000285590.1","AC010291.1",0
"58047","ENSG00000285591.1","AC092617.1",11
"58048","ENSG00000285592.1","AC080068.1",0
"58049","ENSG00000285593.1","AC055872.2",0
"58050","ENSG00000285594.1","LINC02856",0
"58051","ENSG00000285595.1","AC105114.2",0
"58052","ENSG00000285596.1","AC017116.2",96
"58053","ENSG00000285597.1","AC051619.10",4
"58054","ENSG00000285598.1","AL023283.1",0
"58055","ENSG00000285599.1","AC234917.2",0
"58056","ENSG00000285600.1","AC023593.1",22
"58057","ENSG00000285601.1","AC084262.2",12
"58058","ENSG00000285602.1","AC097625.1",4
"58059","ENSG00000285603.1","AL035693.1",3
"58060","ENSG00000285604.1","AL357835.1",1
"58061","ENSG00000285605.1","AC109441.1",0
"58062","ENSG00000285606.1","AC079200.1",1
"58063","ENSG00000285607.1","FAM90A9P",0
"58064","ENSG00000285608.1","AL161665.1",3
"58065","ENSG00000285609.1","5S_rRNA",0
"58066","ENSG00000285610.1","AL590286.2",2
"58067","ENSG00000285611.2","AC007132.1",0
"58068","ENSG00000285612.1","AC004974.1",3
"58069","ENSG00000285613.1","AC099482.2",1
"58070","ENSG00000285614.1","AC026100.1",11
"58071","ENSG00000285615.1","AL359508.1",1
"58072","ENSG00000285616.1","AC114977.2",0
"58073","ENSG00000285618.1","AC074132.1",0
"58074","ENSG00000285619.1","AL449214.1",1
"58075","ENSG00000285620.1","FAM90A16P",0
"58076","ENSG00000285621.1","AL138999.2",6
"58077","ENSG00000285622.1","AL135926.1",12
"58078","ENSG00000285623.1","Z82202.2",0
"58079","ENSG00000285624.2","AC025062.3",2
"58080","ENSG00000285625.1","AC117378.1",0
"58081","ENSG00000285626.1","5S_rRNA",0
"58082","ENSG00000285627.1","AC005343.4",21
"58083","ENSG00000285628.1","AC126755.5",0
"58084","ENSG00000285629.1","AL031847.1",0
"58085","ENSG00000285630.1","AL590068.3",1
"58086","ENSG00000285631.1","AC097105.1",1
"58087","ENSG00000285632.1","AC084024.4",28
"58088","ENSG00000285633.1","AL132633.1",1
"58089","ENSG00000285634.2","AL583827.1",2
"58090","ENSG00000285635.1","AC021660.3",1
"58091","ENSG00000285636.2","AL450163.1",13
"58092","ENSG00000285637.2","AL161449.2",2
"58093","ENSG00000285638.1","AL138927.1",0
"58094","ENSG00000285639.1","AL133259.1",6
"58095","ENSG00000285640.1","AP001999.2",0
"58096","ENSG00000285641.1","AL358472.6",0
"58097","ENSG00000285642.1","AL139330.1",0
"58098","ENSG00000285643.1","AL354741.1",0
"58099","ENSG00000285644.1","AC108448.3",5
"58100","ENSG00000285645.1","AL133410.3",0
"58101","ENSG00000285646.2","AL021155.4",36
"58102","ENSG00000285647.1","AL671883.3",0
"58103","ENSG00000285648.1","AC137735.2",0
"58104","ENSG00000285649.1","AL357079.2",15
"58105","ENSG00000285650.1","AL157827.2",19
"58106","ENSG00000285651.1","AL450992.2",31
"58107","ENSG00000285652.1","AL591428.1",0
"58108","ENSG00000285653.1","AC006238.2",3
"58109","ENSG00000285654.1","AC090953.2",0
"58110","ENSG00000285655.1","AC009879.2",0
"58111","ENSG00000285656.1","AP002793.1",4
"58112","ENSG00000285657.1","FAM90A19P",0
"58113","ENSG00000285658.1","AC127035.1",22
"58114","ENSG00000285659.1","AC134684.11",0
"58115","ENSG00000285660.1","AC092958.3",0
"58116","ENSG00000285661.1","AC127520.1",1
"58117","ENSG00000285662.2","FAM245B",0
"58118","ENSG00000285663.1","AC108457.1",4
"58119","ENSG00000285664.2","AL139317.5",33
"58120","ENSG00000285665.1","TOP1P1",14
"58121","ENSG00000285666.1","AC006972.1",1
"58122","ENSG00000285667.1","AC012291.3",20
"58123","ENSG00000285668.1","AC126544.2",21
"58124","ENSG00000285669.1","AC026979.4",99
"58125","ENSG00000285670.1","AC006970.2",0
"58126","ENSG00000285671.1","AL139405.1",1
"58127","ENSG00000285672.1","AL160396.2",1
"58128","ENSG00000285673.1","AC007092.1",0
"58129","ENSG00000285674.1","5S_rRNA",0
"58130","ENSG00000285675.1","AC023385.1",0
"58131","ENSG00000285676.1","AL158212.5",35
"58132","ENSG00000285677.2","AL355388.2",11
"58133","ENSG00000285679.2","AC079142.1",64
"58134","ENSG00000285680.2","AL355481.1",0
"58135","ENSG00000285681.2","AC091576.1",4
"58136","ENSG00000285683.2","AC023781.1",72
"58137","ENSG00000285684.1","AL137781.1",131
"58138","ENSG00000285685.1","AC115284.3",0
"58139","ENSG00000285686.1","LINC02834",1
"58140","ENSG00000285687.1","FAM90A22P",0
"58141","ENSG00000285688.1","AL161443.1",3
"58142","ENSG00000285689.1","AC091951.4",0
"58143","ENSG00000285690.1","AL022332.2",0
"58144","ENSG00000285691.2","AL445259.1",0
"58145","ENSG00000285692.1","AC023509.6",12
"58146","ENSG00000285693.1","AP002381.2",70
"58147","ENSG00000285694.1","AL162718.2",45
"58148","ENSG00000285695.1","AC016383.2",0
"58149","ENSG00000285696.1","AP002433.2",13
"58150","ENSG00000285697.1","AC002059.3",5
"58151","ENSG00000285698.1","AL049825.1",0
"58152","ENSG00000285699.1","AL360267.2",1
"58153","ENSG00000285700.1","AC104260.3",5
"58154","ENSG00000285701.1","AL357140.4",5
"58155","ENSG00000285702.1","AC211476.5",0
"58156","ENSG00000285703.1","AL021918.3",4
"58157","ENSG00000285704.1","AC004765.1",12
"58158","ENSG00000285705.1","AC090692.2",6
"58159","ENSG00000285706.1","AL807776.1",5
"58160","ENSG00000285707.1","AL008720.1",0
"58161","ENSG00000285708.1","AC097634.4",0
"58162","ENSG00000285709.1","AL592164.2",0
"58163","ENSG00000285710.1","AC012184.4",6
"58164","ENSG00000285711.1","LINC02835",22
"58165","ENSG00000285712.1","AC068707.1",5
"58166","ENSG00000285713.1","AC098588.2",2
"58167","ENSG00000285714.1","AL159158.1",0
"58168","ENSG00000285715.1","AC063960.1",2
"58169","ENSG00000285716.1","AC004129.3",0
"58170","ENSG00000285717.1","AL162719.1",1
"58171","ENSG00000285718.2","AL353072.2",0
"58172","ENSG00000285719.2","AL356275.1",1
"58173","ENSG00000285720.1","FAM90A17P",0
"58174","ENSG00000285722.1","AC207130.1",0
"58175","ENSG00000285723.1","AL034430.2",0
"58176","ENSG00000285724.2","AC092110.1",8
"58177","ENSG00000285725.1","AC004967.2",81
"58178","ENSG00000285726.1","AL031121.3",0
"58179","ENSG00000285727.1","AL136419.2",0
"58180","ENSG00000285728.2","AC098484.4",92
"58181","ENSG00000285729.1","AC103874.1",0
"58182","ENSG00000285730.1","Z94721.3",69
"58183","ENSG00000285731.1","AC090644.1",3
"58184","ENSG00000285732.1","AC121334.3",0
"58185","ENSG00000285733.1","AL031315.1",0
"58186","ENSG00000285734.1","AC005414.1",5
"58187","ENSG00000285735.2","LINC02717",2
"58188","ENSG00000285736.1","AC131025.3",5
"58189","ENSG00000285737.1","LINC02680",5
"58190","ENSG00000285738.1","AC098969.1",1
"58191","ENSG00000285739.1","AC010157.2",2
"58192","ENSG00000285740.1","AC090692.3",0
"58193","ENSG00000285741.1","AC005999.2",0
"58194","ENSG00000285742.1","AL445604.1",1
"58195","ENSG00000285743.1","AL158210.1",0
"58196","ENSG00000285744.1","AC083837.1",40
"58197","ENSG00000285745.1","AC104805.1",0
"58198","ENSG00000285746.1","AL450447.1",0
"58199","ENSG00000285747.1","AL133485.3",6
"58200","ENSG00000285748.2","AC090337.2",3
"58201","ENSG00000285749.2","AC097636.1",0
"58202","ENSG00000285750.1","AL157385.2",4
"58203","ENSG00000285751.1","AC021723.2",3
"58204","ENSG00000285752.1","CDC42-AS1",46
"58205","ENSG00000285753.1","LCEP3",0
"58206","ENSG00000285754.1","AC008170.1",3
"58207","ENSG00000285755.2","AC132153.1",0
"58208","ENSG00000285756.2","BX890604.1",3596
"58209","ENSG00000285758.2","AC036214.4",4
"58210","ENSG00000285759.1","AL138885.3",14
"58211","ENSG00000285760.1","AC087498.1",0
"58212","ENSG00000285761.1","AL645939.5",1
"58213","ENSG00000285762.1","AC253536.7",0
"58214","ENSG00000285763.1","AL358777.3",217
"58215","ENSG00000285764.1","AL445989.2",0
"58216","ENSG00000285765.1","FAM90A23P",0
"58217","ENSG00000285766.1","AC092042.4",3
"58218","ENSG00000285768.1","LINC02849",2
"58219","ENSG00000285769.2","AP003100.2",8
"58220","ENSG00000285770.1","AC018653.4",21
"58221","ENSG00000285771.1","AL139095.5",16
"58222","ENSG00000285772.1","AC000120.2",0
"58223","ENSG00000285773.1","AL161893.1",0
"58224","ENSG00000285774.3","AL133444.1",0
"58225","ENSG00000285775.1","AC109136.1",0
"58226","ENSG00000285776.1","5S_rRNA",0
"58227","ENSG00000285777.1","AL139142.2",6
"58228","ENSG00000285778.2","AL591463.1",0
"58229","ENSG00000285779.1","AL358472.7",0
"58230","ENSG00000285780.2","AC109129.1",0
"58231","ENSG00000285781.1","AL117340.1",0
"58232","ENSG00000285782.2","AC116099.1",0
"58233","ENSG00000285783.1","AC098588.3",0
"58234","ENSG00000285784.1","AL353595.1",0
"58235","ENSG00000285785.1","AC003950.1",0
"58236","ENSG00000285786.1","AC074325.1",1
"58237","ENSG00000285788.1","AC099782.1",3
"58238","ENSG00000285789.1","AL162717.1",0
"58239","ENSG00000285790.1","AC021517.3",0
"58240","ENSG00000285791.1","AC009879.3",6
"58241","ENSG00000285792.1","AC040169.4",5
"58242","ENSG00000285793.1","ANAPC1P2",50
"58243","ENSG00000285794.1","AL031281.1",0
"58244","ENSG00000285796.1","AL162458.1",223
"58245","ENSG00000285797.1","AL512658.2",1
"58246","ENSG00000285798.1","AC092958.4",0
"58247","ENSG00000285799.1","AL645929.2",10
"58248","ENSG00000285800.1","AC026462.5",1
"58249","ENSG00000285801.1","AL133268.4",2
"58250","ENSG00000285802.1","AL450043.1",2
"58251","ENSG00000285803.1","AL442003.1",29
"58252","ENSG00000285804.2","AC025774.1",18
"58253","ENSG00000285805.1","AC012378.2",1
"58254","ENSG00000285806.1","AL391560.1",0
"58255","ENSG00000285807.1","AL353768.2",4
"58256","ENSG00000285808.1","LINC02797",1
"58257","ENSG00000285809.1","AC093295.1",1
"58258","ENSG00000285810.1","AC018511.6",2
"58259","ENSG00000285811.1","AL355677.1",0
"58260","ENSG00000285812.1","AL390719.3",45
"58261","ENSG00000285813.1","AP000813.1",251
"58262","ENSG00000285814.1","FAM90A14P",0
"58263","ENSG00000285815.1","GET1-SH3BGR",0
"58264","ENSG00000285816.1","AP000944.5",21
"58265","ENSG00000285817.1","AC105213.1",0
"58266","ENSG00000285818.1","AL591893.1",0
"58267","ENSG00000285819.1","AC131180.1",0
"58268","ENSG00000285820.1","AL157829.1",0
"58269","ENSG00000285821.1","AC011899.3",0
"58270","ENSG00000285822.1","AC129926.2",680
"58271","ENSG00000285823.1","LINC02793",0
"58272","ENSG00000285824.1","AL353796.2",0
"58273","ENSG00000285825.2","CCDC15-DT",70
"58274","ENSG00000285826.1","AL356807.1",0
"58275","ENSG00000285827.1","AP001267.5",6
"58276","ENSG00000285829.1","AC005921.4",0
"58277","ENSG00000285830.1","AL109628.2",3
"58278","ENSG00000285831.1","AC027329.1",2
"58279","ENSG00000285833.1","AL590989.1",0
"58280","ENSG00000285834.1","AL356413.1",0
"58281","ENSG00000285835.1","AP000676.5",0
"58282","ENSG00000285836.1","AC092896.1",12
"58283","ENSG00000285837.1","AC024598.1",0
"58284","ENSG00000285838.2","AL646090.2",163
"58285","ENSG00000285839.1","AL445685.3",0
"58286","ENSG00000285840.2","AL353648.1",2
"58287","ENSG00000285841.1","AC005692.3",0
"58288","ENSG00000285842.1","AP000820.2",0
"58289","ENSG00000285843.1","SCYGR9",0
"58290","ENSG00000285844.2","FO393414.3",4
"58291","ENSG00000285845.1","AL392086.1",0
"58292","ENSG00000285846.1","AL358613.3",0
"58293","ENSG00000285847.2","AL713852.1",5
"58294","ENSG00000285848.1","AC025280.3",0
"58295","ENSG00000285849.1","AL021918.4",11
"58296","ENSG00000285850.1","AC009152.3",0
"58297","ENSG00000285851.1","AL359762.3",6
"58298","ENSG00000285852.1","AL353147.1",28
"58299","ENSG00000285853.1","AL137802.3",1
"58300","ENSG00000285854.1","AC010197.2",2
"58301","ENSG00000285855.1","Z72006.1",0
"58302","ENSG00000285856.1","AL353704.1",10
"58303","ENSG00000285857.1","AC016727.3",71
"58304","ENSG00000285858.1","AL137005.1",0
"58305","ENSG00000285859.1","AL512598.2",8
"58306","ENSG00000285860.1","AC010677.2",0
"58307","ENSG00000285861.1","AC026991.2",0
"58308","ENSG00000285862.1","AC084121.4",0
"58309","ENSG00000285863.1","AC009554.2",43
"58310","ENSG00000285864.1","AP000593.4",0
"58311","ENSG00000285865.1","AC010285.3",10
"58312","ENSG00000285866.1","LINC02852",0
"58313","ENSG00000285867.1","BX470102.2",137
"58314","ENSG00000285868.1","AC008676.3",0
"58315","ENSG00000285869.1","LINC02858",0
"58316","ENSG00000285870.1","AC012673.1",5
"58317","ENSG00000285871.1","AL359844.1",9
"58318","ENSG00000285872.1","AC007240.3",249
"58319","ENSG00000285873.1","AL445253.1",6
"58320","ENSG00000285875.1","AL035446.2",1
"58321","ENSG00000285876.1","AC093912.1",0
"58322","ENSG00000285877.1","AC007448.5",99
"58323","ENSG00000285878.1","AP002961.1",5
"58324","ENSG00000285879.1","AC018628.2",49
"58325","ENSG00000285880.1","AC144573.1",0
"58326","ENSG00000285881.1","AC105206.3",3
"58327","ENSG00000285882.1","AC093516.1",0
"58328","ENSG00000285883.1","AC123784.1",0
"58329","ENSG00000285884.1","AL022345.4",46
"58330","ENSG00000285885.1","AC092058.1",2
"58331","ENSG00000285886.1","AC211476.6",7
"58332","ENSG00000285887.1","AL009176.1",255
"58333","ENSG00000285888.1","Z85996.2",1
"58334","ENSG00000285889.1","AL355312.4",0
"58335","ENSG00000285890.1","AC009623.3",0
"58336","ENSG00000285891.1","AC113348.1",0
"58337","ENSG00000285892.1","AC006043.1",0
"58338","ENSG00000285894.2","AL136372.2",0
"58339","ENSG00000285895.1","AP003557.2",2
"58340","ENSG00000285896.1","AC074281.1",0
"58341","ENSG00000285897.1","AC004687.2",12
"58342","ENSG00000285898.1","AC007317.1",74
"58343","ENSG00000285899.1","AL023574.1",0
"58344","ENSG00000285900.1","AC079177.1",0
"58345","ENSG00000285901.2","AC008012.1",0
"58346","ENSG00000285902.1","AL136442.1",0
"58347","ENSG00000285904.1","AC006452.1",1
"58348","ENSG00000285905.1","BMP8B-AS1",4
"58349","ENSG00000285906.2","AC083855.2",134
"58350","ENSG00000285907.1","AL161910.1",2
"58351","ENSG00000285908.1","AC080128.2",0
"58352","ENSG00000285909.1","AP002762.2",0
"58353","ENSG00000285910.1","AL513013.1",0
"58354","ENSG00000285911.1","AL391834.3",5
"58355","ENSG00000285912.1","5S_rRNA",0
"58356","ENSG00000285913.1","FAM90A18P",0
"58357","ENSG00000285914.1","AC022440.1",0
"58358","ENSG00000285915.1","AC015819.5",3
"58359","ENSG00000285917.1","AL109924.4",0
"58360","ENSG00000285918.1","AC092376.3",3
"58361","ENSG00000285919.1","AC087639.2",1
"58362","ENSG00000285920.2","AC087721.2",0
"58363","ENSG00000285921.1","AP000779.1",11
"58364","ENSG00000285922.1","AC104453.1",0
"58365","ENSG00000285923.1","AL160171.1",20
"58366","ENSG00000285925.1","AC007391.2",8
"58367","ENSG00000285926.1","AC005082.2",0
"58368","ENSG00000285927.1","AC134684.12",0
"58369","ENSG00000285928.1","AC103591.4",23
"58370","ENSG00000285929.1","AL353789.1",1
"58371","ENSG00000285930.1","AC015813.8",0
"58372","ENSG00000285931.1","AC005495.1",0
"58373","ENSG00000285932.1","AL133353.2",2
"58374","ENSG00000285933.1","AP003498.2",2
"58375","ENSG00000285934.1","AC091074.2",0
"58376","ENSG00000285935.1","AL159978.1",0
"58377","ENSG00000285936.1","AL392024.1",2
"58378","ENSG00000285937.1","FAM90A8P",0
"58379","ENSG00000285938.1","AC072022.2",20
"58380","ENSG00000285939.2","AC034268.2",0
"58381","ENSG00000285940.2","AC009899.1",23
"58382","ENSG00000285941.1","AL133257.1",1
"58383","ENSG00000285942.1","AC018362.3",0
"58384","ENSG00000285943.1","AC112128.1",64
"58385","ENSG00000285944.2","H2AL1SP",1
"58386","ENSG00000285945.1","AC242022.2",2
"58387","ENSG00000285946.1","AL162596.1",0
"58388","ENSG00000285947.1","AC127029.3",0
"58389","ENSG00000285948.1","AC123768.4",5
"58390","ENSG00000285950.1","FAM90A10P",0
"58391","ENSG00000285952.1","AC020663.4",0
"58392","ENSG00000285953.1","AC000120.3",0
"58393","ENSG00000285954.1","AC119428.2",0
"58394","ENSG00000285955.1","BX842242.1",1
"58395","ENSG00000285957.1","AC019257.9",0
"58396","ENSG00000285958.1","AC073174.1",8
"58397","ENSG00000285959.1","AL590556.3",0
"58398","ENSG00000285960.1","AC005100.2",0
"58399","ENSG00000285961.1","AL590814.1",0
"58400","ENSG00000285963.1","AL035467.2",2
"58401","ENSG00000285964.1","AC002074.2",0
"58402","ENSG00000285966.1","AC007686.4",65
"58403","ENSG00000285967.1","NIPBL-DT",2223
"58404","ENSG00000285968.1","AL022324.4",0
"58405","ENSG00000285969.1","AC087591.1",70
"58406","ENSG00000285970.1","AC106820.6",12
"58407","ENSG00000285971.1","AC023095.1",0
"58408","ENSG00000285972.1","CERNA2",22686
"58409","ENSG00000285973.2","AC063960.2",10
"58410","ENSG00000285974.1","AC026624.1",7
"58411","ENSG00000285975.1","FAM90A7P",0
"58412","ENSG00000285976.2","AL135905.2",93
"58413","ENSG00000285977.1","AC022068.1",0
"58414","ENSG00000285978.1","AC113348.2",1
"58415","ENSG00000285979.1","AC009090.6",79
"58416","ENSG00000285980.2","AP003025.2",2
"58417","ENSG00000285981.1","AL591888.1",2
"58418","ENSG00000285982.1","AC012213.5",0
"58419","ENSG00000285984.1","AC009301.1",0
"58420","ENSG00000285985.1","LINC02689",1
"58421","ENSG00000285986.1","BX248415.1",28
"58422","ENSG00000285987.1","AL157886.1",0
"58423","ENSG00000285988.1","AL392086.2",0
"58424","ENSG00000285989.1","H2AQ1P",0
"58425","ENSG00000285990.1","NBEAP6",0
"58426","ENSG00000285991.1","AL355312.5",3
"58427","ENSG00000285992.1","AC120036.5",0
"58428","ENSG00000285993.1","AC018931.1",0
"58429","ENSG00000285994.1","AL731559.1",3
"58430","ENSG00000285996.1","AC006116.9",14
"58431","ENSG00000285997.1","AC008391.1",0
"58432","ENSG00000285998.1","AC104790.1",0
"58433","ENSG00000285999.1","AC025442.2",13
"58434","ENSG00000286000.1","AC234775.3",10
"58435","ENSG00000286001.1","AC021087.5",105
"58436","ENSG00000286002.1","AC010987.1",1
"58437","ENSG00000286003.1","AC110992.1",0
"58438","ENSG00000286004.1","AC124944.3",83
"58439","ENSG00000286005.1","AL353899.1",0
"58440","ENSG00000286006.2","AL109828.1",0
"58441","ENSG00000286007.1","AC113189.12",0
"58442","ENSG00000286008.1","AC148477.10",0
"58443","ENSG00000286009.2","AC244213.1",0
"58444","ENSG00000286010.1","AC108925.1",1
"58445","ENSG00000286011.1","AC062037.3",25
"58446","ENSG00000286012.1","FP671120.8",0
"58447","ENSG00000286013.1","AC005050.2",1
"58448","ENSG00000286014.1","SPDYE15",0
"58449","ENSG00000286015.1","CR589904.2",260
"58450","ENSG00000286016.1","AC079949.3",25
"58451","ENSG00000286017.1","AC011322.1",9
"58452","ENSG00000286018.1","AF129075.3",13
"58453","ENSG00000286019.1","NOTCH2NLB",0
"58454","ENSG00000286020.1","AC011997.2",3
"58455","ENSG00000286021.2","LINC02822",2
"58456","ENSG00000286022.1","AL121899.2",0
"58457","ENSG00000286023.1","AP001924.1",3
"58458","ENSG00000286024.1","AC026803.3",14
"58459","ENSG00000286025.1","FAM246C",1
"58460","ENSG00000286026.1","AC079776.4",0
"58461","ENSG00000286027.1","PCSEAT",0
"58462","ENSG00000286028.1","AP002008.4",2
"58463","ENSG00000286030.2","AC015911.9",0
"58464","ENSG00000286031.1","AC232271.2",0
"58465","ENSG00000286032.1","FP236383.6",1
"58466","ENSG00000286033.1","CR381670.2",22
"58467","ENSG00000286034.1","AC100822.1",2
"58468","ENSG00000286035.1","AC073840.1",8
"58469","ENSG00000286036.1","AC017099.2",6
"58470","ENSG00000286037.1","AC011479.4",0
"58471","ENSG00000286038.1","SPDYE13",0
"58472","ENSG00000286039.1","AC093849.2",20
"58473","ENSG00000286040.1","AL158058.2",0
"58474","ENSG00000286041.1","AC074139.1",0
"58475","ENSG00000286042.1","LCAL1",66
"58476","ENSG00000286043.1","AC091214.1",4
"58477","ENSG00000286044.1","AP001977.1",13
"58478","ENSG00000286045.1","AC005034.6",13
"58479","ENSG00000286046.1","AC093898.1",8
"58480","ENSG00000286047.1","AC093894.1",0
"58481","ENSG00000286048.1","AC008966.3",0
"58482","ENSG00000286049.1","AC090016.1",0
"58483","ENSG00000286050.1","AC012078.2",2
"58484","ENSG00000286051.1","AC244102.3",30
"58485","ENSG00000286052.1","AL109955.1",10
"58486","ENSG00000286053.2","ASDURF",0
"58487","ENSG00000286054.1","FP236383.7",0
"58488","ENSG00000286055.1","AC093890.2",2
"58489","ENSG00000286056.1","AC008055.2",0
"58490","ENSG00000286057.1","FP671120.9",0
"58491","ENSG00000286058.1","AC018865.2",139
"58492","ENSG00000286059.1","AC005538.3",0
"58493","ENSG00000286060.1","AL365256.1",46
"58494","ENSG00000286061.1","RCAN3AS",23
"58495","ENSG00000286062.1","AC092353.2",0
"58496","ENSG00000286063.1","AL121888.1",14
"58497","ENSG00000286064.1","AL035413.2",101
"58498","ENSG00000286065.2","SLFN12L",0
"58499","ENSG00000286066.1","AC097375.4",0
"58500","ENSG00000286067.1","AC004263.2",250
"58501","ENSG00000286068.1","AC010974.2",3
"58502","ENSG00000286069.2","AC076968.2",0
"58503","ENSG00000286070.2","AP000356.5",8
"58504","ENSG00000286071.1","AL136171.2",22
"58505","ENSG00000286072.1","AC002072.1",6
"58506","ENSG00000286073.1","AL138900.2",0
"58507","ENSG00000286074.1","AC110795.1",5
"58508","ENSG00000286075.2","AC009412.1",0
"58509","ENSG00000286076.1","AC005050.3",0
"58510","ENSG00000286077.1","AL158141.1",0
"58511","ENSG00000286078.1","AL391056.2",0
"58512","ENSG00000286079.1","AL627230.3",0
"58513","ENSG00000286080.1","AC011477.7",0
"58514","ENSG00000286081.1","AC016682.1",3
"58515","ENSG00000286082.1","AL133493.1",1
"58516","ENSG00000286083.1","AL132981.1",0
"58517","ENSG00000286084.2","AL096794.1",26
"58518","ENSG00000286085.1","AL109653.3",139
"58519","ENSG00000286086.1","AC099661.1",21
"58520","ENSG00000286087.1","AL133331.1",15
"58521","ENSG00000286088.1","AC073585.1",0
"58522","ENSG00000286089.1","AC095057.4",11
"58523","ENSG00000286090.1","AC034110.1",0
"58524","ENSG00000286091.1","FP236383.8",0
"58525","ENSG00000286092.1","AC117503.5",3
