"gene","p.fisher","q.fisher"
"SBF1",NA,NA
"SBF2",NA,NA
"SBK1",NA,NA
"SBK2",NA,NA
"SBNO1",NA,NA
"SBNO2",NA,NA
"SBSN",NA,NA
"SC4MOL",NA,NA
"SC5DL",NA,NA
"SC65",NA,NA
"SCAF1",NA,NA
"SCAI",NA,NA
"SCAMP1",NA,NA
"SCAMP2",NA,NA
"SCAMP3",NA,NA
"SCAMP4",NA,NA
"SCAMP5",NA,NA
"SCAND1",NA,NA
"SCAND3",NA,NA
"SCAP",NA,NA
"SCAPER",NA,NA
"SCARA3",NA,NA
"SCARA5",NA,NA
"SCARB1",NA,NA
"SCARB2",NA,NA
"SCARF1",NA,NA
"SCARF2",NA,NA
"SCCPDH",NA,NA
"SCD",NA,NA
"SCD5",NA,NA
"SCEL",NA,NA
"SCFD1",NA,NA
"SCFD2",NA,NA
"SCG2",NA,NA
"SCG3",NA,NA
"SCG5",NA,NA
"SCGB1A1",NA,NA
"SCGB1C1",NA,NA
"SCGB1D1",NA,NA
"SCGB1D2",NA,NA
"SCGB1D4",NA,NA
"SCGB2A1",NA,NA
"SCGB2A2",NA,NA
"SCGB3A1",NA,NA
"SCGB3A2",NA,NA
"SCGBL",NA,NA
"SCGN",NA,NA
"SCHIP1",NA,NA
"SCIN",NA,NA
"SCLT1",NA,NA
"SCLY",NA,NA
"SCMH1",NA,NA
"SCML1",NA,NA
"SCML2",NA,NA
"SCML4",NA,NA
"SCN10A",NA,NA
"SCN11A",NA,NA
"SCN1A",NA,NA
"SCN1B",NA,NA
"SCN2A",NA,NA
"SCN2B",NA,NA
"SCN3A",NA,NA
"SCN3B",NA,NA
"SCN4A",NA,NA
"SCN4B",NA,NA
"SCN5A",NA,NA
"SCN7A",NA,NA
"SCN8A",NA,NA
"SCN9A",NA,NA
"SCNM1",NA,NA
"SCNN1A",NA,NA
"SCNN1B",NA,NA
"SCNN1D",NA,NA
"SCNN1G",NA,NA
"SCO1",NA,NA
"SCO2",NA,NA
"SCOC",NA,NA
"SCP2",NA,NA
"SCPEP1",NA,NA
"SCRG1",NA,NA
"SCRIB",NA,NA
"SCRN1",NA,NA
"SCRN2",NA,NA
"SCRN3",NA,NA
"SCRT1",NA,NA
"SCRT2",NA,NA
"SCT",NA,NA
"SCTR",NA,NA
"SCUBE1",NA,NA
"SCUBE2",NA,NA
"SCUBE3",NA,NA
"SCXA",NA,NA
"SCXB",NA,NA
"SCYL1",NA,NA
"SCYL2",NA,NA
"SCYL3",NA,NA
"SDAD1",NA,NA
"SDC1",NA,NA
"SDC2",NA,NA
"SDC3",NA,NA
"SDC4",NA,NA
"SDCBP",NA,NA
"SDCBP2",NA,NA
"SDCCAG1",NA,NA
"SDCCAG3",NA,NA
"SDCCAG8",NA,NA
"SDF2",NA,NA
"SDF2L1",NA,NA
"SDF4",NA,NA
"SDHA",NA,NA
"SDHAF1",NA,NA
"SDHAF2",NA,NA
"SDHB",NA,NA
"SDHC",NA,NA
"SDHD",NA,NA
"SDK1",NA,NA
"SDK2",NA,NA
"SDPR",NA,NA
"SDR16C5",NA,NA
"SDR39U1",NA,NA
"SDR42E1",NA,NA
"SDR9C7",NA,NA
"SDS",NA,NA
"SDSL",NA,NA
"SEBOX",NA,NA
"SEC11A",NA,NA
"SEC11C",NA,NA
"SEC13",NA,NA
"SEC14L1",NA,NA
"SEC14L2",NA,NA
"SEC14L3",NA,NA
"SEC14L4",NA,NA
"SEC14L5",NA,NA
"SEC16A",NA,NA
"SEC16B",NA,NA
"SEC22A",NA,NA
"SEC22B",NA,NA
"SEC22C",NA,NA
"SEC23A",NA,NA
"SEC23B",NA,NA
"SEC23IP",NA,NA
"SEC24A",NA,NA
"SEC24B",NA,NA
"SEC24C",NA,NA
"SEC24D",NA,NA
"SEC31A",NA,NA
"SEC31B",NA,NA
"SEC61A1",NA,NA
"SEC61A2",NA,NA
"SEC61B",NA,NA
"SEC61G",NA,NA
"SEC62",NA,NA
"SEC63",NA,NA
"SECISBP2",NA,NA
"SECISBP2L",NA,NA
"SECTM1",NA,NA
"SEH1L",NA,NA
"SEL1L",NA,NA
"SEL1L2",NA,NA
"SEL1L3",NA,NA
"SELE",NA,NA
"SELENBP1",NA,NA
"SELK",NA,NA
"SELL",NA,NA
"SELM",NA,NA
"SELO",NA,NA
"SELP",NA,NA
"SELPLG",NA,NA
"SELS",NA,NA
"SELT",NA,NA
"SELV",NA,NA
"SEMA3A",NA,NA
"SEMA3B",NA,NA
"SEMA3C",NA,NA
"SEMA3D",NA,NA
"SEMA3E",NA,NA
"SEMA3F",NA,NA
"SEMA3G",NA,NA
"SEMA4A",NA,NA
"SEMA4B",NA,NA
"SEMA4C",NA,NA
"SEMA4D",NA,NA
"SEMA4F",NA,NA
"SEMA4G",NA,NA
"SEMA5A",NA,NA
"SEMA5B",NA,NA
"SEMA6A",NA,NA
"SEMA6B",NA,NA
"SEMA6C",NA,NA
"SEMA6D",NA,NA
"SEMA7A",NA,NA
"SEMG1",NA,NA
"SEMG2",NA,NA
"SENP1",NA,NA
"SENP2",NA,NA
"SENP3",NA,NA
"SENP5",NA,NA
"SENP6",NA,NA
"SENP7",NA,NA
"SENP8",NA,NA
"SEP15",NA,NA
"SEPHS1",NA,NA
"SEPHS2",NA,NA
"SEPN1",NA,NA
"SEPP1",NA,NA
"SEPSECS",NA,NA
"SEPT1",NA,NA
"SEPT10",NA,NA
"SEPT11",NA,NA
"SEPT12",NA,NA
"SEPT14",NA,NA
"SEPT2",NA,NA
"SEPT3",NA,NA
"SEPT4",NA,NA
"SEPT5",NA,NA
"SEPT6",NA,NA
"SEPT7",NA,NA
"SEPT8",NA,NA
"SEPT9",NA,NA
"SEPW1",NA,NA
"SEPX1",NA,NA
"SERAC1",NA,NA
"SERBP1",NA,NA
"SERF1A",NA,NA
"SERF1B",NA,NA
"SERF2",NA,NA
"SERGEF",NA,NA
"SERHL2",NA,NA
"SERINC1",NA,NA
"SERINC2",NA,NA
"SERINC3",NA,NA
"SERINC4",NA,NA
"SERINC5",NA,NA
"SERP1",NA,NA
"SERP2",NA,NA
"SERPINA1",NA,NA
"SERPINA10",NA,NA
"SERPINA11",NA,NA
"SERPINA12",NA,NA
"SERPINA3",NA,NA
"SERPINA4",NA,NA
"SERPINA5",NA,NA
"SERPINA6",NA,NA
"SERPINA7",NA,NA
"SERPINA9",NA,NA
"SERPINB1",NA,NA
"SERPINB10",NA,NA
"SERPINB11",NA,NA
"SERPINB12",NA,NA
"SERPINB13",NA,NA
"SERPINB2",NA,NA
"SERPINB3",NA,NA
"SERPINB4",NA,NA
"SERPINB5",NA,NA
"SERPINB6",NA,NA
"SERPINB7",NA,NA
"SERPINB8",NA,NA
"SERPINB9",NA,NA
"SERPINC1",NA,NA
"SERPIND1",NA,NA
"SERPINE1",NA,NA
"SERPINE2",NA,NA
"SERPINE3",NA,NA
"SERPINF1",NA,NA
"SERPINF2",NA,NA
"SERPING1",NA,NA
"SERPINH1",NA,NA
"SERPINI1",NA,NA
"SERPINI2",NA,NA
"SERTAD1",NA,NA
"SERTAD2",NA,NA
"SERTAD3",NA,NA
"SERTAD4",NA,NA
"SESN1",NA,NA
"SESN2",NA,NA
"SESN3",NA,NA
"SESTD1",NA,NA
"SET",NA,NA
"SETBP1",NA,NA
"SETD1A",NA,NA
"SETD1B",NA,NA
"SETD2",NA,NA
"SETD3",NA,NA
"SETD4",NA,NA
"SETD5",NA,NA
"SETD6",NA,NA
"SETD7",NA,NA
"SETD8",NA,NA
"SETDB1",NA,NA
"SETDB2",NA,NA
"SETMAR",NA,NA
"SETX",NA,NA
"SEZ6",NA,NA
"SEZ6L",NA,NA
"SEZ6L2",NA,NA
"SF1",NA,NA
"SF3A1",NA,NA
"SF3A2",NA,NA
"SF3A3",NA,NA
"SF3B1",NA,NA
"SF3B14",NA,NA
"SF3B2",NA,NA
"SF3B3",NA,NA
"SF3B4",NA,NA
"SF3B5",NA,NA
"SF4",NA,NA
"SFI1",NA,NA
"SFMBT1",NA,NA
"SFMBT2",NA,NA
"SFN",NA,NA
"SFPQ",NA,NA
"SFRP1",NA,NA
"SFRP2",NA,NA
"SFRP4",NA,NA
"SFRP5",NA,NA
"SFRS1",NA,NA
"SFRS11",NA,NA
"SFRS12",NA,NA
"SFRS12IP1",NA,NA
"SFRS13A",NA,NA
"SFRS13B",NA,NA
"SFRS14",NA,NA
"SFRS15",NA,NA
"SFRS16",NA,NA
"SFRS17A",NA,NA
"SFRS18",NA,NA
"SFRS2",NA,NA
"SFRS2B",NA,NA
"SFRS2IP",NA,NA
"SFRS3",NA,NA
"SFRS4",NA,NA
"SFRS5",NA,NA
"SFRS6",NA,NA
"SFRS7",NA,NA
"SFRS8",NA,NA
"SFRS9",NA,NA
"SFT2D1",NA,NA
"SFT2D2",NA,NA
"SFT2D3",NA,NA
"SFTA2",NA,NA
"SFTA3",NA,NA
"SFTPA1",NA,NA
"SFTPA2",NA,NA
"SFTPB",NA,NA
"SFTPC",NA,NA
"SFTPD",NA,NA
"SFXN1",NA,NA
"SFXN2",NA,NA
"SFXN3",NA,NA
"SFXN4",NA,NA
"SFXN5",NA,NA
"SGCA",NA,NA
"SGCB",NA,NA
"SGCD",NA,NA
"SGCE",NA,NA
"SGCG",NA,NA
"SGCZ",NA,NA
"SGEF",NA,NA
"SGIP1",NA,NA
"SGK1",NA,NA
"SGK196",NA,NA
"SGK2",NA,NA
"SGK223",NA,NA
"SGK269",NA,NA
"SGK3",NA,NA
"SGK494",NA,NA
"SGMS1",NA,NA
"SGMS2",NA,NA
"SGOL1",NA,NA
"SGOL2",NA,NA
"SGPL1",NA,NA
"SGPP1",NA,NA
"SGPP2",NA,NA
"SGSH",NA,NA
"SGSM1",NA,NA
"SGSM2",NA,NA
"SGSM3",NA,NA
"SGTA",NA,NA
"SGTB",NA,NA
"SH2B1",NA,NA
"SH2B2",NA,NA
"SH2B3",NA,NA
"SH2D1A",NA,NA
"SH2D1B",NA,NA
"SH2D2A",NA,NA
"SH2D3A",NA,NA
"SH2D3C",NA,NA
"SH2D4A",NA,NA
"SH2D4B",NA,NA
"SH2D5",NA,NA
"SH2D6",NA,NA
"SH2D7",NA,NA
"SH3BGR",NA,NA
"SH3BGRL",NA,NA
"SH3BGRL2",NA,NA
"SH3BGRL3",NA,NA
"SH3BP1",NA,NA
"SH3BP2",NA,NA
"SH3BP4",NA,NA
"SH3BP5",NA,NA
"SH3BP5L",NA,NA
"SH3D19",NA,NA
"SH3D20",NA,NA
"SH3GL1",NA,NA
"SH3GL2",NA,NA
"SH3GL3",NA,NA
"SH3GLB1",NA,NA
"SH3GLB2",NA,NA
"SH3KBP1",NA,NA
"SH3PXD2A",NA,NA
"SH3PXD2B",NA,NA
"SH3RF1",NA,NA
"SH3RF2",NA,NA
"SH3RF3",NA,NA
"SH3TC1",NA,NA
"SH3TC2",NA,NA
"SH3YL1",NA,NA
"SHANK1",NA,NA
"SHANK2",NA,NA
"SHANK3",NA,NA
"SHARPIN",NA,NA
"SHB",NA,NA
"SHBG",NA,NA
"SHC1",NA,NA
"SHC2",NA,NA
"SHC3",NA,NA
"SHC4",NA,NA
"SHCBP1",NA,NA
"SHD",NA,NA
"SHE",NA,NA
"SHF",NA,NA
"SHFM1",NA,NA
"SHH",NA,NA
"SHISA2",NA,NA
"SHISA3",NA,NA
"SHISA4",NA,NA
"SHISA5",NA,NA
"SHISA6",NA,NA
"SHISA7",NA,NA
"SHISA9",NA,NA
"SHKBP1",NA,NA
"SHMT1",NA,NA
"SHMT2",NA,NA
"SHOC2",NA,NA
"SHOX",NA,NA
"SHOX2",NA,NA
"SHPK",NA,NA
"SHPRH",NA,NA
"SHQ1",NA,NA
"SHROOM1",NA,NA
"SHROOM2",NA,NA
"SHROOM3",NA,NA
"SHROOM4",NA,NA
"SI",NA,NA
"SIAE",NA,NA
"SIAH1",NA,NA
"SIAH2",NA,NA
"SIAH3",NA,NA
"SIDT1",NA,NA
"SIDT2",NA,NA
"SIGIRR",NA,NA
"SIGLEC1",NA,NA
"SIGLEC10",NA,NA
"SIGLEC11",NA,NA
"SIGLEC12",NA,NA
"SIGLEC14",NA,NA
"SIGLEC15",NA,NA
"SIGLEC5",NA,NA
"SIGLEC6",NA,NA
"SIGLEC7",NA,NA
"SIGLEC8",NA,NA
"SIGLEC9",NA,NA
"SIGMAR1",NA,NA
"SIK1",NA,NA
"SIK2",NA,NA
"SIK3",NA,NA
"SIKE1",NA,NA
"SIL1",NA,NA
"SILV",NA,NA
"SIM1",NA,NA
"SIM2",NA,NA
"SIN3A",NA,NA
"SIN3B",NA,NA
"SIP1",NA,NA
"SIPA1",NA,NA
"SIPA1L1",NA,NA
"SIPA1L2",NA,NA
"SIPA1L3",NA,NA
"SIRPA",NA,NA
"SIRPB1",NA,NA
"SIRPB2",NA,NA
"SIRPD",NA,NA
"SIRPG",NA,NA
"SIRT1",NA,NA
"SIRT2",NA,NA
"SIRT3",NA,NA
"SIRT4",NA,NA
"SIRT5",NA,NA
"SIRT6",NA,NA
"SIRT7",NA,NA
"SIT1",NA,NA
"SIVA1",NA,NA
"SIX1",NA,NA
"SIX2",NA,NA
"SIX3",NA,NA
"SIX4",NA,NA
"SIX5",NA,NA
"SIX6",NA,NA
"SKA1",NA,NA
"SKA2",NA,NA
"SKA3",NA,NA
"SKAP1",NA,NA
"SKAP2",NA,NA
"SKI",NA,NA
"SKIL",NA,NA
"SKIV2L",NA,NA
"SKIV2L2",NA,NA
"SKP1",NA,NA
"SKP2",NA,NA
"SLA",NA,NA
"SLA2",NA,NA
"SLAIN1",NA,NA
"SLAIN2",NA,NA
"SLAMF1",NA,NA
"SLAMF6",NA,NA
"SLAMF7",NA,NA
"SLAMF8",NA,NA
"SLAMF9",NA,NA
"SLBP",NA,NA
"SLC10A1",NA,NA
"SLC10A2",NA,NA
"SLC10A3",NA,NA
"SLC10A4",NA,NA
"SLC10A5",NA,NA
"SLC10A6",NA,NA
"SLC10A7",NA,NA
"SLC11A1",NA,NA
"SLC11A2",NA,NA
"SLC12A1",NA,NA
"SLC12A2",NA,NA
"SLC12A3",NA,NA
"SLC12A4",NA,NA
"SLC12A5",NA,NA
"SLC12A6",NA,NA
"SLC12A7",NA,NA
"SLC12A8",NA,NA
"SLC12A9",NA,NA
"SLC13A1",NA,NA
"SLC13A2",NA,NA
"SLC13A3",NA,NA
"SLC13A4",NA,NA
"SLC13A5",NA,NA
"SLC14A1",NA,NA
"SLC14A2",NA,NA
"SLC15A1",NA,NA
"SLC15A2",NA,NA
"SLC15A3",NA,NA
"SLC15A4",NA,NA
"SLC15A5",NA,NA
"SLC16A1",NA,NA
"SLC16A10",NA,NA
"SLC16A11",NA,NA
"SLC16A12",NA,NA
"SLC16A13",NA,NA
"SLC16A14",NA,NA
"SLC16A2",NA,NA
"SLC16A3",NA,NA
"SLC16A4",NA,NA
"SLC16A5",NA,NA
"SLC16A6",NA,NA
"SLC16A7",NA,NA
"SLC16A8",NA,NA
"SLC16A9",NA,NA
"SLC17A1",NA,NA
"SLC17A2",NA,NA
"SLC17A3",NA,NA
"SLC17A4",NA,NA
"SLC17A5",NA,NA
"SLC17A6",NA,NA
"SLC17A7",NA,NA
"SLC17A8",NA,NA
"SLC17A9",NA,NA
"SLC18A1",NA,NA
"SLC18A2",NA,NA
"SLC18A3",NA,NA
"SLC19A1",NA,NA
"SLC19A2",NA,NA
"SLC19A3",NA,NA
"SLC1A1",NA,NA
"SLC1A2",NA,NA
"SLC1A3",NA,NA
"SLC1A4",NA,NA
"SLC1A5",NA,NA
"SLC1A6",NA,NA
"SLC1A7",NA,NA
"SLC20A1",NA,NA
"SLC20A2",NA,NA
"SLC22A1",NA,NA
"SLC22A10",NA,NA
"SLC22A11",NA,NA
"SLC22A12",NA,NA
"SLC22A13",NA,NA
"SLC22A14",NA,NA
"SLC22A15",NA,NA
"SLC22A16",NA,NA
"SLC22A17",NA,NA
"SLC22A18",NA,NA
"SLC22A18AS",NA,NA
"SLC22A2",NA,NA
"SLC22A20",NA,NA
"SLC22A23",NA,NA
"SLC22A24",NA,NA
"SLC22A25",NA,NA
"SLC22A3",NA,NA
"SLC22A4",NA,NA
"SLC22A5",NA,NA
"SLC22A6",NA,NA
"SLC22A7",NA,NA
"SLC22A8",NA,NA
"SLC22A9",NA,NA
"SLC23A1",NA,NA
"SLC23A2",NA,NA
"SLC23A3",NA,NA
"SLC24A1",NA,NA
"SLC24A2",NA,NA
"SLC24A3",NA,NA
"SLC24A4",NA,NA
"SLC24A5",NA,NA
"SLC24A6",NA,NA
"SLC25A1",NA,NA
"SLC25A10",NA,NA
"SLC25A11",NA,NA
"SLC25A12",NA,NA
"SLC25A13",NA,NA
"SLC25A14",NA,NA
"SLC25A15",NA,NA
"SLC25A16",NA,NA
"SLC25A17",NA,NA
"SLC25A18",NA,NA
"SLC25A19",NA,NA
"SLC25A2",NA,NA
"SLC25A20",NA,NA
"SLC25A21",NA,NA
"SLC25A22",NA,NA
"SLC25A23",NA,NA
"SLC25A24",NA,NA
"SLC25A25",NA,NA
"SLC25A26",NA,NA
"SLC25A27",NA,NA
"SLC25A28",NA,NA
"SLC25A29",NA,NA
"SLC25A3",NA,NA
"SLC25A30",NA,NA
"SLC25A31",NA,NA
"SLC25A32",NA,NA
"SLC25A33",NA,NA
"SLC25A34",NA,NA
"SLC25A35",NA,NA
"SLC25A36",NA,NA
"SLC25A37",NA,NA
"SLC25A38",NA,NA
"SLC25A39",NA,NA
"SLC25A4",NA,NA
"SLC25A40",NA,NA
"SLC25A41",NA,NA
"SLC25A42",NA,NA
"SLC25A43",NA,NA
"SLC25A44",NA,NA
"SLC25A45",NA,NA
"SLC25A46",NA,NA
"SLC25A5",NA,NA
"SLC25A6",NA,NA
"SLC26A1",NA,NA
"SLC26A10",NA,NA
"SLC26A11",NA,NA
"SLC26A2",NA,NA
"SLC26A3",NA,NA
"SLC26A4",NA,NA
"SLC26A5",NA,NA
"SLC26A6",NA,NA
"SLC26A7",NA,NA
"SLC26A8",NA,NA
"SLC26A9",NA,NA
"SLC27A1",NA,NA
"SLC27A2",NA,NA
"SLC27A3",NA,NA
"SLC27A4",NA,NA
"SLC27A5",NA,NA
"SLC27A6",NA,NA
"SLC28A1",NA,NA
"SLC28A2",NA,NA
"SLC28A3",NA,NA
"SLC29A1",NA,NA
"SLC29A2",NA,NA
"SLC29A3",NA,NA
"SLC29A4",NA,NA
"SLC2A1",NA,NA
"SLC2A10",NA,NA
"SLC2A11",NA,NA
"SLC2A12",NA,NA
"SLC2A13",NA,NA
"SLC2A14",NA,NA
"SLC2A2",NA,NA
"SLC2A3",NA,NA
"SLC2A4",NA,NA
"SLC2A4RG",NA,NA
"SLC2A5",NA,NA
"SLC2A6",NA,NA
"SLC2A7",NA,NA
"SLC2A8",NA,NA
"SLC2A9",NA,NA
"SLC30A1",NA,NA
"SLC30A10",NA,NA
"SLC30A2",NA,NA
"SLC30A3",NA,NA
"SLC30A4",NA,NA
"SLC30A5",NA,NA
"SLC30A6",NA,NA
"SLC30A7",NA,NA
"SLC30A8",NA,NA
"SLC30A9",NA,NA
"SLC31A1",NA,NA
"SLC31A2",NA,NA
"SLC32A1",NA,NA
"SLC33A1",NA,NA
"SLC34A1",NA,NA
"SLC34A2",NA,NA
"SLC34A3",NA,NA
"SLC35A1",NA,NA
"SLC35A2",NA,NA
"SLC35A3",NA,NA
"SLC35A4",NA,NA
"SLC35A5",NA,NA
"SLC35B1",NA,NA
"SLC35B2",NA,NA
"SLC35B3",NA,NA
"SLC35B4",NA,NA
"SLC35C1",NA,NA
"SLC35C2",NA,NA
"SLC35D1",NA,NA
"SLC35D2",NA,NA
"SLC35D3",NA,NA
"SLC35E1",NA,NA
"SLC35E2",NA,NA
"SLC35E3",NA,NA
"SLC35E4",NA,NA
"SLC35F1",NA,NA
"SLC35F2",NA,NA
"SLC35F3",NA,NA
"SLC35F4",NA,NA
"SLC35F5",NA,NA
"SLC36A1",NA,NA
"SLC36A2",NA,NA
"SLC36A3",NA,NA
"SLC36A4",NA,NA
"SLC37A1",NA,NA
"SLC37A2",NA,NA
"SLC37A3",NA,NA
"SLC37A4",NA,NA
"SLC38A1",NA,NA
"SLC38A10",NA,NA
"SLC38A11",NA,NA
"SLC38A2",NA,NA
"SLC38A3",NA,NA
"SLC38A4",NA,NA
"SLC38A5",NA,NA
"SLC38A6",NA,NA
"SLC38A7",NA,NA
"SLC38A8",NA,NA
"SLC38A9",NA,NA
"SLC39A1",NA,NA
"SLC39A10",NA,NA
"SLC39A11",NA,NA
"SLC39A12",NA,NA
"SLC39A13",NA,NA
"SLC39A14",NA,NA
"SLC39A2",NA,NA
"SLC39A3",NA,NA
"SLC39A4",NA,NA
"SLC39A5",NA,NA
"SLC39A6",NA,NA
"SLC39A7",NA,NA
"SLC39A8",NA,NA
"SLC39A9",NA,NA
"SLC3A1",NA,NA
"SLC3A2",NA,NA
"SLC40A1",NA,NA
"SLC41A1",NA,NA
"SLC41A2",NA,NA
"SLC41A3",NA,NA
"SLC43A1",NA,NA
"SLC43A2",NA,NA
"SLC43A3",NA,NA
"SLC44A1",NA,NA
"SLC44A2",NA,NA
"SLC44A3",NA,NA
"SLC44A4",NA,NA
"SLC44A5",NA,NA
"SLC45A1",NA,NA
"SLC45A2",NA,NA
"SLC45A3",NA,NA
"SLC45A4",NA,NA
"SLC46A1",NA,NA
"SLC46A2",NA,NA
"SLC46A3",NA,NA
"SLC47A1",NA,NA
"SLC47A2",NA,NA
"SLC48A1",NA,NA
"SLC4A1",NA,NA
"SLC4A10",NA,NA
"SLC4A11",NA,NA
"SLC4A1AP",NA,NA
"SLC4A2",NA,NA
"SLC4A3",NA,NA
"SLC4A4",NA,NA
"SLC4A5",NA,NA
"SLC4A7",NA,NA
"SLC4A8",NA,NA
"SLC4A9",NA,NA
"SLC5A1",NA,NA
"SLC5A10",NA,NA
"SLC5A11",NA,NA
"SLC5A12",NA,NA
"SLC5A2",NA,NA
"SLC5A3",NA,NA
"SLC5A4",NA,NA
"SLC5A5",NA,NA
"SLC5A6",NA,NA
"SLC5A7",NA,NA
"SLC5A8",NA,NA
"SLC5A9",NA,NA
"SLC6A1",NA,NA
"SLC6A11",NA,NA
"SLC6A12",NA,NA
"SLC6A13",NA,NA
"SLC6A14",NA,NA
"SLC6A15",NA,NA
"SLC6A16",NA,NA
"SLC6A17",NA,NA
"SLC6A18",NA,NA
"SLC6A19",NA,NA
"SLC6A2",NA,NA
"SLC6A20",NA,NA
"SLC6A3",NA,NA
"SLC6A4",NA,NA
"SLC6A5",NA,NA
"SLC6A6",NA,NA
"SLC6A7",NA,NA
"SLC6A8",NA,NA
"SLC6A9",NA,NA
"SLC7A1",NA,NA
"SLC7A10",NA,NA
"SLC7A11",NA,NA
"SLC7A13",NA,NA
"SLC7A14",NA,NA
"SLC7A2",NA,NA
"SLC7A3",NA,NA
"SLC7A4",NA,NA
"SLC7A5",NA,NA
"SLC7A6",NA,NA
"SLC7A6OS",NA,NA
"SLC7A7",NA,NA
"SLC7A8",NA,NA
"SLC7A9",NA,NA
"SLC8A1",NA,NA
"SLC8A2",NA,NA
"SLC8A3",NA,NA
"SLC9A1",NA,NA
"SLC9A10",NA,NA
"SLC9A11",NA,NA
"SLC9A2",NA,NA
"SLC9A3",NA,NA
"SLC9A3R1",NA,NA
"SLC9A3R2",NA,NA
"SLC9A4",NA,NA
"SLC9A5",NA,NA
"SLC9A6",NA,NA
"SLC9A7",NA,NA
"SLC9A8",NA,NA
"SLC9A9",NA,NA
"SLCO1A2",NA,NA
"SLCO1B1",NA,NA
"SLCO1B3",NA,NA
"SLCO1C1",NA,NA
"SLCO2A1",NA,NA
"SLCO2B1",NA,NA
"SLCO3A1",NA,NA
"SLCO4A1",NA,NA
"SLCO4C1",NA,NA
"SLCO5A1",NA,NA
"SLCO6A1",NA,NA
"SLFN11",NA,NA
"SLFN12",NA,NA
"SLFN12L",NA,NA
"SLFN13",NA,NA
"SLFN14",NA,NA
"SLFN5",NA,NA
"SLFNL1",NA,NA
"SLIT1",NA,NA
"SLIT2",NA,NA
"SLIT3",NA,NA
"SLITRK1",NA,NA
"SLITRK2",NA,NA
"SLITRK3",NA,NA
"SLITRK4",NA,NA
"SLITRK5",NA,NA
"SLITRK6",NA,NA
"SLK",NA,NA
"SLMAP",NA,NA
"SLMO1",NA,NA
"SLMO2",NA,NA
"SLN",NA,NA
"SLPI",NA,NA
"SLTM",NA,NA
"SLU7",NA,NA
"SLURP1",NA,NA
"SMAD1",NA,NA
"SMAD2",NA,NA
"SMAD3",NA,NA
"SMAD4",NA,NA
"SMAD5",NA,NA
"SMAD6",NA,NA
"SMAD7",NA,NA
"SMAD9",NA,NA
"SMAGP",NA,NA
"SMAP1",NA,NA
"SMAP2",NA,NA
"SMARCA1",NA,NA
"SMARCA2",NA,NA
"SMARCA4",NA,NA
"SMARCA5",NA,NA
"SMARCAD1",NA,NA
"SMARCAL1",NA,NA
"SMARCB1",NA,NA
"SMARCC1",NA,NA
"SMARCC2",NA,NA
"SMARCD1",NA,NA
"SMARCD2",NA,NA
"SMARCD3",NA,NA
"SMARCE1",NA,NA
"SMC1A",NA,NA
"SMC1B",NA,NA
"SMC2",NA,NA
"SMC3",NA,NA
"SMC4",NA,NA
"SMC5",NA,NA
"SMC6",NA,NA
"SMCHD1",NA,NA
"SMCP",NA,NA
"SMCR7",NA,NA
"SMCR7L",NA,NA
"SMCR8",NA,NA
"SMEK1",NA,NA
"SMEK2",NA,NA
"SMG1",NA,NA
"SMG5",NA,NA
"SMG6",NA,NA
"SMG7",NA,NA
"SMN1",NA,NA
"SMN2",NA,NA
"SMNDC1",NA,NA
"SMO",NA,NA
"SMOC1",NA,NA
"SMOC2",NA,NA
"SMOX",NA,NA
"SMPD1",NA,NA
"SMPD2",NA,NA
"SMPD3",NA,NA
"SMPD4",NA,NA
"SMPDL3A",NA,NA
"SMPDL3B",NA,NA
"SMPX",NA,NA
"SMR3A",NA,NA
"SMR3B",NA,NA
"SMS",NA,NA
"SMTN",NA,NA
"SMTNL1",NA,NA
"SMTNL2",NA,NA
"SMU1",NA,NA
"SMUG1",NA,NA
"SMURF1",NA,NA
"SMURF2",NA,NA
"SMYD1",NA,NA
"SMYD2",NA,NA
"SMYD3",NA,NA
"SMYD4",NA,NA
"SMYD5",NA,NA
"SNAI1",NA,NA
"SNAI2",NA,NA
"SNAI3",NA,NA
"SNAP23",NA,NA
"SNAP25",NA,NA
"SNAP29",NA,NA
"SNAP47",NA,NA
"SNAP91",NA,NA
"SNAPC1",NA,NA
"SNAPC2",NA,NA
"SNAPC3",NA,NA
"SNAPC4",NA,NA
"SNAPC5",NA,NA
"SNAPIN",NA,NA
"SNCA",NA,NA
"SNCAIP",NA,NA
"SNCB",NA,NA
"SNCG",NA,NA
"SND1",NA,NA
"SNED1",NA,NA
"SNF8",NA,NA
"SNHG3-RCC1",NA,NA
"SNIP1",NA,NA
"SNN",NA,NA
"SNPH",NA,NA
"SNRK",NA,NA
"SNRNP200",NA,NA
"SNRNP25",NA,NA
"SNRNP27",NA,NA
"SNRNP35",NA,NA
"SNRNP40",NA,NA
"SNRNP48",NA,NA
"SNRNP70",NA,NA
"SNRPA",NA,NA
"SNRPA1",NA,NA
"SNRPB",NA,NA
"SNRPB2",NA,NA
"SNRPC",NA,NA
"SNRPD1",NA,NA
"SNRPD2",NA,NA
"SNRPD3",NA,NA
"SNRPE",NA,NA
"SNRPF",NA,NA
"SNRPG",NA,NA
"SNRPN",NA,NA
"SNTA1",NA,NA
"SNTB1",NA,NA
"SNTB2",NA,NA
"SNTG1",NA,NA
"SNTG2",NA,NA
"SNTN",NA,NA
"SNUPN",NA,NA
