Gene,Essential CEG
YDR056C,Non-essential
YJL209W,Non-essential
YKL126W,Non-essential
YLR142W,Non-essential
YKL150W,Non-essential
YML070W,Non-essential
YNL090W,Non-essential
YDR294C,Non-essential
YDL114W,Non-essential
YDR286C,Non-essential
YPL191C,Non-essential
YDL045C,Essential
YPL171C,Non-essential
YBR107C,Non-essential
YPL006W,Non-essential
YEL062W,Non-essential
YJL218W,Non-essential
YHL017W,Non-essential
YDR135C,Non-essential
YDL227C,Non-essential
YIR032C,Non-essential
YHR028C,Non-essential
YEL036C,Non-essential
YBL054W,Non-essential
YLR220W,Non-essential
YNL027W,Non-essential
YER092W,Non-essential
YKL176C,Non-essential
YMR275C,Non-essential
YEL005C,Non-essential
YDR363W,Non-essential
YGL166W,Non-essential
YDR512C,Non-essential
YER143W,Non-essential
YDR126W,Non-essential
YNL053W,Non-essential
YHR157W,Non-essential
YDL020C,Non-essential
YKL001C,Non-essential
YML023C,Essential
YOR193W,Non-essential
YGR079W,Non-essential
YFL025C,Non-essential
YHR001W,Non-essential
YKR052C,Non-essential
YLR001C,Non-essential
YDR273W,Non-essential
YKL100C,Non-essential
YNL188W,Essential
YER035W,Non-essential
YNR013C,Non-essential
YJR044C,Non-essential
YDL001W,Non-essential
YBL091C-A,Non-essential
YOL151W,Non-essential
YIR018W,Non-essential
YJL159W,Non-essential
YIL041W,Non-essential
YDR315C,Non-essential
YPL108W,Non-essential
YKR013W,Non-essential
YDR017C,Non-essential
YDL146W,Non-essential
YAL034C,Non-essential
YNL093W,Non-essential
YIL093C,Non-essential
YJL192C,Non-essential
YHR124W,Non-essential
YDR525W-A,Non-essential
YOR060C,Essential
YDR372C,Non-essential
YPR065W,Non-essential
YLR203C,Non-essential
YKL038W,Non-essential
YDR057W,Non-essential
YFR014C,Non-essential
YOR231W,Non-essential
YOR337W,Non-essential
YOR043W,Non-essential
YMR118C,Non-essential
YPL195W,Non-essential
YOR311C,Non-essential
YGR194C,Non-essential
YKR061W,Non-essential
YCR037C,Non-essential
YGL060W,Non-essential
YOR020W-A,Non-essential
YDR466W,Non-essential
YMR152W,Non-essential
YDR438W,Non-essential
YLR437C,Non-essential
YDR200C,Non-essential
YKL204W,Non-essential
YDR494W,Non-essential
YGR102C,Non-essential
YDR218C,Non-essential
YMR083W,Non-essential
YNL117W,Non-essential
YMR226C,Non-essential
YOR028C,Non-essential
YKR020W,Non-essential
YKR015C,Non-essential
YDL085C-A,Non-essential
YCR061W,Non-essential
YLR154C,Non-essential
YER091C,Non-essential
YER039C-A,Non-essential
YDR130C,Non-essential
YGL185C,Non-essential
YDL189W,Non-essential
YMR315W,Non-essential
YLR254C,Non-essential
YNL010W,Non-essential
YEL018W,Non-essential
YIL071C,Non-essential
YCR030C,Non-essential
YFL053W,Non-essential
YBR183W,Non-essential
YMR040W,Non-essential
YDR369C,Non-essential
YDR452W,Non-essential
YER078C,Non-essential
YOL092W,Non-essential
YAL032C,Essential
YKL091C,Non-essential
YGL057C,Non-essential
YLR199C,Non-essential
YGR147C,Essential
YJR076C,Essential
YMR110C,Non-essential
YDL181W,Non-essential
YIL098C,Non-essential
YDR539W,Non-essential
YER167W,Non-essential
YDR476C,Non-essential
YGL159W,Non-essential
YHR044C,Non-essential
YOR138C,Non-essential
YJR112W-A,Non-essential
YDL049C,Non-essential
YBR037C,Non-essential
YER183C,Non-essential
YNR057C,Non-essential
YGR206W,Non-essential
YKL128C,Non-essential
YDR357C,Non-essential
YNR065C,Non-essential
YER115C,Non-essential
YJR013W,Essential
YNL274C,Non-essential
YDR402C,Non-essential
YOR011W,Non-essential
YMR136W,Non-essential
YGL061C,Essential
YJR124C,Non-essential
YJR154W,Non-essential
YLR089C,Non-essential
YMR221C,Non-essential
YHL016C,Non-essential
YJL055W,Non-essential
YBR046C,Non-essential
YNL051W,Non-essential
YGL224C,Non-essential
YDL173W,Non-essential
YOR137C,Non-essential
YNR067C,Non-essential
YBR280C,Non-essential
YDR264C,Non-essential
YIL123W,Non-essential
YMR169C,Non-essential
YNL034W,Non-essential
YDR078C,Non-essential
YJL012C,Non-essential
YDR198C,Non-essential
YNL291C,Non-essential
YKL178C,Non-essential
YBR215W,Non-essential
YMR182C,Non-essential
YLR328W,Non-essential
YOR334W,Non-essential
YKR021W,Non-essential
YMR316W,Non-essential
YOR115C,Non-essential
YJR062C,Non-essential
YKL183W,Non-essential
YDR260C,Non-essential
YOR130C,Non-essential
YGR144W,Non-essential
YPL236C,Non-essential
YGL160W,Non-essential
YFL044C,Non-essential
YOL117W,Non-essential
YPL176C,Non-essential
YHR101C,Essential
YMR104C,Non-essential
YHR096C,Non-essential
YBL095W,Non-essential
YCR095C,Non-essential
YDR028C,Non-essential
YMR178W,Non-essential
YER101C,Non-essential
YLR211C,Non-essential
YBR296C,Non-essential
YJL082W,Non-essential
YDR001C,Non-essential
YPL189W,Non-essential
YHR001W-A,Non-essential
YHR184W,Non-essential
YMR066W,Non-essential
YKL166C,Non-essential
YHR155W,Non-essential
YBR014C,Non-essential
YEL046C,Non-essential
YHR007C,Essential
YDR266C,Non-essential
YER104W,Essential
YMR246W,Non-essential
YHR063C,Non-essential
YOR230W,Non-essential
YKR066C,Non-essential
YBR105C,Non-essential
YJR075W,Non-essential
YIL045W,Non-essential
YHR205W,Non-essential
YBR078W,Non-essential
YPL260W,Non-essential
YPL200W,Non-essential
YNL029C,Non-essential
YPL196W,Non-essential
YGR130C,Non-essential
YPL177C,Non-essential
YMR194C-B,Non-essential
YFL047W,Non-essential
YBR042C,Non-essential
YJL183W,Non-essential
YBR059C,Non-essential
YGR097W,Non-essential
YDL131W,Non-essential
YCR075C,Non-essential
YLR013W,Non-essential
YNL193W,Non-essential
YMR087W,Non-essential
YLR143W,Non-essential
YDR242W,Non-essential
YNL166C,Non-essential
YPR116W,Non-essential
YIL156W,Non-essential
YKR046C,Non-essential
YDL099W,Non-essential
YJL117W,Non-essential
YDR307W,Non-essential
YDL160C-A,Non-essential
YPR122W,Non-essential
YLR350W,Non-essential
YDR541C,Non-essential
YDR313C,Non-essential
YBL031W,Non-essential
YBR018C,Non-essential
YER037W,Non-essential
YIL056W,Non-essential
YIL146C,Non-essential
YOR223W,Non-essential
YKL047W,Non-essential
YGL223C,Non-essential
YJL059W,Non-essential
YER134C,Non-essential
YIL049W,Non-essential
YJR126C,Non-essential
YGL083W,Non-essential
YOL028C,Non-essential
YLR080W,Non-essential
YJL048C,Non-essential
YDR446W,Non-essential
YHL008C,Non-essential
YNL047C,Non-essential
YKL189W,Essential
YKL142W,Non-essential
YIL050W,Non-essential
YLL049W,Non-essential
YLL058W,Non-essential
YKL090W,Non-essential
YJL057C,Non-essential
YKR074W,Non-essential
YMR098C,Non-essential
YGL077C,Non-essential
YNL231C,Non-essential
YBR188C,Non-essential
YHR210C,Non-essential
YPL052W,Non-essential
YNL130C,Non-essential
YBR052C,Non-essential
YKL006C-A,Essential
YMR159C,Non-essential
YIL113W,Non-essential
YBR205W,Non-essential
YDL168W,Non-essential
YNR049C,Non-essential
YBR276C,Non-essential
YBL025W,Non-essential
YPR154W,Non-essential
YIL044C,Non-essential
YDR031W,Non-essential
YAL027W,Non-essential
YDR248C,Non-essential
YCR099C,Non-essential
YOR247W,Non-essential
YER032W,Non-essential
YHR084W,Non-essential
YKL042W,Essential
YLR164W,Non-essential
YJR011C,Non-essential
YNL094W,Non-essential
YLR242C,Non-essential
YNL196C,Non-essential
YLR326W,Non-essential
YMR181C,Non-essential
YGL038C,Non-essential
YKL107W,Non-essential
YGL226C-A,Non-essential
YJR137C,Non-essential
YBR095C,Non-essential
YBR213W,Non-essential
YCL014W,Non-essential
YJL155C,Non-essential
YAL014C,Non-essential
YPR079W,Non-essential
YOR152C,Non-essential
YDR420W,Non-essential
YLR329W,Non-essential
YDR197W,Non-essential
YGL250W,Non-essential
YKR049C,Non-essential
YNL087W,Non-essential
YPL070W,Non-essential
YDL218W,Non-essential
YMR204C,Non-essential
YGR077C,Non-essential
YCL028W,Non-essential
YIL147C,Essential
YHR202W,Non-essential
YOL032W,Non-essential
YLR407W,Non-essential
YLR352W,Non-essential
YIL043C,Non-essential
YPR151C,Non-essential
YMR071C,Non-essential
YPL241C,Non-essential
YLR445W,Non-essential
YDR123C,Non-essential
YOR161C,Non-essential
YIR029W,Non-essential
YGL006W,Non-essential
YPL121C,Non-essential
YGL010W,Non-essential
YMR008C,Non-essential
YNL042W,Non-essential
YNL311C,Non-essential
YLR121C,Non-essential
YJR107W,Non-essential
YDL124W,Non-essential
YBR287W,Non-essential
YMR180C,Non-essential
YJL174W,Essential
YGL227W,Non-essential
YDR383C,Non-essential
YKL094W,Non-essential
YPR121W,Non-essential
YAL007C,Non-essential
YGR168C,Non-essential
YMR222C,Non-essential
YLR396C,Non-essential
YJL084C,Non-essential
YPL264C,Non-essential
YCR075W-A,Non-essential
YDR483W,Non-essential
YDL230W,Non-essential
YPR139C,Non-essential
YOL077W-A,Non-essential
YDR011W,Non-essential
YBL037W,Non-essential
YNL192W,Non-essential
YFL004W,Non-essential
YOR155C,Non-essential
YER054C,Non-essential
YDL215C,Non-essential
YGR287C,Non-essential
YIL155C,Non-essential
YIL099W,Non-essential
YPL257W,Non-essential
YBR035C,Non-essential
YER145C,Non-essential
YOR016C,Non-essential
YFR007W,Non-essential
YHR149C,Non-essential
YJR117W,Non-essential
YDL129W,Non-essential
YNL101W,Non-essential
YPR084W,Non-essential
YLR295C,Non-essential
YMR319C,Non-essential
YDR195W,Non-essential
YIL130W,Non-essential
YIR023W,Non-essential
YBR238C,Non-essential
YDL234C,Non-essential
YHR194W,Non-essential
YBR053C,Non-essential
YPR134W,Non-essential
YKL026C,Non-essential
YHR061C,Non-essential
YGL140C,Non-essential
YBL060W,Non-essential
YDR241W,Essential
YNL099C,Non-essential
YLR098C,Non-essential
YOL044W,Non-essential
YFL052W,Non-essential
YBL006C,Non-essential
YPL058C,Non-essential
YDR074W,Non-essential
YLR364W,Non-essential
YDL204W,Non-essential
YDR520C,Non-essential
YJL123C,Non-essential
YDR505C,Non-essential
YML050W,Non-essential
YGR017W,Non-essential
YPL159C,Non-essential
YER114C,Non-essential
YOL100W,Non-essential
YDL044C,Non-essential
YBL090W,Non-essential
YLR310C,Essential
YDL048C,Non-essential
YMR095C,Non-essential
YLR286C,Non-essential
YBR151W,Non-essential
YDR251W,Non-essential
YDR144C,Non-essential
YLR099C,Non-essential
YNL108C,Non-essential
YER065C,Non-essential
YCR004C,Non-essential
YNL173C,Non-essential
YBR074W,Non-essential
YDL110C,Non-essential
YNL161W,Essential
YLR241W,Non-essential
YGL051W,Non-essential
YLR431C,Non-essential
YLR057W,Non-essential
YGL096W,Non-essential
YBR269C,Non-essential
YNL272C,Essential
YDR428C,Non-essential
YIR037W,Non-essential
YIL085C,Non-essential
YDL106C,Non-essential
YNL015W,Non-essential
YOL110W,Non-essential
YNL095C,Non-essential
YNL065W,Non-essential
YHR132C,Non-essential
YLR178C,Non-essential
YMR251W-A,Non-essential
Q0130,Non-essential
YCL052C,Essential
YJR147W,Non-essential
YGL158W,Non-essential
YDR131C,Non-essential
YFR008W,Non-essential
YJR059W,Non-essential
YMR238W,Non-essential
YNL058C,Non-essential
YHR104W,Non-essential
YFR018C,Non-essential
YBR295W,Non-essential
YPR030W,Non-essential
YDR265W,Non-essential
YJR096W,Non-essential
YPR194C,Non-essential
YOR008C,Non-essential
YEL006W,Non-essential
YJL107C,Non-essential
YDR475C,Non-essential
YJR086W,Non-essential
YIR027C,Non-essential
YJL089W,Non-essential
YGR161C,Non-essential
YJL042W,Non-essential
YBR219C,Non-essential
YBR230W-A,Non-essential
YFL017C,Essential
YML118W,Non-essential
YNL134C,Non-essential
YPL250C,Non-essential
YNR048W,Non-essential
YNL275W,Non-essential
YLR053C,Non-essential
YOL131W,Non-essential
YBR272C,Non-essential
YHR133C,Non-essential
YGR222W,Non-essential
YPL095C,Non-essential
YHR199C,Non-essential
YJL157C,Non-essential
YNL234W,Non-essential
YBL009W,Non-essential
YMR313C,Non-essential
YBR148W,Non-essential
YKR034W,Non-essential
YDR423C,Non-essential
YDR022C,Non-essential
YKL220C,Non-essential
YLR104W,Non-essential
YGL081W,Non-essential
YML066C,Non-essential
YHR033W,Non-essential
YDL157C,Non-essential
YOR019W,Non-essential
YLR361C-A,Non-essential
YMR299C,Non-essential
YGL005C,Non-essential
YOR068C,Non-essential
YDR326C,Non-essential
YEL071W,Non-essential
YBR128C,Non-essential
YDL053C,Non-essential
YDL197C,Non-essential
YPL032C,Non-essential
YLL005C,Non-essential
YDR229W,Non-essential
YKL175W,Non-essential
YOR052C,Non-essential
YER088C,Non-essential
YFR015C,Non-essential
YMR303C,Non-essential
YGR198W,Essential
YKL064W,Non-essential
YAR019C,Essential
YIR031C,Non-essential
YCL032W,Non-essential
YLL042C,Non-essential
YPL223C,Non-essential
YOL122C,Non-essential
YOR367W,Non-essential
YFL048C,Non-essential
YIL152W,Non-essential
YML086C,Non-essential
YGL054C,Non-essential
YJL196C,Non-essential
YLR313C,Non-essential
YER040W,Non-essential
YKL106W,Non-essential
YAL047C,Non-essential
YAL049C,Non-essential
YLR091W,Non-essential
YPL267W,Non-essential
YGR014W,Non-essential
YFL014W,Non-essential
YOR154W,Non-essential
YHL021C,Non-essential
YEL059C-A,Non-essential
YIL165C,Non-essential
YLR050C,Non-essential
YKR051W,Non-essential
YGR166W,Non-essential
YHR029C,Non-essential
YOR237W,Non-essential
YOR251C,Non-essential
YER039C,Non-essential
YDR374C,Non-essential
YOR066W,Non-essential
YCR068W,Non-essential
YBR258C,Non-essential
YLR380W,Non-essential
YIR024C,Non-essential
YOR313C,Non-essential
YLL062C,Non-essential
YMR148W,Non-essential
YDL019C,Non-essential
YJR095W,Non-essential
YDR538W,Non-essential
YDR100W,Non-essential
YKR091W,Non-essential
YML128C,Non-essential
YIL006W,Non-essential
YPR017C,Non-essential
YDL057W,Non-essential
YBR246W,Non-essential
Q0160,Non-essential
YGR154C,Non-essential
YPR127W,Non-essential
YHR110W,Non-essential
YPR002W,Non-essential
YGL142C,Essential
YBR006W,Non-essential
YMR031C,Non-essential
YNL086W,Non-essential
YLR436C,Non-essential
YBR235W,Non-essential
YBR255W,Non-essential
YIL136W,Non-essential
YHR199C-A,Essential
YLR300W,Non-essential
YMR317W,Non-essential
YHR146W,Non-essential
YOR171C,Non-essential
YOR183W,Non-essential
YPR124W,Non-essential
YDR046C,Non-essential
YPL067C,Non-essential
YBR199W,Non-essential
YIL088C,Non-essential
YNL242W,Non-essential
YLR390W,Non-essential
YKR039W,Non-essential
YDR458C,Non-essential
YML029W,Non-essential
YGL071W,Non-essential
YNL326C,Non-essential
YJR083C,Non-essential
YDL239C,Non-essential
YNL264C,Non-essential
YBR203W,Non-essential
YNL236W,Non-essential
YCL044C,Non-essential
YAL024C,Non-essential
YBR077C,Non-essential
YBR108W,Non-essential
YEL016C,Non-essential
YOR245C,Non-essential
YFL060C,Non-essential
YHR153C,Non-essential
YHL031C,Non-essential
YGR243W,Non-essential
YDL212W,Essential
YGR227W,Non-essential
YJL079C,Non-essential
YIR042C,Non-essential
YER130C,Non-essential
YGL228W,Non-essential
YGL208W,Non-essential
YPR032W,Non-essential
YMR250W,Non-essential
YGR019W,Non-essential
YMR157C,Non-essential
YNL041C,Non-essential
YOL053W,Non-essential
YOR371C,Non-essential
YNL011C,Non-essential
YPL265W,Non-essential
YML119W,Non-essential
YGL036W,Non-essential
YOR003W,Non-essential
YDR169C,Non-essential
YBR284W,Non-essential
YPL119C-A,Non-essential
YJR130C,Non-essential
YPR157W,Non-essential
YHR022C,Non-essential
YDR003W,Non-essential
YNL269W,Non-essential
YBL103C,Non-essential
YEL040W,Non-essential
YBR241C,Non-essential
YOR120W,Non-essential
YER152C,Non-essential
YJL020C,Non-essential
YHR016C,Non-essential
YMR164C,Non-essential
YGR071C,Non-essential
YKR100C,Non-essential
YPL130W,Non-essential
YGL095C,Non-essential
YLL012W,Non-essential
YHR131C,Non-essential
YDR006C,Non-essential
YNL066W,Non-essential
YOR018W,Non-essential
YDR422C,Non-essential
YLR361C,Non-essential
YNL214W,Non-essential
YBL034C,Essential
YHR160C,Non-essential
YPR172W,Non-essential
YJL110C,Non-essential
YJL185C,Non-essential
YBR023C,Non-essential
YLR093C,Non-essential
YIR016W,Non-essential
YJL139C,Non-essential
YPR156C,Non-essential
YNR064C,Non-essential
YML006C,Non-essential
YEL060C,Non-essential
YLR125W,Non-essential
YGL067W,Non-essential
YOL003C,Non-essential
YEL048C,Non-essential
YKR041W,Non-essential
YHL036W,Non-essential
YHR177W,Non-essential
YPL156C,Non-essential
YMR086W,Non-essential
YGL104C,Non-essential
YHR014W,Non-essential
YCR106W,Non-essential
YDL093W,Non-essential
YOL164W,Non-essential
YBR050C,Non-essential
YPL021W,Non-essential
YKL092C,Non-essential
YDL117W,Non-essential
YNL204C,Non-essential
YHR198C,Non-essential
YPL247C,Non-essential
YHR179W,Non-essential
YLR138W,Non-essential
YGL215W,Non-essential
YCR021C,Non-essential
YKR050W,Non-essential
YDR368W,Non-essential
YGR036C,Non-essential
YGR060W,Essential
YLR046C,Non-essential
YMR251W,Non-essential
YPR115W,Non-essential
YLR177W,Non-essential
YOR173W,Non-essential
YGR142W,Non-essential
YMR298W,Essential
YCL058C,Non-essential
YHR087W,Non-essential
YBR216C,Non-essential
YLR251W,Non-essential
YOR099W,Non-essential
YDR150W,Non-essential
YDR186C,Non-essential
YAL011W,Non-essential
YGR205W,Non-essential
YPL202C,Non-essential
YLR422W,Non-essential
YDL225W,Non-essential
YHR050W,Non-essential
YNL208W,Non-essential
YER077C,Non-essential
YDL211C,Non-essential
YNL056W,Non-essential
YDL130W-A,Non-essential
YOL030W,Non-essential
YIL092W,Non-essential
YNR069C,Non-essential
YDR317W,Non-essential
YGR121C,Non-essential
YAL022C,Non-essential
YPR008W,Non-essential
YDR513W,Non-essential
YBR162W-A,Non-essential
YER076C,Non-essential
YNL078W,Non-essential
YPL186C,Non-essential
YNL092W,Non-essential
YNL160W,Non-essential
YKL209C,Non-essential
YNL322C,Non-essential
YNL190W,Non-essential
YNL152W,Essential
YMR196W,Non-essential
YJL147C,Non-essential
YBR130C,Non-essential
YDR104C,Non-essential
YLL043W,Non-essential
YPL201C,Non-essential
YBR094W,Non-essential
YER129W,Non-essential
YER137C,Non-essential
YER010C,Non-essential
YPL113C,Non-essential
YOR010C,Non-essential
YHR071W,Non-essential
YDR400W,Non-essential
YDR105C,Non-essential
YML058W-A,Non-essential
YOR380W,Non-essential
YPR158W,Non-essential
YGR260W,Non-essential
YKL043W,Non-essential
YIR028W,Non-essential
YPL221W,Non-essential
YLR004C,Non-essential
YOR008C-A,Non-essential
YBL059W,Non-essential
YIL017C,Non-essential
YCR023C,Non-essential
YEL067C,Non-essential
YKL159C,Non-essential
YHR188C,Essential
YLL028W,Non-essential
YFR035C,Non-essential
YPL133C,Non-essential
YLR132C,Essential
YPL056C,Non-essential
YMR133W,Non-essential
YKL098W,Non-essential
YGR292W,Non-essential
YIL121W,Non-essential
YGR179C,Essential
YOL052C-A,Non-essential
YOR338W,Non-essential
YMR053C,Non-essential
YAL053W,Non-essential
YDL010W,Non-essential
YGL168W,Non-essential
YBR207W,Non-essential
YBR093C,Non-essential
YMR105C,Non-essential
YBL085W,Non-essential
YHR142W,Non-essential
YGR282C,Non-essential
YBL046W,Non-essential
YHL026C,Non-essential
YOL070C,Non-essential
YBR056W,Non-essential
YLR205C,Non-essential
YHR097C,Non-essential
YNL144C,Non-essential
YJL216C,Non-essential
YDR348C,Non-essential
YMR052W,Non-essential
YDR055W,Non-essential
YLR049C,Non-essential
YIL101C,Non-essential
YEL001C,Non-essential
YDR406W,Non-essential
YML099C,Non-essential
YNL074C,Non-essential
YIR019C,Non-essential
YIR017C,Non-essential
YPL053C,Non-essential
YLR082C,Non-essential
YLR345W,Non-essential
YPR109W,Non-essential
YFL026W,Non-essential
YFR011C,Non-essential
YNL325C,Non-essential
YCR073C,Non-essential
YGR189C,Non-essential
YOR149C,Essential
YER067W,Non-essential
Q0115,Non-essential
YBR083W,Non-essential
YBR092C,Non-essential
YNL278W,Non-essential
YDL086W,Non-essential
YBR262C,Non-essential
YJL116C,Non-essential
YER044C-A,Non-essential
YBR147W,Non-essential
YGL235W,Non-essential
YDL127W,Non-essential
YPL050C,Non-essential
YHL009C,Non-essential
YKL096W-A,Non-essential
YJR120W,Non-essential
YIL119C,Non-essential
YPL027W,Non-essential
YIL060W,Non-essential
YBR122C,Non-essential
YOL075C,Non-essential
YKL116C,Non-essential
YBR150C,Non-essential
YOR301W,Non-essential
YMR195W,Non-essential
YMR032W,Non-essential
YMR021C,Non-essential
YPL158C,Non-essential
YLR020C,Non-essential
YHR185C,Non-essential
YKL065C,Non-essential
YOR177C,Non-essential
YBL042C,Non-essential
YLL007C,Non-essential
YAL013W,Non-essential
YNR068C,Non-essential
YDR223W,Non-essential
YLR231C,Non-essential
YLR120C,Non-essential
YJL078C,Non-essential
YIL173W,Non-essential
YKR093W,Non-essential
YDR281C,Non-essential
YNL125C,Non-essential
YLR440C,Essential
YDL069C,Non-essential
YJR108W,Non-essential
YBL001C,Non-essential
YJL051W,Non-essential
YDR371W,Non-essential
YCR010C,Non-essential
YDR179W-A,Non-essential
YFL050C,Non-essential
YBR139W,Non-essential
YMR261C,Non-essential
YPL123C,Non-essential
YIL108W,Non-essential
YDR370C,Non-essential
YNL300W,Non-essential
YNL321W,Non-essential
YGR239C,Non-essential
YBR138C,Non-essential
YDL012C,Non-essential
Q0140,Non-essential
YOR087W,Non-essential
YGR049W,Non-essential
Q0065,Non-essential
YLL053C,Non-essential
YPL168W,Non-essential
YFR055W,Non-essential
YGL203C,Non-essential
YBR131W,Non-essential
YDR463W,Non-essential
YOR292C,Non-essential
YIL077C,Non-essential
YOR336W,Essential
YLR036C,Non-essential
YGR136W,Non-essential
YKR045C,Non-essential
YMR184W,Non-essential
YEL020C,Non-essential
YDL235C,Essential
YOR227W,Non-essential
YMR218C,Essential
YBR071W,Non-essential
YPR009W,Non-essential
YOR284W,Non-essential
YIL105C,Non-essential
YOR384W,Non-essential
YOR162C,Non-essential
YER034W,Non-essential
YGL059W,Non-essential
YHR123W,Non-essential
YGR238C,Non-essential
YDR114C,Non-essential
YJL037W,Non-essential
YLR414C,Non-essential
YPL163C,Non-essential
YPR078C,Non-essential
YLR408C,Non-essential
YBR230C,Non-essential
YDL027C,Non-essential
YMR134W,Essential
YOR178C,Non-essential
YOR126C,Non-essential
YKL072W,Non-essential
YBL044W,Non-essential
YDL021W,Non-essential
YMR318C,Non-essential
YER180C,Non-essential
YMR192W,Non-essential
YGR199W,Non-essential
YNL012W,Non-essential
YDR490C,Non-essential
YCL038C,Non-essential
YML076C,Non-essential
YJL058C,Non-essential
YLR012C,Non-essential
YKR104W,Non-essential
YPL229W,Non-essential
YCR007C,Non-essential
YCL005W,Non-essential
YBL011W,Non-essential
YLR031W,Non-essential
YMR099C,Non-essential
YPR011C,Non-essential
YKR005C,Non-essential
YKL071W,Non-essential
YNR039C,Non-essential
YML020W,Non-essential
YJR115W,Non-essential
YER187W,Non-essential
YDL024C,Non-essential
YBR239C,Non-essential
YER024W,Non-essential
YKR030W,Non-essential
YPR075C,Non-essential
YLR273C,Non-essential
YKL037W,Non-essential
YOL048C,Non-essential
YBR067C,Non-essential
YKL033W-A,Non-essential
YDL107W,Non-essential
YDR222W,Non-essential
YKL217W,Non-essential
YER166W,Non-essential
YOL019W,Non-essential
YOL136C,Non-essential
YKL187C,Non-essential
YBR057C,Non-essential
YOR188W,Non-essential
YJL144W,Non-essential
YBR182C-A,Non-essential
YBR197C,Non-essential
YLR332W,Non-essential
YER011W,Non-essential
YKR090W,Non-essential
YGL222C,Non-essential
YHR112C,Non-essential
YOR092W,Non-essential
YCL051W,Non-essential
YKL046C,Non-essential
YBR036C,Non-essential
YBR005W,Non-essential
YGL249W,Non-essential
YBL101C,Non-essential
YGL053W,Non-essential
YER180C-A,Non-essential
YBR045C,Non-essential
YJR085C,Non-essential
YBL081W,Non-essential
YPR114W,Non-essential
YNL162W-A,Non-essential
YNL156C,Non-essential
YJL126W,Non-essential
YNL142W,Non-essential
YDR379W,Non-essential
YLR094C,Non-essential
YJL016W,Non-essential
YMR130W,Non-essential
YGL186C,Non-essential
YDR147W,Non-essential
YJL146W,Non-essential
YGR106C,Non-essential
YDR065W,Non-essential
YGR191W,Essential
YLR047C,Non-essential
YGL259W,Non-essential
YGL013C,Non-essential
YML131W,Non-essential
YIL164C,Non-essential
YOL020W,Non-essential
YPR083W,Non-essential
YFL010W-A,Non-essential
YDL179W,Non-essential
YDR033W,Non-essential
YDR070C,Non-essential
YML079W,Non-essential
YOL015W,Non-essential
YMR174C,Non-essential
YJR153W,Non-essential
YPL272C,Non-essential
YNL314W,Non-essential
YBR182C,Non-essential
YOL036W,Non-essential
Q0070,Non-essential
YDL035C,Non-essential
YPR026W,Non-essential
YBL007C,Non-essential
YNL335W,Non-essential
YOR381W,Non-essential
YPR106W,Non-essential
YER056C,Non-essential
YOR324C,Non-essential
YCR050C,Non-essential
YOR298W,Non-essential
YJR078W,Non-essential
YOR034C,Non-essential
YEL035C,Essential
YJL163C,Non-essential
YMR041C,Non-essential
YMR027W,Non-essential
YGL261C,Non-essential
YMR015C,Non-essential
YMR173W,Non-essential
YDR043C,Non-essential
YBR015C,Non-essential
YER184C,Non-essential
YGR229C,Non-essential
YDL128W,Non-essential
YDR042C,Non-essential
YNL268W,Non-essential
YNL336W,Non-essential
YGL108C,Non-essential
YDR080W,Non-essential
YAL055W,Non-essential
YML072C,Non-essential
YDR524C-B,Non-essential
YML002W,Non-essential
YPR006C,Non-essential
YOL155C,Non-essential
YLR392C,Non-essential
YLR219W,Non-essential
YER080W,Non-essential
YMR258C,Non-essential
YOR084W,Non-essential
YML047C,Non-essential
YDR352W,Non-essential
YNL091W,Non-essential
YCL025C,Non-essential
YCL026C-B,Non-essential
YGL255W,Non-essential
YOR377W,Non-essential
YBR007C,Non-essential
YNL211C,Non-essential
YER059W,Non-essential
YHR159W,Non-essential
YGL114W,Non-essential
YJL093C,Non-essential
YGL084C,Non-essential
YHL046C,Non-essential
YCL048W,Non-essential
YCR028C,Non-essential
YOL083W,Non-essential
YKL121W,Non-essential
YPR148C,Non-essential
YJL129C,Non-essential
YIL057C,Non-essential
YBR184W,Non-essential
YOL089C,Non-essential
YBR016W,Non-essential
YHR143W,Non-essential
YBR145W,Non-essential
YER106W,Non-essential
YCL049C,Non-essential
YLR443W,Non-essential
YOR280C,Non-essential
YDR018C,Non-essential
YMR081C,Non-essential
YLR297W,Non-essential
YLR213C,Non-essential
Q0120,Non-essential
YKR077W,Non-essential
YPR108W-A,Non-essential
YJL066C,Non-essential
YMR001C-A,Non-essential
YNL283C,Non-essential
YNL146W,Non-essential
YIL089W,Non-essential
YLR070C,Non-essential
YDL170W,Non-essential
YBR294W,Non-essential
YJL160C,Non-essential
YAL030W,Non-essential
YPL087W,Non-essential
YBR286W,Non-essential
YAL023C,Non-essential
YKR011C,Non-essential
YHR075C,Non-essential
YGR008C,Non-essential
YIL154C,Non-essential
YDR034C,Non-essential
YCL047C,Non-essential
YFL020C,Non-essential
YOL105C,Non-essential
YER062C,Non-essential
YOR382W,Non-essential
YGR066C,Non-essential
YPR003C,Non-essential
YPL066W,Non-essential
YPL107W,Non-essential
YAL028W,Non-essential
YPR138C,Non-essential
YKL174C,Non-essential
YKR018C,Non-essential
YDR309C,Non-essential
YOR071C,Non-essential
YML083C,Non-essential
YLR390W-A,Non-essential
YDL076C,Non-essential
YJL158C,Non-essential
YOL163W,Non-essential
YFL027C,Non-essential
