uniprot_id,struct_score,pocket,druggability,num_drug_pockets
Q9UJU6,0.83850049652433,0.334,0.263,0
A4D2B8,0.781894197952218,0.274,0.262,0
O75368,0.86331096196868,0.303,0.262,0
P55196,0.77477886977887,0.212,0.262,0
P62310,0.773728571428571,0.341,0.262,0
P63220,0.683897763578275,0.222,0.262,0
O15460,0.803613445378151,0.372,0.261,0
P04085,0.74172195892575,0.276,0.261,0
P06748,0.786730038022814,0.288,0.261,0
P50548,0.738250652741514,0.43,0.261,0
P53350,0.870615299334812,0.256,0.261,0
P54277,0.628878504672897,0.363,0.261,0
Q14019,0.811877394636015,0.348,0.261,0
Q9NRX2,0.846821829855538,0.367,0.261,0
A6NGN9,0.860899670277909,0.308,0.26,0
O75334,0.821221640488656,0.224,0.26,0
P02749,0.873905511811024,0.337,0.26,0
Q13829,0.771742892459827,0.384,0.26,0
Q5UCC4,0.775081433224756,0.151,0.26,0
Q92870,0.75707207207207206,0.391,0.26,0
Q96E40,0.795170542635659,0.442,0.26,0
Q96M98,0.792879818594104,0.337,0.26,0
O75934,0.693551198257081,0.083,0.259,0
P27216,0.919019607843137,0.338,0.259,0
P27635,0.837377622377622,0.353,0.259,0
P78314,0.783811074918567,0.265,0.259,0
Q2VPA4,0.713841463414634,0.468,0.259,0
Q6IB77,0.875387531592249,0.307,0.259,0
Q8IZA0,0.725006858710562,0.472,0.259,0
Q969S9,0.809249955460538,0.273,0.259,0
Q9BRR6,0.921849034523113,0.319,0.259,0
Q9NR12,0.802746365105008,0.371,0.259,0
Q9Y3C4,0.888657474600871,0.071,0.259,0
P06729,0.793584905660377,0.465,0.258,0
P07951,0.82,0.444,0.258,0
P14653,0.657025572005384,0.374,0.258,0
P25788,0.856261879619852,0.093,0.258,0
Q13207,0.708784676354029,0.241,0.258,0
Q15717,0.764896551724138,0.186,0.258,0
Q16609,0.765189189189189,0.454,0.258,0
Q8TF74,0.5879296875,0.436,0.258,0
Q93038,0.776046875,0.195,0.258,0
Q96AX1,0.897142555883593,0.348,0.258,0
Q96HR8,0.661638269986894,0.378,0.258,0
Q9H293,0.61844362745098,0.241,0.258,0
Q9HB90,0.791368169126446,0.15,0.258,0
O95817,0.749652294853964,0.363,0.257,0
P04141,0.826580310880829,0.3,0.257,0
P15036,0.723729401561145,0.299,0.257,0
P17947,0.742864792503347,0.351,0.257,0
P27658,0.812117420596728,0.423,0.257,0
P41219,0.614410181106216,0.12,0.257,0
P41220,0.833403476669716,0.396,0.257,0
P51003,0.881068097014925,0.274,0.257,0
Q6IA69,0.922751274581209,0.105,0.257,0
Q7Z4V5,0.806620583717358,0.394,0.257,0
Q8TAC1,0.870053144375554,0.285,0.257,0
Q96DA0,0.89412343470483,0.352,0.257,0
Q9BT30,0.904577049180328,0.346,0.257,0
Q9Y3B4,0.850253968253968,0.15,0.257,0
O95185,0.827103825136612,0.56,0.256,0
P10109,0.828085808580858,0.314,0.256,0
P41218,0.805944855413584,0.242,0.256,0
Q32MQ0,0.61,0.426,0.256,0
Q6UWW0,0.884653465346535,0.362,0.256,0
Q86YB8,0.710381355932203,0.07,0.256,0
Q9NQ55,0.754095972579263,0.088,0.256,0
Q9NX58,0.739381044487427,0.282,0.256,0
Q9UHD2,0.806052582159624,0.126,0.256,0
O00481,0.88211209439528,0.255,0.255,0
O14497,0.782363636363636,0.318,0.255,0
P84022,0.844351620947631,0.268,0.255,0
Q15796,0.831028037383178,0.282,0.255,0
Q6EEV6,0.671151271753681,0.397,0.255,0
Q9H8W5,0.748617788461538,0.413,0.255,0
Q9NWQ8,0.646397058823529,0.427,0.255,0
Q9UGL1,0.64203125,0.325,0.255,0
Q9UMZ2,0.792004716981132,0.198,0.255,0
O43676,0.61687409551374806,0.334,0.254,0
O95786,0.818466966003849,0.329,0.254,0
P62684,0.740587275693312,0.368,0.254,0
Q03001,0.738630993745657,0.265,0.254,0
Q15637,0.711263048016701,0.258,0.254,0
Q6NSI4,0.888917102315161,0.1,0.254,0
Q8N7X1,0.663353115727003,0.343,0.254,0
Q96IG2,0.850844884488449,0.378,0.254,0
Q99619,0.856483660130719,0.254,0.254,0
Q9BYD3,0.842869147659064,0.152,0.254,0
Q9Y6X1,0.742899408284024,0.166,0.254,0
O14618,0.912493273542601,0.339,0.253,0
P09681,0.511529745042493,0.408,0.253,0
P22748,0.88132456552372,0.303,0.253,0
Q13113,0.74469696969697,0.386,0.253,0
Q8TDY4,0.808231797919762,0.259,0.253,0
Q9UBZ4,0.787931957186544,0.427,0.253,0
Q9Y4C0,0.859426121372032,0.324,0.253,0
O60739,0.67968253968254,0.27,0.252,0
P05976,0.725120689655172,0.26,0.252,0
P31942,0.694630769230769,0.516,0.252,0
Q04726,0.86359794628752,0.107,0.252,0
Q08188,0.927290932690525,0.13,0.252,0
Q15032,0.740021834061135,0.136,0.252,0
Q6IS14,0.726471103327496,0.389,0.252,0
Q8N2R0,0.69014745308311,0.372,0.252,0
Q8TAX0,0.675415549597855,0.375,0.252,0
Q99467,0.850004238186056,0.359,0.252,0
Q9NSB8,0.755648414985591,0.312,0.252,0
Q9Y689,0.843059233449477,0.302,0.252,0
P07357,0.725715609078277,0.339,0.251,0
P12645,0.748375149342891,0.265,0.251,0
P14210,0.808702508960573,0.375,0.251,0
P32242,0.540760456273764,0.16,0.251,0
Q15417,0.681282296650718,0.435,0.251,0
Q96AZ6,0.903986880466472,0.324,0.251,0
Q96G74,0.824942528735632,0.126,0.251,0
Q9UHB7,0.797719298245614,0.213,0.251,0
P06681,0.895304650584432,0.377,0.25,0
P51784,0.775813424345848,0.231,0.25,0
Q15906,0.590579399141631,0.378,0.25,0
Q8NEN9,0.623485380116959,0.259,0.25,0
Q92747,0.759409948542024,0.297,0.25,0
Q93062,0.808019257221458,0.326,0.25,0
Q99612,0.636460674157303,0.165,0.25,0
O15075,0.8438,0.453,0.249,0
P01834,0.890840438489647,0.512,0.249,0
P09211,0.909149453219927,0.403,0.249,0
P12830,0.737719128329298,0.354,0.249,0
P26358,0.799395125647178,0.09,0.249,0
Q29983,0.777574257425743,0.105,0.249,0
Q2M3G0,0.768638211382114,0.431,0.249,0
Q5QJE6,0.563067408781694,0.036,0.249,0
Q6RFH5,0.889392156862745,0.069,0.249,0
Q8IU81,0.697397260273973,0.486,0.249,0
Q9H1H9,0.716434316353887,0.18,0.249,0
Q9ULL8,0.732098950524738,0.404,0.249,0
O95365,0.787964796479648,0.347,0.248,0
Q9BXW4,0.762504854368932,0.301,0.248,0
Q9UIJ7,0.870729398663697,0.23,0.248,0
Q9Y3D3,0.847916666666667,0.249,0.248,0
Q9Y6W8,0.813884393063584,0.301,0.248,0
O15467,0.820072727272727,0.379,0.247,0
O75947,0.695962790697674,0.282,0.247,0
O95096,0.564201680672269,0.37,0.247,0
P05154,0.832151546750087,0.163,0.247,0
P27694,0.820218408736349,0.09,0.247,0
P49441,0.800718446601942,0.053,0.247,0
Q8TAQ5,0.665408388520971,0.183,0.247,0
Q8WU79,0.675347018572825,0.35,0.247,0
Q9HAP2,0.581229946524064,0.347,0.247,0
O43294,0.530104493207942,0.153,0.246,0
P42677,0.744377880184332,0.255,0.246,0
Q14623,0.782330447330447,0.285,0.246,0
Q5JUX0,0.788392752776154,0.41,0.246,0
Q96S15,0.700129784787252,0.068,0.246,0
Q9NYZ4,0.738341176470588,0.358,0.246,0
Q9Y600,0.892836017956166,0.278,0.246,0
P45985,0.767619450317125,0.31,0.245,0
P57052,0.742772435897436,0.184,0.245,0
Q86VZ2,0.921530442035029,0.436,0.245,0
Q9H4K7,0.872999234889059,0.439,0.245,0
Q9P0W2,0.655786350148368,0.312,0.245,0
O60663,0.74963601532567,0.192,0.244,0
P02746,0.826451319381256,0.384,0.244,0
P14921,0.768188153310104,0.29,0.244,0
P52756,0.512178770949721,0.031,0.244,0
P57764,0.65912380952381,0.224,0.244,0
P84077,0.772111801242236,0.414,0.244,0
Q6PIY7,0.863826701375976,0.32,0.244,0
Q8WVQ1,0.923338645418327,0.237,0.244,0
Q96MT7,0.713337141225189,0.18,0.244,0
Q9NVH0,0.781583629893238,0.244,0.244,0
Q9ULV0,0.82027972027972,0.296,0.244,0
O00429,0.740277577505407,0.285,0.243,0
O43172,0.806001139276559,0.06,0.243,0
O76081,0.8096399639964,0.389,0.243,0
O96007,0.852668566001899,0.403,0.243,0
P07204,0.737634782608696,0.239,0.243,0
P78410,0.831253086419753,0.33,0.243,0
Q01518,0.834840294840295,0.375,0.243,0
Q96T25,0.619331742243437,0.332,0.243,0
Q9UJU2,0.673020231213873,0.306,0.243,0
Q9UMS4,0.637117863720074,0.271,0.243,0
P05014,0.723186490455213,0.146,0.242,0
P18754,0.850796431984709,0.041,0.242,0
P55083,0.850636261261261,0.399,0.242,0
P62877,0.59449118046133,0.238,0.242,0
Q07157,0.766125892277742,0.269,0.242,0
Q5T7N2,0.727096774193548,0.138,0.242,0
Q96P11,0.879365008880995,0.143,0.242,0
Q9H0B6,0.787528583992964,0.041,0.242,0
Q9NVQ4,0.776671388101983,0.335,0.242,0
Q9UGP5,0.88701512455516,0.438,0.242,0
Q9Y421,0.725905882352941,0.289,0.242,0
P67870,0.86241469816273,0.329,0.241,0
Q8IUC6,0.775794542536116,0.414,0.241,0
Q8TEU8,0.70249063670412,0.399,0.241,0
Q9BZL1,0.825783333333333,0.421,0.241,0
Q9NWV4,0.859303797468354,0.319,0.241,0
Q9P299,0.792869718309859,0.26,0.241,0
Q9Y336,0.725322483423749,0.445,0.241,0
P01033,0.823361462728551,0.291,0.24,0
P63162,0.742054597701149,0.335,0.24,0
Q14206,0.699269230769231,0.368,0.24,0
Q8TBZ3,0.789143389199255,0.331,0.24,0
Q99928,0.832772913018097,0.348,0.24,0
Q9BQE5,0.670168776371308,0.211,0.24,0
Q9UII6,0.912845647403072,0.327,0.24,0
P15514,0.687397660818713,0.419,0.239,0
P62851,0.716343906510851,0.392,0.239,0
Q14114,0.708714448236633,0.277,0.239,0
Q8N6C8,0.758886693017128,0.088,0.239,0
Q96CW5,0.732779673871824,0.253,0.239,0
Q9NVM6,0.759103139013453,0.378,0.239,0
O75807,0.60743670886076,0.331,0.238,0
P05141,0.827112582781457,0.228,0.238,0
P0DP08,0.858624338624339,0.276,0.238,0
Q13555,0.766504854368932,0.179,0.238,0
Q6S5L8,0.676898734177215,0.335,0.238,0
Q99704,0.82205707491082,0.147,0.238,0
Q9BXJ0,0.855344827586207,0.38,0.238,0
O15511,0.824720951509607,0.484,0.237,0
P57730,0.849195402298851,0.356,0.237,0
P98077,0.674283965728274,0.395,0.237,0
Q14596,0.761642228739003,0.366,0.237,0
Q14980,0.81021523178808,0.182,0.237,0
Q8TDQ0,0.79577056778679,0.258,0.237,0
Q9P1F3,0.766295133437991,0.275,0.237,0
Q9UKV3,0.765316285329744,0.442,0.237,0
O14593,0.877373417721519,0.347,0.236,0
O95670,0.784892008639309,0.369,0.236,0
Q5VVX9,0.88398347107438,0.277,0.236,0
Q6UWN8,0.694133016627078,0.344,0.236,0
Q8N568,0.777922506183017,0.312,0.236,0
Q96LL9,0.554210526315789,0.256,0.236,0
Q9Y3A5,0.702461538461538,0.487,0.236,0
O60284,0.579277566539924,0.241,0.235,0
P13929,0.887805623471883,0.283,0.235,0
P30988,0.778724696356275,0.488,0.235,0
P80075,0.6737,0.434,0.235,0
Q92876,0.897419918462435,0.188,0.235,0
Q9UKK6,0.865309090909091,0.337,0.235,0
Q9Y5W3,0.561681034482759,0.145,0.235,0
Q9Y6B6,0.853170068027211,0.213,0.235,0
O00238,0.76031226199543,0.213,0.234,0
Q04206,0.83546279491833,0.255,0.234,0
Q15485,0.876814516129032,0.344,0.234,0
Q5T1C6,0.813843689942345,0.465,0.234,0
Q96HL8,0.728752688172043,0.346,0.234,0
Q9H0R4,0.897063572149344,0.292,0.234,0
Q9NQT5,0.740371690427699,0.115,0.234,0
Q9NRJ3,0.823923611111111,0.137,0.234,0
Q9Y618,0.693219761499148,0.212,0.234,0
P15814,0.761353383458647,0.357,0.233,0
P27986,0.812651257647859,0.419,0.233,0
P61968,0.718581560283688,0.391,0.233,0
Q14331,0.781027457927369,0.376,0.233,0
Q7Z4M0,0.714925373134328,0.373,0.233,0
Q8WTS6,0.837061900610288,0.317,0.233,0
Q9NZQ9,0.581650618982118,0.288,0.233,0
Q9UBW7,0.668225806451613,0.202,0.233,0
O14901,0.630954979536153,0.374,0.232,0
P17482,0.610653266331658,0.256,0.232,0
P42166,0.711637672465507,0.105,0.232,0
P43487,0.820928512736237,0.345,0.232,0
Q13136,0.785983935742972,0.323,0.232,0
Q15653,0.772750642673522,0.162,0.232,0
Q659C4,0.832985915492958,0.485,0.232,0
Q86YW5,0.830508684863524,0.364,0.232,0
Q8N6F8,0.706208718626156,0.064,0.232,0
Q92904,0.740349013657056,0.313,0.232,0
Q96FV9,0.805363636363636,0.313,0.232,0
Q96SB3,0.641983606557377,0.339,0.232,0
Q96T88,0.82625,0.345,0.232,0
Q9Y3D6,0.711543209876543,0.496,0.232,0
B9A064,0.741086956521739,0.382,0.231,0
O43164,0.664323432343234,0.533,0.231,0
O43447,0.859552469135803,0.217,0.231,0
P0DX53,0.747395348837209,0.428,0.231,0
Q16651,0.877690260777009,0.346,0.231,0
Q58FG0,0.595187803800265,0.146,0.231,0
Q86V20,0.675,-0.05,0.231,0
Q9Y2Z0,0.823652058432935,0.384,0.231,0
O94766,0.892369970559372,0.13,0.23,0
P0DJD8,0.870555949008499,0.126,0.23,0
P43490,0.893876212955678,0.129,0.23,0
P49863,0.881020856201976,0.289,0.23,0
Q04724,0.87043392504931,0.089,0.23,0
Q8NDD1,0.525953582240161,0.272,0.23,0
Q9NXL9,0.730285528877352,0.178,0.23,0
A0A5B9,0.812929659173314,0.275,0.229,0
O00217,0.685087966220971,0.454,0.229,0
O43665,0.778669001751313,0.331,0.229,0
O95630,0.807415649676956,0.344,0.229,0
P12273,0.862933753943218,0.418,0.229,0
P21741,0.540376940133038,0.36,0.229,0
P29372,0.820497925311203,0.218,0.229,0
P35968,0.700627400768246,0.32,0.229,0
P36873,0.87605486083098,0.234,0.229,0
P56378,0.70044776119403,0.301,0.229,0
Q12797,0.895171919770774,0.332,0.229,0
Q3KP22,0.760261153427639,0.317,0.229,0
Q9UPY8,0.846306555863343,0.413,0.229,0
Q9Y6X5,0.955494791666667,0.343,0.229,0
A4D256,0.898498194945848,0.206,0.228,0
O14777,0.712740353172008,0.159,0.228,0
O43502,0.827025411061285,0.142,0.228,0
O95218,0.612365930599369,0.378,0.228,0
P57735,0.801545718432511,0.402,0.228,0
P62987,0.657002164502165,0.41,0.228,0
P80748,0.827123098201936,0.303,0.228,0
Q07866,0.797404311482622,0.184,0.228,0
Q5T8I9,0.810215223097113,0.083,0.228,0
Q96HY6,0.639947916666667,0.287,0.228,0
Q9NRF2,0.719606025492468,0.24,0.228,0
O14786,0.830151785714286,0.209,0.227,0
O60729,0.898056358381503,0.215,0.227,0
P0DMP2,0.772368706009745,0.315,0.227,0
Q14847,0.778247191011236,0.377,0.227,0
Q2TAC6,0.818535741737125,0.235,0.227,0
Q53GG5,0.742825112107623,0.312,0.227,0
Q8IWT0,0.909927272727273,0.215,0.227,0
Q9NZS9,0.75824427480916,0.374,0.227,0
P0DTU3,0.756013882002975,0.324,0.226,0
P35236,0.893637909052274,0.343,0.226,0
P60002,0.810122377622378,0.387,0.226,0
Q13114,0.713530135301353,0.273,0.226,0
Q9BRA0,0.709081967213115,0.336,0.226,0
Q9BSH4,0.851800699300699,0.349,0.226,0
Q9BSM1,0.683277711561383,0.388,0.226,0
Q9NYD6,0.661327586206897,0.307,0.226,0
P51659,0.842594524119948,0.141,0.225,0
P61457,0.839767156862745,0.39,0.225,0
Q9BR61,0.759307189542484,0.375,0.225,0
Q9BZS1,0.828179669030733,0.392,0.225,0
Q9H1Y0,0.880105540897098,0.345,0.225,0
Q9UNS1,0.702032520325203,0.365,0.225,0
P04433,0.851383561643836,0.262,0.224,0
P14621,0.832377260981912,0.387,0.224,0
Q15465,0.64717501815541,0.408,0.224,0
Q7Z6L1,0.649934426229508,0.374,0.224,0
Q96B97,0.673235294117647,0.387,0.224,0
Q9NSI8,0.740461254612546,0.498,0.224,0
O75380,0.703526244952894,0.367,0.223,0
O95182,0.611017142857143,0.412,0.223,0
O95835,0.62601246105919,0.404,0.223,0
P17568,0.768360498561841,0.086,0.223,0
P31270,0.619581939799331,0.381,0.223,0
P48067,0.782773184357542,0.08,0.223,0
P61599,0.879438377535101,0.124,0.223,0
Q8WYQ5,0.586035634743875,0.286,0.223,0
Q9NQR1,0.702569496619083,0.098,0.223,0
Q9Y6A4,0.860806451612903,0.398,0.223,0
O43586,0.818540587219344,0.505,0.222,0
P30046,0.868824858757062,0.231,0.222,0
P54845,0.843887323943662,0.456,0.222,0
Q13117,0.649984848484848,0.092,0.222,0
Q14676,0.842712090848363,0.36,0.222,0
Q5SQI0,0.85253164556962,0.067,0.222,0
Q8TC29,0.676877470355731,0.379,0.222,0
Q96EY4,0.777494217424826,0.386,0.222,0
Q9BYX2,0.750315420560748,0.312,0.222,0
Q9H4G4,0.913391959798995,0.521,0.222,0
Q9UNE7,0.745847494553377,0.089,0.222,0
E9PAV3,0.681254385964912,0.306,0.221,0
P12724,0.79586301369863,0.485,0.221,0
P54829,0.890926476838079,0.36,0.221,0
P78380,0.854932692307692,0.578,0.221,0
Q76MJ5,0.758138950015718,0.321,0.221,0
Q8IV16,0.825971337579618,0.353,0.221,0
Q8WUA2,0.791994448850119,0.289,0.221,0
Q96CB8,0.67543321299639,0.409,0.221,0
Q9HA47,0.859226713532513,0.237,0.221,0
Q9ULK2,0.762651356993737,0.339,0.221,0
O60930,0.820034334763948,0.398,0.22,0
P01589,0.617303884234577,0.26,0.22,0
P02778,0.686057692307692,0.403,0.22,0
Q12959,0.788659058487874,0.244,0.22,0
Q14197,0.644836702954899,0.248,0.22,0
Q15067,0.859303129199463,0.05,0.22,0
Q33E94,0.732232854864434,0.421,0.22,0
Q495A1,0.840833333333333,0.271,0.22,0
Q5JSS6,0.854599728629579,0.424,0.22,0
Q6ZN44,0.791645760160562,0.179,0.22,0
Q9UHD1,0.546342857142857,0.375,0.22,0
O76041,0.716047516198704,0.428,0.219,0
P48539,0.723320610687023,0.36,0.219,0
Q13867,0.9069640914037,0.273,0.219,0
Q15811,0.823896761133603,0.479,0.219,0
Q9UQV4,0.782029339853301,0.323,0.219,0
Q9Y6M1,0.78825487012986994,0.327,0.219,0
O43435,0.791237113402062,0.292,0.218,0
P08151,0.701800158604282,0.443,0.218,0
P13987,0.787929936305732,0.27,0.218,0
P21127,0.855504926108374,0.106,0.218,0
P58294,0.630393442622951,0.329,0.218,0
P61923,0.824028393966282,0.344,0.218,0
P83876,0.830965811965812,0.137,0.218,0
Q96PZ2,0.822695069411202,0.329,0.218,0
O60884,0.838283898305085,0.341,0.217,0
O95970,0.85618068833652,0.256,0.217,0
P05362,0.769465582340982,0.329,0.217,0
P08833,0.678317757009346,0.464,0.217,0
P19878,0.802846385542169,0.448,0.217,0
P35030,0.897652582159624,0.319,0.217,0
P35637,0.726330935251799,0.315,0.217,0
Q12830,0.750576784426821,0.216,0.217,0
Q13478,0.800482673267327,0.283,0.217,0
Q15486,0.566348122866894,0.361,0.217,0
Q8HWS3,0.682679425837321,0.416,0.217,0
Q96FT9,0.56018675721562,0.057,0.217,0
Q99816,0.805937770095074,0.167,0.217,0
Q9HAR2,0.794874063989108,0.433,0.217,0
Q9Y3R4,0.892919905373437,0.358,0.217,0
Q9Y6E7,0.862563987427032,0.147,0.217,0
O15056,0.806629392971246,0.384,0.216,0
P04746,0.941246516341525,0.462,0.216,0
P14314,0.759736495388669,0.359,0.216,0
Q15274,0.876461392704879,0.294,0.216,0
Q6PCD5,0.855777192322168,0.062,0.216,0
Q6UX04,0.872291220556745,0.318,0.216,0
Q9UER7,0.760041724617524,0.403,0.216,0
Q9Y3E2,0.708466042154567,0.433,0.216,0
O60331,0.705558528428094,0.097,0.215,0
O95631,0.76403758714762,0.323,0.215,0
P10646,0.649893238434164,0.157,0.215,0
Q8NHP8,0.905829585798817,0.368,0.215,0
Q8WWU7,0.88615144766147,0.425,0.215,0
Q92985,0.765911885245902,0.391,0.215,0
Q96L94,0.813122489959839,0.404,0.215,0
Q99706,0.861901217861976,0.392,0.215,0
A8MVJ9,0.843831775700935,0.311,0.214,0
O15240,0.627386759581882,0.313,0.214,0
P35243,0.819170792079208,0.388,0.214,0
P46063,0.860623075100687,0.198,0.214,0
Q3YBR2,0.773669001751313,0.4,0.214,0
Q6IQ22,0.871426481346013,0.252,0.214,0
Q86YD1,0.663283346487766,0.191,0.214,0
Q9H4G0,0.800326600773528,0.202,0.214,0
O43298,0.551014686248331,0.495,0.213,0
P00750,0.830599520383693,0.198,0.213,0
P02745,0.822413145539906,0.339,0.213,0
P21860,0.788933161953728,0.274,0.213,0
P49366,0.882546489563567,0.328,0.213,0
P56539,0.764971042471043,0.234,0.213,0
Q8N5B7,0.563112449799197,0.363,0.213,0
Q8WWI1,0.78828611898017,0.383,0.213,0
Q9ULE0,0.670459558823529,0.402,0.213,0
Q9Y6J6,0.52207065750736,0.301,0.213,0
O14960,0.904486803519062,0.331,0.212,0
P12694,0.903376418663304,0.077,0.212,0
P60709,0.838921534739025,0.139,0.212,0
Q8N6N7,0.802188905547226,0.273,0.212,0
Q8NCT3,0.840607958732498,0.122,0.212,0
Q96QT6,0.545853747714808,0.286,0.212,0
Q9BXM0,0.749288824383164,0.032,0.212,0
P04004,0.577411496003045,0.284,0.211,0
P04198,0.741810344827586,0.358,0.211,0
P0DML2,0.775392030848329,0.157,0.211,0
P0DML3,0.775411311053985,0.157,0.211,0
P14651,0.636529516994633,0.344,0.211,0
P19419,0.793741935483871,0.455,0.211,0
Q05048,0.837046613255645,0.249,0.211,0
Q14865,0.757793952967525,0.391,0.211,0
Q6NXG1,0.857019429516329,0.365,0.211,0
Q7Z7E8,0.857030015797788,0.201,0.211,0
Q9BPZ2,0.772075362318841,0.285,0.211,0
P07307,0.823154981549815,0.496,0.21,0
Q8NHJ6,0.762603008502289,0.415,0.21,0
Q96CW9,0.862896810506567,0.289,0.21,0
Q96HC4,0.771343042071197,0.279,0.21,0
Q9UBT6,0.779390836959304,0.17,0.21,0
A6NDG6,0.89802774165583,0.344,0.209,0
O75603,0.713807631160572,0.331,0.209,0
P26715,0.794485981308411,0.335,0.209,0
P48730,0.869908218606592,0.182,0.209,0
Q7Z6E9,0.860172684458399,0.414,0.209,0
Q8N104,0.744132947976879,0.422,0.209,0
Q96Q11,0.837467811158798,0.424,0.209,0
Q99865,0.775298204979734,0.055,0.209,0
O60493,0.805287628053586,0.333,0.208,0
O75398,0.618343558282209,0.406,0.208,0
O75582,0.872469040247678,0.162,0.208,0
P08620,0.910168818272095,0.186,0.208,0
P19438,0.829693165969317,0.296,0.208,0
Q15393,0.858506559031282,0.377,0.208,0
Q6IBS0,0.768964259664478,0.308,0.208,0
Q6P1J9,0.784197530864198,0.363,0.208,0
Q8NBK3,0.911923419412288,0.231,0.208,0
Q9NS18,0.807094972067039,0.384,0.208,0
Q9UIY3,0.809657039711191,0.315,0.208,0
P08603,0.696198116498082,0.321,0.207,0
P55081,0.52130890052356,-0.045,0.207,0
Q16849,0.841618923611111,0.367,0.207,0
Q16878,0.897913100724161,0.276,0.207,0
Q4G0F5,0.826675031367629,0.127,0.207,0
Q8IZF6,0.741149086623453,0.179,0.207,0
Q9BVI0,0.547212643678161,0.319,0.207,0
Q9UL19,0.722968591691996,0.311,0.207,0
Q9Y6W6,0.883577738515901,0.237,0.207,0
O15131,0.86795530051344,0.502,0.206,0
O43602,0.628220930232558,0.311,0.206,0
P13796,0.769084919472914,0.271,0.206,0
P51858,0.625855039637599,0.279,0.206,0
P59646,0.55705078125,0.259,0.206,0
Q6GPH4,0.605965346534654,0.154,0.206,0
Q86T24,0.809835526315789,0.306,0.206,0
Q9BTT4,0.688787878787879,0.334,0.206,0
Q9Y259,0.809877750611247,0.265,0.206,0
P0C7U1,0.831425196850394,0.43,0.205,0
P15907,0.881795221843003,0.317,0.205,0
P33316,0.836917363045497,0.307,0.205,0
Q15746,0.839925465838509,0.279,0.205,0
Q16674,0.800855106888361,0.25,0.205,0
Q5TAX3,0.804489851150203,0.266,0.205,0
Q641Q3,0.803818181818182,0.237,0.205,0
Q99766,0.86468487394958,0.387,0.205,0
Q9H9Y2,0.882526690391459,0.266,0.205,0
Q9NSK0,0.771706995160581,0.245,0.205,0
Q9ULJ8,0.713034825870647,0.349,0.205,0
O14548,0.595103211009174,0.072,0.204,0
O60481,0.687960413080895,0.276,0.204,0
P01762,0.844505928853755,0.197,0.204,0
Q01130,0.648932515337423,0.47,0.204,0
Q04725,0.877151300236407,0.211,0.204,0
Q12972,0.745310957551826,0.344,0.204,0
Q13202,0.824057971014493,0.254,0.204,0
Q7Z7F0,0.766380510440835,0.308,0.204,0
Q92523,0.772323529411765,0.305,0.204,0
Q96S90,0.576640625,0.385,0.204,0
Q9UBB5,0.646875,0.372,0.204,0
P08708,0.662366697848456,0.368,0.203,0
Q16625,0.758476821192053,0.515,0.203,0
Q6ZYL4,0.734465648854962,0.271,0.203,0
Q86YT9,0.755008201202843,0.13,0.203,0
Q8IXY8,0.95580051369863,0.375,0.203,0
Q9UGC6,0.793087843833185,0.402,0.203,0
O00214,0.774950495049505,0.229,0.202,0
O60812,0.687718631178707,0.083,0.202,0
O96000,0.823410041841004,0.283,0.202,0
P49354,0.892299562682216,0.196,0.202,0
Q16774,0.846463654223969,0.364,0.202,0
Q9BWX5,0.559915151515151,0.27,0.202,0
O60343,0.810471625766871,0.338,0.201,0
P01763,0.856374501992032,0.199,0.201,0
P0C860,0.604154017030729,0.032,0.201,0
P34932,0.790975323149236,0.38,0.201,0
P45973,0.692434944237918,0.381,0.201,0
Q29980,0.762754870865428,0.116,0.201,0
Q969Z3,0.815375110326567,0.237,0.201,0
Q9BV68,0.620981012658228,0.365,0.201,0
A8MT19,0.680904325032765,0.46,0.2,0
P01375,0.793302675585284,0.187,0.2,0
P35557,0.86604508767047,0.194,0.2,0
Q5T200,0.72018281535649,0.365,0.2,0
P18085,0.769212207239177,0.355,0.199,0
P41182,0.763186475409836,0.319,0.199,0
P46776,0.755912220309811,0.185,0.199,0
P81605,0.561301775147929,0.386,0.199,0
Q9Y2J2,0.833982869379015,0.186,0.199,0
O00291,0.800901567944251,0.314,0.198,0
O00358,0.527643142476698,0.386,0.198,0
P00751,0.829668229980893,0.082,0.198,0
P05813,0.825432020330368,0.15,0.198,0
P46939,0.792670481640439,0.277,0.198,0
Q13435,0.510434782608696,0.115,0.198,0
Q99990,0.739477351916376,0.564,0.198,0
Q9BT23,0.651632653061224,0.482,0.198,0
Q9H816,0.861233243967828,0.284,0.198,0
Q9HCU8,0.798828828828829,0.318,0.198,0
Q9NSA3,0.742676311030741,0.428,0.198,0
Q9UBS5,0.815053500458575,0.117,0.198,0
Q9UPN6,0.794112903225806,0.349,0.198,0
Q9Y6R0,0.796393762183236,0.371,0.198,0
Q92945,0.722718446601942,0.077,0.197,0
Q96G61,0.793867256637168,0.248,0.197,0
Q99519,0.89986155484558,0.311,0.197,0
Q9NPB3,0.789864636209814,-0.002,0.197,0
Q9UK22,0.829337260677467,0.519,0.197,0
Q8WYN0,0.800719370550768,0.203,0.196,0
Q9C0D7,0.791093410572049,0.37,0.196,0
Q9NQW5,0.809169211973122,0.075,0.196,0
P24592,0.606190476190476,0.38,0.195,0
Q15714,0.64289156626506,0.324,0.195,0
Q8IZP2,0.825322822822823,0.376,0.195,0
Q8TAX9,0.806080321285141,0.19,0.195,0
Q99607,0.768691588785047,0.424,0.195,0
