uniprot_id,struct_score,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets
P43166,0.928181818181818,46.5,4.5,7.743,0.234,0.352,0
Q07864,0.67799481865285,76.929,4.714,8.632,0.098,0.352,0
Q99571,0.74698570293884,43.786,4.429,9.936,0.351,0.352,0
Q9NRD1,0.734546762589928,55,5.556,6.669,0.323,0.352,0
O00470,0.733940677966102,45,5.375,10.605,0.42,0.351,0
O43402,0.800634441087613,10.111,3.667,12.16,0.141,0.351,0
P11047,0.771840068787618,20,3.444,7.293,0.313,0.351,0
P14735,0.871033749667818,46.4,4.4,11.744,0.281,0.351,0
P17066,0.824872400756144,23.5,4.083,14.395,0.227,0.351,0
P42772,0.761103896103896,21.333,4,6.433,0.35,0.351,0
P43628,0.795989617131733,35.778,4.111,8.178,0.41,0.351,0
Q7Z4Y8,0.691728395061728,37.5,4.5,10.806,0.414,0.351,0
Q86U44,0.766797884841363,37.667,4,10.375,0.134,0.351,0
Q9BXA9,0.5439248434238,27.333,4.667,5.783,0.329,0.351,0
P11308,0.7375,66.429,4.857,6.182,0.285,0.35,0
P14859,0.695707620528771,14.769,4.846,10.165,0.326,0.35,0
P16410,0.801074285714286,58.091,3.455,3.98,0.478,0.35,0
P28289,0.841336009174312,-7.833,4.333,8.614,0.283,0.35,0
Q01543,0.73400479616307,66.429,4.857,6.177,0.285,0.35,0
Q15047,0.824377142857143,36.125,5.5,8.371,0.354,0.35,0
Q15628,0.748651315789474,55.778,4.333,3.985,0.417,0.35,0
Q6ISU1,0.79564875491481,59.625,4.5,3.985,0.252,0.35,0
Q8N5Y2,0.592307692307692,21.25,4.875,6.422,0.375,0.35,0
Q96C03,0.831024332810047,17.688,4.438,11.934,0.213,0.35,0
Q9BUD6,0.8905942995755,13.429,5.429,7.986,0.357,0.35,0
A6PVI3,0.805569837189374,13.429,5,5.071,0.254,0.349,0
P13591,0.833477100933748,37.571,4.286,6.412,0.326,0.349,0
P25490,0.64406835722161,11.778,4.444,6.191,0.427,0.349,0
P55197,0.76329197080292,-23.5,4.5,7.947,0.369,0.349,0
P55199,0.783637583892618,37.75,4.25,11.243,0.428,0.349,0
Q13347,0.78672373540856,29.333,4.444,3.964,0.282,0.349,0
Q13410,0.793979343863913,21.5,5.625,10.213,0.361,0.349,0
Q6ZVN8,0.685015015015015,38.5,4.5,7.967,0.308,0.349,0
Q8N2I9,0.801704270749396,5.133,4.133,11.477,0.285,0.349,0
Q8N7S2,0.537367829021372,-5.75,4.625,8.597,0.262,0.349,0
Q9UKG1,0.74885932823412,25.154,4,16.725,0.338,0.349,0
O15245,0.761314639475601,16.909,3.545,9.666,0.222,0.348,0
O43921,0.763685589519651,27.846,4.538,9.035,0.396,0.348,0
O60234,0.853038528896673,7.9,5.3,9.511,0.379,0.348,0
O60896,0.742247311827957,58,5.091,10.403,0.284,0.348,0
P35221,0.763654555028963,7.368,3.737,18.51,0.083,0.348,0
P49765,0.749139344262295,36.429,3.857,7.917,0.331,0.348,0
P55212,0.754229852169766,2.533,3.967,19.213,0.124,0.348,0
Q8N149,0.757598310042249,21.222,3.889,24.598,0.064,0.348,0
Q8TB45,0.674308085650367,38.083,4.333,5.218,0.234,0.348,0
Q9H252,0.72538374717833,52.667,5.667,5.621,0.464,0.348,0
Q9UJJ9,0.696296033994334,22.231,4.692,14.337,0.219,0.348,0
Q9Y4Y9,0.880285087719298,40.545,3.909,18.942,-0.016,0.348,0
P16949,0.723746654772525,11,4.667,10.796,0.311,0.347,0
P30793,0.825381391450126,44.286,3.429,4.385,0.366,0.347,0
P50613,0.813131981795614,33.538,4,7.024,0.132,0.347,0
P61204,0.770839694656489,22.8,3.7,3.945,0.417,0.347,0
Q4LDG9,0.873688741721854,11.625,4.25,7.895,0.369,0.347,0
Q5TB30,0.712933333333333,86.857,5.143,4.598,0.341,0.347,0
Q6ZRY4,0.761167664670659,32.444,4.222,9.849,0.321,0.347,0
Q8N136,0.871528909584789,24.045,4.227,16.07,0.169,0.347,0
Q8NFU5,0.646685314685315,25.294,4.471,11.483,0.361,0.347,0
Q92804,0.669867549668874,3.571,4.5,20.557,0.093,0.347,0
Q96F85,0.85965250965251,31.6,4.133,11.423,0.312,0.347,0
Q9NQV7,0.738273504273504,24.312,3.75,8.337,0.391,0.347,0
Q9Y388,0.7156875,-0.143,3.429,16.827,0.028,0.347,0
O15409,0.668257142857143,82,5.2,3.937,0.382,0.346,0
O76003,0.80620253164557,44.333,4.5,5.468,0.406,0.346,0
P28069,0.742714636140638,36,4.75,7.048,0.264,0.346,0
Q06643,0.716164844407065,41.7,5,3.93,0.411,0.346,0
Q8NEM0,0.832698087431694,57,4.833,5.469,0.347,0.346,0
Q9HBZ2,0.606550232867598,41.579,4.158,15.387,0.076,0.346,0
Q9NP79,0.834736842105263,23.25,4.625,7.917,0.171,0.346,0
Q9Y2V3,0.609747292418773,40,6.5,4.377,0.085,0.346,0
O15145,0.787196327683616,60.778,5.444,3.917,0.376,0.345,0
O43818,0.859886658031088,11,4.667,10.469,0.35,0.345,0
O60258,0.777439733998337,-1.667,5.333,7.659,0.264,0.345,0
O60906,0.907225542623466,59.167,5.333,5.901,0.144,0.345,0
O75340,0.849110629067245,35.769,5.077,13.24,0.227,0.345,0
P00918,0.847681795998048,75.429,4,3.916,0.205,0.345,0
P27449,0.760084507042253,64.5,3.667,4.138,0.504,0.345,0
P29353,0.715833333333333,23.375,4.25,5.897,0.365,0.345,0
P29762,0.812009216589862,1.385,3.538,13.868,0.397,0.345,0
P38398,0.770872093023256,4.071,3.929,15.458,0.12,0.345,0
P52948,0.780889443059019,7.333,3.833,12.183,0.383,0.345,0
P56645,0.684182769726248,26.385,4.308,14.032,0.349,0.345,0
Q5FWF5,0.666176075268817,34.857,4.643,13.216,0.077,0.345,0
Q8IWL3,0.847693251533742,7.143,3.857,8.779,0.375,0.345,0
Q92502,0.76426189005559,38.818,4.364,8.132,0.109,0.345,0
Q96PY5,0.695059710873664,28.889,5.111,8.902,0.168,0.345,0
Q9H4A9,0.881828865222181,19.077,4.538,10.743,0.347,0.345,0
Q9Y4Z0,0.750045941807044,57.25,5.125,7.878,0.387,0.345,0
Q9Y6V0,0.700743944636678,-24.5,5,7.216,0.433,0.345,0
A6NI73,0.748657718120805,40.444,4.889,6.772,0.158,0.344,0
O95140,0.768282244071718,24.077,4.538,12.967,0.379,0.344,0
P33992,0.739322446143155,-3.056,4.667,16.088,0.093,0.344,0
P47972,0.86054341036852,33.125,4.5,6.549,0.444,0.344,0
Q05397,0.791889908256881,36.818,4.455,10.585,0.385,0.344,0
Q14BN4,0.825336492890995,10.545,4.455,10.81,0.275,0.344,0
Q6GTX8,0.766596534653465,-10,4.6,8.56,0.286,0.344,0
Q86TB9,0.783785678517777,41.182,3.909,11.131,0.282,0.344,0
Q8N4S9,0.72679012345679,41.5,5.25,4.576,0.323,0.344,0
Q96LB9,0.834650077760498,35.909,4.636,10.793,0.311,0.344,0
Q96QE5,0.877217806041335,40.6,5.2,5.696,0.362,0.344,0
Q9NQL2,0.814505928853755,53.75,4.125,5.461,0.405,0.344,0
Q9NZU7,0.800966608084358,37.5,4.167,7.667,0.281,0.344,0
Q9UHA4,0.847340425531915,28.5,4,9.939,0.358,0.344,0
Q9Y241,0.53751404494382,39.882,3.824,16.894,0.035,0.344,0
B0L653,0.82483379501385,9,3,4.114,0.433,0.343,0
P0CG48,0.709907094594595,34.111,4.556,8.769,0.374,0.343,0
P13693,0.805528811086798,43.875,4.5,6.538,0.329,0.343,0
P25208,0.69664447403462,47.167,4.667,8.46,0.266,0.343,0
P35218,0.895490605427975,48.286,5,6.995,0.329,0.343,0
P51668,0.857059829059829,11.429,3,4.777,0.412,0.343,0
Q14232,0.770350506756757,16.5,5.1,11.672,0.294,0.343,0
Q16445,0.706782267792521,13.529,3.941,13.195,0.131,0.343,0
Q8N109,0.824813019390582,9,3,4.114,0.433,0.343,0
Q8WVC0,0.5420016273393,60,5.222,5.825,0.309,0.343,0
Q96BQ1,0.836845688350983,34.875,4,6.097,0.372,0.343,0
Q96MU7,0.818539584934666,19.182,3.545,11.09,0.319,0.343,0
Q96MX6,0.911465053763441,34.708,4.521,32.632,0.026,0.343,0
Q9H0P0,0.90458672376873706,12.583,4.25,14.498,0.131,0.343,0
Q9HBU1,0.693725490196078,40.375,4.5,7.234,0.065,0.343,0
Q9UBD6,0.810844099913867,67.444,4.444,8.471,0.126,0.343,0
P05451,0.827218831734961,27.182,4.364,12.495,0.353,0.342,0
P21781,0.756181649675626,5.889,4.778,9.856,0.392,0.342,0
P40616,0.906890951276102,2.111,4.556,7.846,0.258,0.342,0
P57060,0.790971322849214,55.75,4.417,8.08,0.435,0.342,0
Q15699,0.593709677419355,40,6.5,4.328,0.197,0.342,0
Q8TEP8,0.838041319030592,32.923,4.615,10.766,0.392,0.342,0
Q9UQE7,0.716374458874459,9.571,4.286,9.187,0.443,0.342,0
Q9Y2M5,0.848224169741697,37.292,2.625,8.276,0.373,0.342,0
P10767,0.838154296875,27.667,3.667,9.598,0.393,0.341,0
P29317,0.772822695035461,51.5,4.2,8.72,0.417,0.341,0
P49771,0.846675900277008,73.091,4.636,6.737,0.312,0.341,0
P50502,0.797052877138414,16.222,4.667,7.639,0.389,0.341,0
P56279,0.928511326860841,29.333,4.667,10.498,0.385,0.341,0
P56704,0.708312332951508,3.833,4.083,10.471,0.282,0.341,0
Q06830,0.82630659767141,20.8,4.3,11.107,0.397,0.341,0
Q8WXA3,0.744169797145004,9.667,4.75,10.739,0.491,0.341,0
Q9NRH2,0.776309523809524,54.875,4.75,5.85,0.014,0.341,0
Q9UGB7,0.932106252938411,30.769,5.385,12.51,0.424,0.341,0
Q9Y613,0.808859510655091,22.6,3.6,13.815,0.22,0.341,0
O43524,0.5661227154047,44.25,4.875,11.83,0.432,0.34,0
P13598,0.894126666666667,-2.273,3.545,8.703,0.303,0.34,0
Q15102,0.915865954922894,-13.167,4.333,11.135,0.201,0.34,0
Q8WUJ0,0.914186426819297,64.5,5.167,4.085,0.431,0.34,0
Q96B36,0.519044502617801,3.5,3.375,4.958,0.238,0.34,0
Q96ST2,0.815733215547703,9.111,4.111,8.088,0.399,0.34,0
Q9NQT4,0.871386075949367,65.286,4.714,3.855,0.367,0.34,0
Q9NUW8,0.926626074498567,52,4.455,8.778,0.018,0.34,0
Q9Y692,0.771013888888889,17.875,5,5.838,0.339,0.34,0
P00491,0.871975860527492,42.111,3.889,8.244,0.363,0.339,0
P29350,0.85701775147929,-20.571,4.286,10.506,0.131,0.339,0
P31939,0.864306843267108,10.2,4.4,19.081,0.228,0.339,0
P42701,0.825301689460981,70.444,4.556,3.849,0.252,0.339,0
Q00534,0.801525215252152,32.4,4.8,12.044,0.093,0.339,0
Q5RKV6,0.815829918032787,16.714,5,13.711,0.156,0.339,0
Q5SRI9,0.916835443037975,-26.2,5.2,10.257,0.463,0.339,0
Q969V5,0.526643192488263,22.091,4.818,7.394,0.368,0.339,0
A6NCL1,0.58834274952919,35,5,4.494,0.438,0.338,0
A6NNL0,0.64696261682243,52.2,4.2,8.894,0.32,0.338,0
O95271,0.868689694547531,29.889,4.333,11.56,0.236,0.338,0
P07741,0.886676470588235,24,4.5,7.568,0.281,0.338,0
P10243,0.701502711076685,46.714,5.571,8.273,0.319,0.338,0
P28562,0.843681936041487,29.7,4.4,8.71,0.407,0.338,0
P54136,0.879116712560898,30.667,4.667,14.654,0.295,0.338,0
Q2TAL5,0.70676404494382,74.167,5.667,6.926,0.44,0.338,0
Q7Z698,0.716732456140351,16.444,4.778,10.947,0.339,0.338,0
Q86SS6,0.763630229419703,35,5.25,6.711,0.206,0.338,0
Q8NDI1,0.705890570430733,3.875,5.125,9.14,0.346,0.338,0
Q96DE9,0.862350119904077,14.692,4.077,16.212,0.227,0.338,0
Q9NP95,0.844653543307087,8.7,4.6,14.306,0.24,0.338,0
Q9UPZ6,0.654684115523466,37.917,4.833,8.932,0.298,0.338,0
P03951,0.813402865571007,28.522,3.913,25.008,0.072,0.337,0
P08697,0.873319796954315,74.75,4.75,8.017,0.248,0.337,0
P0DOY3,0.874230769230769,30.6,3.3,8.27,0.333,0.337,0
P61086,0.906546261089987,-12.727,4.545,17.442,0.428,0.337,0
P82663,0.895789855072464,26.429,3.857,7.201,0.351,0.337,0
Q58FF8,0.629367209971237,61,5.143,5.366,0.121,0.337,0
Q5VU92,0.775235920852359,31.125,4.25,11.287,0.398,0.337,0
Q86U86,0.782410646387833,58.167,5,8.46,0.362,0.337,0
Q8N594,0.740925925925926,28,5,5.148,0.428,0.337,0
Q8WUN7,0.68177370030581,61.333,5.222,3.969,0.33,0.337,0
Q96A35,0.794143980641258,50,5.333,4.935,0.461,0.337,0
Q9GZT3,0.862764900662252,98.5,7,4.938,0.432,0.337,0
Q9H6X2,0.852838926174497,31.7,5,7.94,0.324,0.337,0
Q9NS28,0.798615948670944,17.1,3.5,9.993,0.423,0.337,0
Q9UNE2,0.619264126149803,33.75,4.667,13.139,0.129,0.337,0
Q9Y4I1,0.76015873015873,29.625,4.625,7.376,0.389,0.337,0
O15178,0.719945945945946,33.909,4.182,12.024,0.326,0.336,0
O95999,0.665045248868778,12.333,4.889,12.79,0.314,0.336,0
P55809,0.894226579520697,34,5.333,8.244,0.305,0.336,0
Q92837,0.542843137254902,42.25,4.5,5.378,0.377,0.336,0
Q99735,0.814066237350506,20.556,4.778,6.909,0.355,0.336,0
Q9Y266,0.793400211193242,23.143,4.857,10.638,0.295,0.336,0
B2RXH8,0.699490445859873,54,5,7.35,0.23,0.335,0
O75496,0.638612521150592,47.167,5.5,8.744,0.491,0.335,0
O95994,0.659381255686988,25.667,4.067,19.322,0.2,0.335,0
P35754,0.856078431372549,20.5,4.333,10.509,0.442,0.335,0
Q07021,0.72974358974359,39.125,4.75,5.947,0.306,0.335,0
Q15825,0.648651872399445,10.872,4.308,22.416,0.095,0.335,0
Q5QGZ9,0.80704368174727,13.222,3.556,6.433,0.393,0.335,0
Q9UJY5,0.825506607929515,22.111,4,10.524,0.454,0.335,0
P07306,0.821875,40,5.111,8.437,0.398,0.334,0
P12111,0.890060934326337,26.5,3.625,11.103,0.405,0.334,0
P12318,0.820287610619469,24.167,4.25,13.07,0.276,0.334,0
P21580,0.786507883260651,10.25,4.167,14.142,0.201,0.334,0
P32322,0.823853439680957,31.5,4.333,8.638,0.586,0.334,0
P36402,0.696405797101449,27,5.125,6.894,0.292,0.334,0
P41223,0.831396131202691,32.636,3.818,9.969,0.228,0.334,0
P82932,0.686628982528263,51.571,5.571,4.012,0.33,0.334,0
Q02083,0.892322729014948,64,4.429,3.781,0.381,0.334,0
Q86WR0,0.869973297730307,15.833,5.667,6.651,0.193,0.334,0
Q8N3C7,0.620569514237856,70.222,4.667,4.45,0.328,0.334,0
Q8TCD5,0.902619788425638,12.714,4.429,13.335,0.218,0.334,0
Q96MF2,0.830081383519837,13.778,4.778,8.122,0.372,0.334,0
Q9P246,0.785452302631579,70.667,4.222,3.785,0.39,0.334,0
Q9Y2R2,0.836964856230032,29.438,4.062,12.603,0.398,0.334,0
Q9Y3Q0,0.89086470906143,19.5,4.833,7.543,0.321,0.334,0
Q9Y3Q8,0.595663900414938,22.5,3.875,12.669,0.261,0.334,0
O75715,0.856856010568032,23.25,4.167,9.78,0.305,0.333,0
P17481,0.627825421133231,20.143,5.714,8.625,0.402,0.333,0
P62760,0.78623246492986,29.3,4.3,14.171,0.151,0.333,0
Q13885,0.848443786982249,39.667,4.083,11.094,0.098,0.333,0
Q8IWF7,0.7143961352657,22.556,4.222,7.079,0.458,0.333,0
Q9BVA1,0.855869308101715,39.667,4.083,11.093,0.098,0.333,0
Q9NY25,0.866498455200824,45.375,5.125,7.539,0.355,0.333,0
Q9UIK4,0.841593023255814,26.5,3.654,15.67,0.19,0.333,0
P10620,0.522705139765555,30.412,4.647,14.201,0.123,0.332,0
P43632,0.781094559585492,40.25,4.5,7.952,0.354,0.332,0
Q15116,0.769399785637728,11.714,3.714,8.428,0.281,0.332,0
Q9NRL2,0.788961187214612,10.714,4.857,10.822,0.191,0.332,0
Q9UJC5,0.834357053682896,24,3.857,6.843,0.348,0.332,0
Q9UQ35,0.613904282115869,22.875,5.75,10.468,0.303,0.332,0
Q9Y286,0.834052478134111,24.889,4.778,10.199,0.369,0.332,0
O00459,0.825975609756098,23,4.875,5.079,0.148,0.331,0
P22681,0.831108633322714,29,5.111,10.13,0.258,0.331,0
P34981,0.736666666666667,53.4,4.933,13.31,0.1,0.331,0
P43631,0.80583009079118,40.25,4.5,7.942,0.355,0.331,0
Q01167,0.652820069204152,31.286,3,4.421,0.235,0.331,0
Q5VYS8,0.837216628775576,17.625,3.792,17.84,0.113,0.331,0
Q86WC4,0.765567394778902,87.25,4.75,3.967,0.349,0.331,0
Q8NEZ3,0.876628169014084,0.278,4.444,11.98,0.237,0.331,0
Q99259,0.878010550113037,43.333,6,5.314,0.247,0.331,0
Q9NVA2,0.727480190174326,-27.8,4.8,9.269,0.446,0.331,0
Q9Y4E8,0.82366797532249,22,5,6.386,0.16,0.331,0
P05067,0.754168618266979,32.125,4.25,6.383,0.412,0.33,0
P54756,0.747749915282955,15.7,4.5,6.716,0.322,0.33,0
Q5T653,0.766480985538297,30.625,5.625,12.356,0.21,0.33,0
Q69YH5,0.595198412698413,8.571,3.714,7.914,0.284,0.33,0
Q6NVV1,0.734172576832151,-0.769,5.462,15.084,-0.014,0.33,0
Q8N6H7,0.733905146316852,37.8,4.6,5.054,0.426,0.33,0
Q9UL15,0.747845579078456,10.375,2.75,11.434,0.433,0.33,0
O75128,0.514111570247934,42.167,3.5,7.035,0.343,0.329,0
P01893,0.850629401408451,26.667,5.222,14.597,0.121,0.329,0
P0CG39,0.715382766906969,6.958,4,18.629,0.15,0.329,0
P26045,0.870527256478999,4,4.154,14.401,0.303,0.329,0
P34130,0.736807780320366,57.667,6,5.057,0.392,0.329,0
Q13402,0.831724269620011,41.5,4.6,9.915,0.287,0.329,0
Q13651,0.711453096259963,9,3.538,6.157,0.367,0.329,0
Q96A65,0.829761613691932,34.273,5,8.639,0.304,0.329,0
Q96AY2,0.703260200153965,26.222,3.778,5.716,0.265,0.329,0
Q96EQ8,0.707089947089947,-2.125,3.75,6.397,0.287,0.329,0
Q9NRJ5,0.846394453004622,33.867,4.933,11.486,0.332,0.329,0
Q9UBH0,0.840591715976331,82.727,4.545,6.721,0.368,0.329,0
Q9UQK1,0.523028413028413,28.5,4.625,11.876,0.253,0.329,0
P04899,0.79222266244057,50.636,4.455,20.881,0.428,0.328,0
P05090,0.910165662650602,29.5,4.235,20.276,0.157,0.328,0
P17813,0.835270935960591,49,3.75,5.909,0.246,0.328,0
P29218,0.924360829715388,41.625,4.625,10.62,0.208,0.328,0
P51911,0.805351239669421,38.833,5.333,6.601,0.279,0.328,0
Q8TBK2,0.900859465737515,28.912,4.559,24.456,0.093,0.328,0
Q9BT78,0.791870193786527,30.667,4.2,13.152,0.317,0.328,0
Q9H1I8,0.8698995395563,30.125,4.75,5.497,0.419,0.328,0
Q9UMZ3,0.86620230700976,33.778,4.778,8.6,0.336,0.328,0
O00213,0.80486432160804,27.2,2.8,6.783,0.317,0.327,0
O43570,0.917549066539014,50.091,4.364,5.255,0.181,0.327,0
O75474,0.673015873015873,42.25,4.5,5.262,0.325,0.327,0
P28072,0.821623762376238,0.077,4.154,11.204,0.139,0.327,0
Q15149,0.744270363951473,11.609,4.435,16.519,0.211,0.327,0
Q6PML9,0.626961394769614,20.167,5.333,5.254,0.414,0.327,0
Q8IV48,0.872010156580618,66.875,4.875,3.7,0.15,0.327,0
Q92574,0.715719557195572,22.4,4.2,7.515,0.476,0.327,0
Q9BPX1,0.877565036420395,3.167,3.833,8.388,0.269,0.327,0
Q9C0D0,0.700707547169811,31,3.6,6.558,0.277,0.327,0
Q9NRG4,0.922012166588676,23.667,4.111,8.707,-0.043,0.327,0
Q9NZH6,0.870506430868167,95.9,5.1,3.7,0.333,0.327,0
Q9UHD0,0.880070810385523,19.714,4.571,7.038,0.405,0.327,0
O14980,0.851439546152937,42.4,5.1,8.929,0.436,0.326,0
O15516,0.725941512125535,76.667,4.667,3.904,0.221,0.326,0
P07949,0.788215589435259,36.192,4.731,19.556,0.085,0.326,0
P09603,0.817792421746293,14.917,5.083,7.896,0.41,0.326,0
P62330,0.795230188679245,10.308,3.154,10.505,0.291,0.326,0
Q06828,0.878543290931473,41.714,4.143,6.111,0.341,0.326,0
Q6UN15,0.65810623556582,77.1,5.7,6.335,0.316,0.326,0
Q75VX8,0.741894736842105,19.875,3.375,11.626,0.382,0.326,0
Q92826,0.601949317738791,21,5.2,7.676,0.235,0.326,0
Q9BUF5,0.842427299703264,39.667,4.083,11.015,0.108,0.326,0
Q9UKM7,0.910311911804248,-2.727,4.091,7.657,0.423,0.326,0
Q9Y316,0.936707783921735,24.25,4.188,9.901,0.446,0.326,0
O76036,0.880899400399733,12.4,4.4,5.452,0.466,0.325,0
O96008,0.867557077625571,30,5.444,7.418,0.212,0.325,0
P01814,0.831291989664083,21.867,3.933,10.708,0.251,0.325,0
P04731,0.608902743142145,23.875,3,6.1,0.418,0.325,0
P04732,0.625443037974684,23.875,3,6.096,0.443,0.325,0
Q08495,0.64562613430127,15.333,4.75,15.165,0.477,0.325,0
Q16584,0.767893223819302,27.476,3.857,15.853,0.269,0.325,0
Q16853,0.899738069608898,25.143,5.286,8.07,0.349,0.325,0
Q5TDH0,0.865284552845528,42.25,3.25,10.496,0.299,0.325,0
Q71DI3,0.748275462962963,78.333,4.556,7.753,0.334,0.325,0
Q7L099,0.80009375,67.222,4,3.678,0.373,0.325,0
Q8IX90,0.867018867924528,43.833,4.333,9.364,0.386,0.325,0
Q8TBF4,0.797784342688331,41,4.5,9.838,0.399,0.325,0
Q9NP90,0.863507890961263,3,4.125,10.074,0.294,0.325,0
Q9UJD0,0.812551111111111,28,3.5,7.197,0.404,0.325,0
O75015,0.826946454413893,52.4,5.2,5.212,0.402,0.324,0
P09543,0.800417875798027,15.476,4.119,30.609,0.1,0.324,0
P13196,0.830152403282532,22.647,4.471,15.853,0.325,0.324,0
Q03933,0.677184154175589,24,4.571,5.893,0.29,0.324,0
Q07075,0.935938371444506,6.615,3.538,11.36,0.202,0.324,0
Q13733,0.81825773938085,78.333,4.667,6.633,0.432,0.324,0
Q13950,0.674835796387521,14.25,4.125,6.116,0.285,0.324,0
Q7Z6J2,0.733006711409396,21.667,4.067,14.501,0.276,0.324,0
Q8WTU0,0.852369477911647,42.25,3.25,10.487,0.368,0.324,0
Q9P1U1,0.844205748865355,9.939,3.515,20.61,0.337,0.324,0
O60783,0.752865566037736,20.545,5.273,12.125,0.207,0.323,0
P06733,0.893418569254186,23.8,4.2,6.542,0.271,0.323,0
P10070,0.70759375,-9.5,4,7.835,0.508,0.323,0
P16444,0.937257617728532,25.3,4.6,6.529,0.407,0.323,0
Q6L8Q7,0.911179728607034,14,4.526,15.127,0.347,0.323,0
Q8IUQ4,0.824088176352705,-11.714,4.429,4.536,0.26,0.323,0
Q8N4J0,0.884081984154323,31.706,4.824,10.088,0.19,0.323,0
Q9BR76,0.844660574412533,23.581,3.93,21.758,0.074,0.323,0
Q9UPP1,0.821356589147287,39.886,4.257,16.857,0.173,0.323,0
O00222,0.756109276493545,1,3.893,18.875,0.116,0.322,0
O15520,0.86320704845815,-1.714,5.571,10.469,0.174,0.322,0
P10071,0.706447058823529,-9.5,4,7.832,0.418,0.322,0
P13489,0.870882352941176,43.375,4.625,4.31,0.401,0.322,0
P46781,0.771861074705111,27.143,5,5.844,0.339,0.322,0
P50150,0.666397637795276,40,4.333,5.618,0.325,0.322,0
P53816,0.736331300813008,19.25,4.5,6.748,0.319,0.322,0
Q00005,0.829684515195369,28.815,4.778,17.984,0.143,0.322,0
Q5VT66,0.886711349419124,25.75,4.833,16.25,0.259,0.322,0
Q68D06,0.822452006980803,12.821,4.071,19.729,0.087,0.322,0
Q96I24,0.639852140077821,49.222,4.333,8.503,0.356,0.322,0
Q9Y5L3,0.879746487477092,7.889,4.222,9.557,0.037,0.322,0
A6NNM8,0.848837618879887,42.154,4.462,13.627,0.317,0.321,0
O15265,0.74741273100616,50,3.875,8.93,0.372,0.321,0
O15294,0.890088751688211,15.732,4.024,25.502,0.138,0.321,0
O15393,0.846824742268041,13.053,2.526,10,0.142,0.321,0
O43513,0.61756678700361,43.6,4.8,5.77,0.177,0.321,0
O95405,0.845449289327873,25,4,18.852,0.066,0.321,0
P29122,0.814950379451255,46.692,4.615,9.86,0.038,0.321,0
P35680,0.714749631811487,8.769,4.692,15.077,0.186,0.321,0
P61158,0.85759501368197,6.167,5.5,10.456,0.324,0.321,0
Q5EBL8,0.702987377279102,56.6,5,4.749,0.317,0.321,0
Q8NHQ8,0.736493902439024,43,3.875,5.38,0.367,0.321,0
Q96FW1,0.889580078125,51.9,4.9,12.663,0.326,0.321,0
Q9H1B7,0.721619365609349,36.833,4.333,7.144,0.508,0.321,0
O00541,0.728802651272183,12.133,4.333,17.226,0.172,0.32,0
O14543,0.62453112033195,38.857,4.143,5.958,0.088,0.32,0
O43660,0.829336511720302,30.176,4.353,15.616,0.345,0.32,0
O60675,0.79940243902439,-4.6,5,7.132,0.432,0.32,0
O75628,0.741197877179682,0.273,4.091,10.875,0.261,0.32,0
P01185,0.722316666666667,7.538,3.077,9.328,0.35,0.32,0
P10747,0.852621951219512,71.25,4.75,3.617,0.428,0.32,0
P29558,0.763419563459984,21.917,3.75,12.796,0.315,0.32,0
P43627,0.803458792991564,33.615,4.231,11.143,0.224,0.32,0
Q5JT25,0.784907407407407,10.083,3.167,16.651,0.212,0.32,0
Q6TGC4,0.901426985008329,-15.333,4.667,8.497,0.319,0.32,0
Q8IZD0,0.747898550724638,31,4.75,7.568,0.438,0.32,0
Q99755,0.733316733067729,20.256,4.077,21.033,0.096,0.32,0
O75970,0.820309523809524,37.9,4,11.516,0.308,0.319,0
P48047,0.737538247566064,85,4.75,3.6,0.425,0.319,0
P61244,0.720488549618321,9.25,4.875,9.163,0.425,0.319,0
Q15645,0.754974014062978,42.154,4.077,10.022,0.19,0.319,0
Q8TF42,0.856621621621622,8.182,3.818,9.943,0.279,0.319,0
Q9ULJ6,0.805553021664766,35,4.167,8.902,0.482,0.319,0
O75570,0.842309669129457,25.75,4.5,7.815,0.113,0.318,0
O95057,0.853904761904762,15.833,4,7.113,0.283,0.318,0
O95478,0.803048433048433,39,5.167,7.614,0.142,0.318,0
P02776,0.717128099173554,-26.667,5.333,10.052,0.36,0.318,0
P09619,0.837054578258908,24.273,4.455,7.944,0.21,0.318,0
P20151,0.822767808591626,54.429,5.429,7.357,0.258,0.318,0
P20702,0.805461060678452,16.1,4,6.68,0.214,0.318,0
Q53HV7,0.845177638453501,89.444,5.222,3.594,0.267,0.318,0
Q6UW88,0.555693950177936,21.143,3.429,8.214,0.444,0.318,0
Q7Z4I7,0.77169702780441,16,4.545,13.392,0.41,0.318,0
Q9H257,0.752264653641208,17.364,5,12.231,0.172,0.318,0
Q9UIL1,0.737889908256881,42.4,5.2,4.705,0.385,0.318,0
P0DJI8,0.766923076923077,49.25,4.75,4.252,0.433,0.317,0
P22692,0.74014657980456,2,4.273,10.49,0.415,0.317,0
P27824,0.638670377241806,13,4.273,10.89,0.256,0.317,0
P52803,0.746159169550173,38.857,4.429,6.879,0.216,0.317,0
P55318,0.675236966824645,17.125,4.375,6.235,0.292,0.317,0
P62487,0.845281065088757,62.143,4.143,5.77,0.305,0.317,0
Q09028,0.857536183103332,47.222,4.556,3.574,0.349,0.317,0
Q0D2I5,0.639312602291326,38,5.333,8.999,0.424,0.317,0
