"","Phase","Status","URL Name","URL","Disease ID","Disease Name","Drug ID","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","NCT_ID"
"275",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00899574","MONDO_0007254","breast cancer","CHEMBL1282","IMIQUIMOD","Toll-like receptor 7 agonist","AGONIST","ENSG00000196664","toll like receptor 7","TLR7","Small molecule","NCT00899574"
"276",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02839668","MONDO_0007254","breast cancer","CHEMBL1237044","TRAMADOL","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","NCT02839668"
"277",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05021900","MONDO_0007254","breast cancer","CHEMBL4297584","TENALISIB","PI3-kinase p110-gamma subunit inhibitor","INHIBITOR","ENSG00000105851","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","PIK3CG","Small molecule","NCT05021900"
"278",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01082068","MONDO_0007254","breast cancer","CHEMBL3545366","VOXTALISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","PIK3CB","Small molecule","NCT01082068"
"279",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00717340","MONDO_0007254","breast cancer","CHEMBL1289494","TIVOZANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 1","FLT1","Small molecule","NCT00717340"
"280",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02259114","MONDO_0007254","breast cancer","CHEMBL3581647","BIRABRESIB","Bromodomain and extra-terminal motif (BET) inhibitor","INHIBITOR","ENSG00000204256","bromodomain containing 4","BRD4","Small molecule","NCT02259114"
"281",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00001444","MONDO_0007254","breast cancer","CHEMBL574737","UCN-01","Cyclin-dependent kinase 6 inhibitor","INHIBITOR","ENSG00000140992","cyclin dependent kinase 6","CDK6","Small molecule","NCT00001444"
"282",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02632071","EFO_0000305","breast carcinoma","CHEMBL2364628","RICOLINOSTAT","Histone deacetylase 6 inhibitor","INHIBITOR","ENSG00000094631","histone deacetylase 6","HDAC6","Small molecule","NCT02632071"
"283",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01624441","EFO_0006861","male breast carcinoma","CHEMBL2103840","DINACICLIB","Cyclin-dependent kinase 5 inhibitor","INHIBITOR","ENSG00000136807","cyclin dependent kinase 5","CDK5","Small molecule","NCT01624441"
"284",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03854903","EFO_0000305","breast carcinoma","CHEMBL288441","BOSUTINIB","Tyrosine-protein kinase ABL inhibitor","INHIBITOR","ENSG00000197122","ABL proto-oncogene 1, non-receptor tyrosine kinase","ABL1","Small molecule","NCT03854903"
"285",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00637897","MONDO_0007254","breast cancer","CHEMBL1200622","PARICALCITOL","Vitamin D receptor agonist","AGONIST","ENSG00000111424","vitamin D receptor","VDR","Small molecule","NCT00637897"
"286",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00001504","MONDO_0007254","breast cancer","CHEMBL705","ALITRETINOIN","Retinoid receptor agonist","AGONIST","ENSG00000204231","retinoic acid receptor alpha","RARA","Small molecule","NCT00001504"
"287",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02705859","MONDO_0007254","breast cancer","CHEMBL3218576","COPANLISIB","PI3-kinase p110-alpha subunit inhibitor","INHIBITOR","ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","PIK3CA","Small molecule","NCT02705859"
"288",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00600275","MONDO_0007254","breast cancer","CHEMBL3545096","BGT-226","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphoinositide-3-kinase regulatory subunit 5","PIK3R5","Small molecule","NCT00600275"
"289",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04483505","MONDO_0007254","breast cancer","CHEMBL3963485","ROGARATINIB","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 2","FGFR2","Small molecule","NCT04483505"
"290",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00020332","MONDO_0007254","breast cancer","CHEMBL428690","ALVOCIDIB","Cyclin-dependent kinase 9 inhibitor","INHIBITOR","ENSG00000136807","cyclin dependent kinase 9","CDK9","Small molecule","NCT00020332"
"291",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00773344","MONDO_0007254","breast cancer","CHEMBL109480","TANESPIMYCIN","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class A member 1","HSP90AA1","Small molecule","NCT00773344"
"292",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05608252","MONDO_0007254","breast cancer","CHEMBL3264002","AVUTOMETINIB","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor","INHIBITOR","ENSG00000126934","mitogen-activated protein kinase kinase 1","MAP2K1","Small molecule","NCT05608252"
"293",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03941743","EFO_0000305","breast carcinoma","CHEMBL544665","FINGOLIMOD HYDROCHLORIDE","Sphingosine 1-phosphate receptor agonist","AGONIST","ENSG00000180739","sphingosine-1-phosphate receptor 4","S1PR4","Small molecule","NCT03941743"
"294",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01042925","MONDO_0007254","breast cancer","CHEMBL3360203","PILARALISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","PIK3CA","Small molecule","NCT01042925"
"295",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00337649","MONDO_0007254","breast cancer","CHEMBL96172","EPOTHILONE D","Tubulin stabiliser","STABILISER","ENSG00000188229","tubulin beta 8 class VIII","TUBB8","Small molecule","NCT00337649"
"296",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05340673","EFO_0000432","breast ductal carcinoma in situ","CHEMBL306823","SODIUM DICHLOROACETATE","Pyruvate dehydrogenase kinase inhibitor","INHIBITOR","ENSG00000005882","pyruvate dehydrogenase kinase 3","PDK3","Small molecule","NCT05340673"
"297",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02027376","MONDO_0007254","breast cancer","CHEMBL2105737","SONIDEGIB","Smoothened homolog inhibitor","INHIBITOR","ENSG00000128602","smoothened, frizzled class receptor","SMO","Small molecule","NCT02027376"
"298",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00005822","MONDO_0007254","breast cancer","CHEMBL276711","SEMAXANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 4","FLT4","Small molecule","NCT00005822"
"299",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02646748","MONDO_0007254","breast cancer","CHEMBL3622820","ITACITINIB","Tyrosine-protein kinase JAK1 inhibitor","INHIBITOR","ENSG00000162434","Janus kinase 1","JAK1","Small molecule","NCT02646748"
"300",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04205903","MONDO_0007254","breast cancer","CHEMBL255863","NILOTINIB","Bcr/Abl fusion protein","INHIBITOR","ENSG00000097007","BCR activator of RhoGEF and GTPase","BCR","Small molecule","NCT04205903"
"301",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01246102","MONDO_0007254","breast cancer","CHEMBL1214827","ONALESPIB","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class A member 1","HSP90AA1","Small molecule","NCT01246102"
"302",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05383196","EFO_1000984","inflammatory breast carcinoma","CHEMBL1738758","ONVANSERTIB","Serine/threonine-protein kinase PLK1 inhibitor","INHIBITOR","ENSG00000166851","polo like kinase 1","PLK1","Small molecule","NCT05383196"
"303",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01171924","MONDO_0007254","breast cancer","CHEMBL598797","CUDC-101","Histone deacetylase inhibitor","INHIBITOR","ENSG00000146648","histone deacetylase 7","HDAC7","Small molecule","NCT01171924"
"304",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03505528","MONDO_0007254","breast cancer","CHEMBL1200895","PHENELZINE SULFATE","Monoamine oxidase inhibitor","INHIBITOR","ENSG00000189221","monoamine oxidase A","MAOA","Small molecule","NCT03505528"
"305",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03218826","EFO_0005537","triple-negative breast cancer","CHEMBL3408248","AZD-8186","PI3-kinase p110-beta subunit inhibitor","INHIBITOR","ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","PIK3CB","Small molecule","NCT03218826"
"306",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00001944","MONDO_0007254","breast cancer","CHEMBL348475","TARIQUIDAR","P-glycoprotein 1 inhibitor","INHIBITOR","ENSG00000085563","ATP binding cassette subfamily B member 1","ABCB1","Small molecule","NCT00001944"
"307",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04851613","MONDO_0007254","breast cancer","CHEMBL2219422","AFURESERTIB","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 2","AKT2","Small molecule","NCT04851613"
"308",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01271920","MONDO_0007254","breast cancer","CHEMBL252164","LUMINESPIB","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class A member 1","HSP90AA1","Small molecule","NCT01271920"
"309",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01248494","MONDO_0007254","breast cancer","CHEMBL1879463","DACTOLISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphoinositide-3-kinase regulatory subunit 1","PIK3R1","Small molecule","NCT01248494"
"310",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00322400","MONDO_0007254","breast cancer","CHEMBL572881","MOTESANIB","Platelet-derived growth factor receptor inhibitor","INHIBITOR","ENSG00000165731","platelet derived growth factor receptor beta","PDGFRB","Small molecule","NCT00322400"
"311",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05092373","EFO_0000305","breast carcinoma","CHEMBL2103868","CABOZANTINIB S-MALATE","Hepatocyte growth factor receptor inhibitor","INHIBITOR","ENSG00000128052","MET proto-oncogene, receptor tyrosine kinase","MET","Small molecule","NCT05092373"
"312",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00054028","MONDO_0007254","breast cancer","CHEMBL265502","SURAMIN","Acidic fibroblast growth factor inhibitor","INHIBITOR","ENSG00000113578","fibroblast growth factor 1","FGF1","Small molecule","NCT00054028"
"313",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03505528","MONDO_0007254","breast cancer","CHEMBL1089","PHENELZINE","Monoamine oxidase inhibitor","INHIBITOR","ENSG00000189221","monoamine oxidase A","MAOA","Small molecule","NCT03505528"
"314",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03709446","MONDO_0007254","breast cancer","CHEMBL960","LEFLUNOMIDE","Dihydroorotate dehydrogenase inhibitor","INHIBITOR","ENSG00000102967","dihydroorotate dehydrogenase (quinone)","DHODH","Small molecule","NCT03709446"
"315",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03012230","EFO_0005537","triple-negative breast cancer","CHEMBL1795071","RUXOLITINIB PHOSPHATE","Tyrosine-protein kinase JAK2 inhibitor","INHIBITOR","ENSG00000096968","Janus kinase 2","JAK2","Small molecule","NCT03012230"
"316",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03344536","MONDO_0007254","breast cancer","CHEMBL3907479","FGFR INHIBITOR DEBIO 1347","Fibroblast growth factor receptor 2 inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 2","FGFR2","Small molecule","NCT03344536"
"317",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00268918","MONDO_0007254","breast cancer","CHEMBL101253","VATALANIB","Macrophage colony stimulating factor receptor inhibitor","INHIBITOR","ENSG00000113721","colony stimulating factor 1 receptor","CSF1R","Small molecule","NCT00268918"
"318",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04261218","MONDO_0007254","breast cancer","CHEMBL4073443","TOMIVOSERTIB","MAP kinase-interacting serine/threonine-protein kinase 1/2 inhibitor","INHIBITOR","ENSG00000099875","MAPK interacting serine/threonine kinase 1","MKNK1","Small molecule","NCT04261218"
"319",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04345913","EFO_0005537","triple-negative breast cancer","CHEMBL3545068","COPANLISIB HYDROCHLORIDE","PI3-kinase p110-alpha subunit inhibitor","INHIBITOR","ENSG00000121879","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","PIK3CA","Small molecule","NCT04345913"
"320",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02834403","MONDO_0007254","breast cancer","CHEMBL256147","TILARGININE","Nitric oxide synthase inhibitor","INHIBITOR","ENSG00000089250","nitric oxide synthase 1","NOS1","Small molecule","NCT02834403"
"321",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02834403","MONDO_0007254","breast cancer","CHEMBL25","ASPIRIN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","NCT02834403"
"322",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00788333","MONDO_0007254","breast cancer","CHEMBL575448","BMS-754807","Insulin-like growth factor I receptor inhibitor","INHIBITOR","ENSG00000140443","insulin like growth factor 1 receptor","IGF1R","Small molecule","NCT00788333"
"323",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03379428","MONDO_0007254","breast cancer","CHEMBL1873475","IBRUTINIB","Tyrosine-protein kinase BTK inhibitor","INHIBITOR","ENSG00000010671","Bruton tyrosine kinase","BTK","Small molecule","NCT03379428"
"324",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03346161","MONDO_0007254","breast cancer","CHEMBL3","NICOTINE","Neuronal acetylcholine receptor; alpha4/beta2 agonist","AGONIST","ENSG00000160716","cholinergic receptor nicotinic alpha 4 subunit","CHRNA4","Small molecule","NCT03346161"
"325",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00055926","MONDO_0007254","breast cancer","CHEMBL483321","CP-724714","Receptor protein-tyrosine kinase erbB-2 inhibitor","INHIBITOR","ENSG00000141736","erb-b2 receptor tyrosine kinase 2","ERBB2","Small molecule","NCT00055926"
"326",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03941743","EFO_0000305","breast carcinoma","CHEMBL314854","FINGOLIMOD","Sphingosine 1-phosphate receptor binding agent","BINDING AGENT","ENSG00000180739","sphingosine-1-phosphate receptor 5","S1PR5","Small molecule","NCT03941743"
"327",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05673200","EFO_0005537","triple-negative breast cancer","CHEMBL3237547","CEDAZURIDINE","Cytidine deaminase inhibitor","INHIBITOR","ENSG00000158825","cytidine deaminase","CDA","Small molecule","NCT05673200"
"328",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00508586","MONDO_0007254","breast cancer","CHEMBL4650336","EMVODODSTAT","Dihydroorotate dehydrogenase inhibitor","INHIBITOR","ENSG00000102967","dihydroorotate dehydrogenase (quinone)","DHODH","Small molecule","NCT00508586"
"329",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05618613","MONDO_0007254","breast cancer","CHEMBL1908373","ONAPRISTONE","Progesterone receptor antagonist","ANTAGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","NCT05618613"
"330",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04205903","MONDO_0007254","breast cancer","CHEMBL1201740","NILOTINIB HYDROCHLORIDE MONOHYDRATE","Tyrosine-protein kinase ABL inhibitor","INHIBITOR","ENSG00000097007","ABL proto-oncogene 1, non-receptor tyrosine kinase","ABL1","Small molecule","NCT04205903"
"331",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04052555","EFO_0005537","triple-negative breast cancer","CHEMBL3989870","BERZOSERTIB","Serine-protein kinase ATR inhibitor","INHIBITOR","ENSG00000175054","ATR serine/threonine kinase","ATR","Small molecule","NCT04052555"
"332",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02580448","EFO_0006861","male breast carcinoma","CHEMBL3264610","SEVITERONEL","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT02580448"
"333",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02419495","EFO_0005537","triple-negative breast cancer","CHEMBL1607","TOPOTECAN HYDROCHLORIDE","DNA topoisomerase I, mitochondrial inhibitor","INHIBITOR","ENSG00000184428","DNA topoisomerase I mitochondrial","TOP1MT","Small molecule","NCT02419495"
"334",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02791334","MONDO_0007254","breast cancer","CHEMBL3545307","MERESTINIB","Hepatocyte growth factor receptor inhibitor","INHIBITOR","ENSG00000105976","MET proto-oncogene, receptor tyrosine kinase","MET","Small molecule","NCT02791334"
"335",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02834403","MONDO_0007254","breast cancer","CHEMBL1491","AMLODIPINE","Voltage-gated L-type calcium channel blocker","BLOCKER","ENSG00000151067","calcium voltage-gated channel subunit alpha1 D","CACNA1D","Small molecule","NCT02834403"
"336",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01390818","MONDO_0007254","breast cancer","CHEMBL2107832","PIMASERTIB","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor","INHIBITOR","ENSG00000169032","mitogen-activated protein kinase kinase 2","MAP2K2","Small molecule","NCT01390818"
"337",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04520269","MONDO_0007254","breast cancer","CHEMBL2035187","PACRITINIB","Tyrosine-protein kinase JAK2 inhibitor","INHIBITOR","ENSG00000122025","Janus kinase 2","JAK2","Small molecule","NCT04520269"
"338",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00803556","MONDO_0007254","breast cancer","CHEMBL383824","ALVESPIMYCIN","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class A member 1","HSP90AA1","Small molecule","NCT00803556"
"339",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02672475","EFO_0005537","triple-negative breast cancer","CHEMBL2364611","GALUNISERTIB","TGF-beta receptor type I inhibitor","INHIBITOR","ENSG00000106799","transforming growth factor beta receptor 1","TGFBR1","Small molecule","NCT02672475"
"340",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02646748","MONDO_0007254","breast cancer","CHEMBL4297615","PARSACLISIB","PI3-kinase p110-delta subunit inhibitor","INHIBITOR","ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","PIK3CD","Small molecule","NCT02646748"
"341",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01177397","MONDO_0007254","breast cancer","CHEMBL3586404","ONATASERTIB","Serine/threonine-protein kinase mTOR inhibitor","INHIBITOR","ENSG00000198793","mechanistic target of rapamycin kinase","MTOR","Small molecule","NCT01177397"
"342",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02621957","MONDO_0007254","breast cancer","CHEMBL3581693","BRILANESTRANT","Estrogen receptor alpha antagonist","ANTAGONIST","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","NCT02621957"
"343",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00933309","MONDO_0007254","breast cancer","CHEMBL121","ROSIGLITAZONE","Peroxisome proliferator-activated receptor gamma agonist","AGONIST","ENSG00000132170","peroxisome proliferator activated receptor gamma","PPARG","Small molecule","NCT00933309"
"344",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05243641","MONDO_0007254","breast cancer","CHEMBL3188267","CAPMATINIB","Hepatocyte growth factor receptor inhibitor","INHIBITOR","ENSG00000105976","MET proto-oncogene, receptor tyrosine kinase","MET","Small molecule","NCT05243641"
"345",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04481113","EFO_0000304","breast adenocarcinoma","CHEMBL3989922","NIRAPARIB TOSYLATE","Poly [ADP-ribose] polymerase-1 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 1","PARP1","Small molecule","NCT04481113"
"346",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03387085","MONDO_0007254","breast cancer","CHEMBL2107818","ALDOXORUBICIN","DNA topoisomerase II alpha inhibitor","INHIBITOR","ENSG00000131747","DNA topoisomerase II alpha","TOP2A","Small molecule","NCT03387085"
"347",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03507543","MONDO_0007254","breast cancer","CHEMBL4802152","SENAPARIB","Poly [ADP-ribose] polymerase 2 inhibitor","INHIBITOR","ENSG00000129484","poly(ADP-ribose) polymerase 2","PARP2","Small molecule","NCT03507543"
"348",1,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04577963","MONDO_0007254","breast cancer","CHEMBL4303214","FRUQUINTINIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 4","FLT4","Small molecule","NCT04577963"
"349",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01033032","MONDO_0007254","breast cancer","CHEMBL1186894","AMRUBICIN","DNA topoisomerase II alpha inhibitor","INHIBITOR","ENSG00000131747","DNA topoisomerase II alpha","TOP2A","Small molecule","NCT01033032"
"350",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02419495","EFO_0005537","triple-negative breast cancer","CHEMBL84","TOPOTECAN","DNA topoisomerase I, mitochondrial inhibitor","INHIBITOR","ENSG00000184428","DNA topoisomerase I mitochondrial","TOP1MT","Small molecule","NCT02419495"
"351",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03238196","MONDO_0007254","breast cancer","CHEMBL3545376","ERDAFITINIB","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 4","FGFR4","Small molecule","NCT03238196"
"352",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02950259","MONDO_0007254","breast cancer","CHEMBL6","INDOMETHACIN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","NCT02950259"
"353",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00003038","MONDO_0007254","breast cancer","CHEMBL413376","SURAMIN HEXASODIUM","Acidic fibroblast growth factor inhibitor","INHIBITOR","ENSG00000113578","fibroblast growth factor 1","FGF1","Small molecule","NCT00003038"
"354",1,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05041101","EFO_0000305","breast carcinoma","CHEMBL3039498","GRAPIPRANT","Prostanoid EP4 receptor antagonist","ANTAGONIST","ENSG00000171522","prostaglandin E receptor 4","PTGER4","Small molecule","NCT05041101"
"355",1,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04103853","MONDO_0007254","breast cancer","CHEMBL4594417","GT-0918","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT04103853"
"356",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03122444","MONDO_0007254","breast cancer","CHEMBL11","IMIPRAMINE","Serotonin transporter inhibitor","INHIBITOR","ENSG00000103546","solute carrier family 6 member 4","SLC6A4","Small molecule","NCT03122444"
"357",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02806817","EFO_0000305","breast carcinoma","CHEMBL3545320","ME-344","Mitochondrial complex I (NADH dehydrogenase) inhibitor","INHIBITOR","ENSG00000198695","NADH:ubiquinone oxidoreductase subunit A10","NDUFA10","Small molecule","NCT02806817"
"358",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01380353","MONDO_0007254","breast cancer","CHEMBL139","DICLOFENAC","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","NCT01380353"
"359",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02352025","MONDO_0007254","breast cancer","CHEMBL198877","AUS-131","Estrogen receptor beta agonist","AGONIST","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT02352025"
"360",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01380353","MONDO_0007254","breast cancer","CHEMBL1201180","DICLOFENAC EPOLAMINE","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","NCT01380353"
"361",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01730729","MONDO_0007254","breast cancer","CHEMBL1201087","CABERGOLINE","Dopamine D2 receptor agonist","AGONIST","ENSG00000149295","dopamine receptor D2","DRD2","Small molecule","NCT01730729"
"362",0.5,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02463383","MONDO_0007254","breast cancer","CHEMBL521","IBUPROFEN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","NCT02463383"
