"","NCT_ID","Phase","Status","Disease Name","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","trial_summary"
"634","NCT04296370",3,"Recruiting","breast cancer","RIVOCERANIB MESYLATE","Vascular endothelial growth factor receptor 2 inhibitor","INHIBITOR","ENSG00000128052","kinase insert domain receptor","KDR","Small molecule","This is a multicenter, randomized, open-label, 3-arm Phase 3 study to evaluate the efficacy and safety of Fluzoparib alone or with Apatinib versus Physicians Choice Chemotherapy, as treatment, in patients with a Germline BRCA Mutation and HER2-negative Metastatic Breast Cancer. The study contains a Safety Lead-in Phase in which the safety and tolerability of Fluzoparib+Apatinib will be assessed prior to the Phase 3 portion of the study."
"635","NCT04300790",2,"Recruiting","breast cancer","VILDAGLIPTIN","Dipeptidyl peptidase IV inhibitor","INHIBITOR","ENSG00000197635","dipeptidyl peptidase 4","DPP4","Small molecule","Men and post- or induced menopausal women with ER\[+\] and/or PgR\[+\], HER2\[- \] advanced BC, with centrally-confirmed PI3KCAMut who progressed to an aromatase inhibitor (AI) regimen."
"636","NCT04301739",3,"Not yet recruiting","breast cancer","SERPLULIMAB","Programmed cell death protein 1 antagonist","ANTAGONIST","ENSG00000188389","programmed cell death 1","PDCD1","Antibody","This study is a randomized, double-Blind,international multi-Centre, phase III clinical study to evaluate efficacy and safety of HLX10 in combination with chemotherapy versus placebo in combination with chemotherapy as neoadjuvant therapy and HLX10 versus placebo as adjuvant therapy in previously untreated and potentially resectable patients with TNBC and without distant metastasis.

Eligible subjects in this study will be randomized to Arm A or Arm B at 2:1 ratio as follows:

Arm A (HLX10 arm): HLX10 + chemotherapy (nab-paclitaxel carboplatin) (4 cycles) → HLX10 + chemotherapy (doxorubicin or epirubicin cyclophosphamide) (4 cycles) → surgery → HLX10 (9 cycles) Arm B (placebo arm): Placebo + chemotherapy (nab-paclitaxel carboplatin) (4 cycles) → Placebo + chemotherapy (doxorubicin or epirubicin cyclophosphamide) (4 cycles) → surgery → Placebo (9 cycles) The three stratification factors for randomization include: lymph node metastasis (yes or no), size of primary tumor lesion (T1/T2 or T3/T4), asian population (yes or no)."
"637","NCT04305496",3,"Active, not recruiting","breast cancer","CAPIVASERTIB","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 2","AKT2","Small molecule","Phase III, double-blind, randomised study assessing the efficacy of capivasertib + fulvestrant vs placebo + fulvestrant for the treatment of patients with locally advanced (inoperable) or metastatic HR+/HER2- breast cancer following recurrence or progression on or after AI therapy."
"638","NCT04307329",2,"Active, not recruiting","breast cancer","MONALIZUMAB","NKG2-A/NKG2-B type II integral membrane protein inhibitor","INHIBITOR","ENSG00000134545","killer cell lectin like receptor C1","KLRC1","Antibody","In this phase II clinical trial the efficacy of the combination of monalizumab and trastuzumab is assessed in patients with metastatic or locally incurable HER2-positive breast cancer"
"639","NCT04331067",1,"Active, not recruiting","breast cancer","CABIRALIZUMAB","Macrophage colony stimulating factor receptor antagonist","ANTAGONIST","ENSG00000182578","colony stimulating factor 1 receptor","CSF1R","Antibody","Prior to Amendment #7: The hypothesis of this study is that the combination of cabiralizumab and nivolumab with neoadjuvant chemotherapy will decrease tumor associated macrophages (TAMs) and increase tumor infiltrating lymphocytes (TIL) compared to neoadjuvant chemotherapy plus nivolumab in patients with early stage triple-negative breast cancer (TNBC) and improve clinical outcomes.

As of Amendment #7 IRB approved 10/13/2022: The study will no longer enroll to Arm B. Cabiralizumab will no longer be given. The hypothesis of this study is that on-treatment tumor associated macrophages (TAMs) and tumor infiltrating lymphocytes (TILs) will improve (reduced TAMs, increased TILs) following neoadjuvant nivolumab with chemotherapy."
"640","NCT04335006",3,"Terminated","breast cancer","RIVOCERANIB","Vascular endothelial growth factor receptor 2 inhibitor","INHIBITOR","ENSG00000128052","kinase insert domain receptor","KDR","Small molecule","This randomized, open-label phase 3 study will evaluate the safety and efficacy of Carelizumab (an engineered anti-programmed death-ligand 1 \[PD-1\] antibody) in combination with Nab-paclitaxel and Apatinib, carelizumab plus nab-paclitaxel, and Nab-paclitaxel in Patients with Unresectable Locally Advanced or Metastatic Triple Negative Breast Cancer. Participants will be randomized in a 1:1:1 ratio to Arm A (Carelizumab + Nab-paclitaxel + Apatinib), Arm B (Carelizumab + Nab-paclitaxel), or Arm C (Nab-paclitaxel)."
"641","NCT04355858",2,"Recruiting","breast cancer","SHR3680","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","This study is a prospective, single-center, open-label, umbrella-shaped phase II clinical study for patients with HR+/HER2- endocrine-resistant advanced breast cancer."
"642","NCT04356209",2,"Recruiting","breast cancer","PRAVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","Conserving surgery followed by adjuvant radiotherapy is currently the therapeutic standard for patient with Breast Cancer. Symptoms are common among patients receiving this treatment. Ten percent of them will develop severe and chronic radio-induced toxicities, such as breast radio-induced-fibrosis impairing their quality of life (QoL). Yet, paying attention to symptom improves the empowerment and psychological adjustment to the disease. Web-based systems that can provide electronic-Patient reported Outcomes (e-PRO) have been shown to prompt clinicians to intensify symptom management, to improve symptom control, and to enhance patient-clinician communication patient satisfaction, as well as well-being.Benefits of systems to elicit e-PRO improve reliable measure of health-related quality of life (QoL) remains discussed.

To date, there are few specific treatments for these severe radio-induced fibrosis except the antifibrotic combinaison Pentoxifylline/Vitamin E with inconsistent result.

Since 2000, we and others have developed a mechanistic approach modulating the severity of RIF by targeting the Rho/ROCK/CTGF pathway, especially by inhibiting Rho activation by pravastatin. Our preclinical data, then followed by the Phase II PRAVACUR-01 trial, concluded that the use of pravastatin has an anti-fibrotic action on different experimental models and reduces the severity of the grade of fibrosis in 50% of patients.

Patients can now benefit from this new anti-fibrotic agent.

Taken as a whole, these data encourage combining both drug (pravastatin) and non-pharmacological intervention , in particular e-PRO, in the RIF management."
"643","NCT04445844",2,"Recruiting","breast carcinoma","RETIFANLIMAB","Programmed cell death protein 1 antagonist","ANTAGONIST","ENSG00000188389","programmed cell death 1","PDCD1","Antibody","This is a phase 2 study to evaluate the safety and efficacy of the combination of INCMGA00012 and pelareorep and to see how well they work in treating patients with triple negative breast cancer that has spread to other parts of the body (metastatic).

INCMGA00012 is a monoclonal antibody that works by attaching to the programmed cell death protein 1 (PD-1) and blocking this pathway, allowing the immune system to recognize and attack the cancer cells. Pelareorep is a type of virus called reovirus which occurs naturally and may break down cancer cells. Giving INCMGA00012 and pelareorep may slow the growth and spread of the cancer to another part of the body."
"644","NCT04478266",3,"Terminated","breast cancer","AMCENESTRANT","Estrogen receptor alpha degrader","DEGRADER","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","Primary Objective:

To determine whether Amcenestrant (SAR439859) in combination with palbociclib improves progression free survival (PFS) when compared with letrozole in combination with palbociclib in participants with estrogen receptor positive (ER+), human epidermal growth factor receptor 2 negative (HER2-) advanced breast cancer who have not received any prior systemic anticancer therapies for advanced disease.

Secondary Objective:

* To compare the overall survival in both treatment arms.
* To evaluate the objective response rate in both treatment arms.
* To evaluate the duration of response in both treatment arms.
* To evaluate the clinical benefit rate in both treatment arms.
* To evaluate progression-free survival on next line of therapy.
* To evaluate the pharmacokinetics of amcenestrant, and palbociclib.
* To evaluate health-related quality of life in both treatment arms.
* To evaluate the time to first chemotherapy in both treatment arms.
* To evaluate safety in both treatment arms."
"645","NCT04481113",1,"Active, not recruiting","breast adenocarcinoma","NIRAPARIB TOSYLATE MONOHYDRATE","Poly [ADP-ribose] polymerase-1 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 1","PARP1","Small molecule","This phase I trial tests the side effects and best dose of abemaciclib and niraparib in treating patients with breast cancer that is positive for estrogen or progesterone receptors (hormone receptor positive \[HR+\]) and HER2 negative. Abemaciclib may stop the growth of tumor cells by blocking certain proteins called cyclin-dependent kinases, which are needed for cell growth. PARPs are proteins that help repair DNA mutations. PARP inhibitors, such as niraparib, can keep PARP from working so tumor cells can't repair themselves and grow. Giving abemaciclib and niraparib together before surgery may make the tumor smaller."
"646","NCT04483505",1,"Completed","breast cancer","ROGARATINIB","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 2","FGFR2","Small molecule","This study is an open, multicenter, prospective phase I dose escalation clinical trial followed by an expansion cohort. The aim of this study is to asses the Recommended Phase 2 Dose (R2PD) and the safety profile, among other efficacy, in FGFR1/2/3 positive, hormone receptor-positive breast cancer (HRPBC) patients with metastatic disease after progression to the combination of an aromatase inhibitor plus palbociclib, abemaciclib or ribociclib, according RECIST 1.1 criteria."
"647","NCT04504331",1,"Terminated","breast cancer","INFIGRATINIB","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 2","FGFR2","Small molecule","The purpose of the study is identify the dose(s) of infigratinib to use in combination with tamoxifen to treat patients with a particular type of advanced breast cancer (hormone receptor-positive, HER2-negative, FGFR-altered breast cancer)"
"648","NCT04504916",2,"Completed","triple-negative breast cancer","CIRMTUZUMAB","Inactive tyrosine-protein kinase transmembrane receptor ROR1 inhibitor","INHIBITOR","ENSG00000185483","receptor tyrosine kinase like orphan receptor 1","ROR1","Antibody","This is a study evaluating the efficacy, safety, and pharmacokinetics of zilovertamab vedotin in participants with metastatic solid tumors including previously treated cancers of triple-negative breast cancer (TNBC), non-TNBC HER2-negative breast cancer, non-squamous non-small-cell lung cancer (NSCLC), gastric cancer, pancreatic cancer, and platinum-resistant ovarian cancer. The study will evaluate a null hypothesis that the objective response rate (ORR) is ≤5% against the alternative hypothesis that it is ≥20%."
"649","NCT04509596",1,"Active, not recruiting","breast cancer","T-DM1","Receptor protein-tyrosine kinase erbB-2 binding agent","BINDING AGENT","ENSG00000141736","erb-b2 receptor tyrosine kinase 2","ERBB2","Antibody drug conjugate","DZD1516 is an oral, blood brain barrier penetrable, selective HER2 tyrosine kinase inhibitor. This study is designed to evaluate the safety and tolerability of DZD1516 in patients with metastatic HER2 positive breast cancer who have progressed following prior therapy. This is the first time this drug has ever been tested in patients, and so it will help to understand what type of side effects may occur with the drug treatment. It will also measure the levels of drug in the body and assess its anti-cancer activity as monotherapy and in combination with trastuzumab and/or capecitabine, or in combination with T-DM1"
"650","NCT04520269",1,"Recruiting","breast cancer","PACRITINIB","Tyrosine-protein kinase JAK2 inhibitor","INHIBITOR","ENSG00000122025","Janus kinase 2","JAK2","Small molecule","This is a single arm, open-label, lead in phase Ib dose confirmation, followed by phase II study with 2 parallel study cohorts. Patients will be pre-screened for presence of 1q21.3 copy number amplification in plasma samples prior to screening process. Only patients with confirmed plasma cell-free DNA (cfDNA) 1q21.3 copy number amplification who successfully meet study eligibility criteria will be enrolled.

The phase Ib segment will be carried out in a standard 3+3 design, with a projected enrolment of 3 to 18 patients to determine the RP2D. In the phase II portion, 2 parallel cohorts will be enrolled (Cohort A: 1q21.3 amplified breast cancers, Cohort B: 1q21.3 amplified other solid tumors). Based on the Simon 2 stage optimal design, 12 patients will be enrolled in each cohort for stage I of the study, and assessed for PFS. If at least 3 of 12 patients meet study response criteria, the study will then be expanded to stage 2 to include a total of 25 patients in each cohort. Accounting for 10% attrition rate, a maximum of 28 patients will be enrolled into each cohort for phase II of the study."
"651","NCT04529044",2,"Not yet recruiting","breast carcinoma","LUTETIUM OXODOTREOTIDE","Somatostatin receptor binding agent","BINDING AGENT","ENSG00000162009","somatostatin receptor 2","SSTR2","Protein","This phase II trial investigates how well 177Lu-DOTATATE works in treating patients with breast cancer that is stage IV or has come back (recurrent). 177Lu-DOTATATE may shrink or destroy the tumor or circulating breast cancer stem cells if they show evidence of the SSTR2. 177Lu-DOTATATE is a targeted therapy that uses DOTATATE, linked to a radioactive agent called 177Lu. DOTATATE attaches to tumor cells with SSTR2 and delivers 177Lu to kill them. Giving 177Lu-DOTATATE may help decrease the number and size of tumors and the number of circulating cancer stem cells in patient's blood for the treatment of patients with breast cancer positive for SSTR2."
"653","NCT04529044",2,"Not yet recruiting","breast carcinoma","LUTETIUM OXODOTREOTIDE LU-177","Somatostatin receptor binding agent","BINDING AGENT","ENSG00000162009","somatostatin receptor 2","SSTR2","Protein","This phase II trial investigates how well 177Lu-DOTATATE works in treating patients with breast cancer that is stage IV or has come back (recurrent). 177Lu-DOTATATE may shrink or destroy the tumor or circulating breast cancer stem cells if they show evidence of the SSTR2. 177Lu-DOTATATE is a targeted therapy that uses DOTATATE, linked to a radioactive agent called 177Lu. DOTATATE attaches to tumor cells with SSTR2 and delivers 177Lu to kill them. Giving 177Lu-DOTATATE may help decrease the number and size of tumors and the number of circulating cancer stem cells in patient's blood for the treatment of patients with breast cancer positive for SSTR2."
"655","NCT04542135",2,"Recruiting","breast cancer","SULINDAC","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","The primary objective of this study is to determine if sulindac at a dose of 150 mg twice a day for 12 months reduces breast density in postmenopausal women at elevated risk of breast cancer when compared to a placebo control."
"656","NCT04546009",3,"Active, not recruiting","breast cancer","GIREDESTRANT","Estrogen receptor alpha degrader","DEGRADER","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","This Phase III, randomized, double-blind, placebo-controlled, multicenter study will evaluate the efficacy and safety of giredestrant combined with palbociclib compared with letrozole combined with palbociclib in patients with estrogen receptor (ER)-positive, human epidermal growth factor receptor-2 (HER2)-negative locally advanced (recurrent or progressed) or metastatic breast cancer."
"657","NCT04551495",2,"Recruiting","invasive lobular carcinoma","ENTRECTINIB","Neurotrophic tyrosine kinase receptor inhibitor","INHIBITOR","ENSG00000171094","neurotrophic receptor tyrosine kinase 2","NTRK2","Small molecule","Despite different clinical characteristics including the response to treatment and the patterns of metastatic relapse, invasive lobular breast carcinoma (ILBC) is treated like invasive ductal breast carcinoma (IDBC) carcinoma both in the clinics and in clinical trials. A large majority of ILBC are ER+/HER2- and almost 90% have loss of E-cadherin (CDH1) expression. A non-clinical study of CDH1 synthetic lethality interactions has identified ROS1 as a potential target. In vivo, ROS1 inhibitors produced profound antitumor effects in multiple models of E-cadherin-defective breast cancer, providing the preclinical rationale for assessing ROS1 inhibitors in this setting. Endocrine therapy being the mainstay of therapy for ER+/HER2- ILBC and the pre-operative setting offering a platform for rapid drug evaluation and biomarker research, the ROSALINE phase 2 study will evaluate the efficacy of Entrectinib (a potent inhibitor of ROS1 among other targets) in combination with letrozole (+ goserelin in premenopausal women) in the early setting of ILBC (stages 1 to 3). The neoadjuvant therapy will last 4 months and post-operative therapy will follow local practice. Biomarker research will include RNA sequencing of initial biopsies and surgical specimens, as well as liquid biopsies."
"658","NCT04577963",2,"Active, not recruiting","breast cancer","FRUQUINTINIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 1","FLT1","Small molecule","This is an open-label, multi-center, non-randomized, Phase 1b/2 study to assess the safety and efficacy of fruquintinib in combination with tislelizumab in patients with locally advanced or metastatic solid tumors. This study will be conducted in 2 parts; a Safety Lead-in Phase (Part 1) and a Dose Expansion Phase (Part 2).

The Safety Lead-in Phase, open to any-comer solid tumors, will determine the RP2D. The RP2D will be administered to 3 cohorts of patients in the Dose Expansion Phase.

* Cohort A: Advanced or Metastatic Triple Negative Breast Cancer (TNBC) (IO-treated)
* Cohort B: Advanced or Metastatic Triple Negative Breast Cancer (TNBC) (IO-Naïve)
* Cohort C: Advanced or Metastatic Endometrial Cancer (EC) (IO-Naïve)
* Cohort D: Advanced or Metastatic Colorectal Cancer (mCRC) (IO-Naïve)"
"659","NCT04588935",2,"Completed","breast cancer","PERINDOPRIL","Angiotensin-converting enzyme inhibitor","INHIBITOR","ENSG00000159640","angiotensin I converting enzyme","ACE","Small molecule","To develop a method of medical prevention of cardiovascular diseases caused by cardiotoxicity against the background of complex treatment of patients with primary resectable breast cancer to reduce the risk of cardiovascular complications"
"661","NCT04588935",2,"Completed","breast cancer","BISOPROLOL","Beta-1 adrenergic receptor antagonist","ANTAGONIST","ENSG00000043591","adrenoceptor beta 1","ADRB1","Small molecule","To develop a method of medical prevention of cardiovascular diseases caused by cardiotoxicity against the background of complex treatment of patients with primary resectable breast cancer to reduce the risk of cardiovascular complications"
"663","NCT04596150",2,"Completed","breast cancer","PACMILIMAB","Programmed cell death 1 ligand 1 binding agent","BINDING AGENT","ENSG00000120217","CD274 molecule","CD274","Antibody","A Phase 2, clinical study in advanced, metastatic breast cancer that will evaluate CX-2009 monotherapy in both Hormone Receptor(HR) positive/HER2 negative breast cancer and in TNBC, and evaluate CX-2009+CX-072 in TNBC"
"665","NCT04596150",2,"Completed","breast cancer","PRALUZATAMAB RAVTANSINE","Tubulin inhibitor","INHIBITOR","ENSG00000188229","tubulin beta 4B class IVb","TUBB4B","Antibody drug conjugate","A Phase 2, clinical study in advanced, metastatic breast cancer that will evaluate CX-2009 monotherapy in both Hormone Receptor(HR) positive/HER2 negative breast cancer and in TNBC, and evaluate CX-2009+CX-072 in TNBC"
"667","NCT04603911",2,"Active, not recruiting","breast cancer","EPINEPHRINE","Adrenergic receptor agonist","AGONIST","ENSG00000120907","adrenoceptor alpha 1B","ADRA1B","Small molecule","The object of our research is to investigate the relative efficacy of liposomal bupivacaine administered via an Erector Spinae Plane (ESP) block as compared to our standard of care medication solution of (bupivacaine mixed with epinephrine, dexamethasone, and clonidine) for pain management in subjects undergoing bilateral surgical intervention for breast cancer. This will be an investigator-initiated, double-blind, patient-controlled, randomized control trial comparing pain scores at 48 hours after injection."
"669","NCT04603911",2,"Active, not recruiting","breast cancer","CLONIDINE","Adrenergic receptor alpha-2 agonist","AGONIST","ENSG00000150594","adrenoceptor alpha 2C","ADRA2C","Small molecule","The object of our research is to investigate the relative efficacy of liposomal bupivacaine administered via an Erector Spinae Plane (ESP) block as compared to our standard of care medication solution of (bupivacaine mixed with epinephrine, dexamethasone, and clonidine) for pain management in subjects undergoing bilateral surgical intervention for breast cancer. This will be an investigator-initiated, double-blind, patient-controlled, randomized control trial comparing pain scores at 48 hours after injection."
"671","NCT04613674",3,"Completed","breast cancer","CAMRELIZUMAB","Programmed cell death protein 1 antagonist","ANTAGONIST","ENSG00000188389","programmed cell death 1","PDCD1","Antibody","The purpose of this study is to evaluate the efficacy and safety of camrelizumab (an engineered anti-programmed death-ligand 1 \[PD-1\] antibody) plus chemotherapy vs placebo plus chemotherapy as neoadjuvant therapy in participants with triple negative breast cancer (TNBC). Participants will be randomized in a 1:1 ratio to Arm A (camrelizumab +chemotherapy) or Arm B (placebo + chemotherapy)."
"672","NCT04655183",1,"Withdrawn","breast cancer","M4344","Serine-protein kinase ATR inhibitor","INHIBITOR","ENSG00000175054","ATR serine/threonine kinase","ATR","Small molecule","Study will include 3 parts. Aim of Part 1 of this study is to establish the maximum tolerated dose (MTD) and recommended dose for expansion (RDE) for M4344 (is an Ataxia Telangiectasia Mutated and Rad3-related \[ATR\] inhibitors) in combination with niraparib in participants with advanced solid tumors. Aim of Parts 2 and 3 of the study is to provide clinical proof-of-concept for the preclinically predicted synergistic efficacy of ATR and poly(ADP-Ribose) polymerase (PARP) inhibitors (PARPi) in defined populations of participants with advanced breast cancer (aBC) with DDR mutations with an unmet medical need."
"673","NCT04676516",2,"Completed","breast cancer","PEMRAMETOSTAT","Protein arginine N-methyltransferase 5 inhibitor","INHIBITOR","ENSG00000100462","protein arginine methyltransferase 5","PRMT5","Small molecule","This is a Phase II Randomized Window of Opportunity Trial Evaluating Clinical and Biological effects of PRMT5 inhibitor, GSK3326595, in Early Stage Breast Cancer"
"674","NCT04705909",2,"Not yet recruiting","breast cancer","PITAVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","Different modalities for breast cancer treatments have exhausting and distressing side effects and toxicities leading to decreased compliance. Thus, repurposing drugs with accepted safety profile and possible antitumor activity becomes an eminent constraint.

Statins have been reported to have possible advantages as anticancer, and control of cancer progression. Moreover, they can sensitize cancer cells for radiotherapy. Therefore, the investigators aim to investigate the effect of (pitavastatin) added to conventional chemotherapy protocols for breast cancer patients."
"675","NCT04736589",3,"Not yet recruiting","breast cancer","SIROLIMUS","FK506-binding protein 1A inhibitor","INHIBITOR","ENSG00000088832","FKBP prolyl isomerase 1A","FKBP1A","Small molecule","This is a multi-center,randomized,phase 3 clinical trial. In the study, HER2-positive metastatic breast cancer patients with abnormal activation of PI3K/Akt/mTOR pathway after progression on trastuzumab are enrolled and randomized to receive the treatment of Inetetamab plus Rapamycin plus chemotherapy or Pyrotinib plus chemotherapy.The study aimed to access the efficacy and safety of Inetetamab combined with Rapamycin and chemotherapy in HER2-positive metastatic breast cancer patients with abnormal activation of PI3K/Akt/mTOR pathway."
"676","NCT04799249",3,"Active, not recruiting","triple-negative breast cancer","TRILACICLIB","Cyclin-dependent kinase 4 inhibitor","INHIBITOR","ENSG00000135446","cyclin dependent kinase 4","CDK4","Small molecule","This is a Phase 3, multicenter, randomized, double-blind, placebo-controlled study evaluating the safety and efficacy of trilaciclib versus placebo administered prior to gemcitabine and carboplatin in patients receiving first- or second-line treatment for locally advanced unresectable/metastatic TNBC."
"677","NCT04821141",2,"Recruiting","breast cancer","BAZEDOXIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","Women at risk for development of breast cancer and experiencing vasomotor menopausal symptoms (hot flashes) will be randomized to bazedoxifene (BZA) plus conjugated estrogens (CE) for 6 months versus a wait list control. Two risk factors for development of breast cancer will be studied pre-study and after 6 months: fibroglandular volume (FGV) on mammogram as assessed by Volpara software and proliferation by Ki-67 immunocytochemistry in benign breast tissue acquired by random periareolar fine needle aspiration (RPFNA). Change in biomarkers will be compared between groups."
"678","NCT04829604",2,"Recruiting","breast cancer","ANVATABART OPADOTIN","Tubulin inhibitor","INHIBITOR","ENSG00000188229","tubulin alpha 1c","TUBA1C","Antibody drug conjugate","A Global, Phase 2 Study of ARX788 in HER2-positive Metastatic Breast Cancer Patients who were previously treated with T-DXd"
"679","NCT04851613",1,"Active, not recruiting","breast cancer","AFURESERTIB","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 2","AKT2","Small molecule","Study LAE205INT3101 is a Phase Ib/III study to evaluate the efficacy and safety of the combination therapy with afuresertib plus fulvestrant (afuresertib/placebo plus fulvestrant in Phase III) in patients with HR+/HER2- breast cancer who have failed 1 to 2 prior lines of endocrine therapy, and/or CDK4/6 inhibitor (up to 1 therapy), and/or chemotherapy (up to 1 chemotherapy) as described in the inclusion criteria."
"680","NCT04862585",3,"Recruiting","breast cancer","FAMOTIDINE","Histamine H2 receptor antagonist","ANTAGONIST","ENSG00000113749","histamine receptor H2","HRH2","Small molecule","This phase II/III trial investigates the difference in rates of infusion hypersensitivity reaction in patients with breast cancer who are receiving paclitaxel alone or in combination with other cancer drugs which require parenteral rescue medication after stopping standard pre-medications (dexamethasone, diphenhydramine, famotidine/cimetidine/ranitidine), compared to continuing premedications. Paclitaxel is a drug used to treat breast cancer, ovarian cancer, and autoimmune deficiency syndrome (AIDS)-related Kaposi sarcoma. It blocks cell growth by stopping cell division and may kill cancer cells. It is a type of antimitotic agent. However, there are side-effects and toxicities associated with repeat exposure to this pre-medication regimen. With prolonged use of paclitaxel, especially during weekly regimens, patients are exposed to repeat doses of drugs that prevent hypersensitivity reactions. Side effects include, but are not limited to, insomnia, gastritis, fluid retention, weight gain, mood changes and immune suppression. The information gained from this study may positively influence clinical practice and help researchers develop methods to safely stop pre-medications."
"684","NCT04862585",3,"Recruiting","breast cancer","DIPHENHYDRAMINE","Histamine H1 receptor antagonist","ANTAGONIST","ENSG00000196639","histamine receptor H1","HRH1","Small molecule","This phase II/III trial investigates the difference in rates of infusion hypersensitivity reaction in patients with breast cancer who are receiving paclitaxel alone or in combination with other cancer drugs which require parenteral rescue medication after stopping standard pre-medications (dexamethasone, diphenhydramine, famotidine/cimetidine/ranitidine), compared to continuing premedications. Paclitaxel is a drug used to treat breast cancer, ovarian cancer, and autoimmune deficiency syndrome (AIDS)-related Kaposi sarcoma. It blocks cell growth by stopping cell division and may kill cancer cells. It is a type of antimitotic agent. However, there are side-effects and toxicities associated with repeat exposure to this pre-medication regimen. With prolonged use of paclitaxel, especially during weekly regimens, patients are exposed to repeat doses of drugs that prevent hypersensitivity reactions. Side effects include, but are not limited to, insomnia, gastritis, fluid retention, weight gain, mood changes and immune suppression. The information gained from this study may positively influence clinical practice and help researchers develop methods to safely stop pre-medications."
"688","NCT04862585",3,"Recruiting","breast carcinoma","CIMETIDINE","Histamine H2 receptor antagonist","ANTAGONIST","ENSG00000113749","histamine receptor H2","HRH2","Small molecule","This phase II/III trial investigates the difference in rates of infusion hypersensitivity reaction in patients with breast cancer who are receiving paclitaxel alone or in combination with other cancer drugs which require parenteral rescue medication after stopping standard pre-medications (dexamethasone, diphenhydramine, famotidine/cimetidine/ranitidine), compared to continuing premedications. Paclitaxel is a drug used to treat breast cancer, ovarian cancer, and autoimmune deficiency syndrome (AIDS)-related Kaposi sarcoma. It blocks cell growth by stopping cell division and may kill cancer cells. It is a type of antimitotic agent. However, there are side-effects and toxicities associated with repeat exposure to this pre-medication regimen. With prolonged use of paclitaxel, especially during weekly regimens, patients are exposed to repeat doses of drugs that prevent hypersensitivity reactions. Side effects include, but are not limited to, insomnia, gastritis, fluid retention, weight gain, mood changes and immune suppression. The information gained from this study may positively influence clinical practice and help researchers develop methods to safely stop pre-medications."
"692","NCT04862585",3,"Recruiting","breast carcinoma in situ","RANITIDINE","Histamine H2 receptor antagonist","ANTAGONIST","ENSG00000113749","histamine receptor H2","HRH2","Small molecule","This phase II/III trial investigates the difference in rates of infusion hypersensitivity reaction in patients with breast cancer who are receiving paclitaxel alone or in combination with other cancer drugs which require parenteral rescue medication after stopping standard pre-medications (dexamethasone, diphenhydramine, famotidine/cimetidine/ranitidine), compared to continuing premedications. Paclitaxel is a drug used to treat breast cancer, ovarian cancer, and autoimmune deficiency syndrome (AIDS)-related Kaposi sarcoma. It blocks cell growth by stopping cell division and may kill cancer cells. It is a type of antimitotic agent. However, there are side-effects and toxicities associated with repeat exposure to this pre-medication regimen. With prolonged use of paclitaxel, especially during weekly regimens, patients are exposed to repeat doses of drugs that prevent hypersensitivity reactions. Side effects include, but are not limited to, insomnia, gastritis, fluid retention, weight gain, mood changes and immune suppression. The information gained from this study may positively influence clinical practice and help researchers develop methods to safely stop pre-medications."
"696","NCT04871854",2,"Completed","breast cancer","TOCILIZUMAB","Interleukin-6 receptor alpha subunit inhibitor","INHIBITOR","ENSG00000160712","interleukin 6 receptor","IL6R","Antibody","To compare evaluating Clinical outcomes for patients treated with with or without breast cancer patients comorbidity for sever COVID-19 infection in breast cancer patients versus non cancer patients and evaluating Tocilizumab efficacy versus traditional therapy"
"697","NCT04872608",1,"Withdrawn","breast cancer","ONAPRISTONE","Progesterone receptor antagonist","ANTAGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","The researchers are doing this study to find out whether the study drug onapristone ER, combined with the standard treatment for your cancer (letrozole and palbociclib), is a safe treatment for people who have metastatic or unresectable ER+/PR+/HER2- breast cancer. The researchers will test different doses of the study drug to find the highest dose that causes few or mild side effects."
"698","NCT04874935",3,"Completed","breast cancer","LANSOPRAZOLE","Potassium-transporting ATPase inhibitor","INHIBITOR","ENSG00000105675","ATPase H+/K+ transporting subunit alpha","ATP4A","Small molecule","Investigation of the possible efficacy and safety of lansoprazole co-administration with neoadjuvant chemotherapy in tumor response in women with breast cancer who will be planned for surgery."
