NCT ID,Brief Summary
NCT02614833,The proposed Phase IIb clinical study aims to investigate the safety and efficacy of the active immunotherapy IMP321 in combination (adjunctive) with paclitaxel chemotherapy in patients with hormone receptor-positive metastatic breast cancer.
NCT06149130,"This is a prospective, single-arm, multicenter Phase II study of patients with advanced HR+/HER2- breast cancer who are untreated or have failed previous first-line endocrine therapy。The primary objective of this study was to explore the efficacy and safety of the PD-L1 inhibitor adebrelimab in combination with the CDK4/6 inhibitor Dalpiciclib and standard endocrine therapy in advanced HR+/ HER2-breast cancer."
NCT04355858,"This study is a prospective, single-center, open-label, umbrella-shaped phase II clinical study for patients with HR+/HER2- endocrine-resistant advanced breast cancer."
NCT00499122,"RATIONALE: Oxidized glutathione (NOV-002) may stimulate the immune system in different ways and stop tumor cells from growing. Drugs used in chemotherapy, such as doxorubicin, cyclophosphamide, and docetaxel, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more tumor cells. Giving NOV-002 together with chemotherapy before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed.

PURPOSE: This phase II trial is studying how well giving oxidized glutathione (NOV-002) together with doxorubicin and cyclophosphamide followed by docetaxel works in treating women with newly diagnosed stage II or stage III breast cancer."
NCT02213744,"This study is an open label, randomized, multicenter trial of MM-302 plus trastuzumab. The trial is designed to demonstrate whether MM-302 plus trastuzumab is more effective than the chemotherapy of physician's choice (CPC) plus trastuzumab in locally advanced/metastatic HER2-positive breast cancer patients. Patients may not have been previously treated with an anthracycline in any setting. Patients must have received prior treatment with trastuzumab in any setting, have either progressed or are intolerant to ado-trastuzumab emtansine in the metastatic or locally advanced setting, have either progressed or are intolerant to pertuzumab in the metastatic or locally advanced setting or had disease recurrence within 12 months of pertuzumab treatment in the neoadjuvant or adjuvant setting."
NCT03624543,The standard or usual treatment for this disease is to undergo chemotherapy to slow the spread of the disease and relieve some symptoms of cancer. Patients will have already had at least one chemotherapy treatment for their disease at this stage.
NCT02957968,"This study is a 2-cohort, open-label, multicenter, phase 2 study of a short course of immunotherapy consisting of sequential decitabine followed by pembrolizumab administered prior to a standard neoadjuvant chemotherapy regimen for patients with locally advanced HER2-negative breast cancer. The primary efficacy objective is to determine if the immunotherapy increases the presence and percentage of tumor and/or stromal area of infiltrating lymphocytes prior to initiation of standard neoadjuvant chemotherapy. At enrollment, patients will be assigned to one of 2 cohorts based on hormone receptor status.

* Cohort A - patients with HER2-negative, hormone receptor-negative breast cancer (defined as both ER and PgR with \< 10% positive staining on IHC) Note: before beginning standard neoadjuvant chemotherapy, patients in Cohort A may be reassigned to Cohort A2 to receive extended pembrolizumab as part of new standard neoadjuvant and postoperative adjuvant therapy.
* Cohort B - patients with HER2-negative, hormone receptor-positive breast cancer (defined as either ER or PgR with ≥ 10% positive staining on IHC)"
NCT00004046,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die.

PURPOSE: Phase II trial to study the effectiveness of DX-8951f in treating women who have metastatic breast cancer that has not responded to previous therapy."
NCT02694224,"To evaluate safety and efficacy of vismodegib with standard neoadjuvant chemotherapy in breast cancer patients based on the CTCAE v4 2010

1. To study changes in biomarkers involved in the Hedgehog (HH) pathway in the first biopsy as compared to the later one
2. To detect predictive factors among patients who reached pathological complete response (pCR) as compared to those with no pCR
3. To evaluate the role of the addition of vismodegib in the pCR rate
4. To evaluate clinical responses by breast MRI and rates of breast conservative surgery after neoadjuvant chemotherapy
5. To evaluate QOL with EORTC QLQ-C30 scale"
NCT00951054,The purpose of this study is to determine whether NK012 is safe and effective in the treatment of advanced and metastatic triple negative breast cancer.
NCT01712009,"The primary objective of the study is to estimate the difference in bone pain between breast cancer patients receiving chemotherapy and pegfilgrastim and either no prophylactic intervention, prophylactic naproxen, or prophylactic loratadine."
NCT01234402,"An open-label, multicenter, randomized, Phase 2 trial in which participant with unresectable, locally advanced or metastatic breast cancer who have been previously treated with anthracycline and taxane therapy receive ramucirumab DP or Icrucumab (IMC-18F1) administered on an every-21-day cycle (in combination with oral capecitabine therapy; capecitabine is administered twice a day on Days 1-14 of each cycle). Approximately 150 participants will be randomized in a 1:1:1 ratio to either ramucirumab DP or Icrucumab (IMC-18F1) in combination with capecitabine (Arm A and Arm B, respectively) or capecitabine monotherapy (Arm C). Randomization will be stratified by triple-negative receptor status (estrogen receptor-negative, progesterone receptor-negative, and human epidermal growth factor receptor-2 \[HER2/neu\]-negative) (yes/no) and receipt of prior antiangiogenic therapy.

Treatment with the study medication(s) will continue until disease progression, the development of unacceptable toxicity, noncompliance or withdrawal of consent by the participant, or investigator decision. Capecitabine dose reductions in the setting of significant myelosuppression, hand-and-foot syndrome, or diarrhea will be required."
NCT04300790,"Men and post- or induced menopausal women with ER\[+\] and/or PgR\[+\], HER2\[- \] advanced BC, with centrally-confirmed PI3KCAMut who progressed to an aromatase inhibitor (AI) regimen."
NCT01416389,The purpose of the study is to evaluate the anti-tumor activity of LY2523355 relative to ixabepilone for the treatment of metastatic or locally recurrent breast cancer using change in tumor size as a continuous measure of response.
NCT05090358,"The purpose of this study to find out whether a very low carbohydrate diet (ketogenic diet), a low carbohydrate diet, or the study drug canagliflozin can prevent high blood sugar and may improve the effectiveness of cancer therapy in people who are receiving standard treatment with alpelisib and fulvestrant for their metastatic PIK3CA-mutant breast cancer."
NCT04504916,"This is a study evaluating the efficacy, safety, and pharmacokinetics of zilovertamab vedotin in participants with metastatic solid tumors including previously treated cancers of triple-negative breast cancer (TNBC), non-TNBC HER2-negative breast cancer, non-squamous non-small-cell lung cancer (NSCLC), gastric cancer, pancreatic cancer, and platinum-resistant ovarian cancer. The study will evaluate a null hypothesis that the objective response rate (ORR) is ≤5% against the alternative hypothesis that it is ≥20%."
NCT00002937,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining more than one drug may kill more tumor cells.

PURPOSE: Randomized phase II trial to compare the effectiveness of paclitaxel with or without PSC 833 in treating patients with metastatic breast cancer."
NCT05966584,The researcher are doing this study to find out whether benralizumab is effective at preventing skin rashes caused by alpelisib in people who have metastatic breast cancer. Skin rash is a common side effect of alpelisib. Researchers think adding benralizumab to the standard-of-care hormone treatment and alpelisib may prevent the patient from getting a rash.
NCT00005873,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die.

PURPOSE: Phase II trial to study the effectiveness of nitrocamptothecin in treating patients who have locally recurrent or metastatic breast cancer."
NCT03184558,"This is an open label, single arm, multi-centre phase II study to assess the anti-tumour activity and safety of bemcentinib (BGB324) in combination with pembrolizumab in participants with previously treated, locally advanced and unresectable, or metastatic TNBC or TN-IBC. The primary objective is objective response rate."
NCT01293682,This research will examine the effectiveness of calcitriol in treating bone loss in women who are about to begin treatment for breast cancer. Twenty-five (25) subjects are expected to take part in this study. The investigators don't know if bone loss in breast cancer survivors should be treated differently than bone loss in other women.
NCT01900730,"The goal of this clinical research study is to learn if receiving valproic acid (VPA) compared to a placebo can reduce the amount of time you will need to have an indwelling pleural catheter compared to the standard of care, which involves using an indwelling pleural catheter alone.

VPA is designed to stop cancer cells from dividing and maturing. This may cause the cancer cells to become less malignant and cause less pleural fluid production.

A placebo is not a drug. It looks like the study drug but is not designed to treat any disease or illness. It is designed to be compared with a study drug to learn if the study drug has any real effect."
NCT01575522,This phase II trial studies how well tivantinib works in treating patients with recurrent or metastatic breast cancer. Tivantinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.
NCT02520063,"This study will test how well a new combination of three drugs (Letrozole, Everolimus, and TRC105) is tolerated and how well it works in Stage 2 and 3 breast cancer when given prior to definitive surgery. Letrozole blocks the estrogen receptor expressed by many breast cancers while everolimus blocks signals that drive cancer cells to grow. TRC105 is an investigational drug that blocks the formation and growth of blood vessels that feed the cancer and promote its growth. The goal of this study is to investigate the safety and efficacy of this multitargeted approach in breast cancer."
NCT05756166,"This phase I/IIa trial tests the safety, side effects, and best dose of chemokine modulation therapy (CKM) (rintatolimod, celecoxib, and interferon alpha 2b) in combination with pembrolizumab for the treatment of patients with triple negative breast cancer that has spread from where it first started (primary site) to other places in the body (metastatic) or that cannot be removed by surgery (unresectable). CKM drugs such as rintatolimod and interferon alpha 2b work to modify the immune response and tumor-related processes, including tumor cell growth, blood vessel growth, and metastasis. Celecoxib is an anti-inflammatory drug that can cause cell death and may reduce the growth of blood vessels tumors need to grow and spread. Immunotherapy such as pembrolizumab, may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread. Giving CKM therapy prior to pembrolizumab may direct the immune cells to the cancer cells and maximize the effectiveness of pembrolizumab in patients with metastatic or unresectable triple negative breast cancer."
NCT01712009,"The primary objective of the study is to estimate the difference in bone pain between breast cancer patients receiving chemotherapy and pegfilgrastim and either no prophylactic intervention, prophylactic naproxen, or prophylactic loratadine."
NCT04149444,"This is an open-label, single arm, multi-stage, phase II trial of Trifluridine/tipiracil as a palliative treatment for patients with metastatic triple negative breast cancer who have failed both a taxane and anthracycline or have contraindications to these agents."
NCT03057600,CX-839-007 is an open-label Phase 2 study of the combination of CB-839 with paclitaxel in participants of African ancestry and non-African ancestry with advanced triple negative breast cancer. Multiple single-arm cohorts will be enrolled in which 800 mg twice daily (BID) CB-839 will be administered in combination with the full approved dose of paclitaxel.
NCT00899574,"The purpose of this trial is to determine the safety and efficacy of Imiquimod, a Toll-like receptor 7 agonist in breast cancer (for chestwall recurrences or metastases to the skin)."
NCT03804944,"Newly diagnosed post-menopausal women with clinical stage II-III, HR+HER2- breast cancer are eligible to a randomized trial, concurrently open at five US academic institutions. Patients receiving 4 months of standard neoadjuvant hormonal therapy with letrozole are randomly assigned to one of 4 arms of a trial testing focal hypo-fractionated RT alone or with immunotherapy combinations."
NCT03499899,"The main purpose of this study was to assess the antitumor activity of three combinations: i) LAG525 + spartalizumab; ii) LAG525 + spartalizumab + carboplatin, and iii) LAG525 + carboplatin in participants with advanced triple-negative breast cancer (TNBC) in first or second line therapy."
NCT01042379,The purpose of this study is to further advance the ability to practice personalized medicine by learning which new drug agents are most effective with which types of breast cancer tumors and by learning more about which early indicators of response (tumor analysis prior to surgery via magnetic resonance imaging (MRI) images along with tissue and blood samples) are predictors of treatment success.
NCT02839668,"Because neoplastic disease is one of the leading causes of death worldwide and breast cancer is one of the most frequent neoplasia among women, the possibility of influencing the evolution of patients starting from the moment of surgical intervention using a perianesthesic intervention is a scientific topic of high interest. The study will compare two anesthetic techniques and their efficiency in lowering the factors that can favorize the dissemination of neoplasia and their role in the prevention of postoperative pain. The serum level of vascular endothelial growth factor A (VEGF-A) will be determined before and after the surgical intervention after using two different types of anesthesia (inhalational and intravenous), and the immunohistochemical expression of vascular endothelial growth factor receptors (VEGFR) will be determined on the excised tissue. For the two different types of anesthesia a continuous infusion of lidocaine 1% will be associated. The study will compare the short-term and long term-outcome of the patients assigned the two different types of anesthesia and their immediate postoperative evolution ."
NCT02474173,This phase Ib trial studies the side effects and best dose onalespib when given together with paclitaxel in treating patients with triple negative breast cancer that has spread to other places in the body and usually cannot be cured or controlled with treatment (advanced). Onalespib works by blocking proper processing of proteins that are important for cancer growth. This results in inability of these proteins to work properly. Paclitaxel kills breast cancer cells by interfering with their ability to divide. Giving onalespib together with paclitaxel may be better than giving either one alone in treating patients with breast cancer.
NCT00039455,Monoclonal antibodies such as trastuzumab can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells. Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining trastuzumab with flavopiridol may kill more tumor cells. Phase I trial to study the effectiveness of combining trastuzumab with flavopiridol in treating patients who have metastatic breast cancer
NCT01113970,"This study is a Phase I/II trial of a novel Indibulin dosing schedule for the treatment of metastatic breast cancer. Eligible patients will have measurable or non-measurable, metastatic or unresectable, locally advanced breast cancer and may have received any number of prior therapies for their disease.

It is expected that the Phase I portion will enroll up to 20 patients and the Phase II portion will enroll up to 45 patients."
NCT01390818,"This research trial is testing a combination of two experimental drugs, MSC1936369B (Mitogen-activated protein extracellular signal-regulated kinase (MEK) Inhibitor) and SAR245409 (Phosphatidylinositol 3-kinase (Pi3K)/Mammalian Target of Rapamycin (mTOR) inhibitor), in the treatment of locally advanced or metastatic solid tumors. The primary purpose of the study is to determine the maximum tolerated dose of the drug combination."
NCT01333423,The goal of this clinical research study is to find the highest tolerable dose of seliciclib that can be given in combination with liposomal doxorubicin to patients with metastatic breast cancer.
NCT02259114,"Open-label, phase I, non-randomized, multicentric study of single-agent birabresib (MK-8628) (formerly known as OTX015) administered according to two distinct regimens to participants with selected advanced tumors.

The study will be performed in two parts.

Dose Escalation Part:

This step is designed to determine the maximum tolerated dose (MTD) in each of the two regimens, which will be evaluated in parallel. Participants will receive oral birabresib according to:

Continuous Dosing Regimen: continuous, once daily for 21 consecutive days (21-day cycles).

OR Days 1-7 Dosing Regimen: once daily on Days 1 to 7, repeated every 3 weeks (21-day cycles; 1 week ON/2 weeks OFF).

Participants will be sequentially assigned to Continuous Dosing Regimen or Days 1-7 Dosing Regimen according to the next available place and receive birabresib at escalating doses levels (DL). Cohorts of 3 participants will be treated, and an additional 3 participants will be treated at the first indication of dose-limiting toxicity (DLT). MTD assessment will be based on the tolerability observed during the first 21 days of treatment.

Expansion Part:

The efficacy of birabresib in each of the five indications (i.e., Bromodomain-Nuclear Protein in Testis \[BRD-NUT\] midline carcinoma, triple negative breast cancer \[TNBC\], non-small cell lung cancer \[NSCLC\] harboring a rearrangement Anaplastic Lymphoma Kinase \[ALK\] gene/fusion protein or Kirsten Ras \[KRAS\] mutation, castrate-resistant prostate cancer, and pancreatic ductal carcinoma) will be assessed in terms of response (Response Evaluation Criteria in Solid Tumors v1.1 \[RECIST v1.1\] or Prostate Cancer Clinical Trials Working Group 2 \[PCWG2\]) using a selected regimen."
NCT03620201,"This phase I trial studies how well anti-PD-L1/TGFbetaRII fusion protein M7824 (M7824) works in treating patients with stage II-III HER2 positive breast cancer. Immunotherapy with M7824 may help the body's immune system attack the cancer, and may interfere with the ability of tumor cells to grow and spread."
NCT00001444,"This is a dosage escalation study to estimate the maximum tolerated dose of staurosporine analogue UCN-01. Groups of 3 to 6 patients receive a 72-hours intravenous continuous infusions of UCN-01 from day 1 to day 4 of each cycle the first cycle only, and over 36-hours on subsequent cycles. The side effects are allowed to disappear for up to 28 days. This cycle is repeated after evaluations and follow-ups, which are every 4 weeks, as long as the patient benefits."
NCT02632071,"This is a non-randomized phase 1 trial designed to determine the MTD and evaluate the safety and tolerability of ACY-1215 with nab-paclitaxel. Based on the activity profile of ACY-1215 in breast cancer, corresponding biomarker availability with the HDAC6 MR score, and its potential synergy with taxanes, these data support the rationale for testing the ability of ACY-1215 to improve the response rate for patients with metastatic breast cancer in combination with standard taxane chemotherapy."
NCT03432741,"This pilot phase I trial studies the side effects of direct tumor microinjection and fludeoxyglucose F-18 positron emission tomography (FDG-PET) in testing drug sensitivity in patients with non-Hodgkin lymphoma, Hodgkin lymphoma, or stage IV breast cancer that has returned after a period of improvement or does not respond to treatment. Injecting tiny amounts of anti-cancer drugs directly into tumors on the skin or in lymph nodes and diagnostic procedures, such as FDG-PET, may help to show which drugs work better in treating patients with non-Hodgkin lymphoma, Hodgkin lymphoma, or breast cancer."
NCT01624441,This phase I clinical trial studies the side effects and the best dose of dinaciclib when given together with epirubicin hydrochloride (epirubicin) in patients with metastatic (cancer that has spread to other parts of the body) triple-negative breast cancer. Dinaciclib is designed to stop cancer cells from dividing into new cancer cells. Epirubicin is designed to block the way cancer cells grow and divide and may slow or stop cancer cells from spreading throughout the body. Researchers want to find out what is the highest tolerable dose of the experimental drug dinaciclib that can be given in combination with epirubicin in patients with metastatic triple negative breast cancer.
NCT00903214,"RATIONALE: Studying samples of tumor tissue and blood from patients with cancer in the laboratory may help doctors identify biomarkers related to cancer. Riluzole may help slow the growth of tumor cells.

PURPOSE: This phase I trial is studying riluzole in women with stage I, stage II, or stage IIIA breast cancer."
NCT00637897,"RATIONALE: Drugs used in chemotherapy, such as paclitaxel albumin-stabilized nanoparticle formulation, docetaxel,, paclitaxel, and ixabepilone work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Paricalcitol may help chemotherapy drugs to kill more tumor cells by making tumor cells more sensitive to the drugs.

PURPOSE: This clinical trial is studying the best dose and best way to give paricalcitol and to see how well it works when given together with chemotherapy in treating patients with metastatic breast cancer."
NCT00001504,"This is a dosage escalation study to estimate the maximum tolerated dose of 9-cis-retinoic acid given in combination with tamoxifen. Groups of 3 to 6 patients receive oral 9-cis-retinoic acid daily for 4 weeks, after which daily oral tamoxifen is added to the regimen. Patients continue treatment for up to 28 weeks, with tamoxifen continued after the study if medically appropriate."
NCT00600275,"This is a phase I/II clinical research study with BGT226, an inhibitor of phosphatidylinositol 3'-kinase (PI3K). The study consists of a Phase I dose escalation part followed by a safety expansion part and a Phase II expansion part.

Once the MTD has been defined, the safety expansion and efficacy expansion parts of the trial will be opened for enrollment.

Phase I safety expansion part will enroll advanced solid tumors. Phase II expansion part will enroll advanced breast cancer. An effort will be made to enrich the trial population with Cowden Syndrome patients with advanced solid malignancies."
NCT04483505,"This study is an open, multicenter, prospective phase I dose escalation clinical trial followed by an expansion cohort. The aim of this study is to asses the Recommended Phase 2 Dose (R2PD) and the safety profile, among other efficacy, in FGFR1/2/3 positive, hormone receptor-positive breast cancer (HRPBC) patients with metastatic disease after progression to the combination of an aromatase inhibitor plus palbociclib, abemaciclib or ribociclib, according RECIST 1.1 criteria."
NCT03941743,This trial phase I studies how well fingolimod works in preventing chemotherapy-induced nerve pain (neuropathy) in patients with breast cancer who are taking paclitaxel. Fingolimod acts by suppressing immune reactions in the brain. This study is being done to see if fingolimod can reduce neuropathy caused by paclitaxel.
NCT04504331,"The purpose of the study is identify the dose(s) of infigratinib to use in combination with tamoxifen to treat patients with a particular type of advanced breast cancer (hormone receptor-positive, HER2-negative, FGFR-altered breast cancer)"
NCT05029999,"This research study is being done to find out if the immunotherapy drugs called CDX-301 and CDX-1140 in combination with the standard chemotherapy treatment pegylated liposomal doxorubicin (PLD, Doxil) are safe and effective at controlling the cancer in patients with metastatic triple Human Epidermal Growth Factor Receptor 2 (HER2) negative breast cancer, and to determine a safe dose and treatment schedule of the three drugs. This research study will also test how your immune system responds to these treatments alone and in combination."
NCT01042925,"Phase 1 of this study will evaluate the maximum tolerated dose (MTD) of XL147 when given in combination with trastuzumab (Herceptin) and in combination with trastuzumab and paclitaxel. After the MTD is established for each combination (Phase 2), subjects will be enrolled to evaluate the preliminary efficacy and safety of these combinations in metastatic HER2 positive breast cancer. Both trastuzumab and paclitaxel are used in the treatment of metastatic breast cancer (MBC), but patients can develop resistance.

The link between PI3K mutations and trastuzumab resistance has been seen in breast cancer patients. This suggests that inhibitors of the PI3K/PTEN pathway may have the potential to restore sensitivity to trastuzumab. Similarly, introduction of activated mutant forms of PI3K has been shown to transform and confer paclitaxel resistance to immortalized breast epithelial cells. XL147 is a potent and selective inhibitor of PI3K and inhibits phosphorylation of multiple downstream components of PI3K/PTEN signaling. Therefore, XL147 may have utility in the treatment of trastuzumab resistant/refractory and HER2-positive MBC when administered in combination with trastuzumab alone or with trastuzumab and paclitaxel."
NCT00003103,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die.

PURPOSE: Phase I/II trial to study the effectiveness of oblimersen in treating patients who have solid tumors that have not responded to previous therapy."
NCT03218826,"This phase I trial studies the side effects and best dose of PI3Kbeta inhibitor AZD8186 when given together with docetaxel in treating patients with solid tumors with PTEN or PIK3CB mutations that have spread to other places in the body (metastatic) or cannot be removed by surgery. PI3Kbeta inhibitor AZD8186 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as docetaxel, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving PI3Kbeta inhibitor AZD8186 and docetaxel may work better in treating patients with solid tumors."
NCT00425672,"RATIONALE: ONTAK may be able to help reduce the type of cells that prevent other types of immune cells from attacking the breast cancer cells.

PURPOSE: This phase I/II trial is studying the safety of ONTAK and its possible side effects to see how well it works in treating patients with advanced breast cancer that did not respond to previous treatment."
NCT00004207,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die.

PURPOSE: Phase I trial to study the effectiveness of liposomal daunorubicin in treating patients who have metastatic breast cancer."
NCT00337649,"This single arm study will determine the efficacy and safety of an epothilone D and Herceptin combination regimen in patients with HER-2 positive locally advanced or metastatic breast cancer. Epothilone D will be administered intravenously on days 1, 8 and 15 every 4 weeks at a dose not exceeding 100mg/m2. Herceptin will be administered intravenously on a weekly schedule; a 4mg/kg loading dose will be followed by a weekly maintenance dose of 2mg/kg. The anticipated time on study treatment is until disease progression, and the target sample size is \<100 individuals."
NCT00005822,"RATIONALE: SU5416 may stop the growth of breast cancer by stopping blood flow to the tumor. Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die. Combining SU5416 with chemotherapy may kill more cancer cells.

PURPOSE: Phase I trial to study the effectiveness of combining SU5416 and doxorubicin in treating patients who have stage IIIB or stage IV inflammatory breast cancer."
NCT02027376,"This is a single-arm, open-label, phase Ib study. In this trial, patients with Triple Negative (TN) Advanced Breast Cancer (ABC) will be treated with increasing doses of LDE225 (sonidegib) and docetaxel to determine the Maximum Tolerated Dose (MTD), Dose Limiting Toxicity (DLT) and Recommended Phase II Dose (RP2D) of the combination.

Eligible patients with hormonal receptors negative and Human Epidermal Growth Factor Receptor 2 (HER2) negative ABC will be included and treated with docetaxel intravenously in every three weeks cycles. LDE225 will be administered orally at three dose levels 400, 600 and 800mg one a day (QD) (a -1 dose level is included just in case dose de-escalation is needed). Treatment will be repeated on day 1 of a 21-day cycle until radiographic or symptomatic progression, unacceptable toxicity or withdraws informed consent.

The investigators propose to develop a phase Ib trial with the combination of docetaxel with LDE225 in TN ABC patients to define the safety, tolerability and RP2D, as well as to have some information about the efficacy of the combination."
NCT03861403,"This is a Phase 1b/2a dose escalation and expansion, multi-center study to be conducted in 2 phases:

* Phase 1b

  * Dose Escalation Part 1 (Doublet Therapy)
  * Dose Escalation Part 2 (Triplet Therapy)
* Phase 2a

  * Dose Expansion (Triplet Therapy)

Approximately 125 adult patients with histologically confirmed advanced solid tumors requiring therapy will be enrolled in the study. It is expected that approximately 24 patients will be enrolled in up to 4 cohorts, 2 cohorts in Dose Escalation Part 1 and 2 cohorts in Dose Escalation Part 2, of up to 6 patients per cohort. Up to 98 additional patients will be enrolled in the Dose Expansion phase of the study to achieve 88 evaluable patients (i.e., received at least 1 dose of study drug(s) and have 1 evaluable post-baseline modified RECIST v1.1 tumor response assessment; for mCRPC, assessment of soft tissue response will be per modified RECIST v1.1 and bone progression assessment will be per PCWG3 guidelines or discontinued treatment due to death, toxicity, or clinical progression) over 4 independent expansion groups.In either phase (1b or 2a), patients discontinuing for reasons unrelated to study treatment toxicity prior to completion of Cycle (C) 1 may be replaced to achieve the number of required evaluable patients per cancer type following consultation with the Sponsor. Data from each cohort in the Dose Escalation phase will be evaluated independently for safety and dose limiting toxicities (DLTs) prior to dose escalation and again prior to the Dose Expansion phase."
NCT02646748,"This is an open-label, multicenter, Phase 1b platform study in subjects with advanced or metastatic solid tumors (Part 1a) and subjects with selected solid tumors (Part 1b and Part 2). Two treatment groups (Group A and Group B) will be evaluated

Part 1a utilizes a 3+3 design to evaluate pembrolizumab and INCB combinations in advanced solid tumors. Group A will evaluate a JAK inhibitor with JAK1 selectivity itacitinib (INCB039110) in combination with pembrolizumab (MK-3475) and Group B will evaluate a PI3K-delta inhibitor (INCB050465) in combination with pembrolizumab to determine the maximum tolerated dose (MTD) or PAD and recommend a dose for the Part 1b safety expansion with each combination.

Once the recommended dose has been identified in Part 1a, subjects with select solid tumor types will be enrolled into safety expansion cohorts based upon prior treatment history with a PD-1 pathway-targeted agent (Part 1b) for each combination.

Part 2 utilizes a Simon 2-Stage design to evaluate INCB050465 in combination with pembrolizumab in patients with small cell lung cancer (SCLC) and a 1 stage design to evaluate the combination in patients with non-small cell lung cancer (NSCLC) and urothelial cancer (UC)."
NCT04509596,"DZD1516 is an oral, blood brain barrier penetrable, selective HER2 tyrosine kinase inhibitor. This study is designed to evaluate the safety and tolerability of DZD1516 in patients with metastatic HER2 positive breast cancer who have progressed following prior therapy. This is the first time this drug has ever been tested in patients, and so it will help to understand what type of side effects may occur with the drug treatment. It will also measure the levels of drug in the body and assess its anti-cancer activity as monotherapy and in combination with trastuzumab and/or capecitabine, or in combination with T-DM1"
NCT04205903,"This phase Ib/II trial studies the side effects and best dose of nilotinib in preventing paclitaxel-induced peripheral neuropathy in stage I-III breast cancer patients who are receiving paclitaxel therapy. Chemotherapy is the usual or ?standard? treatment for breast cancer. It kills cancer cells and lowers the chance that the cancer will come back. Sometimes, this treatment can cause numbness and tingling, especially in the hands and feet. This is called chemotherapy-induced peripheral neuropathy. This study aims to test the safety and effectiveness, both good and bad, of taking nilotinib in preventing chemotherapy-induced peripheral neuropathy."
NCT00024063,"RATIONALE: Drugs such as SU006668 may stop the growth of solid tumors by stopping blood flow to the tumor.

PURPOSE: Phase I trial to study the effectiveness of SU006668 in treating patients who have advanced solid tumors."
NCT01171924,"This is a phase Ib open label, expansion study of CUDC-101 in patients with advanced head and neck, gastric, breast, liver, and non-small cell lung cancer tumors. CUDC-101 is a multi-targeted agent designed to inhibit epidermal growth factor receptor (EGFR), human epidermal growth factor receptor Type 2 (Her2) and histone deacetylase (HDAC). The study is designed to compare the safety and tolerability of CUDC-101 when administered at the maximum tolerated dose on either a 5 days/week schedule or a 3 days/week schedule."
NCT01862900,"This study will test the investigational antibody, MEDI6469 (anti-OX40), in combination with stereotactic body radiation in breast cancer patients that have liver or lung metastases and have received systemic therapy and have progressive disease. The investigators hypothesize that SBRT directed at metastatic breast cancer lesions will result in a systemic anti-tumor immune system response. This amplified and directed immune response could result in anti-tumor responses."
NCT03505528,"This phase 1b study will determine the safety and efficacy of combined treatment of Abraxane and phenelzine sulfate (Nardil) for metastatic or locally advanced breast cancer.

Participants may be eligible to join this study if they are aged 18 years or above and have been diagnosed with metastatic breast cancer or inoperable locally advanced breast cancer.

All participants will receive a combination of intravenous Abraxane and an oral dose of phenelzine sulfate. Abraxane will be administered weekly for the first 3 weeks of a 4-week cycle for 3 consecutive cycles. Phenelzine sulfate will be taken daily for the duration of the 3 cycles. Five patient cohort groups will receive a progressively increasing dose of phenelzine sulfate. Safety and efficacy will be assessed weekly over the 3 cycles of treatment.

Although both drugs have been used in clinical care for more than a decade, they have not been intentionally combined together in a cancer therapy setting. This means that the combined effect of these two drugs has not been documented. This is being addressed in this study."
NCT03566485,"This phase I/II trial studies the side effects and best dose of idasanutlin when given together with atezolizumab, and to see how well atezolizumab and cobimetinib or idasanutlin work in treating participants with stage IV estrogen-receptor positive (ER+) breast cancer, or ER+ breast cancer that has come back (recurrent) and cannot be removed by surgery (unresectable). Monoclonal antibodies, such as atezolizumab, may interfere with the ability of tumor cells to grow and spread. Cobimetinib and idasanutlin may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving atezolizumab with cobimetinib or atezolizumab with idasanutlin may work better in treating participants with estrogen-receptor positive breast cancer."
NCT04052555,"This phase Ib trial studies the best dose of berzosertib when given together with the usual treatment (radiation therapy) in treating patients with triple negative or estrogen receptor and/or progesterone receptor positive, HER-2 negative breast cancer. Berzosertib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Radiation therapy uses high energy rays to kill tumor cells and shrink tumors. Giving M6620 and radiation therapy may kill tumor cells more effectively than radiation alone or shrink or stabilize breast cancer for longer than radiation therapy alone."
