"","GAMuT_60259"
"ENSG00000196284",150
"ENSG00000196290",604
"ENSG00000196295",991
"ENSG00000196305",6589
"ENSG00000196312",56
"ENSG00000196313",236
"ENSG00000196323",1743
"ENSG00000196335",209
"ENSG00000196338",19
"ENSG00000196345",164
"ENSG00000196352",3186
"ENSG00000196357",162
"ENSG00000196363",741
"ENSG00000196365",912
"ENSG00000196367",3197
"ENSG00000196369",146
"ENSG00000196371",4707
"ENSG00000196372",478
"ENSG00000196378",91
"ENSG00000196381",25
"ENSG00000196387",662
"ENSG00000196391",142
"ENSG00000196396",1246
"ENSG00000196405",513
"ENSG00000196411",826
"ENSG00000196417",1152
"ENSG00000196418",1522
"ENSG00000196419",4092
"ENSG00000196422",504
"ENSG00000196428",1951
"ENSG00000196437",143
"ENSG00000196440",378
"ENSG00000196449",393
"ENSG00000196453",122
"ENSG00000196455",1432
"ENSG00000196456",16
"ENSG00000196458",917
"ENSG00000196459",555
"ENSG00000196465",395
"ENSG00000196466",213
"ENSG00000196470",667
"ENSG00000196476",77
"ENSG00000196482",2
"ENSG00000196497",100
"ENSG00000196498",1095
"ENSG00000196502",106
"ENSG00000196504",7583
"ENSG00000196505",2747
"ENSG00000196507",82
"ENSG00000196510",1512
"ENSG00000196511",267
"ENSG00000196517",70
"ENSG00000196526",2804
"ENSG00000196531",5926
"ENSG00000196535",649
"ENSG00000196542",211
"ENSG00000196544",43
"ENSG00000196547",684
"ENSG00000196549",99
"ENSG00000196557",47
"ENSG00000196562",767
"ENSG00000196569",181
"ENSG00000196576",3800
"ENSG00000196584",575
"ENSG00000196586",6090
"ENSG00000196588",621
"ENSG00000196591",2712
"ENSG00000196597",515
"ENSG00000196605",244
"ENSG00000196611",4296
"ENSG00000196616",0
"ENSG00000196620",33
"ENSG00000196628",1152
"ENSG00000196632",42
"ENSG00000196636",278
"ENSG00000196639",881
"ENSG00000196642",231
"ENSG00000196646",352
"ENSG00000196652",504
"ENSG00000196653",87
"ENSG00000196655",1306
"ENSG00000196659",331
"ENSG00000196660",4
"ENSG00000196663",808
"ENSG00000196664",95
"ENSG00000196670",1403
"ENSG00000196678",1060
"ENSG00000196683",724
"ENSG00000196684",356
"ENSG00000196689",83
"ENSG00000196693",1301
"ENSG00000196696",86
"ENSG00000196700",481
"ENSG00000196704",817
"ENSG00000196705",1267
"ENSG00000196712",10008
"ENSG00000196715",1760
"ENSG00000196724",101
"ENSG00000196730",10766
"ENSG00000196735",458
"ENSG00000196739",460
"ENSG00000196741",32
"ENSG00000196743",1052
"ENSG00000196747",1293
"ENSG00000196754",255
"ENSG00000196756",354
"ENSG00000196757",591
"ENSG00000196776",17028
"ENSG00000196781",706
"ENSG00000196782",231
"ENSG00000196787",2096
"ENSG00000196792",3134
"ENSG00000196793",421
"ENSG00000196810",266
"ENSG00000196812",178
"ENSG00000196814",53
"ENSG00000196821",2315
"ENSG00000196839",78
"ENSG00000196843",191
"ENSG00000196850",2156
"ENSG00000196865",2746
"ENSG00000196867",48
"ENSG00000196872",95
"ENSG00000196873",43
"ENSG00000196876",20
"ENSG00000196878",8138
"ENSG00000196890",908
"ENSG00000196911",645
"ENSG00000196912",739
"ENSG00000196914",19874
"ENSG00000196917",273
"ENSG00000196922",1088
"ENSG00000196923",763
"ENSG00000196924",26683
"ENSG00000196932",87
"ENSG00000196935",3400
"ENSG00000196937",647
"ENSG00000196943",1572
"ENSG00000196950",8140
"ENSG00000196954",6641
"ENSG00000196961",1020
"ENSG00000196967",291
"ENSG00000196968",879
"ENSG00000196975",3935
"ENSG00000196976",126
"ENSG00000196981",292
"ENSG00000196998",501
"ENSG00000197006",2278
"ENSG00000197008",631
"ENSG00000197013",341
"ENSG00000197016",420
"ENSG00000197019",265
"ENSG00000197020",868
"ENSG00000197021",180
"ENSG00000197024",764
"ENSG00000197037",335
"ENSG00000197043",543
"ENSG00000197044",298
"ENSG00000197045",4446
"ENSG00000197046",15
"ENSG00000197050",411
"ENSG00000197054",27
"ENSG00000197056",1124
"ENSG00000197061",1930
"ENSG00000197062",220
"ENSG00000197063",551
"ENSG00000197070",358
"ENSG00000197077",1393
"ENSG00000197081",6398
"ENSG00000197083",72
"ENSG00000197093",55
"ENSG00000197102",30156
"ENSG00000197111",4416
"ENSG00000197114",47
"ENSG00000197119",696
"ENSG00000197121",753
"ENSG00000197122",1128
"ENSG00000197124",240
"ENSG00000197128",957
"ENSG00000197134",246
"ENSG00000197136",1641
"ENSG00000197140",520
"ENSG00000197142",6197
"ENSG00000197147",2792
"ENSG00000197150",290
"ENSG00000197153",1138
"ENSG00000197157",4453
"ENSG00000197162",187
"ENSG00000197168",21
"ENSG00000197170",2407
"ENSG00000197181",11
"ENSG00000197182",220
"ENSG00000197183",938
"ENSG00000197217",2272
"ENSG00000197223",202
"ENSG00000197226",2262
"ENSG00000197238",292
"ENSG00000197249",5045
"ENSG00000197256",976
"ENSG00000197261",441
"ENSG00000197265",1287
"ENSG00000197275",268
"ENSG00000197279",471
"ENSG00000197283",271
"ENSG00000197296",234
"ENSG00000197299",1171
"ENSG00000197301",5
"ENSG00000197302",630
"ENSG00000197312",2492
"ENSG00000197321",11860
"ENSG00000197323",4725
"ENSG00000197324",2776
"ENSG00000197329",1764
"ENSG00000197343",1919
"ENSG00000197345",1960
"ENSG00000197355",97
"ENSG00000197361",13
"ENSG00000197362",126
"ENSG00000197363",25
"ENSG00000197372",528
"ENSG00000197375",794
"ENSG00000197381",594
"ENSG00000197385",348
"ENSG00000197386",4768
"ENSG00000197405",152
"ENSG00000197410",44
"ENSG00000197417",69
"ENSG00000197429",392
"ENSG00000197442",3451
"ENSG00000197444",16
"ENSG00000197448",1110
"ENSG00000197451",3251
"ENSG00000197457",527
"ENSG00000197461",325
"ENSG00000197471",156
"ENSG00000197479",44
"ENSG00000197496",630
"ENSG00000197497",198
"ENSG00000197498",927
"ENSG00000197506",176
"ENSG00000197520",1
"ENSG00000197530",108
"ENSG00000197535",1093
"ENSG00000197536",425
"ENSG00000197548",1283
"ENSG00000197555",2520
"ENSG00000197557",829
"ENSG00000197562",175
"ENSG00000197563",1974
"ENSG00000197566",249
"ENSG00000197579",1040
"ENSG00000197580",130
"ENSG00000197586",759
"ENSG00000197594",660
"ENSG00000197601",4077
"ENSG00000197603",3745
"ENSG00000197608",911
"ENSG00000197619",429
"ENSG00000197620",99
"ENSG00000197622",4448
"ENSG00000197629",549
"ENSG00000197635",4032
"ENSG00000197647",165
"ENSG00000197694",19699
"ENSG00000197696",297
"ENSG00000197702",1472
"ENSG00000197712",1758
"ENSG00000197713",2476
"ENSG00000197714",4033
"ENSG00000197724",646
"ENSG00000197728",144
"ENSG00000197746",13051
"ENSG00000197747",4980
"ENSG00000197748",36
"ENSG00000197756",7948
"ENSG00000197757",64
"ENSG00000197763",241
"ENSG00000197766",13
"ENSG00000197771",4096
"ENSG00000197774",179
"ENSG00000197776",79
"ENSG00000197779",980
"ENSG00000197780",911
"ENSG00000197782",1436
"ENSG00000197785",298
"ENSG00000197798",221
"ENSG00000197808",164
"ENSG00000197816",19
"ENSG00000197818",727
"ENSG00000197822",1863
"ENSG00000197837",1388
"ENSG00000197841",225
"ENSG00000197852",42
"ENSG00000197857",362
"ENSG00000197858",660
"ENSG00000197859",29
"ENSG00000197860",392
"ENSG00000197863",221
"ENSG00000197872",253
"ENSG00000197879",4175
"ENSG00000197885",222
"ENSG00000197892",10307
"ENSG00000197894",2003
"ENSG00000197903",649
"ENSG00000197905",304
"ENSG00000197912",1012
"ENSG00000197927",63
"ENSG00000197928",296
"ENSG00000197930",12247
"ENSG00000197933",489
"ENSG00000197935",203
"ENSG00000197937",1606
"ENSG00000197943",343
"ENSG00000197948",339
"ENSG00000197951",184
"ENSG00000197956",14209
"ENSG00000197958",3730
"ENSG00000197959",253
"ENSG00000197961",4015
"ENSG00000197965",4885
"ENSG00000197969",7712
"ENSG00000197971",3997
"ENSG00000197976",698
"ENSG00000197978",51
"ENSG00000197980",26
"ENSG00000197982",275
"ENSG00000197989",1013
"ENSG00000198000",2034
"ENSG00000198001",1170
"ENSG00000198015",2734
"ENSG00000198018",1104
"ENSG00000198026",396
"ENSG00000198034",13392
"ENSG00000198039",445
"ENSG00000198040",2229
"ENSG00000198042",2122
"ENSG00000198046",31
"ENSG00000198053",1066
"ENSG00000198055",632
"ENSG00000198056",568
"ENSG00000198060",1132
"ENSG00000198074",18
"ENSG00000198075",157
"ENSG00000198081",591
"ENSG00000198087",15725
"ENSG00000198088",645
"ENSG00000198089",438
"ENSG00000198093",481
"ENSG00000198105",1316
"ENSG00000198108",36
"ENSG00000198113",242
"ENSG00000198121",562
"ENSG00000198130",1105
"ENSG00000198131",1248
"ENSG00000198133",71
"ENSG00000198142",1406
"ENSG00000198146",3502
"ENSG00000198155",214
"ENSG00000198157",35
"ENSG00000198160",4330
"ENSG00000198162",4130
"ENSG00000198168",911
"ENSG00000198169",345
"ENSG00000198171",429
"ENSG00000198176",2324
"ENSG00000198182",386
"ENSG00000198185",746
"ENSG00000198189",2576
"ENSG00000198198",1058
"ENSG00000198203",314
"ENSG00000198205",151
"ENSG00000198208",64
"ENSG00000198218",1594
"ENSG00000198223",304
"ENSG00000198231",3841
"ENSG00000198242",2508
"ENSG00000198246",123
"ENSG00000198252",1547
"ENSG00000198258",1056
"ENSG00000198265",4289
"ENSG00000198270",200
"ENSG00000198276",319
"ENSG00000198286",1067
"ENSG00000198298",208
"ENSG00000198300",54
"ENSG00000198301",1937
"ENSG00000198315",1386
"ENSG00000198324",151
"ENSG00000198331",53
"ENSG00000198342",71
"ENSG00000198346",486
"ENSG00000198353",152
"ENSG00000198355",491
"ENSG00000198356",500
"ENSG00000198363",11108
"ENSG00000198369",786
"ENSG00000198373",925
"ENSG00000198380",6792
"ENSG00000198382",1776
"ENSG00000198393",1090
"ENSG00000198399",3502
"ENSG00000198408",6593
"ENSG00000198417",35
"ENSG00000198420",299
"ENSG00000198429",668
"ENSG00000198431",3782
"ENSG00000198435",53
"ENSG00000198440",222
"ENSG00000198453",219
"ENSG00000198455",373
"ENSG00000198464",1562
"ENSG00000198466",1501
"ENSG00000198467",1223
"ENSG00000198478",1124
"ENSG00000198482",1061
"ENSG00000198488",11
"ENSG00000198492",1897
"ENSG00000198496",33
"ENSG00000198498",729
"ENSG00000198502",579
"ENSG00000198513",57
"ENSG00000198515",54
"ENSG00000198517",424
"ENSG00000198521",1157
"ENSG00000198522",1242
"ENSG00000198535",321
"ENSG00000198538",1461
"ENSG00000198542",66
"ENSG00000198546",166
"ENSG00000198551",547
"ENSG00000198554",1763
"ENSG00000198556",257
"ENSG00000198561",13460
"ENSG00000198563",867
"ENSG00000198585",602
"ENSG00000198586",2949
"ENSG00000198589",9541
"ENSG00000198590",60
"ENSG00000198604",8325
"ENSG00000198610",6
"ENSG00000198612",1440
"ENSG00000198624",203
"ENSG00000198625",2802
"ENSG00000198626",176
"ENSG00000198642",1465
"ENSG00000198643",24
"ENSG00000198646",1484
"ENSG00000198648",1469
"ENSG00000198663",1528
"ENSG00000198668",13287
"ENSG00000198673",112
"ENSG00000198677",6122
"ENSG00000198680",120
"ENSG00000198682",2066
"ENSG00000198689",1189
"ENSG00000198690",967
"ENSG00000198700",3373
"ENSG00000198707",3260
"ENSG00000198715",412
"ENSG00000198718",1641
"ENSG00000198719",7
"ENSG00000198720",109
"ENSG00000198721",444
"ENSG00000198722",1718
"ENSG00000198728",496
"ENSG00000198729",477
"ENSG00000198730",1511
"ENSG00000198734",148
"ENSG00000198736",348
"ENSG00000198740",1898
"ENSG00000198742",1515
"ENSG00000198743",14823
"ENSG00000198744",37
"ENSG00000198746",133
"ENSG00000198752",4695
"ENSG00000198755",2800
"ENSG00000198756",4
"ENSG00000198758",203
"ENSG00000198771",242
"ENSG00000198774",986
"ENSG00000198780",693
"ENSG00000198783",320
"ENSG00000198788",5
"ENSG00000198791",2703
"ENSG00000198792",621
"ENSG00000198793",3589
"ENSG00000198794",74
"ENSG00000198795",142
"ENSG00000198799",1612
"ENSG00000198805",2231
"ENSG00000198814",481
"ENSG00000198815",2001
"ENSG00000198816",51
"ENSG00000198818",714
"ENSG00000198821",34
"ENSG00000198824",582
"ENSG00000198825",1238
"ENSG00000198826",1978
"ENSG00000198829",2903
"ENSG00000198830",953
"ENSG00000198832",110
"ENSG00000198833",1761
"ENSG00000198836",5424
"ENSG00000198837",663
"ENSG00000198839",454
"ENSG00000198841",210
"ENSG00000198843",1893
"ENSG00000198844",20
"ENSG00000198846",196
"ENSG00000198853",207
"ENSG00000198855",216
"ENSG00000198856",1653
"ENSG00000198858",352
"ENSG00000198860",622
"ENSG00000198862",5385
"ENSG00000198863",532
"ENSG00000198865",426
"ENSG00000198873",87
"ENSG00000198874",457
"ENSG00000198876",1690
"ENSG00000198879",265
"ENSG00000198887",4114
"ENSG00000198890",719
"ENSG00000198892",21
"ENSG00000198894",868
"ENSG00000198898",3759
"ENSG00000198900",3884
"ENSG00000198901",3915
"ENSG00000198908",36
"ENSG00000198909",513
"ENSG00000198911",951
"ENSG00000198912",565
"ENSG00000198917",319
"ENSG00000198918",1902
"ENSG00000198919",953
"ENSG00000198920",1177
"ENSG00000198924",940
"ENSG00000198925",796
"ENSG00000198929",38
"ENSG00000198931",599
"ENSG00000198932",126
"ENSG00000198933",18
"ENSG00000198937",120
"ENSG00000198939",16
"ENSG00000198944",20
"ENSG00000198945",382
"ENSG00000198947",219
"ENSG00000198948",966
"ENSG00000198951",691
"ENSG00000198952",2331
"ENSG00000198954",894
"ENSG00000198959",14323
"ENSG00000198960",123
"ENSG00000198961",4385
"ENSG00000198964",2336
"ENSG00000199347",450
"ENSG00000199568",1001
"ENSG00000199683",271
"ENSG00000199691",28
"ENSG00000199753",22
"ENSG00000200087",10143
"ENSG00000200156",699
"ENSG00000200243",64
"ENSG00000200312",718
"ENSG00000200354",386
"ENSG00000200394",73
"ENSG00000200488",703
"ENSG00000200534",51
"ENSG00000200783",33
"ENSG00000200792",99
"ENSG00000200795",3106
"ENSG00000200816",65
"ENSG00000200959",25
"ENSG00000201098",385
"ENSG00000201201",267
"ENSG00000201229",10
"ENSG00000201302",24
"ENSG00000201315",96
"ENSG00000201428",24
"ENSG00000201457",28
"ENSG00000201512",94
"ENSG00000201643",35
"ENSG00000201758",67
"ENSG00000201772",46
"ENSG00000201793",144
"ENSG00000201882",91
"ENSG00000201901",63
"ENSG00000201912",30
"ENSG00000201998",440
"ENSG00000202058",1241
"ENSG00000202198",167781
"ENSG00000202241",8
"ENSG00000202392",127
"ENSG00000202538",6064
"ENSG00000202566",82
"ENSG00000203326",1554
"ENSG00000203485",1562
"ENSG00000203499",566
"ENSG00000203644",215
"ENSG00000203647",15
"ENSG00000203666",194
"ENSG00000203667",1252
"ENSG00000203668",6713
"ENSG00000203697",160
"ENSG00000203705",222
"ENSG00000203709",804
"ENSG00000203710",269
"ENSG00000203727",22
"ENSG00000203737",56
"ENSG00000203739",27
"ENSG00000203747",1449
"ENSG00000203760",229
"ENSG00000203778",74
"ENSG00000203780",181
"ENSG00000203791",365
"ENSG00000203797",23
"ENSG00000203799",3
"ENSG00000203804",258
"ENSG00000203814",1138
"ENSG00000203865",21
"ENSG00000203867",8
"ENSG00000203872",61
"ENSG00000203875",563
"ENSG00000203876",7
"ENSG00000203879",1105
"ENSG00000203880",1197
"ENSG00000203943",29
"ENSG00000203950",166
"ENSG00000203965",491
"ENSG00000203985",0
"ENSG00000203993",64
"ENSG00000204054",396
"ENSG00000204070",876
"ENSG00000204084",655
"ENSG00000204086",51
"ENSG00000204103",489
"ENSG00000204104",444
"ENSG00000204116",1111
"ENSG00000204120",2999
"ENSG00000204128",67
"ENSG00000204130",1252
"ENSG00000204131",184
"ENSG00000204136",50
"ENSG00000204138",1740
"ENSG00000204147",125
"ENSG00000204149",72
"ENSG00000204152",152
"ENSG00000204160",1069
"ENSG00000204161",224
"ENSG00000204172",32
"ENSG00000204175",19
"ENSG00000204177",222
"ENSG00000204178",1210
"ENSG00000204179",145
"ENSG00000204186",560
"ENSG00000204209",548
"ENSG00000204217",8541
"ENSG00000204219",149
"ENSG00000204220",280
"ENSG00000204227",231
"ENSG00000204228",56
"ENSG00000204231",302
"ENSG00000204237",114
"ENSG00000204252",233
"ENSG00000204256",2439
"ENSG00000204257",405
"ENSG00000204261",161
"ENSG00000204262",2887
"ENSG00000204264",1781
"ENSG00000204267",1498
"ENSG00000204271",195
"ENSG00000204272",578
"ENSG00000204282",94
"ENSG00000204287",5505
"ENSG00000204291",574
"ENSG00000204301",67
"ENSG00000204304",255
"ENSG00000204305",30
"ENSG00000204308",165
"ENSG00000204310",341
"ENSG00000204311",51
"ENSG00000204314",0
"ENSG00000204315",41
"ENSG00000204316",25
"ENSG00000204323",47
"ENSG00000204344",86
"ENSG00000204348",78
"ENSG00000204351",642
"ENSG00000204356",677
"ENSG00000204366",47
"ENSG00000204370",1290
"ENSG00000204371",395
"ENSG00000204381",66
"ENSG00000204385",1121
"ENSG00000204386",127
"ENSG00000204387",338
"ENSG00000204388",1650
"ENSG00000204389",3000
"ENSG00000204390",259
"ENSG00000204392",303
"ENSG00000204394",1065
"ENSG00000204396",66
"ENSG00000204397",120
"ENSG00000204406",624
"ENSG00000204410",51
"ENSG00000204427",47
"ENSG00000204435",237
"ENSG00000204438",131
"ENSG00000204439",347
"ENSG00000204442",199
"ENSG00000204463",1491
"ENSG00000204469",1847
"ENSG00000204472",349
"ENSG00000204482",200
"ENSG00000204498",72
"ENSG00000204514",279
"ENSG00000204516",245
"ENSG00000204519",812
"ENSG00000204520",233
"ENSG00000204524",579
"ENSG00000204525",10110
"ENSG00000204528",77
"ENSG00000204531",134
"ENSG00000204536",166
"ENSG00000204540",25
"ENSG00000204560",519
"ENSG00000204564",56
"ENSG00000204568",617
"ENSG00000204569",1231
"ENSG00000204574",1264
"ENSG00000204576",158
"ENSG00000204580",2297
"ENSG00000204590",545
"ENSG00000204592",6701
"ENSG00000204599",146
"ENSG00000204604",1731
"ENSG00000204610",228
"ENSG00000204611",446
"ENSG00000204613",56
"ENSG00000204616",377
"ENSG00000204618",6
"ENSG00000204619",641
"ENSG00000204622",5
"ENSG00000204623",452
"ENSG00000204628",12024
"ENSG00000204632",34
"ENSG00000204634",1335
"ENSG00000204642",1173
"ENSG00000204650",212
"ENSG00000204673",342
"ENSG00000204681",176
"ENSG00000204685",33
"ENSG00000204706",47
"ENSG00000204713",1382
"ENSG00000204764",1700
"ENSG00000204789",148
"ENSG00000204822",55
"ENSG00000204839",24
"ENSG00000204842",2236
"ENSG00000204843",2173
"ENSG00000204852",853
"ENSG00000204856",186
"ENSG00000204859",205
"ENSG00000204860",21
"ENSG00000204876",161
"ENSG00000204899",992
"ENSG00000204920",132
"ENSG00000204922",152
"ENSG00000204923",103
"ENSG00000204946",315
"ENSG00000204947",28
"ENSG00000204954",143
"ENSG00000204959",35
"ENSG00000204967",7
"ENSG00000204977",1286
"ENSG00000204991",84
"ENSG00000205045",186
"ENSG00000205060",630
"ENSG00000205084",93
"ENSG00000205085",66
"ENSG00000205089",206
"ENSG00000205133",828
"ENSG00000205138",81
"ENSG00000205155",404
"ENSG00000205181",52
"ENSG00000205189",869
"ENSG00000205208",573
"ENSG00000205209",32
"ENSG00000205213",3383
"ENSG00000205220",240
"ENSG00000205221",2
"ENSG00000205250",828
"ENSG00000205268",1065
"ENSG00000205269",237
"ENSG00000205302",2557
"ENSG00000205323",155
"ENSG00000205336",1886
"ENSG00000205339",7836
"ENSG00000205352",298
"ENSG00000205356",213
"ENSG00000205403",1981
"ENSG00000205413",6457
"ENSG00000205423",461
"ENSG00000205436",57
"ENSG00000205464",162
"ENSG00000205476",1113
"ENSG00000205485",44
"ENSG00000205502",20
"ENSG00000205517",156
"ENSG00000205531",2985
"ENSG00000205534",82
"ENSG00000205542",8756
"ENSG00000205544",156
"ENSG00000205581",3406
"ENSG00000205593",62
"ENSG00000205609",53
"ENSG00000205629",1099
"ENSG00000205643",27
"ENSG00000205659",380
"ENSG00000205664",377
"ENSG00000205683",13
"ENSG00000205707",204
"ENSG00000205710",16
"ENSG00000205726",1875
"ENSG00000205730",4042
"ENSG00000205740",66
"ENSG00000205758",623
"ENSG00000205763",103
"ENSG00000205765",1628
"ENSG00000205771",24
"ENSG00000205808",204
"ENSG00000205885",474
"ENSG00000205903",328
"ENSG00000205922",106
"ENSG00000205930",8
"ENSG00000205937",1332
"ENSG00000205940",163
"ENSG00000205978",1643
"ENSG00000205981",393
"ENSG00000206052",25
"ENSG00000206053",5300
"ENSG00000206075",4231
"ENSG00000206077",0
"ENSG00000206149",124
"ENSG00000206190",100
"ENSG00000206262",26
"ENSG00000206337",865
"ENSG00000206341",627
"ENSG00000206344",53
"ENSG00000206418",1493
"ENSG00000206503",8681
"ENSG00000206527",4259
"ENSG00000206530",464
"ENSG00000206535",30
"ENSG00000206538",9445
"ENSG00000206559",9
"ENSG00000206560",3123
"ENSG00000206561",40
"ENSG00000206562",391
"ENSG00000206573",806
"ENSG00000206585",172
"ENSG00000206633",118
"ENSG00000206634",49
"ENSG00000206652",42
"ENSG00000206702",71
"ENSG00000206838",58
"ENSG00000207008",504
"ENSG00000207067",23
"ENSG00000207175",859
"ENSG00000207181",39
"ENSG00000207217",44
"ENSG00000207233",80
"ENSG00000207344",13
"ENSG00000207389",28
"ENSG00000207392",11
"ENSG00000207445",323
"ENSG00000207475",27
"ENSG00000207493",38
"ENSG00000207523",50
"ENSG00000207650",17
"ENSG00000207864",58
"ENSG00000208772",134
"ENSG00000208892",396
"ENSG00000211445",111
"ENSG00000211450",221
"ENSG00000211454",6
"ENSG00000211455",1646
"ENSG00000211456",1402
"ENSG00000211460",3564
"ENSG00000211584",522
"ENSG00000211592",17
"ENSG00000211772",370
"ENSG00000211895",6
"ENSG00000212027",72
"ENSG00000212124",193
"ENSG00000212125",157
"ENSG00000212126",114
"ENSG00000212127",261
"ENSG00000212128",190
"ENSG00000212195",129
"ENSG00000212232",4182
"ENSG00000212283",103
"ENSG00000212402",49
"ENSG00000212443",671
"ENSG00000212464",396
"ENSG00000212588",116
"ENSG00000212694",68
"ENSG00000212719",170
"ENSG00000212743",275
"ENSG00000212747",178
"ENSG00000212916",476
"ENSG00000212978",185
"ENSG00000213015",77
"ENSG00000213020",1141
"ENSG00000213024",991
"ENSG00000213047",1938
"ENSG00000213057",25
"ENSG00000213058",608
"ENSG00000213062",66
"ENSG00000213064",6726
"ENSG00000213066",443
"ENSG00000213073",177
"ENSG00000213079",1604
"ENSG00000213090",113
"ENSG00000213096",1398
"ENSG00000213139",92
"ENSG00000213160",1222
"ENSG00000213186",686
"ENSG00000213197",142
"ENSG00000213204",13
"ENSG00000213214",43
"ENSG00000213235",26
"ENSG00000213246",757
"ENSG00000213281",6748
"ENSG00000213337",62
"ENSG00000213339",159
"ENSG00000213341",1947
"ENSG00000213347",100
"ENSG00000213366",59
"ENSG00000213380",287
"ENSG00000213390",286
"ENSG00000213397",44
"ENSG00000213398",21
"ENSG00000213445",530
"ENSG00000213462",642
"ENSG00000213463",2033
"ENSG00000213465",325
"ENSG00000213513",18
"ENSG00000213516",1859
"ENSG00000213523",409
"ENSG00000213551",832
"ENSG00000213553",35
"ENSG00000213563",80
"ENSG00000213585",3752
"ENSG00000213593",1317
"ENSG00000213606",0
"ENSG00000213613",109
"ENSG00000213614",1354
"ENSG00000213619",1153
"ENSG00000213625",3593
"ENSG00000213626",1084
"ENSG00000213639",16728
"ENSG00000213654",177
"ENSG00000213659",18
"ENSG00000213672",475
"ENSG00000213676",579
"ENSG00000213693",73
"ENSG00000213694",117
"ENSG00000213699",1884
"ENSG00000213719",4415
"ENSG00000213722",272
"ENSG00000213741",3613
"ENSG00000213742",84
"ENSG00000213753",318
"ENSG00000213762",774
"ENSG00000213782",277
"ENSG00000213793",63
"ENSG00000213799",1013
"ENSG00000213801",149
"ENSG00000213846",46
"ENSG00000213853",1355
"ENSG00000213859",612
"ENSG00000213865",98
"ENSG00000213889",28
"ENSG00000213901",31
"ENSG00000213903",80
"ENSG00000213904",10
"ENSG00000213906",33
"ENSG00000213918",340
"ENSG00000213923",867
"ENSG00000213928",311
"ENSG00000213930",179
"ENSG00000213949",2387
"ENSG00000213963",47
"ENSG00000213965",554
"ENSG00000213967",217
"ENSG00000213971",220
"ENSG00000213976",76
"ENSG00000213977",229
"ENSG00000213983",1743
"ENSG00000213988",330
"ENSG00000213995",615
"ENSG00000214013",909
"ENSG00000214021",181
"ENSG00000214022",643
"ENSG00000214026",48
"ENSG00000214029",482
"ENSG00000214046",578
"ENSG00000214050",67
"ENSG00000214063",88
"ENSG00000214078",951
"ENSG00000214087",220
"ENSG00000214106",80
"ENSG00000214108",10
"ENSG00000214113",273
"ENSG00000214114",861
"ENSG00000214135",477
"ENSG00000214160",396
"ENSG00000214174",83
"ENSG00000214176",205
"ENSG00000214188",76
"ENSG00000214189",168
"ENSG00000214193",174
"ENSG00000214194",339
"ENSG00000214198",24
"ENSG00000214199",41
"ENSG00000214215",13
"ENSG00000214226",69
"ENSG00000214253",561
"ENSG00000214274",26
"ENSG00000214279",30
"ENSG00000214290",2
"ENSG00000214293",129
"ENSG00000214331",47
"ENSG00000214357",982
"ENSG00000214367",784
"ENSG00000214376",17
"ENSG00000214389",23
"ENSG00000214401",11
"ENSG00000214413",796
"ENSG00000214425",138
"ENSG00000214517",3198
"ENSG00000214530",1341
"ENSG00000214548",584
"ENSG00000214595",14
"ENSG00000214652",16
"ENSG00000214654",93
"ENSG00000214655",827
"ENSG00000214694",41
"ENSG00000214706",623
"ENSG00000214717",1218
"ENSG00000214753",544
"ENSG00000214756",39
"ENSG00000214765",253
"ENSG00000214773",29
"ENSG00000214783",15
"ENSG00000214796",94
"ENSG00000214814",44
"ENSG00000214826",31
"ENSG00000214900",170
"ENSG00000214922",133
"ENSG00000214941",162
"ENSG00000214944",3281
"ENSG00000214954",84
"ENSG00000214960",261
"ENSG00000215012",443
"ENSG00000215018",167
"ENSG00000215021",2041
"ENSG00000215039",177
"ENSG00000215041",184
"ENSG00000215067",58
"ENSG00000215068",200
"ENSG00000215105",249
"ENSG00000215114",929
"ENSG00000215126",93
"ENSG00000215146",10
"ENSG00000215154",40
"ENSG00000215158",409
"ENSG00000215182",261
"ENSG00000215184",97
"ENSG00000215190",68
"ENSG00000215193",8037
"ENSG00000215244",311
"ENSG00000215251",595
"ENSG00000215252",184
"ENSG00000215256",336
"ENSG00000215271",298
"ENSG00000215301",21563
"ENSG00000215305",416
"ENSG00000215375",51
"ENSG00000215386",53
"ENSG00000215388",24
"ENSG00000215417",787
"ENSG00000215421",2441
"ENSG00000215424",166
"ENSG00000215440",26
"ENSG00000215447",138
"ENSG00000215548",15
"ENSG00000215712",187
"ENSG00000215717",807
"ENSG00000215769",20
"ENSG00000215788",47
"ENSG00000215790",23
"ENSG00000215845",222
"ENSG00000215883",97
"ENSG00000215908",143
"ENSG00000215912",18
"ENSG00000216775",72
"ENSG00000216809",13
"ENSG00000216813",89
"ENSG00000216895",41
"ENSG00000216937",512
"ENSG00000217128",2969
"ENSG00000217555",542
"ENSG00000217930",77
"ENSG00000218510",190
"ENSG00000218596",34
"ENSG00000218739",770
"ENSG00000218891",60
"ENSG00000219085",43
"ENSG00000219438",25
"ENSG00000219481",473
"ENSG00000219545",567
"ENSG00000219626",58
"ENSG00000219665",54
"ENSG00000219891",239
"ENSG00000220205",131
"ENSG00000220785",50
"ENSG00000220842",19
"ENSG00000220848",23
"ENSG00000221676",188
"ENSG00000221817",89
"ENSG00000221823",2467
"ENSG00000221829",450
"ENSG00000221838",250
"ENSG00000221866",18
"ENSG00000221869",229
"ENSG00000221886",216
"ENSG00000221890",35
