diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
MONDO_0007254	breast cancer	CHEMBL428690	ALVOCIDIB	Small molecule	Cyclin-dependent kinase 7 inhibitor		CDK7	cyclin dependent kinase 7	1	Completed	https://clinicaltrials.gov/study/NCT00020332,https://clinicaltrials.gov/study/NCT00003690
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	POLE	DNA polymerase epsilon, catalytic subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01929941,https://clinicaltrials.gov/study/NCT01333137,https://clinicaltrials.gov/study/NCT01939418
MONDO_0007254	breast cancer	CHEMBL3218578	BGT-226	Small molecule	PI3-kinase class I inhibitor		PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	1	Completed	https://clinicaltrials.gov/study/NCT00600275
MONDO_0007254	breast cancer	CHEMBL521851	PICTILISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	1	Completed	https://clinicaltrials.gov/study/NCT00960960,https://clinicaltrials.gov/study/NCT00928330
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Terminated	https://clinicaltrials.gov/study/NCT01512199,https://clinicaltrials.gov/study/NCT02358200,https://clinicaltrials.gov/study/NCT01929941,https://clinicaltrials.gov/study/NCT02297230,https://clinicaltrials.gov/study/NCT01249443,https://clinicaltrials.gov/study/NCT01495247,https://clinicaltrials.gov/study/NCT00003086,https://clinicaltrials.gov/study/NCT01980277,https://clinicaltrials.gov/study/NCT02474173,https://clinicaltrials.gov/study/NCT01407562,https://clinicaltrials.gov/study/NCT00041470,https://clinicaltrials.gov/study/NCT01090128,https://clinicaltrials.gov/study/NCT02379585,https://clinicaltrials.gov/study/NCT00140140
MONDO_0007254	breast cancer	CHEMBL4297422	RG-4733	Small molecule	Gamma-secretase inhibitor		APH1A	aph-1 homolog A, gamma-secretase subunit	1	Terminated	https://clinicaltrials.gov/study/NCT01208441
EFO_0006861	male breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Terminated	https://clinicaltrials.gov/study/NCT01938833
MONDO_0007254	breast cancer	CHEMBL2108585	CONTUSUGENE LADENOVEC	Gene	Cellular tumor antigen p53 exogenous gene		TP53	tumor protein p53	1	Completed	https://clinicaltrials.gov/study/NCT00004038
EFO_0000305	breast carcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Withdrawn	https://clinicaltrials.gov/study/NCT02396433
MONDO_0007254	breast cancer	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3	1	Completed	https://clinicaltrials.gov/study/NCT01655225,https://clinicaltrials.gov/study/NCT03955939
MONDO_0007254	breast cancer	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	1	Withdrawn	https://clinicaltrials.gov/study/NCT02070094
MONDO_0007254	breast cancer	CHEMBL2219422	AFURESERTIB	Small molecule	Serine/threonine-protein kinase AKT inhibitor		AKT1	AKT serine/threonine kinase 1	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04851613
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT00600496
MONDO_0007254	breast cancer	CHEMBL574737	UCN-01	Small molecule	Cyclin-dependent kinase 4 inhibitor		CDK4	cyclin dependent kinase 4	1	Completed	https://clinicaltrials.gov/study/NCT00001444
EFO_0005537	triple-negative breast cancer	CHEMBL84	TOPOTECAN	Small molecule	DNA topoisomerase I, mitochondrial inhibitor		TOP1MT	DNA topoisomerase I mitochondrial	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02419495
MONDO_0007254	breast cancer	CHEMBL1503	OMEPRAZOLE	Small molecule	Potassium-transporting ATPase inhibitor		ATP4A	ATPase H+/K+ transporting subunit alpha	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02950259
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03858322,https://clinicaltrials.gov/study/NCT03716180,https://clinicaltrials.gov/study/NCT03893955,https://clinicaltrials.gov/study/NCT04556773,https://clinicaltrials.gov/study/NCT02608216,https://clinicaltrials.gov/study/NCT04331067,https://clinicaltrials.gov/study/NCT02999477,https://clinicaltrials.gov/study/NCT02390427
MONDO_0007254	breast cancer	CHEMBL554	LAPATINIB	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	1	Suspended	https://clinicaltrials.gov/study/NCT01589861
MONDO_0007254	breast cancer	CHEMBL574737	UCN-01	Small molecule	Serine/threonine-protein kinase Chk1 inhibitor		CHEK1	checkpoint kinase 1	1	Completed	https://clinicaltrials.gov/study/NCT00001444
EFO_0005537	triple-negative breast cancer	CHEMBL2396661	ALPELISIB	Small molecule	PI3-kinase p110-alpha subunit inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	1	Completed	https://clinicaltrials.gov/study/NCT03207529
EFO_0000305	breast carcinoma	CHEMBL27759	ENTINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC4	histone deacetylase 4	1	Completed	https://clinicaltrials.gov/study/NCT01434303
MONDO_0007254	breast cancer	CHEMBL841	LOPERAMIDE	Small molecule	Mu opioid receptor agonist		OPRM1	opioid receptor mu 1	1	Completed	https://clinicaltrials.gov/study/NCT05252546
MONDO_0007254	breast cancer	CHEMBL592445	GEDATOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	1	Unknown status	https://clinicaltrials.gov/study/NCT02626507
MONDO_0007254	breast cancer	CHEMBL1614701	SELUMETINIB	Small molecule	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor		MAP2K1	mitogen-activated protein kinase kinase 1	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT00600496
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Completed	https://clinicaltrials.gov/study/NCT00014430,https://clinicaltrials.gov/study/NCT00513058,https://clinicaltrials.gov/study/NCT00706069,https://clinicaltrials.gov/study/NCT00724386,https://clinicaltrials.gov/study/NCT00003902,https://clinicaltrials.gov/study/NCT00153907,https://clinicaltrials.gov/study/NCT00912275,https://clinicaltrials.gov/study/NCT00828074,https://clinicaltrials.gov/study/NCT00001944,https://clinicaltrials.gov/study/NCT00706030
MONDO_0007254	breast cancer	CHEMBL2387080	TASELISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	1	Completed	https://clinicaltrials.gov/study/NCT02285179,https://clinicaltrials.gov/study/NCT01862081
MONDO_0007254	breast cancer	CHEMBL4297843	TORIPALIMAB	Antibody	Programmed cell death protein 1 antagonist		PDCD1	programmed cell death 1	1	Completed	https://clinicaltrials.gov/study/NCT02838823
MONDO_0007254	breast cancer	CHEMBL535	SUNITINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Terminated	https://clinicaltrials.gov/study/NCT02074878,https://clinicaltrials.gov/study/NCT00616122,https://clinicaltrials.gov/study/NCT00905021
EFO_0006861	male breast carcinoma	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Terminated	https://clinicaltrials.gov/study/NCT00063934
MONDO_0007254	breast cancer	CHEMBL554	LAPATINIB	Small molecule	Epidermal growth factor receptor erbB1 inhibitor		EGFR	epidermal growth factor receptor	1	Terminated	https://clinicaltrials.gov/study/NCT01495884,https://clinicaltrials.gov/study/NCT01238029,https://clinicaltrials.gov/study/NCT00963547,https://clinicaltrials.gov/study/NCT02131506,https://clinicaltrials.gov/study/NCT00634088,https://clinicaltrials.gov/study/NCT01199367,https://clinicaltrials.gov/study/NCT01658358
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Terminated	https://clinicaltrials.gov/study/NCT02345772,https://clinicaltrials.gov/study/NCT00864175,https://clinicaltrials.gov/study/NCT02379585,https://clinicaltrials.gov/study/NCT00063934,https://clinicaltrials.gov/study/NCT01876251,https://clinicaltrials.gov/study/NCT00531271,https://clinicaltrials.gov/study/NCT00584012,https://clinicaltrials.gov/study/NCT00253318
EFO_0006861	male breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Completed	https://clinicaltrials.gov/study/NCT02060253,https://clinicaltrials.gov/study/NCT01276496,https://clinicaltrials.gov/study/NCT01281150,https://clinicaltrials.gov/study/NCT00470301,https://clinicaltrials.gov/study/NCT00368875,https://clinicaltrials.gov/study/NCT01288261,https://clinicaltrials.gov/study/NCT01493310
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT04213898
EFO_0005537	triple-negative breast cancer	CHEMBL4650483	ERFONRILIMAB	Antibody	Programmed cell death 1 ligand 1 inhibitor		CD274	CD274 molecule	1	Completed	https://clinicaltrials.gov/study/NCT03872791
EFO_0006861	male breast carcinoma	CHEMBL477772	PAZOPANIB	Small molecule	Tyrosine-protein kinase ITK/TSK inhibitor		ITK	IL2 inducible T cell kinase	1	Terminated	https://clinicaltrials.gov/study/NCT00450879
MONDO_0007254	breast cancer	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		BLK	BLK proto-oncogene, Src family tyrosine kinase	1	Terminated	https://clinicaltrials.gov/study/NCT00903006
EFO_0006861	male breast carcinoma	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	1	Completed	https://clinicaltrials.gov/study/NCT01084057
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Completed	https://clinicaltrials.gov/study/NCT00372424,https://clinicaltrials.gov/study/NCT05301530,https://clinicaltrials.gov/study/NCT00872625,https://clinicaltrials.gov/study/NCT00637897,https://clinicaltrials.gov/study/NCT01256567,https://clinicaltrials.gov/study/NCT00322400,https://clinicaltrials.gov/study/NCT04367090,https://clinicaltrials.gov/study/NCT00050167,https://clinicaltrials.gov/study/NCT02392845,https://clinicaltrials.gov/study/NCT00934856,https://clinicaltrials.gov/study/NCT02027376,https://clinicaltrials.gov/study/NCT00086957,https://clinicaltrials.gov/study/NCT00450892,https://clinicaltrials.gov/study/NCT00080665,https://clinicaltrials.gov/study/NCT00705315,https://clinicaltrials.gov/study/NCT00169000,https://clinicaltrials.gov/study/NCT00002901,https://clinicaltrials.gov/study/NCT00020332,https://clinicaltrials.gov/study/NCT01862081,https://clinicaltrials.gov/study/NCT00645333,https://clinicaltrials.gov/study/NCT02605915,https://clinicaltrials.gov/study/NCT00129896,https://clinicaltrials.gov/study/NCT00003103,https://clinicaltrials.gov/study/NCT01044485,https://clinicaltrials.gov/study/NCT00268918
MONDO_0007254	breast cancer	CHEMBL1201182	TEMSIROLIMUS	Small molecule	FK506-binding protein 1A inhibitor		FKBP1A	FKBP prolyl isomerase 1A	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT00600496
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02999477,https://clinicaltrials.gov/study/NCT02608216,https://clinicaltrials.gov/study/NCT03893955,https://clinicaltrials.gov/study/NCT03858322,https://clinicaltrials.gov/study/NCT02390427,https://clinicaltrials.gov/study/NCT03716180,https://clinicaltrials.gov/study/NCT04556773,https://clinicaltrials.gov/study/NCT04331067
EFO_0005537	triple-negative breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Completed	https://clinicaltrials.gov/study/NCT02120469
MONDO_0007254	breast cancer	CHEMBL1278146	FAMITINIB	Small molecule	Vascular endothelial growth factor receptor 1 inhibitor		FLT1	fms related receptor tyrosine kinase 1	1	Terminated	https://clinicaltrials.gov/study/NCT05103826
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Completed	https://clinicaltrials.gov/study/NCT01980823,https://clinicaltrials.gov/study/NCT01650506
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03006172
EFO_0006861	male breast carcinoma	CHEMBL4297422	RG-4733	Small molecule	Gamma-secretase inhibitor		PSEN2	presenilin 2	1	Terminated	https://clinicaltrials.gov/study/NCT01149356
MONDO_0007254	breast cancer	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	POLE2	DNA polymerase epsilon 2, accessory subunit	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT05989828
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03006172
EFO_0000305	breast carcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	1	Terminated	https://clinicaltrials.gov/study/NCT02824575
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03006172
MONDO_0007254	breast cancer	CHEMBL2103839	RIDAFOROLIMUS	Small molecule	Serine/threonine-protein kinase mTOR inhibitor		MTOR	mechanistic target of rapamycin kinase	1	Completed	https://clinicaltrials.gov/study/NCT01220570
MONDO_0007254	breast cancer	CHEMBL477772	PAZOPANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT1	fms related receptor tyrosine kinase 1	1	Terminated	https://clinicaltrials.gov/study/NCT01407562,https://clinicaltrials.gov/study/NCT00450879
MONDO_0007254	breast cancer	CHEMBL1743024	GANITUMAB	Antibody	Insulin-like growth factor I receptor antagonist		IGF1R	insulin like growth factor 1 receptor	1	Withdrawn	https://clinicaltrials.gov/study/NCT01479179
MONDO_0007254	breast cancer	CHEMBL98	VORINOSTAT	Small molecule	Histone deacetylase 3 inhibitor		HDAC3	histone deacetylase 3	1	Terminated	https://clinicaltrials.gov/study/NCT01249443
EFO_0000305	breast carcinoma	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03218826
EFO_0006861	male breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Terminated	https://clinicaltrials.gov/study/NCT01938833
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03006172
MONDO_0007254	breast cancer	CHEMBL2364649	MARGETUXIMAB	Antibody	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	1	Completed	https://clinicaltrials.gov/study/NCT04398108
MONDO_0007254	breast cancer	CHEMBL2017974	BUPARLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	1	Terminated	https://clinicaltrials.gov/study/NCT01132664
MONDO_0007254	breast cancer	CHEMBL2103840	DINACICLIB	Small molecule	Cyclin-dependent kinase 2 inhibitor		CDK2	cyclin dependent kinase 2	1	Completed	https://clinicaltrials.gov/study/NCT01676753
MONDO_0007254	breast cancer	CHEMBL2108738	NIVOLUMAB	Antibody	Programmed cell death protein 1 inhibitor		PDCD1	programmed cell death 1	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04061863,https://clinicaltrials.gov/study/NCT04331067
EFO_0006861	male breast carcinoma	CHEMBL1201733	PAZOPANIB HYDROCHLORIDE	Small molecule	Vascular endothelial growth factor receptor inhibitor		KDR	kinase insert domain receptor	1	Terminated	https://clinicaltrials.gov/study/NCT00450879
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Recruiting	https://clinicaltrials.gov/study/NCT05918133,https://clinicaltrials.gov/study/NCT03805399,https://clinicaltrials.gov/study/NCT05673200
EFO_0006861	male breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	1	Terminated	https://clinicaltrials.gov/study/NCT01938833
EFO_0005537	triple-negative breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	1	Completed	https://clinicaltrials.gov/study/NCT02120469
MONDO_0007254	breast cancer	CHEMBL3218578	BGT-226	Small molecule	PI3-kinase class I inhibitor		PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	1	Completed	https://clinicaltrials.gov/study/NCT00600275
MONDO_0007254	breast cancer	CHEMBL3408248	AZD-8186	Small molecule	PI3-kinase p110-beta subunit inhibitor		PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	1	Completed	https://clinicaltrials.gov/study/NCT01884285
MONDO_0007254	breast cancer	CHEMBL3545110	RIBOCICLIB	Small molecule	Cyclin-dependent kinase 6 inhibitor		CDK6	cyclin dependent kinase 6	1	Recruiting	https://clinicaltrials.gov/study/NCT05996107,https://clinicaltrials.gov/study/NCT05870579,https://clinicaltrials.gov/study/NCT05508906
MONDO_0007254	breast cancer	CHEMBL592445	GEDATOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	1	Withdrawn	https://clinicaltrials.gov/study/NCT03400254
MONDO_0007254	breast cancer	CHEMBL502835	NINTEDANIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR3	fibroblast growth factor receptor 3	1	Completed	https://clinicaltrials.gov/study/NCT02619162
EFO_0000305	breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Terminated	https://clinicaltrials.gov/study/NCT02824575,https://clinicaltrials.gov/study/NCT02474173
MONDO_0007254	breast cancer	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		YES1	YES proto-oncogene 1, Src family tyrosine kinase	1	Terminated	https://clinicaltrials.gov/study/NCT00903006
MONDO_0007254	breast cancer	CHEMBL4303201	CATEQUENTINIB	Small molecule	Platelet-derived growth factor receptor beta inhibitor		PDGFRB	platelet derived growth factor receptor beta	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT06331169
EFO_0000304	breast adenocarcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Terminated	https://clinicaltrials.gov/study/NCT02824575
MONDO_0007254	breast cancer	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT00049244
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	1	Unknown status	https://clinicaltrials.gov/study/NCT02616848
MONDO_0007254	breast cancer	CHEMBL1096882	FLUDARABINE PHOSPHATE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	POLE	DNA polymerase epsilon, catalytic subunit	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT05989828
MONDO_0007254	breast cancer	CHEMBL3301587	DURVALUMAB	Antibody	Programmed cell death 1 ligand 1 inhibitor		CD274	CD274 molecule	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04556773,https://clinicaltrials.gov/study/NCT02826434,https://clinicaltrials.gov/study/NCT03132467
MONDO_0007254	breast cancer	CHEMBL521851	PICTILISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	1	Completed	https://clinicaltrials.gov/study/NCT00928330,https://clinicaltrials.gov/study/NCT00960960
EFO_0006861	male breast carcinoma	CHEMBL1201567	FILGRASTIM	Protein	Granulocyte colony stimulating factor receptor agonist		CSF3R	colony stimulating factor 3 receptor	1	Terminated	https://clinicaltrials.gov/study/NCT00063934
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	1	Completed	https://clinicaltrials.gov/study/NCT03364348
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL1743082	TRASTUZUMAB EMTANSINE	Antibody drug conjugate	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	1	Completed	https://clinicaltrials.gov/study/NCT03364348
EFO_0000305	breast carcinoma	CHEMBL1201733	PAZOPANIB HYDROCHLORIDE	Small molecule	Tyrosine-protein kinase ITK/TSK inhibitor		ITK	IL2 inducible T cell kinase	1	Terminated	https://clinicaltrials.gov/study/NCT00450879
MONDO_0007254	breast cancer	CHEMBL1278146	FAMITINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Terminated	https://clinicaltrials.gov/study/NCT05103826
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	1	Completed	https://clinicaltrials.gov/study/NCT01980823,https://clinicaltrials.gov/study/NCT01650506
EFO_0005537	triple-negative breast cancer	CHEMBL1201670	SARGRAMOSTIM	Protein	Granulocyte-macrophage colony-stimulating factor receptor agonist		CSF2RA	colony stimulating factor 2 receptor subunit alpha	1	Completed	https://clinicaltrials.gov/study/NCT04584112
MONDO_0007254	breast cancer	CHEMBL1358	FULVESTRANT	Small molecule	Estrogen receptor antagonist		ESR2	estrogen receptor 2	1	Unknown status	https://clinicaltrials.gov/study/NCT02626507
MONDO_0007254	breast cancer	CHEMBL3137320	TALAZOPARIB	Small molecule	Poly [ADP-ribose] polymerase-1 inhibitor		PARP1	poly(ADP-ribose) polymerase 1	1	Recruiting	https://clinicaltrials.gov/study/NCT05035745
MONDO_0007254	breast cancer	CHEMBL3545376	ERDAFITINIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR4	fibroblast growth factor receptor 4	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03238196
EFO_0006861	male breast carcinoma	CHEMBL343448	ROMIDEPSIN	Protein	Histone deacetylase inhibitor		HDAC1	histone deacetylase 1	1	Terminated	https://clinicaltrials.gov/study/NCT01938833
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	1	Completed	https://clinicaltrials.gov/study/NCT01650506,https://clinicaltrials.gov/study/NCT01980823
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	PRIM2	DNA primase subunit 2	1	Terminated	https://clinicaltrials.gov/study/NCT01333137,https://clinicaltrials.gov/study/NCT01929941,https://clinicaltrials.gov/study/NCT01939418
MONDO_0004658	breast carcinoma in situ	CHEMBL2107862	RINTATOLIMOD	Oligonucleotide	Toll-like receptor 3 agonist		TLR3	toll like receptor 3	1	Completed	https://clinicaltrials.gov/study/NCT04081389
MONDO_0007254	breast cancer	CHEMBL2017974	BUPARLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	1	Terminated	https://clinicaltrials.gov/study/NCT01132664
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03006172
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Terminated	https://clinicaltrials.gov/study/NCT01090128,https://clinicaltrials.gov/study/NCT02379585,https://clinicaltrials.gov/study/NCT01929941,https://clinicaltrials.gov/study/NCT01512199,https://clinicaltrials.gov/study/NCT02297230,https://clinicaltrials.gov/study/NCT02358200,https://clinicaltrials.gov/study/NCT01407562,https://clinicaltrials.gov/study/NCT00003086,https://clinicaltrials.gov/study/NCT02474173,https://clinicaltrials.gov/study/NCT00140140,https://clinicaltrials.gov/study/NCT00041470,https://clinicaltrials.gov/study/NCT01495247,https://clinicaltrials.gov/study/NCT01980277,https://clinicaltrials.gov/study/NCT01249443
EFO_0005537	triple-negative breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	1	Suspended	https://clinicaltrials.gov/study/NCT05422794
EFO_0006861	male breast carcinoma	CHEMBL1201583	BEVACIZUMAB	Antibody	Vascular endothelial growth factor A inhibitor		VEGFA	vascular endothelial growth factor A	1	Completed	https://clinicaltrials.gov/study/NCT00368875
EFO_0000305	breast carcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Withdrawn	https://clinicaltrials.gov/study/NCT02396433
EFO_0005537	triple-negative breast cancer	CHEMBL1614701	SELUMETINIB	Small molecule	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor		MAP2K2	mitogen-activated protein kinase kinase 2	1	Unknown status	https://clinicaltrials.gov/study/NCT02583542
MONDO_0007254	breast cancer	CHEMBL189963	PALBOCICLIB	Small molecule	CDK6/cyclin D1 inhibitor		CDK6	cyclin dependent kinase 6	1	Withdrawn	https://clinicaltrials.gov/study/NCT04872608
MONDO_0007254	breast cancer	CHEMBL274654	ORANTINIB	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR4	fibroblast growth factor receptor 4	1	Unknown status	https://clinicaltrials.gov/study/NCT00024063
