"","node_1","node_2","score"
"1288","CKS2","CDK1",0.998
"1519","SECISBP2","RPL31",0.8
"1466","CKS2","CDKN1A",0.611
"1036","NUDT11","NUDT10",0.499
"1424","CKS2","CCNL2",0.512
"1556","CTTN","PRKD1",0.765
"1074","CTTN","AGRN",0.505
"1194","GNA14","GRK5",0.536
"2442","CTTN","DLG4",0.854
"1846","KLF5","CEBPA",0.469
"1132","GABBR1","GNG7",0.499
"1643","GABBR1","GNG4",0.499
"2102","MAMDC2","TK1",0.42
"1270","GNA14","RGS19",0.499
"1634","GNA14","GNG4",0.596
"1134","GNA14","GNG7",0.595
"1554","HIF3A","DCUN1D4",0.499
"2120","MAOB","IL4I1",0.407
"2040","CA9","SLC16A3",0.645
"1748","MAOB","AOC1",0.9
"1425","CDK11A","CCNL2",0.517
"1512","SERP2","GULP1",0.482
"1124","AGRN","VLDLR",0.447
"2222","AGRN","NCAM1",0.907
"1305","RGCC","CDK1",0.457
"1977","AGRN","ITGA7",0.515
"2094","AGRN","APOC4-APOC2",0.499
"2273","AGRN","LRP5L",0.433
"1542","FOXO1","FHL2",0.559
"1667","AGRN","LAMA2",0.508
"1844","FOXO1","CEBPA",0.945
"1480","FOXO1","CDKN1A",0.596
"1226","DSP","JUP",0.989
"1941","DSP","VIM",0.422
"2062","DSP","EVPL",0.893
"1612","DSP","PERP",0.499
"1159","DSP","KRT18",0.718
"1486","BNC2","CHCHD10",0.414
"1658","EMILIN1","LAMA2",0.54
"2267","SLC7A1","CCL4",0.487
"1098","AKR1C2","AKR1C1",0.802
"1559","AKR1C1","AGR2",0.42
"1976","EMILIN1","ITGA7",0.54
"2136","SDC1","CCL5",0.58
"2092","SDC1","APOC4-APOC2",0.499
"1345","SDC1","CXCL1",0.447
"2437","NLGN4X","DLG4",0.984
"1785","VLDLR","SERPINA1",0.424
"1408","LSP1","KSR1",0.996
"2515","ATP8A1","ATP8B2",0.54
"1971","ATP8A1","TMEM30B",0.756
"1514","PLIN5","SAPCD2",0.465
"2034","VLDLR","SPON1",0.4
"2164","VLDLR","APBB1",0.509
"1485","VLDLR","SAA1",0.54
"1508","GNG7","ADRA2C",0.499
"2090","VLDLR","APOC4-APOC2",0.54
"2240","VLDLR","LSR",0.54
"2012","VLDLR","LDLR",0.54
"1640","GNG7","GNG4",0.54
"2496","SMARCA2","HIST2H3PS2",0.408
"2209","SMARCA2","DPF3",0.95
"2375","SMARCA2","BCL11A",0.9
"1390","MSLN","MUC16",0.979
"1842","SMARCA2","CEBPA",0.678
"2171","CD9","CRY2",0.473
"1322","CD9","IZUMO4",0.499
"1962","KRT18","KRT8",0.99
"2016","CD9","ADGRG1",0.665
"2292","KRT18","EPPK1",0.615
"1939","KRT18","VIM",0.496
"2189","COL23A1","P3H3",0.499
"1570","LILRB4","PTPN6",0.927
"1984","ECT2","SRSF5",0.457
"1666","LAMB3","LAMA2",0.638
"2296","MAG","MUC1",0.823
"1687","ECT2","RACGAP1",0.998
"2301","CDON","CDH4",0.499
"2401","SMTNL2","ESPN",0.54
"1761","STX2","STXBP2",0.804
"1795","STX2","VAMP2",0.996
"1296","ECT2","CDK1",0.503
"2424","ANO4","ENOSF1",0.472
"1368","LUC7L3","DDX17",0.403
"1957","LUC7L3","PRPF40B",0.664
"2125","LUC7L3","SNRNP70",0.853
"2023","CENPN","CENPT",0.993
"1985","LUC7L3","SRSF5",0.487
"1769","CENPN","HJURP",0.499
"2205","CENPN","HIST1H2BH",0.749
"1614","JUP","PERP",0.499
"1929","CENPN","HIST2H2BF",0.749
"1545","JUP","FHL2",0.413
"2253","HMMR","FAM83D",0.764
"1786","FOLR1","SERPINA1",0.499
"2302","JUP","CDH4",0.689
"1370","JUP","GAPDH",0.427
"1451","NR2F2","TRAC",0.514
"2374","NR2F2","BCL11A",0.632
"1453","NR2F2","ZFPM2",0.587
"1335","EFEMP1","MFAP4",0.677
"2192","COL4A6","P3H3",0.499
"1964","KRT80","KRT8",0.4
"2316","SLFN11","MYH14",0.42
"2338","TGFB1I1","CBLC",0.457
"1363","COL4A6","COL4A3",0.563
"1590","KIF20A","KIFC1",0.572
"1683","KIF20A","RACGAP1",0.931
"2518","SPP1","SNCA",0.418
"2081","KIF20A","KIF18B",0.54
"1890","KIF20A","KIF1A",0.66
"1529","CCL26","CXCR4",0.65
"2112","CCL26","CXCL17",0.734
"2133","CCL26","CCL5",0.734
"2252","CDK1","FAM83D",0.469
"1765","CDK1","CDKN1C",0.711
"1655","CDK1","HMGA1",0.457
"1806","CDK1","CDKN2A",0.524
"1626","CLDN3","CLDN9",0.65
"1374","CLDN3","CLDN6",0.65
"1492","CLDN3","CLDN5",0.955
"1723","CLDN3","CLDN4",0.693
"2051","CLDN3","TJP3",0.947
"1853","CDK1","PBK",0.537
"1428","CDK1","CCNL2",0.982
"2100","CDK1","TK1",0.485
"1469","CDK1","CDKN1A",0.982
"1689","CDK1","RACGAP1",0.533
"1745","CDK1","TOP2A",0.822
"1397","CDK1","BCL2",0.56
"2074","HLA-DRA","AP1M2",0.499
"1934","HLA-DRA","VIM",0.906
"1716","HLA-DRA","HLA-DPB1",0.933
"1608","HLA-DRA","HLA-DQB2",0.849
"1447","HLA-DRA","TRAC",0.487
"1652","HLA-DRA","HLA-DMB",0.996
"2290","LGALS9","CD48",0.416
"1579","HLA-DRA","HLA-DPA1",0.924
"2385","MYH11","TPM2",0.682
"2219","CXCL1","NCAM1",0.426
"1530","CXCL1","CXCR4",0.994
"1601","LGALS9","SLC12A4",0.42
"2463","MYH11","TPM3",0.541
"2187","COL4A3","P3H3",0.499
"2318","MYH11","MYH14",0.903
"2489","MYH11","MYL3",0.765
"1494","CLDN6","CLDN5",0.65
"2223","COL4A3","NCAM1",0.499
"2129","DDX17","SNRNP70",0.646
"1981","DDX17","SRSF5",0.418
"1560","GAPDH","AGR2",0.457
"1726","CLDN6","CLDN4",0.65
"2053","CLDN6","TJP3",0.65
"1407","ROBO3","ZSWIM8",0.499
"1629","CLDN6","CLDN9",0.868
"1595","CAPN3","CMYA5",0.596
"2294","MUC16","MUC1",0.566
"1600","RAPGEF4","RAPGEF3",0.9
"2473","MYCBP","MYCBPAP",0.536
"2289","BCL2","TSPAN33",0.72
"2035","BCL2","NLRP1",0.995
"1906","BCL2","NR4A1",0.986
"2354","BCL2","SPG7",0.72
"1624","PPAPDC1A","LPIN1",0.912
"1951","NEURL4","CEP290",0.658
"2323","RBBP8","RAD51",0.499
"1927","ZSWIM8","PRAME",0.54
"2405","ZSWIM8","LZTR1",0.9
"1465","SEL1L3","DERL3",0.473
"1450","RBBP8","TRAC",0.591
"1472","CCNL2","CDKN1A",0.969
"1776","RUNX3","MAMLD1",0.499
"2123","ARGLU1","SNRNP70",0.494
"1832","CCNL2","CDK5",0.837
"2266","TRAC","NR4A3",0.499
"1464","CCNL2","AKAP12",0.841
"1808","CCNL2","CDKN2A",0.735
"1501","SUN1","SUN2",0.995
"2509","TRAC","HIST2H3PS2",0.426
"2244","SAA1","LSR",0.54
"1884","ZFPM2","GATA4",0.998
"2474","AKAP12","FHL1",0.467
"1778","CDKN1A","GTSE1",0.8
"1947","TRAC","NR1H4",0.698
"1907","TRAC","NR4A1",0.844
"2172","ARNTL","CRY2",0.843
"1695","CDKN1A","CDC45",0.708
"1838","CDKN1A","CEBPA",0.926
"1825","CDKN1A","CDK5",0.608
"2006","C1S","IGKV2D-28",0.4
"1920","C1S","C1R",0.999
"2110","GYLTL1B","TAZ",0.422
"1729","CLDN5","CLDN4",0.724
"2050","CLDN5","TJP3",0.85
"2011","SAA1","LDLR",0.54
"1752","C1S","COLEC11",0.416
"1979","FHL2","ITGA7",0.457
"2141","SAA1","CCL5",0.495
"2091","SAA1","APOC4-APOC2",0.639
"2529","OBSL1","ALDH3B2",0.402
"1575","SAPCD2","GPSM1",0.4
"2134","CXCR4","CCL5",0.993
"1865","CXCR4","JAK3",0.633
"1625","CLDN5","CLDN9",0.693
"2286","OBSL1","CHD1",0.457
"1872","OBSL1","SPTBN2",0.457
"1637","ADRA2C","GNG4",0.52
"1548","RPL31","RPL39L",0.499
"2269","CXCR4","CCL4",0.973
"2169","CXCR4","CCL3",0.958
"2475","FHL2","FHL1",0.585
"1887","NFATC4","GATA4",0.97
"1623","NFATC4","LPIN1",0.516
"2314","DCUN1D4","KCTD7",0.499
"1863","PTPN6","JAK3",0.499
"2464","AGR2","TPM3",0.42
"1709","HLA-DPA1","HLA-DPB1",0.999
"1999","PTPN6","IGKV2D-28",0.499
"2285","CHD7","CHD1",0.622
"1644","HLA-DPA1","HLA-DMB",0.904
"1897","KIFC1","KPNA2",0.461
"2066","HLA-DPA1","AP1M2",0.499
"1602","HLA-DPA1","HLA-DQB2",0.667
"1893","KIFC1","KIF1A",0.54
"2078","KIFC1","KIF18B",0.54
"1719","ZNF516","ZBTB42",0.596
"2458","PTPN13","FAS",0.925
"1707","HLA-DQB2","HLA-DPB1",0.54
"2073","HLA-DQB2","AP1M2",0.499
"1648","HLA-DQB2","HLA-DMB",0.638
"2054","CLDN9","TJP3",0.652
"1720","CLDN9","CLDN4",0.65
"1711","HLA-DMB","HLA-DPB1",0.921
"1805","CDC45","CDKN2A",0.731
"1978","LAMA2","ITGA7",0.499
"1803","ESRP1","ESRP2",0.862
"1923","CDK15","FKBP5",0.451
"2052","CLDN4","TJP3",0.723
"2032","CLDN4","TRPV1",0.432
"2200","TOP2A","HIST1H2BH",0.417
"2434","BEGAIN","DLG4",0.667
"2065","HLA-DPB1","AP1M2",0.499
"1847","FAM153A","FAM153B",0.448
"1800","STXBP2","VAMP2",0.624
"2226","SIGLEC11","NCAM1",0.408
"1904","STXBP2","SYTL1",0.418
"2022","HJURP","CENPT",0.499
"1857","VAMP2","TPD52",0.622
"1966","SERPINA1","SERPINA3",0.554
"1879","SERPINA1","RPS6KA1",0.458
"2020","VAMP2","PRRT2",0.404
"2378","VAMP2","SLC18A2",0.8
"2519","VAMP2","SNCA",0.908
"2093","SERPINA1","APOC4-APOC2",0.467
"2099","CFB","CFD",0.997
"2060","SPRR2F","EVPL",0.499
"1943","CDKN2A","CNTN1",0.456
"1903","CDKN2A","CDK5RAP3",0.457
"1830","CDKN2A","CDK5",0.586
"2108","SPTBN2","SPTBN4",0.9
"1950","MAR2","CEP290",0.655
"2265","CLIC3","PAN2",0.424
"2347","PALLD","EPS8",0.485
"2490","WWC1","HIST2H3PS2",0.416
"1990","WWC1","PTPN21",0.666
"1970","JAK3","IL11RA",0.65
"2076","VAMP2","AP1M2",0.499
"2030","TRPC1","TRPV1",0.523
"2162","APBB2","APBB1",0.68
"2217","TPD52","MAL2",0.457
"2072","TPD52","AP1M2",0.499
"2234","SPTBN2","NCAM1",0.4
"2373","SPTBN2","SCN7A",0.499
"2085","KIF1A","KIF18B",0.54
"2418","TUBA1C","DYNC2H1",0.675
"2478","KPNA2","S100A2",0.422
"2526","CITED2","TFAP2A",0.964
"1998","C1R","IGKV2D-28",0.4
"2124","PRPF40B","SNRNP70",0.784
"2036","NLRP2","NLRP1",0.978
"2197","HIST2H2BF","HIST1H2BH",0.8
"1961","VIM","KRT8",0.426
"2002","JCHAIN","IGKV2D-28",0.54
"2506","HIST2H2BF","HIST2H3PS2",0.48
"2293","KRT8","EPPK1",0.401
"2433","LIN7A","DLG4",0.564
"2345","LIN7A","EPS8",0.402
"2407","POLI","ISG15",0.499
"2009","MEIS3","MEIS2",0.459
"2041","CENPT","SPC24",0.872
"2514","TMEM30B","ATP8B2",0.881
"2127","SRSF5","SNRNP70",0.597
"2312","SRSF5","XIST",0.4
"2089","LDLR","APOC4-APOC2",0.54
"2241","LDLR","LSR",0.54
"2242","APOC4-APOC2","LSR",0.54
"2449","TJP3","DLG4",0.434
"2390","TNNT1","TPM2",0.546
"2510","CENPT","HIST2H3PS2",0.401
"2227","SPTBN4","NCAM1",0.4
"2144","CXCL17","CCL5",0.734
"2471","TNNT1","TPM3",0.605
"2370","SPTBN4","SCN7A",0.499
"2157","HIST1H2BJ","APBB1",0.499
"2168","CCL5","CCL3",0.825
"2270","CCL5","CCL4",0.865
"2195","APBB1","HIST1H2BH",0.499
"2215","HIST1H2BJ","UHRF1",0.499
"2201","HIST1H2BJ","HIST1H2BH",0.481
"2505","HIST1H2BH","HIST2H3PS2",0.545
"2330","HIST1H2BJ","RAD51",0.499
"2277","HIST1H2BJ","REC8",0.598
"2268","CCL3","CCL4",0.955
"2322","HIST1H2BH","RAD51",0.499
"2502","HIST1H2BJ","HIST2H3PS2",0.491
"2256","GRIP2","GRIA3",0.606
"2211","HIST1H2BH","UHRF1",0.499
"2278","HIST1H2BH","REC8",0.499
"2491","CHD1","HIST2H3PS2",0.957
"2501","UHRF1","HIST2H3PS2",0.97
"2481","FXYD1","KCNJ8",0.54
"2355","TSPAN33","SPG7",0.72
"2377","DPF3","BCL11A",0.674
"2431","GRIA3","DLG4",0.663
"2411","IFI27","ISG15",0.491
"2487","MYH14","MYL3",0.809
"2453","XIST","NDN",0.741
"2394","EPS8","ESPN",0.886
"2399","DFNB59","ESPN",0.499
"2391","MYO15A","ESPN",0.807
"2361","MYO15A","DFNB59",0.499
"2472","TPM2","TPM3",0.937
"2351","EPS8","MYO15A",0.975
"2360","EPS8","DFNB59",0.499
"2465","BCL11A","TPM3",0.499
