name	name-2	source_db_name	source_db_version
UNIPROT:P41968	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9NYJ8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q01814	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:P23258	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P15848	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UKR3	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UKR3	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9BZJ8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9BZJ8	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q16651	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q16651	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NG81	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NG81	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P04629	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P04629	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9NQ11	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9NQ11	TRANSPORTER	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGD2	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGD2	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9NSA2	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9NSA2	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:O15303	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:O15303	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P49792	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UKR0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UKR0	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:P20813	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P20813	CYTOCHROME P450	HopkinsGroom	11-Sep-12
UNIPROT:Q8IXE1	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8IXE1	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P35462	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P35462	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P58182	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P58182	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9UNI1	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UNI1	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q53GQ0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q53GQ0	SHORT CHAIN DEHYDROGENASE REDUCTASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NH09	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NH09	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P36544	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P36544	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:Q4JDL3	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q4JDL3	PROTEIN PHOSPHATASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8N8N7	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P51689	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P30989	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P30989	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q07912	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q07912	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q6ZSI9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q6ZSI9	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGQ6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGQ6	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P25929	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P25929	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P56696	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P56696	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:O43318	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:O43318	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9UQD0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UQD0	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:Q8NG99	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NG99	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGC5	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGC5	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:A8MX76	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:A8MX76	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8N4F0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q00537	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q00537	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9HC96	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9HC96	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGB9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGB9	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P41231	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P41231	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q08462	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P08319	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P09622	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P16144	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P23469	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P23469	PROTEIN PHOSPHATASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9UBX1	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UBX1	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:O75388	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:O75388	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9NS67	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9NS67	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8NHX9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NHX9	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:A6NHA9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:A6NHA9	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P21918	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P21918	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9H208	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9H208	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P30838	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGZ6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGZ6	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGE9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGE9	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P27487	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P27487	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:P28566	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P28566	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P51649	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q16539	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q16539	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9UBE8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9UBE8	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q86WT6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q86WT6	B30_2 SPRY DOMAIN	HopkinsGroom	11-Sep-12
UNIPROT:Q8IZF5	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8IZF5	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P34969	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P34969	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGR8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGR8	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q96RC9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q96RC9	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P08311	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P08311	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:O94851	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P41145	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P41145	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q96R69	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q96R69	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:O60403	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:O60403	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:A8MTL9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:A8MTL9	PROTEASE INHIBITOR	HopkinsGroom	11-Sep-12
UNIPROT:P24158	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P24158	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8TCB6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8TCB6	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9NR21	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q14914	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q08828	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P08588	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P08588	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P51956	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P51956	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGY6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGY6	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9BTY2	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P11387	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:C9JRZ8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q4G0W2	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q4G0W2	PROTEIN PHOSPHATASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NH85	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NH85	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9H2X6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9H2X6	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGB8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGB8	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8IZ83	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q99677	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q99677	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q9C026	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9C026	B30_2 SPRY DOMAIN	HopkinsGroom	11-Sep-12
UNIPROT:P37059	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P37059	SHORT CHAIN DEHYDROGENASE REDUCTASE	HopkinsGroom	11-Sep-12
UNIPROT:Q8N2Q7	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:A6NMZ5	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:A6NMZ5	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q13698	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q13698	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:Q9H1C0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9H1C0	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q15858	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q15858	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:Q5T6X5	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q5T6X5	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P54793	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q7Z601	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q7Z601	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q6V0L0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q6V0L0	CYTOCHROME P450	HopkinsGroom	11-Sep-12
UNIPROT:Q9P1P4	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9P1P4	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGB2	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGB2	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q8NH41	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NH41	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P68400	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P68400	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:O00602	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:O00602	FIBRINOGEN	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGH5	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGH5	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:Q96EP9	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q96EP9	TRANSPORTER	HopkinsGroom	11-Sep-12
UNIPROT:Q8NFU3	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q5JZY3	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q5JZY3	KINASE	HopkinsGroom	11-Sep-12
UNIPROT:Q12767	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q12767	TRANSPORTER	HopkinsGroom	11-Sep-12
UNIPROT:Q96RP8	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q96RP8	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:Q12809	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q12809	ION CHANNEL	HopkinsGroom	11-Sep-12
UNIPROT:Q16548	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9GZN4	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9GZN4	PROTEASE	HopkinsGroom	11-Sep-12
UNIPROT:Q9BSJ1	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q9BSJ1	B30_2 SPRY DOMAIN	HopkinsGroom	11-Sep-12
UNIPROT:Q96BD6	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q96BD6	B30_2 SPRY DOMAIN	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGF0	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:Q8NGF0	G PROTEIN COUPLED RECEPTOR	HopkinsGroom	11-Sep-12
UNIPROT:P78348	DRUGGABLE GENOME	HopkinsGroom	11-Sep-12
UNIPROT:P78348	ION CHANNEL	HopkinsGroom	11-Sep-12
AARS2	ENZYME	HumanProteinAtlas	19.3
ABHD5	ENZYME	HumanProteinAtlas	19.3
ACACA	ENZYME	HumanProteinAtlas	19.3
ACO2	ENZYME	HumanProteinAtlas	19.3
ACSL6	ENZYME	HumanProteinAtlas	19.3
ACTN2	TRANSPORTER	HumanProteinAtlas	19.3
ADA2	ENZYME	HumanProteinAtlas	19.3
ADCY10	ENZYME	HumanProteinAtlas	19.3
ADGRV1	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
ADGRV1	TRANSPORTER	HumanProteinAtlas	19.3
ADSSL1	ENZYME	HumanProteinAtlas	19.3
AGA	ENZYME	HumanProteinAtlas	19.3
AGBL1	ENZYME	HumanProteinAtlas	19.3
AGXT	ENZYME	HumanProteinAtlas	19.3
AK1	ENZYME	HumanProteinAtlas	19.3
AKR1C4	ENZYME	HumanProteinAtlas	19.3
AKT3	ENZYME	HumanProteinAtlas	19.3
ALDH18A1	ENZYME	HumanProteinAtlas	19.3
ALDH1A3	ENZYME	HumanProteinAtlas	19.3
ALG9	ENZYME	HumanProteinAtlas	19.3
ALOX12	ENZYME	HumanProteinAtlas	19.3
ALPK3	ENZYME	HumanProteinAtlas	19.3
AMPD1	ENZYME	HumanProteinAtlas	19.3
ANO10	TRANSPORTER	HumanProteinAtlas	19.3
ANO6	TRANSPORTER	HumanProteinAtlas	19.3
ANXA5	TRANSPORTER	HumanProteinAtlas	19.3
APCS	TRANSPORTER	HumanProteinAtlas	19.3
ARG1	ENZYME	HumanProteinAtlas	19.3
ARSA	ENZYME	HumanProteinAtlas	19.3
ARSB	ENZYME	HumanProteinAtlas	19.3
ASPH	ENZYME	HumanProteinAtlas	19.3
ASPH	TRANSPORTER	HumanProteinAtlas	19.3
ATP10A	ENZYME	HumanProteinAtlas	19.3
ATP2A1	ENZYME	HumanProteinAtlas	19.3
ATR	ENZYME	HumanProteinAtlas	19.3
ATRX	ENZYME	HumanProteinAtlas	19.3
AURKB	ENZYME	HumanProteinAtlas	19.3
B3GALT6	ENZYME	HumanProteinAtlas	19.3
BAP1	ENZYME	HumanProteinAtlas	19.3
BCKDK	ENZYME	HumanProteinAtlas	19.3
BIRC3	ENZYME	HumanProteinAtlas	19.3
BLK	ENZYME	HumanProteinAtlas	19.3
BRIP1	ENZYME	HumanProteinAtlas	19.3
C1QBP	TRANSPORTER	HumanProteinAtlas	19.3
CA5A	ENZYME	HumanProteinAtlas	19.3
CANT1	ENZYME	HumanProteinAtlas	19.3
CAPN3	ENZYME	HumanProteinAtlas	19.3
CASK	ENZYME	HumanProteinAtlas	19.3
CASP14	ENZYME	HumanProteinAtlas	19.3
CASP8	ENZYME	HumanProteinAtlas	19.3
CATSPER2	ION CHANNEL	HumanProteinAtlas	19.3
CAV1	TRANSPORTER	HumanProteinAtlas	19.3
CBL	ENZYME	HumanProteinAtlas	19.3
CDK5	ENZYME	HumanProteinAtlas	19.3
CDK9	ENZYME	HumanProteinAtlas	19.3
CFB	ENZYME	HumanProteinAtlas	19.3
CFD	ENZYME	HumanProteinAtlas	19.3
CHD4	ENZYME	HumanProteinAtlas	19.3
CHD8	ENZYME	HumanProteinAtlas	19.3
CHEK2	ENZYME	HumanProteinAtlas	19.3
CHRND	TRANSPORTER	HumanProteinAtlas	19.3
CHUK	ENZYME	HumanProteinAtlas	19.3
CLDN19	TRANSPORTER	HumanProteinAtlas	19.3
CLIC2	TRANSPORTER	HumanProteinAtlas	19.3
CLP1	ENZYME	HumanProteinAtlas	19.3
CLPP	ENZYME	HumanProteinAtlas	19.3
CLRN1	TRANSPORTER	HumanProteinAtlas	19.3
CNGB1	TRANSPORTER	HumanProteinAtlas	19.3
CNNM4	TRANSPORTER	HumanProteinAtlas	19.3
COQ2	ENZYME	HumanProteinAtlas	19.3
COQ8A	ENZYME	HumanProteinAtlas	19.3
CORIN	ENZYME	HumanProteinAtlas	19.3
CP	ENZYME	HumanProteinAtlas	19.3
CPOX	ENZYME	HumanProteinAtlas	19.3
CSNK1D	ENZYME	HumanProteinAtlas	19.3
CTNS	TRANSPORTER	HumanProteinAtlas	19.3
CTSA	ENZYME	HumanProteinAtlas	19.3
CTSD	ENZYME	HumanProteinAtlas	19.3
CWC27	ENZYME	HumanProteinAtlas	19.3
CYP11B2	ENZYME	HumanProteinAtlas	19.3
CYP21A2	ENZYME	HumanProteinAtlas	19.3
DDX3Y	ENZYME	HumanProteinAtlas	19.3
DHTKD1	ENZYME	HumanProteinAtlas	19.3
DLAT	ENZYME	HumanProteinAtlas	19.3
DNM1L	ENZYME	HumanProteinAtlas	19.3
DNM2	ENZYME	HumanProteinAtlas	19.3
DNM2	TRANSPORTER	HumanProteinAtlas	19.3
DNMT3A	ENZYME	HumanProteinAtlas	19.3
DUSP6	ENZYME	HumanProteinAtlas	19.3
EHMT1	ENZYME	HumanProteinAtlas	19.3
EI24	TRANSPORTER	HumanProteinAtlas	19.3
EIF2AK4	ENZYME	HumanProteinAtlas	19.3
EIF4A3	ENZYME	HumanProteinAtlas	19.3
EIF4A3	TRANSPORTER	HumanProteinAtlas	19.3
ELAC2	ENZYME	HumanProteinAtlas	19.3
ELOVL5	ENZYME	HumanProteinAtlas	19.3
EOGT	ENZYME	HumanProteinAtlas	19.3
EXT2	ENZYME	HumanProteinAtlas	19.3
EXTL3	ENZYME	HumanProteinAtlas	19.3
EZH2	ENZYME	HumanProteinAtlas	19.3
FAH	ENZYME	HumanProteinAtlas	19.3
FBXO18	ENZYME	HumanProteinAtlas	19.3
FHIT	ENZYME	HumanProteinAtlas	19.3
FLAD1	ENZYME	HumanProteinAtlas	19.3
FZD6	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
GALC	ENZYME	HumanProteinAtlas	19.3
GALT	ENZYME	HumanProteinAtlas	19.3
GBE1	ENZYME	HumanProteinAtlas	19.3
GCLC	ENZYME	HumanProteinAtlas	19.3
GJB1	TRANSPORTER	HumanProteinAtlas	19.3
GLUL	ENZYME	HumanProteinAtlas	19.3
GNE	ENZYME	HumanProteinAtlas	19.3
GPHN	ENZYME	HumanProteinAtlas	19.3
GPR101	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
GPX4	ENZYME	HumanProteinAtlas	19.3
GRIA3	TRANSPORTER	HumanProteinAtlas	19.3
GSTZ1	ENZYME	HumanProteinAtlas	19.3
GUSB	ENZYME	HumanProteinAtlas	19.3
HACE1	ENZYME	HumanProteinAtlas	19.3
HAL	ENZYME	HumanProteinAtlas	19.3
HARS	ENZYME	HumanProteinAtlas	19.3
HCN4	TRANSPORTER	HumanProteinAtlas	19.3
HCN4	ION CHANNEL	HumanProteinAtlas	19.3
HEPACAM	TRANSPORTER	HumanProteinAtlas	19.3
HGD	ENZYME	HumanProteinAtlas	19.3
HGF	ENZYME	HumanProteinAtlas	19.3
HIBCH	ENZYME	HumanProteinAtlas	19.3
HK1	ENZYME	HumanProteinAtlas	19.3
HSD17B4	ENZYME	HumanProteinAtlas	19.3
HSPD1	ENZYME	HumanProteinAtlas	19.3
HUWE1	ENZYME	HumanProteinAtlas	19.3
ICK	ENZYME	HumanProteinAtlas	19.3
IDS	ENZYME	HumanProteinAtlas	19.3
INPPL1	ENZYME	HumanProteinAtlas	19.3
ISPD	ENZYME	HumanProteinAtlas	19.3
ITGA6	CELL SURFACE	HumanProteinAtlas	19.3
ITGA6	TRANSPORTER	HumanProteinAtlas	19.3
ITPA	ENZYME	HumanProteinAtlas	19.3
IVD	ENZYME	HumanProteinAtlas	19.3
IYD	ENZYME	HumanProteinAtlas	19.3
KAT2B	ENZYME	HumanProteinAtlas	19.3
KCNH1	TRANSPORTER	HumanProteinAtlas	19.3
KCNH1	ION CHANNEL	HumanProteinAtlas	19.3
KCNJ10	TRANSPORTER	HumanProteinAtlas	19.3
KCNJ10	ION CHANNEL	HumanProteinAtlas	19.3
KCNJ2	TRANSPORTER	HumanProteinAtlas	19.3
KCNJ2	ION CHANNEL	HumanProteinAtlas	19.3
LARS2	ENZYME	HumanProteinAtlas	19.3
LIMK1	ENZYME	HumanProteinAtlas	19.3
LIPT2	ENZYME	HumanProteinAtlas	19.3
LONP1	ENZYME	HumanProteinAtlas	19.3
LPAR6	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
LPIN2	ENZYME	HumanProteinAtlas	19.3
LTK	ENZYME	HumanProteinAtlas	19.3
MAGT1	TRANSPORTER	HumanProteinAtlas	19.3
MAN1B1	ENZYME	HumanProteinAtlas	19.3
MANBA	ENZYME	HumanProteinAtlas	19.3
MAP3K7	ENZYME	HumanProteinAtlas	19.3
MAPKAPK3	ENZYME	HumanProteinAtlas	19.3
MARVELD2	TRANSPORTER	HumanProteinAtlas	19.3
MBOAT7	ENZYME	HumanProteinAtlas	19.3
MCCC1	ENZYME	HumanProteinAtlas	19.3
MCM9	ENZYME	HumanProteinAtlas	19.3
MELK	ENZYME	HumanProteinAtlas	19.3
MFSD8	TRANSPORTER	HumanProteinAtlas	19.3
MICU1	TRANSPORTER	HumanProteinAtlas	19.3
MID2	ENZYME	HumanProteinAtlas	19.3
