"","gene_id"
"9348","TTC3"
"9349","BRICD5"
"9350","IGIP"
"9351","TSKU"
"9352","ANXA2"
"9353","HOXB4"
"9354","PAQR7"
"9355","NGRN"
"9356","RPS17"
"9357","C1orf116"
"9358","TMEM198B"
"9359","CRIP2"
"9360","DDX28"
"9361","ACBD3"
"9362","HAPSTR1"
"9363","RRP7BP"
"9364","ALG12"
"9365","COL18A1"
"9366","RBM10"
"9367","RPL35A"
"9368","ZNF721"
"9369","C11orf54"
"9370","CEP63"
"9371","SRPRA"
"9372","EWSR1"
"9373","HMGN4"
"9374","SPATA13"
"9375","GJC1"
"9376","CNOT10"
"9377","MTA1"
"9378","CADM1"
"9379","ZNF320"
"9380","PYCR1"
"9381","NAA38"
"9382","SPNS2"
"9383","AP2A2"
"9384","SLC8A1"
"9385","ABAT"
"9386","SLC25A10"
"9387","CAMK1D"
"9388","LYSMD4"
"9389","WBP2NL"
"9390","AFMID"
"9391","GAS6"
"9392","GPC6"
"9393","CEP57L1"
"9394","RABIF"
"9395","FANCF"
"9396","SMDT1"
"9397","HSP90AB3P"
"9398","GDPGP1"
"9399","CTNNA3"
"9400","PTTG1IP"
"9401","DDX41"
"9402","DAZAP2"
"9403","CCBE1"
"9404","SELENOF"
"9405","ZNF623"
"9406","EPHA10"
"9407","CCDC125"
"9408","BCOR"
"9409","JRKL"
"9410","KIAA2026"
"9411","FHL3"
"9412","RIPK4"
"9413","SF3A3"
"9414","OR7E38P"
"9415","ASB7"
"9416","MX2"
"9417","EP400"
"9418","MEX3B"
"9419","COA5"
"9420","UTP11"
"9421","PRR14L"
"9422","SETD3"
"9423","FBXL7"
"9424","TANGO2"
"9425","SMG1P5"
"9426","SFXN4"
"9427","MRPL54"
"9428","ZNF438"
"9429","HMCES"
"9430","ZNF530"
"9431","NDUFB1"
"9432","KLHL25"
"9433","TRMT12"
"9434","GUSBP1"
"9435","RFLNB"
"9436","EFHC2"
"9437","TRIM52"
"9438","LHFPL6"
"9439","CMTM4"
"9440","TMEM50A"
"9441","TBK1"
"9442","CBX6"
"9443","MACC1"
"9444","TBL3"
"9445","KREMEN1"
"9446","CHEK2"
"9447","AIFM3"
"9448","B3GALT5"
"9449","OLFML1"
"9450","RBM12B"
"9451","LIN9"
"9452","BTBD9"
"9453","NUDT14"
"9454","CFAP91"
"9455","GPR39"
"9456","ZNF730"
"9457","KIRREL1"
"9458","TOB2"
"9459","TTC32"
"9460","DNAH2"
"9461","HTR7P1"
"9462","KMT5A"
"9463","KCNH8"
"9464","SMTN"
"9465","COA3"
"9466","ST6GALNAC3"
"9467","PTP4A2"
"9468","ACTG1"
"9469","TMPRSS2"
"9470","DENND5A"
"9471","DIABLO"
"9472","VPS33B"
"9473","ADAP2"
"9474","UQCR10"
"9475","FAM120C"
"9476","EIF3C"
"9477","LRRC51"
"9478","KCNQ3"
"9479","NR2C2AP"
"9480","CRELD2"
"9481","SCFD2"
"9482","UBE2F"
"9483","PPP1R2"
"9484","PGP"
"9485","C22orf46P"
"9486","SNRNP35"
"9487","IRAK1"
"9488","CMSS1"
"9489","PCDH9"
"9490","OAF"
"9491","POU6F1"
"9492","TM2D3"
"9493","TSSC4"
"9494","TACSTD2"
"9495","PRKD1"
"9496","CCSER1"
"9497","ZDHHC23"
"9498","RPL23AP82"
"9499","SLIT3"
"9500","EFNA5"
"9501","PKP3"
"9502","CSF1"
"9503","ACTRT3"
"9504","PLA2G6"
"9505","MAML2"
"9506","SS18L1"
"9507","KCND2"
"9508","TOP1MT"
"9509","COPB2"
"9510","THAP7"
"9511","NCMAP"
"9512","WDR27"
"9513","TXNRD2"
"9514","PROS1"
"9515","HDDC3"
"9516","ZFP1"
"9517","DUSP8"
"9518","SOCS3"
"9519","LPAR5"
"9520","XPOT"
"9521","STING1"
"9522","PDE4B"
"9523","SNN"
"9524","MED12"
"9525","ZNF93"
"9526","SEPTIN9"
"9527","OR7E14P"
"9528","AMER1"
"9529","ZBTB40"
"9530","SEPTIN5"
"9531","EIF4ENIF1"
"9532","RNLS"
"9533","APOBR"
"9534","FAM110C"
"9535","ATL3"
"9536","NDUFA12"
"9537","DYNLT2"
"9538","UBE2G2"
"9539","APOO"
"9540","TMED9"
"9541","TMEM186"
"9542","SDR42E1"
"9543","RBM33"
"9544","BTBD6"
"9545","RBM43"
"9546","SUMO3"
"9547","IMMP2L"
"9548","FMNL1"
"9549","PTRHD1"
"9550","WT1"
"9551","ZFP90"
"9552","FAM227A"
"9553","NOC4L"
"9554","USP18"
"9555","NDUFA6"
"9556","BRI3BP"
"9557","IFNE"
"9558","AP3M1"
"9559","CA13"
"9560","UBOX5"
"9561","MAFF"
"9562","BRF1"
"9563","SLC2A3P2"
"9564","SEMA4B"
"9565","CIB1"
"9566","NELFA"
"9567","SLC24A3"
"9568","INTS5"
"9569","RPS27L"
"9570","ADSS1"
"9571","FAF1"
"9572","FAM43A"
"9573","NSMCE3"
"9574","HSF1"
"9575","C6orf120"
"9576","PURA"
"9577","INPP5J"
"9578","MFSD6L"
"9579","LRRC37B"
"9580","DDX51"
"9581","NOMO2"
"9582","SIGIRR"
"9583","NRBP2"
"9584","IFITM2"
"9585","ZNF445"
"9586","PGBD2"
"9587","RAB11B"
"9588","PRMT3"
"9589","PRPF39"
"9590","PPIL6"
"9591","ZNF74"
"9592","KIAA0825"
"9593","UBALD2"
"9594","ZBTB37"
"9595","CCDC137"
"9596","ARL15"
"9597","CDK10"
"9598","TCN2"
"9599","ATP6V0A2"
"9600","TEDC1"
"9601","HGS"
"9602","RAD51D"
"9603","MAPK11"
"9604","SP140L"
"9605","MRPL30"
"9606","SMYD3"
"9607","IFNLR1"
"9608","SH3BGR"
"9609","ZSWIM9"
"9610","TMEM179B"
"9611","GPRIN3"
"9612","STAC3"
"9613","ROR1"
"9614","SDHAP1"
"9615","SEPTIN7P13"
"9616","MUC1"
"9617","FAAP100"
"9618","IRF7"
"9619","BRCC3"
"9620","LMNTD2"
"9621","NR2F2"
"9622","DLK1"
"9623","TLCD2"
"9624","LSAMP"
"9625","AHNAK2"
"9626","OLFML2A"
"9627","SP1"
"9628","WASH3P"
"9629","MRPL40"
"9630","PCGF3"
"9631","LMLN"
"9632","P4HB"
"9633","PSMD13"
"9634","ZFP36L1"
"9635","UBE2L3"
"9636","BRWD1"
"9637","PMEL"
"9638","ZBTB3"
"9639","EP400P1"
"9640","MYBL1"
"9641","MOSMO"
"9642","DRG1"
"9643","ANKFY1"
"9644","YTHDF3"
"9645","ZNF696"
"9646","IFIT1"
"9647","CXorf38"
"9648","ADAMTSL5"
"9649","MORF4L1"
"9650","WDR53"
"9651","DMWD"
"9652","PIGP"
"9653","IKZF1"
"9654","PCYT2"
"9655","BCAP31"
"9656","DNAH14"
"9657","EVI2B"
"9658","ZNF829"
"9659","THNSL1"
"9660","TRIM69"
"9661","LAMP1"
"9662","POMK"
"9663","KLHDC8B"
"9664","SETD4"
"9665","RNPC3"
"9666","ZNF267"
"9667","IRS2"
"9668","BICD2"
"9669","TMLHE"
"9670","SDHAP3"
"9671","LRCH3"
"9672","NDUFA13"
"9673","ZNF566"
"9674","ZNF529"
"9675","ZNF284"
"9676","MATN1-AS1"
"9677","AIDA"
"9678","CDIN1"
"9679","CD300LF"
"9680","GSAP"
"9681","CYP2R1"
"9682","ANKRD46"
"9683","PIP5K1C"
"9684","ZBTB6"
"9685","C2orf76"
"9686","POLR3C"
"9687","WWOX"
"9688","CIDECP1"
"9689","CENATAC"
"9690","BCL9L"
"9691","POLR1D"
"9692","ZNRF1"
"9693","CYP4F12"
"9694","MTARC1"
"9695","SOWAHB"
"9696","BLOC1S4"
"9697","ZNF749"
"9698","MRTFB"
"9699","ZNF17"
"9700","TOR3A"
"9701","PPP1CC"
"9702","ZNF555"
"9703","CA5BP1"
"9704","PRELID2"
"9705","BACE1"
"9706","THBS2"
"9707","RXRA"
"9708","ANKRD37"
"9709","NUDT17"
"9710","ZNF75D"
"9711","KRT10"
"9712","CCDC30"
"9713","NKRF"
"9714","GLDN"
"9715","KPNA4"
"9716","ZNF501"
"9717","ZNF197"
"9718","RPS23"
"9719","GNG2"
"9720","BTN3A2"
"9721","PCLO"
"9722","RGS7BP"
"9723","INSIG1"
"9724","ZNF396"
"9725","TMEM222"
"9726","ARHGAP30"
"9727","SEPTIN10"
"9728","SMYD4"
"9729","FOXD2"
"9730","GPATCH8"
"9731","CEACAM19"
"9732","NF2"
"9733","SMIM29"
"9734","UBE2H"
"9735","KTN1-AS1"
"9736","KATNA1"
"9737","ARAP1"
"9738","PDE2A"
"9739","CARMIL3"
"9740","PRR5"
"9741","ZFP91"
"9742","C17orf58"
"9743","BCDIN3D"
"9744","LYRM7"
"9745","DTX2P1"
"9746","BCR"
"9747","SPIN4"
"9748","SPIN2B"
"9749","VSIG10L"
"9750","ZNF397"
"9751","ZSCAN30"
"9752","TPCN1"
"9753","LILRB4"
"9754","HEXIM1"
"9755","TRABD2A"
"9756","POFUT2"
"9757","TMEM17"
"9758","ZDHHC17"
"9759","ZNF395"
"9760","PPARA"
"9761","EFCAB6"
"9762","EMID1"
"9763","PTRH1"
"9764","TMEM216"
"9765","RPS19BP1"
"9766","C3orf70"
"9767","TEAD1"
"9768","PLCD1"
"9769","MITF"
"9770","NAP1L1"
"9771","CMC1"
"9772","LYPD6"
"9773","AKR1C1"
"9774","RNF220"
"9775","SHTN1"
"9776","ZNF546"
"9777","TSPYL4"
"9778","MT1X"
"9779","FNBP1"
"9780","DYNC2H1"
"9781","RSBN1L"
"9782","EPOR"
"9783","TAF9B"
"9784","PCDHB13"
"9785","CHP1"
"9786","FPR3"
"9787","COL4A1"
"9788","GJA4"
"9789","PTMA"
"9790","HSPA14"
"9791","SIRT7"
"9792","IFT140"
"9793","TPM3P7"
"9794","AGMO"
"9795","TLR5"
"9796","USP7"
"9797","PLEKHN1"
"9798","TET3"
"9799","ZNF286A"
"9800","ISG15"
"9801","EXD3"
"9802","C17orf97"
"9803","ZKSCAN4"
"9804","DHRS4L2"
"9805","VMAC"
"9806","TMSB4XP8"
"9807","B3GLCT"
"9808","SPRY4"
"9809","TRPV2"
"9810","C2orf88"
"9811","TMEM203"
"9812","KBTBD12"
"9813","THSD4"
"9814","TCEA1"
"9815","SECISBP2"
"9816","HSPE1P11"
"9817","SEMA4D"
"9818","MCRS1"
"9819","FANCM"
"9820","ZNF70"
"9821","PEAR1"
"9822","ZFP69B"
"9823","ZFP69"
"9824","CCDC157"
"9825","PABIR1"
"9826","DMBT1"
"9827","PMS2CL"
"9828","ZFTRAF1"
"9829","KLHL17"
"9830","ZSCAN23"
"9831","RINL"
"9832","TPRG1"
"9833","PDCD6P1"
"9834","SNHG28"
"9835","MORN2"
"9836","UBQLN2"
"9837","RILPL1"
"9838","ZNF490"
"9839","GPR89B"
"9840","C6orf132"
"9841","MAPK12"
"9842","COL4A5"
"9843","AGRN"
"9844","NHS"
"9845","TMPPE"
"9846","ZNF626"
"9847","HEPACAM2"
"9848","ZC3H6"
"9849","LINC00265"
"9850","LAMTOR4"
"9851","PRKAR1B"
"9852","NCR3LG1"
"9853","DCUN1D3"
"9854","ZNF793"
"9855","AGAP4"
"9856","PP7080"
"9857","COMMD6"
"9858","HYKK"
"9859","ZNF383"
"9860","ZNF669"
"9861","CENPP"
"9862","PLSCR1"
"9863","C3orf62"
"9864","ZNF559"
"9865","GTF2F2"
"9866","CIBAR1"
"9867","FOCAD"
"9868","SELL"
"9869","CHM"
"9870","BLOC1S5"
"9871","SERPINA5"
"9872","ACTMAP"
"9873","FAM83G"
"9874","SRSF10"
"9875","DUSP28"
"9876","CCDC9B"
"9877","NBR1"
"9878","RALGAPA2"
"9879","NDOR1"
"9880","CLN3"
"9881","SUMO2"
"9882","RTL6"
"9883","DPYD"
"9884","S100A16"
"9885","PTAR1"
"9886","SAXO2"
"9887","SLC4A5"
"9888","UROS"
"9889","ZDHHC9"
"9890","ZBED10P"
"9891","SMIM15"
"9892","FAM221A"
"9893","TMEM120B"
"9894","RBM34"
"9895","NOXA1"
"9896","TMEM198"
"9897","BCL2L15"
"9898","PRELP"
"9899","ZNF548"
"9900","MTF1"
"9901","NHLRC3"
"9902","ZDHHC11"
"9903","LINC00910"
"9904","SLX4"
"9905","RPL14"
"9906","ZNF563"
"9907","FBF1"
"9908","LRRK2"
"9909","GJB3"
"9910","TRMT2B"
"9911","HACD4"
"9912","FAM120AOS"
"9913","C9orf152"
"9914","NOC2L"
"9915","NELFB"
"9916","ZNF292"
"9917","KCTD21"
"9918","ADAT2"
"9919","ZNF567"
"9920","NDUFA4"
"9921","ALKBH2"
"9922","RNFT1"
"9923","APOD"
"9924","H1-0"
"9925","LITAF"
"9926","TMEM120A"
"9927","ARID2"
"9928","SF3B3"
"9929","IL1RAPL2"
"9930","BLOC1S3"
"9931","UBE2Q2P1"
"9932","ZNF573"
"9933","ABCA15P"
"9934","FAM47E"
"9935","JPT1"
"9936","ZNF527"
"9937","S100A13"
"9938","ZNF33A"
"9939","ZNF600"
"9940","BTBD8"
"9941","MAOA"
"9942","PAX8-AS1"
"9943","C15orf61"
"9944","TSPYL1"
"9945","PNRC2"
"9946","ZKSCAN3"
"9947","RRP7A"
"9948","LIN54"
"9949","FAM53B"
"9950","BNIP5"
"9951","S100A14"
"9952","KAZN"
"9953","SLC35E2B"
"9954","NEMP2"
"9955","ALG1L1P"
"9956","GSPT2"
"9957","C8orf76"
"9958","HMGB1"
"9959","ZFP92"
"9960","RASSF10"
"9961","GJB4"
"9962","BLOC1S2"
"9963","IL1RAP"
"9964","ZNF699"
"9965","TDRD7"
"9966","CFAP119"
"9967","MATCAP1"
"9968","AKR1C3"
"9969","SPATS2L"
"9970","ZNF250"
"9971","WDSUB1"
"9972","ZNF79"
"9973","S100A4"
"9974","PLEKHG4"
"9975","COLCA1"
"9976","ACADSB"
"9977","STK40"
"9978","TMEM63A"
"9979","CTSE"
"9980","SEMA4A"
"9981","MPHOSPH8"
"9982","RNF216P1"
"9983","EEF1A1P5"
"9984","GREB1"
"9985","ZNF766"
"9986","SRGAP3"
"9987","FAM217B"
"9988","TUBB"
"9989","LCOR"
"9990","SUPT5H"
"9991","XPNPEP3"
"9992","ZNF107"
"9993","SFTA2"
"9994","PPIA"
"9995","ZNF471"
"9996","ZNF836"
"9997","ZNF493"
"9998","SUPT3H"
"9999","NIF3L1"
"10000","GARS1-DT"
"10001","IARS1"
"10002","MFSD14CP"
"10003","POM121"
"10004","ZBTB44"
"10005","STK31"
"10006","ZKSCAN7"
"10007","CD55"
"10008","ZNF565"
"10009","WDR5"
"10010","LONP1"
"10011","TRRAP"
"10012","SRGAP2B"
"10013","FUT4"
"10014","ASB13"
"10015","ZNF34"
"10016","ZNF781"
"10017","ZNF140"
"10018","PTPN1"
"10019","EVL"
"10020","EPHB4"
"10021","ZNF765"
"10022","ZNF124"
"10023","XRCC6"
"10024","PPP1R26"
"10025","TSC22D2"
"10026","ZNF569"
"10027","YRDC"
"10028","ZNF777"
"10029","PIK3R4"
"10030","ZNF775"
"10031","ZNF605"
"10032","TRAPPC2"
"10033","MYL6B"
"10034","ZNF799"
"10035","SIAH1"
"10036","C20orf96"
"10037","IPO4"
"10038","NCOR2"
"10039","SULT1A1"
"10040","PRPF40A"
"10041","GDAP2"
"10042","ANAPC7"
"10043","TPK1"
"10044","AFAP1"
"10045","NACA"
"10046","MYO18A"
"10047","BORCS6"
"10048","MAN2A2"
"10049","CACNA1H"
"10050","SULF2"
"10051","PLXNB2"
"10052","MYO6"
"10053","MRTFA"
"10054","HDAC2"
"10055","ZNF782"
"10056","ZNF846"
"10057","SDHAF3"
"10058","HRH1"
"10059","RABL6"
"10060","ZNF136"
"10061","ZKSCAN5"
"10062","ZNF502"
"10063","TRAPPC4"
"10064","TTC30B"
"10065","SLC30A10"
"10066","TECPR2"
"10067","TLR7"
"10068","ZFP62"
"10069","ERI2"
"10070","TOMM7"
"10071","HSH2D"
"10072","TRPV1"
"10073","ZNF33B"
"10074","ZNF512B"
"10075","AMZ2"
"10076","ZNF431"
"10077","NF1"
"10078","VKORC1L1"
"10079","ZNF418"
"10080","DAPK1"
"10081","LINC01560"
"10082","GM2A"
"10083","S100A2"
"10084","SNHG17"
"10085","ZNF700"
"10086","CD47"
"10087","TLE1"
"10088","MAML3"
"10089","STRN3"
"10090","ZNF239"
"10091","CTBP1-DT"
"10092","ZSCAN16"
"10093","MVB12B"
"10094","ILRUN"
"10095","ADA"
"10096","PPTC7"
"10097","NHLRC2"
"10098","ZFP28"
"10099","CRACDL"
"10100","ZNG1C"
"10101","SCN8A"
"10102","LAMB3"
"10103","KPNA5"
"10104","ANKRD36B"
"10105","ARHGEF12"
"10106","HCAR1"
"10107","ZNF252P"
"10108","PDLIM7"
"10109","FLNA"
"10110","TMEM26"
"10111","SRGAP1"
"10112","FAM3C"
"10113","NOP9"
"10114","CASP4"
"10115","AP2A1"
"10116","ZNF585A"
"10117","FUT11"
"10118","ANXA4"
"10119","LAGE3"
"10120","WDR5B"
"10121","WDR45"
"10122","METTL9"
"10123","ZNF138"
"10124","ZNF429"
"10125","ZNF470"
"10126","SERTAD1"
"10127","ZNF100"
"10128","EOLA2"
"10129","ZNF398"
"10130","ZSCAN25"
"10131","ZNF441"
"10132","GMFB"
"10133","SIGLEC15"
"10134","ZNF420"
"10135","ZMYM1"
"10136","H4C3"
"10137","ZSCAN26"
"10138","MAFG"
"10139","ARRDC1"
"10140","KIAA1671"
"10141","IGF2R"
"10142","GAL3ST4"
"10143","DYNC1H1"
"10144","PCBP2"
"10145","ZGPAT"
"10146","SLC25A29"
"10147","PGAP1"
"10148","SRC"
"10149","ZNF682"
"10150","ZNF772"
"10151","ZNF257"
"10152","PCNX3"
"10153","ADAM32"
"10154","ACSL5"
"10155","LRRC8B"
"10156","ABCB8"
"10157","SND1"
"10158","ZNF785"
"10159","PSMD12"
"10160","PIWIL2"
"10161","NOL4L"
"10162","ENTPD4"
"10163","C1D"
"10164","TBC1D9B"
"10165","H4C11"
"10166","KANK2"
"10167","C6orf141"
"10168","GTF2E2"
"10169","RAD54B"
"10170","ZNF165"
"10171","SYNGAP1"
"10172","FITM2"
"10173","KRBOX5"
"10174","DDI2"
"10175","SVIL"
"10176","TRIM33"
"10177","LRP10"
"10178","PELI1"
"10179","ZNF655"
"10180","ZNF786"
"10181","ZNF517"
"10182","ZNF675"
"10183","SLC22A5"
"10184","ADARB1"
"10185","ZNF860"
"10186","HTT"
"10187","C5AR1"
"10188","SHPK"
"10189","IPP"
"10190","MAP3K5"
"10191","GSTK1"
"10192","HNRNPAB"
"10193","STMN3"
"10194","PDGFA"
"10195","SPN"
"10196","PCDHB11"
"10197","ZNF665"
"10198","RPF2"
"10199","SLC28A3"
"10200","MIB2"
"10201","MYO5A"
"10202","ATG7"
"10203","SIPA1L1"
"10204","TTC30A"
"10205","RAB40C"
"10206","PIGN"
"10207","ZNF624"
"10208","TOPORS"
"10209","BCO2"
"10210","ENTPD6"
"10211","ENPP1"
"10212","FAR1"
"10213","CPLANE1"
"10214","ZNF841"
"10215","ZNF615"
"10216","EOLA1"
"10217","CDC42SE1"
"10218","MPEG1"
"10219","ZNF433"
"10220","SPTAN1"
"10221","PARVA"
"10222","RPE"
"10223","ZNF460"
"10224","PHF2"
"10225","RPS26"
"10226","PSAP"
"10227","S100A10"
"10228","CFAP43"
"10229","RPL37A"
"10230","HOXC6"
"10231","TXNRD3"
"10232","MCMBP"
"10233","EME2"
"10234","ZNF81"
"10235","TAF13"
"10236","ZNF780A"
"10237","FAM118B"
"10238","ZNF461"
"10239","CCDC180"
"10240","SLC9A8"
"10241","OCLN"
"10242","H4C16"
"10243","ZNF181"
"10244","INKA2"
"10245","ZNF44"
"10246","ADAMTSL2"
"10247","SGTB"
"10248","ZNF790"
"10249","CYRIA"
"10250","MYO1C"
"10251","NKIRAS1"
"10252","UGT2B17"
"10253","KIF13B"
"10254","ADH5"
"10255","SPG7"
"10256","NBEAP2"
"10257","ZNF677"
"10258","ERO1A"
"10259","ZNF823"
"10260","ZNF311"
"10261","ZNF347"
"10262","PLCG2"
"10263","FCHSD1"
"10264","ZNF71"
"10265","S100A6"
"10266","RPL12"
"10267","DNM3"
"10268","ZNF121"
"10269","MPZL1"
"10270","VPS13A"
"10271","MBP"
"10272","AKAP17A"
"10273","LEKR1"
"10274","C1orf122"
"10275","SNHG12"
"10276","NOL8"
"10277","IRAK4"
"10278","MRPL42"
"10279","ENTPD7"
"10280","ZNF335"
"10281","RPS4X"
"10282","ZNF273"
"10283","ZNF84"
"10284","MAK16"
"10285","ZNF667"
"10286","GRK6"
"10287","MARCHF5"
"10288","AKR1B10"
"10289","SULT1C4"
"10290","ZBTB14"
"10291","CD2AP"
"10292","SFI1"
"10293","ZNF649"
"10294","ZNF248"
"10295","CHSY3"
"10296","TOR4A"
"10297","HIBCH"
"10298","ZNF544"
"10299","TMEM229B"
"10300","SOWAHC"
"10301","ZNF770"
"10302","ZNF876P"
"10303","HMGN5"
"10304","MIER1"
"10305","MAN1A2"
"10306","SVIP"
"10307","ZNF251"
"10308","DDRGK1"
"10309","TFDP1"
"10310","ZNF607"
"10311","ZNF334"
"10312","HSD17B11"
"10313","SZT2"
"10314","ZXDA"
"10315","RPS6KL1"
"10316","QRICH1"
"10317","CSF2RA"
"10318","DDX42"
"10319","RPL23A"
"10320","SLC29A3"
"10321","STYX"
"10322","UBL5"
"10323","HELZ"
"10324","TMEM116"
"10325","UCKL1"
"10326","CARD11"
"10327","ZNF485"
"10328","SDAD1"
"10329","ZKSCAN8"
"10330","PHETA1"
"10331","HYLS1"
"10332","ZNF442"
"10333","ZNF813"
"10334","HOXC4"
"10335","PIM3"
"10336","GET3"
"10337","ASPH"
"10338","SPRED2"
"10339","WWP2"
"10340","GFPT1"
"10341","UVRAG"
"10342","ZNF26"
"10343","ITSN2"
"10344","OGA"
"10345","MT1F"
"10346","TCAF1"
"10347","ZNF69"
"10348","TXNRD1"
"10349","ZNF583"
"10350","ZNF568"
"10351","ZXDB"
"10352","ZNF480"
"10353","ZNF587"
"10354","SH3BGRL2"
"10355","ZNF808"
"10356","YTHDF2"
"10357","NBR2"
"10358","TMA16"
"10359","ATL1"
"10360","CNGA1"
"10361","MAFK"
"10362","ZNF43"
"10363","GPN1"
"10364","ZNF28"
"10365","ITGBL1"
"10366","ZNF627"
"10367","ZNF789"
"10368","CTNND1"
"10369","DDX39B"
"10370","NUDT16"
"10371","TLK1"
"10372","LRBA"
"10373","BAZ1A"
"10374","AKR1C4"
"10375","COPS8"
"10376","MDM4"
"10377","KLHL9"
"10378","FAM3D"
"10379","NCOA6"
"10380","STK39"
"10381","C6orf89"
"10382","CALM1"
"10383","TAFA2"
"10384","SKIC3"
"10385","TUSC1"
"10386","PAPSS2"
"10387","SLC9A6"
"10388","FAN1"
"10389","IPO9"
"10390","CEP290"
"10391","GLMP"
"10392","TOGARAM1"
"10393","DLL1"
"10394","ANKRD13B"
"10395","ECI2"
"10396","UNC13B"
"10397","LDB1"
"10398","PPP1R14C"
"10399","CTR9"
"10400","F5"
"10401","MSRB1"
"10402","ZNF652"
"10403","SMURF1"
"10404","MTCO3P12"
"10405","GPATCH3"
"10406","CDC42BPB"
"10407","RPL10A"
"10408","EPS8L3"
"10409","RCSD1"
"10410","RASSF9"
"10411","FAM169A"
"10412","ZNF830"
"10413","CNOT7"
"10414","TMEM184B"
"10415","MTOR"
"10416","SCAMP5"
"10417","ZNF521"
"10418","LRIG2"
"10419","PNP"
"10420","FOXJ3"
"10421","ZNF358"
"10422","SFT2D1"
"10423","CHAMP1"
"10424","INPP5F"
"10425","SUCNR1"
"10426","HMGN2"
"10427","SELENOM"
"10428","UBE2J1"
"10429","OPA1"
"10430","DENND4B"
"10431","ZNF277"
"10432","KTI12"
"10433","SELENOT"
"10434","ARHGEF15"
"10435","TOX"
"10436","RUSC2"
"10437","FICD"
"10438","OSTC"
"10439","R3HDM4"
"10440","TSEN15"
"10441","LTN1"
"10442","RUNDC1"
"10443","CCDC152"
"10444","TYW1"
"10445","DCAF12"
"10446","SMC5"
"10447","PRMT6"
"10448","CIPC"
"10449","CAPZA2"
"10450","TOP1"
"10451","GPRASP3"
"10452","MAP3K3"
"10453","SREBF2"
"10454","C1orf174"
"10455","SPOUT1"
"10456","RPL39"
"10457","DZIP3"
"10458","KIAA0753"
"10459","DCLRE1A"
"10460","ATG9A"
"10461","NOS1AP"
"10462","APRT"
"10463","TBKBP1"
"10464","CCDC167"
"10465","ZFP2"
"10466","SOWAHA"
"10467","NAGA"
"10468","SMG5"
"10469","KIFBP"
"10470","ARMCX6"
"10471","PJA2"
"10472","SGMS1"
"10473","RNU5A-1"
"10474","RN7SKP185"
"10475","RN7SKP173"
"10476","SNORD104"
"10477","RNU5B-1"
"10478","RN7SKP79"
"10479","RN7SKP255"
"10480","SNORA71D"
"10481","RN7SKP203"
"10482","SNORA33"
"10483","RN7SKP180"
"10484","SNORA80A"
"10485","RNU4-1"
"10486","SNORA38"
"10487","SNORA74A"
"10488","RNY1"
"10489","RN7SKP118"
"10490","SNORA65"
"10491","RN7SKP71"
"10492","RN7SKP55"
"10493","SNORA5C"
"10494","RN7SKP9"
"10495","RN7SKP48"
"10496","RN7SKP189"
"10497","RN7SKP80"
"10498","7SK"
"10499","RN7SKP186"
"10500","RN7SKP292"
"10501","RNU4-2"
"10502","MIR421"
"10503","ZNF525"
"10504","INF2"
"10505","IQANK1"
"10506","EFCAB2"
"10507","COX20"
"10508","CHML"
"10509","TATDN3"
"10510","CR1"
"10511","SAMD5"
"10512","GPR52"
"10513","FCGR3A"
"10514","EEF1AKMT2"
"10515","DDO"
"10516","CCDC162P"
"10517","ATP1A1-AS1"
"10518","C6orf163"
"10519","SNHG5"
"10520","ADD3-AS1"
"10521","GDI1"
"10522","PCMTD2"
"10523","SAMD13"
"10524","RTL8A"
"10525","EFCAB7"
"10526","ARRDC1-AS1"
"10527","LINC00963"
"10528","SYS1"
"10529","INPP5B"
"10530","RPA4"
"10531","MAFB"
"10532","TRAF3IP1"
"10533","CHIC1"
"10534","GIGYF2"
"10535","C2orf72"
"10536","RUFY2"
"10537","NHSL2"
"10538","GGTA1"
"10539","PHACTR4"
"10540","ASAH2B"
"10541","AGAP6"
"10542","TIMM23B"
"10543","ZDHHC18"
"10544","TMEM273"
"10545","GPRIN2"
"10546","MACO1"
"10547","DAXX"
"10548","BMPR2"
"10549","TCEA3"
"10550","PFDN6"
"10551","RING1"
"10552","HSD17B8"
"10553","RXRB"
"10554","OXLD1"
"10555","HLA-DOA"
"10556","BRD2"
"10557","PSMB8-AS1"
"10558","COL5A2"
"10559","PSMB8"
"10560","TAP2"
"10561","SPIN3"
"10562","NBDY"
"10563","COL15A1"
"10564","NOTCH4"
"10565","PBX2"
"10566","AGER"
"10567","RNF5"
"10568","AGPAT1"
"10569","PJVK"
"10570","FKBPL"
"10571","MRPL38"
"10572","STK19"
"10573","DXO"
"10574","SKIC2"
"10575","NELFE"
"10576","ZBTB12"
"10577","SDHD"
"10578","EHMT2"
"10579","SLC44A4"
"10580","NEU1"
"10581","SNHG32"
"10582","HSPA1B"
"10583","HSPA1A"
"10584","HSPA1L"
"10585","LSM2"
"10586","VARS1"
"10587","VWA7"
"10588","CARD16"
"10589","MBD5"
"10590","MSH5"
"10591","ABHD16A"
"10592","CSNK2B"
"10593","GPANK1"
"10594","C6orf47"
"10595","NALF1"
"10596","BAG6"
"10597","PRRC2A"
"10598","AIF1"
"10599","LST1"
"10600","NFKBIL1"
"10601","ZNF814"
"10602","ZNF551"
"10603","MICA"
"10604","ZNF805"
"10605","HLA-C"
"10606","PSORS1C3"
"10607","POU5F1"
"10608","CCHCR1"
